# _root_ Hlavním bodem je turnaj ve streetballu , což je jakási uliční varianta basketbalu na jeden koš pro zpravidla tříčlenná družstva , která si našla do Evropy cestu z USA .
#goldHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,13,19,20,17,24,24,24,12,24,25,24,24,28,0,
#predictedHeads=2,3,7,3,4,5,0,9,7,12,12,9,12,13,16,14,16,19,20,17,24,24,24,20,24,25,24,27,28,0,
(24,4),(24,12),-0.175442 # DEPENDENCYPART_SIBL
(24,4),(24,13),-0.175442 # DEPENDENCYPART_SIBL
(24,4),(24,14),0.00313869 # DEPENDENCYPART_SIBL
(24,4),(24,15),-0.0564168 # DEPENDENCYPART_SIBL
(24,4),(24,16),-0.175442 # DEPENDENCYPART_SIBL
(24,4),(24,17),0.017147 # DEPENDENCYPART_SIBL
(24,4),(24,18),0.00779132 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.161059 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.173841 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.13495 # DEPENDENCYPART_SIBL
(24,4),(24,22),-0.287598 # DEPENDENCYPART_SIBL
(24,4),(24,23),0.0197911 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.031938 # DEPENDENCYPART_SIBL
(24,4),(24,26),-0.0399805 # DEPENDENCYPART_SIBL
(24,4),(24,27),-0.0267171 # DEPENDENCYPART_SIBL
(24,4),(24,28),-0.0163365 # DEPENDENCYPART_SIBL
(24,4),(24,29),-0.0562824 # DEPENDENCYPART_SIBL
(24,4),(24,30),-0.00730804 # DEPENDENCYPART_SIBL
(24,5),(24,6),0.00064818 # DEPENDENCYPART_SIBL
(24,5),(24,7),-0.239419 # DEPENDENCYPART_SIBL
(24,5),(24,9),0.0203987 # DEPENDENCYPART_SIBL
(24,5),(24,12),0.00064818 # DEPENDENCYPART_SIBL
(24,5),(24,13),0.00064818 # DEPENDENCYPART_SIBL
(24,5),(24,14),-0.0448202 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.105498 # DEPENDENCYPART_SIBL
(24,5),(24,16),0.000648164 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.0633932 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.044928 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.0930965 # DEPENDENCYPART_SIBL
(24,5),(24,20),0.00709565 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.239419 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.217663 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.0125396 # DEPENDENCYPART_SIBL
(24,5),(24,25),-0.0713057 # DEPENDENCYPART_SIBL
(24,5),(24,26),0.0331346 # DEPENDENCYPART_SIBL
(24,5),(24,27),0.0351652 # DEPENDENCYPART_SIBL
(24,5),(24,28),-0.0477333 # DEPENDENCYPART_SIBL
(24,5),(24,29),0.041458 # DEPENDENCYPART_SIBL
(24,5),(24,30),-0.0633515 # DEPENDENCYPART_SIBL
(24,6),(24,7),-0.146739 # DEPENDENCYPART_SIBL
(24,6),(24,9),0.0431902 # DEPENDENCYPART_SIBL
(24,6),(24,12),-0.187136 # DEPENDENCYPART_SIBL
(24,6),(24,13),-0.187136 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.00908378 # DEPENDENCYPART_SIBL
(24,6),(24,15),-0.076825 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.187136 # DEPENDENCYPART_SIBL
(24,6),(24,17),0.00492453 # DEPENDENCYPART_SIBL
(24,6),(24,18),-0.00443116 # DEPENDENCYPART_SIBL
(24,6),(24,19),-0.173281 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.185535 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.146739 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.308197 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.00080775 # DEPENDENCYPART_SIBL
(24,6),(24,25),0.0404945 # DEPENDENCYPART_SIBL
(24,6),(24,26),-0.0276812 # DEPENDENCYPART_SIBL
(24,6),(24,27),-0.0144178 # DEPENDENCYPART_SIBL
(24,6),(24,28),-0.00778004 # DEPENDENCYPART_SIBL
(24,6),(24,29),-0.0439832 # DEPENDENCYPART_SIBL
(24,6),(24,30),-0.0075748 # DEPENDENCYPART_SIBL
(24,7),(24,9),0.131336 # DEPENDENCYPART_SIBL
(24,7),(24,12),0.0326283 # DEPENDENCYPART_SIBL
(24,7),(24,13),0.0326283 # DEPENDENCYPART_SIBL
(24,7),(24,14),0.0335241 # DEPENDENCYPART_SIBL
(24,7),(24,15),0.00683968 # DEPENDENCYPART_SIBL
(24,7),(24,16),0.0326282 # DEPENDENCYPART_SIBL
(24,7),(24,17),0.0718757 # DEPENDENCYPART_SIBL
(24,7),(24,18),0.0516148 # DEPENDENCYPART_SIBL
(24,7),(24,19),0.0107797 # DEPENDENCYPART_SIBL
(24,7),(24,20),0.0393069 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.17397 # DEPENDENCYPART_SIBL
(24,7),(24,22),0.344459 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.00137452 # DEPENDENCYPART_SIBL
(24,7),(24,25),0.0303338 # DEPENDENCYPART_SIBL
(24,7),(24,26),0.0169697 # DEPENDENCYPART_SIBL
(24,7),(24,27),0.0435368 # DEPENDENCYPART_SIBL
(24,7),(24,28),0.0290554 # DEPENDENCYPART_SIBL
(24,7),(24,29),0.0310341 # DEPENDENCYPART_SIBL
(24,7),(24,30),-0.00191891 # DEPENDENCYPART_SIBL
(24,9),(24,12),0.00443987 # DEPENDENCYPART_SIBL
(24,9),(24,13),0.00443987 # DEPENDENCYPART_SIBL
(24,9),(24,14),0.0768037 # DEPENDENCYPART_SIBL
(24,9),(24,15),-0.0667899 # DEPENDENCYPART_SIBL
(24,9),(24,16),0.00443985 # DEPENDENCYPART_SIBL
(24,9),(24,17),0.046703 # DEPENDENCYPART_SIBL
(24,9),(24,18),0.0301147 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.0662669 # DEPENDENCYPART_SIBL
(24,9),(24,20),0.00618582 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.109505 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.14195 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.0255592 # DEPENDENCYPART_SIBL
(24,9),(24,25),0.0429775 # DEPENDENCYPART_SIBL
(24,9),(24,26),0.037148 # DEPENDENCYPART_SIBL
(24,9),(24,27),0.0458211 # DEPENDENCYPART_SIBL
(24,9),(24,28),0.0272264 # DEPENDENCYPART_SIBL
(24,9),(24,29),0.043352 # DEPENDENCYPART_SIBL
(24,9),(24,30),-0.00749854 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.187137 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.00908673 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.0768247 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.187137 # DEPENDENCYPART_SIBL
(24,12),(24,17),0.00492158 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.00443082 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.173281 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.185536 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.146739 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.308192 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.000802763 # DEPENDENCYPART_SIBL
(24,12),(24,25),0.039446 # DEPENDENCYPART_SIBL
(24,12),(24,26),-0.0286449 # DEPENDENCYPART_SIBL
(24,12),(24,27),-0.0153815 # DEPENDENCYPART_SIBL
(24,12),(24,28),-0.00882858 # DEPENDENCYPART_SIBL
(24,12),(24,29),-0.0449469 # DEPENDENCYPART_SIBL
(24,12),(24,30),-0.0104344 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.00908378 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.076825 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.187136 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.00492453 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.00443116 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.173281 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.185535 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.146739 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.308197 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.00080775 # DEPENDENCYPART_SIBL
(24,13),(24,25),0.0404945 # DEPENDENCYPART_SIBL
(24,13),(24,26),-0.0276812 # DEPENDENCYPART_SIBL
(24,13),(24,27),-0.0144178 # DEPENDENCYPART_SIBL
(24,13),(24,28),-0.00778004 # DEPENDENCYPART_SIBL
(24,13),(24,29),-0.0439832 # DEPENDENCYPART_SIBL
(24,13),(24,30),-0.0075748 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.129731 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.0426075 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.0742392 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.0388439 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.0869299 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.0317092 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.29599 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.201347 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.00902143 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.102096 # DEPENDENCYPART_SIBL
(24,14),(24,26),0.0191284 # DEPENDENCYPART_SIBL
(24,14),(24,27),0.0199056 # DEPENDENCYPART_SIBL
(24,14),(24,28),-0.130068 # DEPENDENCYPART_SIBL
(24,14),(24,29),0.0270153 # DEPENDENCYPART_SIBL
(24,14),(24,30),-0.0819742 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.080598 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.00669103 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.0022869 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.016819 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.0785981 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.0593708 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.152335 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0160004 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.0229289 # DEPENDENCYPART_SIBL
(24,15),(24,26),0.0242478 # DEPENDENCYPART_SIBL
(24,15),(24,27),0.0270677 # DEPENDENCYPART_SIBL
(24,15),(24,28),0.0398302 # DEPENDENCYPART_SIBL
(24,15),(24,29),0.0198305 # DEPENDENCYPART_SIBL
(24,15),(24,30),0.044282 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.00492453 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.00443116 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.173281 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.185535 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.146739 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.308197 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.00080775 # DEPENDENCYPART_SIBL
(24,16),(24,25),0.0402354 # DEPENDENCYPART_SIBL
(24,16),(24,26),-0.0289978 # DEPENDENCYPART_SIBL
(24,16),(24,27),-0.0157344 # DEPENDENCYPART_SIBL
(24,16),(24,28),-0.00803919 # DEPENDENCYPART_SIBL
(24,16),(24,29),-0.0452998 # DEPENDENCYPART_SIBL
(24,16),(24,30),-0.00783395 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0546978 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0941293 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.0706282 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.328616 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.209908 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0101744 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.040153 # DEPENDENCYPART_SIBL
(24,17),(24,26),0.0403283 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.031754 # DEPENDENCYPART_SIBL
(24,17),(24,28),-0.0351267 # DEPENDENCYPART_SIBL
(24,17),(24,29),0.0380736 # DEPENDENCYPART_SIBL
(24,17),(24,30),-0.0320492 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.0146524 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.000948501 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.149355 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.13503 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0393998 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0253685 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.00367104 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.0149743 # DEPENDENCYPART_SIBL
(24,18),(24,28),-0.0454592 # DEPENDENCYPART_SIBL
(24,18),(24,29),0.0279521 # DEPENDENCYPART_SIBL
(24,18),(24,30),-0.18791 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0528503 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0333538 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.16699 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0177118 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.100646 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0568223 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0458789 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.107535 # DEPENDENCYPART_SIBL
(24,19),(24,29),-0.0328432 # DEPENDENCYPART_SIBL
(24,19),(24,30),-0.0949435 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.14704 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.308201 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.00081198 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0353765 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.046575 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0333116 # DEPENDENCYPART_SIBL
(24,20),(24,28),-0.0128824 # DEPENDENCYPART_SIBL
(24,20),(24,29),-0.062877 # DEPENDENCYPART_SIBL
(24,20),(24,30),-0.0173976 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.344459 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.00137452 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0303338 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0169697 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0435368 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.0290554 # DEPENDENCYPART_SIBL
(24,21),(24,29),0.0310341 # DEPENDENCYPART_SIBL
(24,21),(24,30),-0.00191891 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.117505 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0750744 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0138334 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0332792 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0140278 # DEPENDENCYPART_SIBL
(24,22),(24,29),0.01165 # DEPENDENCYPART_SIBL
(24,22),(24,30),-0.0682685 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.00287671 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0395871 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0597441 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.00636455 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.037406 # DEPENDENCYPART_SIBL
(24,23),(24,30),-0.179213 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0406398 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0462218 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.0332328 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.0465159 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.0448138 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0949439 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.0274064 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.107664 # DEPENDENCYPART_SIBL
(24,26),(24,30),-0.119386 # DEPENDENCYPART_SIBL
(24,27),(24,28),0.0374068 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.101999 # DEPENDENCYPART_SIBL
(24,27),(24,30),-0.093995 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.046777 # DEPENDENCYPART_SIBL
(24,28),(24,30),-0.0929716 # DEPENDENCYPART_SIBL
(24,29),(24,30),-0.0882624 # DEPENDENCYPART_SIBL
(25,26),(25,27),-1.39768 # DEPENDENCYPART_SIBL
(25,26),(25,29),-1.40446 # DEPENDENCYPART_SIBL
(25,27),(25,29),-1.40306 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.0275641 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0267136 # DEPENDENCYPART_SIBL
(26,22),(26,27),-0.0729093 # DEPENDENCYPART_SIBL
(26,22),(26,28),-0.0242492 # DEPENDENCYPART_SIBL
(26,22),(26,29),-0.0590209 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.103133 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0288959 # DEPENDENCYPART_SIBL
(26,23),(26,28),-0.0433872 # DEPENDENCYPART_SIBL
(26,23),(26,29),-0.0153619 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.0481051 # DEPENDENCYPART_SIBL
(26,25),(26,28),-0.145323 # DEPENDENCYPART_SIBL
(26,25),(26,29),-0.0231202 # DEPENDENCYPART_SIBL
(26,27),(26,28),0.0207709 # DEPENDENCYPART_SIBL
(26,27),(26,29),-0.030005 # DEPENDENCYPART_SIBL
(26,28),(26,29),0.0161232 # DEPENDENCYPART_SIBL
(27,22),(27,23),0.0304575 # DEPENDENCYPART_SIBL
(27,22),(27,25),0.0296544 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.0696599 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.00934157 # DEPENDENCYPART_SIBL
(27,22),(27,29),-0.057129 # DEPENDENCYPART_SIBL
(27,22),(27,30),-0.0770037 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.106075 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.135134 # DEPENDENCYPART_SIBL
(27,23),(27,28),-0.0284796 # DEPENDENCYPART_SIBL
(27,23),(27,29),-0.01347 # DEPENDENCYPART_SIBL
(27,23),(27,30),-0.123273 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.014873 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.134226 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.0230523 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.128777 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0607864 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.00758057 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.00460965 # DEPENDENCYPART_SIBL
(27,28),(27,29),0.0298549 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.135619 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.132498 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.148328 # DEPENDENCYPART_SIBL
(28,26),(28,29),-0.129891 # DEPENDENCYPART_SIBL
(28,26),(28,30),-0.0601964 # DEPENDENCYPART_SIBL
(28,27),(28,29),-0.126997 # DEPENDENCYPART_SIBL
(28,27),(28,30),-0.0614999 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.365778 # DEPENDENCYPART_SIBL
(29,22),(29,23),0.0274397 # DEPENDENCYPART_SIBL
(29,22),(29,25),0.0248017 # DEPENDENCYPART_SIBL
(29,22),(29,26),0.0627779 # DEPENDENCYPART_SIBL
(29,22),(29,27),0.0627858 # DEPENDENCYPART_SIBL
(29,22),(29,28),-0.0601417 # DEPENDENCYPART_SIBL
(29,22),(29,30),-0.082209 # DEPENDENCYPART_SIBL
(29,23),(29,25),0.101222 # DEPENDENCYPART_SIBL
(29,23),(29,26),0.128252 # DEPENDENCYPART_SIBL
(29,23),(29,27),0.128134 # DEPENDENCYPART_SIBL
(29,23),(29,28),0.0112565 # DEPENDENCYPART_SIBL
(29,23),(29,30),-0.128478 # DEPENDENCYPART_SIBL
(29,25),(29,26),-0.0186669 # DEPENDENCYPART_SIBL
(29,25),(29,27),-0.0191099 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.103839 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.133211 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.00139231 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.0972678 # DEPENDENCYPART_SIBL
(29,26),(29,30),-0.0120172 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.092278 # DEPENDENCYPART_SIBL
(29,27),(29,30),-0.0115847 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.115361 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.155965 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.187937 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.146052 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.464962 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.626249 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.0620891 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.179529 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.214104 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0308388 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.400487 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.419407 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.464131 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0189229 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.111752 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.308387 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.219828 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.148221 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.342757 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.241634 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.462783 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.0232287 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.260724 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.151562 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.249782 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.156298 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.134469 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.34691 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.398656 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),-0.439425 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.180421 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0403222 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.388476 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.395215 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.413934 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.507133 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.461799 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.907317 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.251094 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.391006 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.192598 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),-0.642766 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.18012 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.237577 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.507236 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0454966 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0335587 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.566548 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.507039 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.463908 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.906522 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.254776 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.530119 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.396043 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.559535 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.644874 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),-0.259408 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0178076 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.599747 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0553993 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.37777 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.423958 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.692471 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.455152 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.600534 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0482605 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.323603 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.0220916 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.307512 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.129612 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.196639 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.440454 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),0.369807 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),-0.0189229 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.111752 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.472294 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.11635 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.241978 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.347216 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.335535 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.815265 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.618049 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.462783 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.0232287 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.260724 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.151562 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.482211 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.249782 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.156298 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.134469 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.34691 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.398656 # DEPENDENCYPART_GRANDPAR
