# _root_ Lékaři mi to udělali jakousi zrychlenou metodou , trénoval jsem už po dvou týdnech místo šesti , jenže stejně jsem přišel o část letní přípravy .
#goldHeads=4,4,4,18,7,7,4,18,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
#predictedHeads=4,4,4,18,7,7,4,4,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
(20,11),(20,16),0.00508932 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.158481 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0463717 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.047504 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0715511 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.0409334 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0583332 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.0549813 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0634374 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0291547 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0151324 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0599363 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.261481 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0325532 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0204854 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0149712 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.0723995 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.081884 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.0862698 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0588503 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0107611 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0507295 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0413746 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0155725 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0673149 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0502288 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.032521 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0394486 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.049338 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0288001 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0566177 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.132363 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0916509 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0155436 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.00883622 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0179086 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0169265 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0151187 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0751217 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.241072 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.00666337 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.00371381 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.00716089 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.115988 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0206411 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.128313 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0415255 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0161996 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0684052 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0398455 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0398019 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0429638 # DEPENDENCYPART_SIBL
(20,16),(20,25),0.0565013 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0375551 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0692151 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0523589 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.141981 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0966217 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.160132 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0515973 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0687154 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0605508 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0156911 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0741914 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0280736 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0444876 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0904554 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.0455925 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.192651 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.180034 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.199124 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0554575 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0363737 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0890203 # DEPENDENCYPART_SIBL
(21,1),(21,3),0.0243785 # DEPENDENCYPART_SIBL
(21,1),(21,4),0.0354567 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.147144 # DEPENDENCYPART_SIBL
(21,1),(21,9),0.038303 # DEPENDENCYPART_SIBL
(21,1),(21,10),0.0958591 # DEPENDENCYPART_SIBL
(21,1),(21,11),0.0711868 # DEPENDENCYPART_SIBL
(21,1),(21,12),0.0961406 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0270905 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.14949 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0740715 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0266067 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.112758 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.0279723 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.127416 # DEPENDENCYPART_SIBL
(21,1),(21,20),0.0958591 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.061377 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.061483 # DEPENDENCYPART_SIBL
(21,1),(21,24),-0.0213519 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.0284557 # DEPENDENCYPART_SIBL
(21,3),(21,4),-0.013567 # DEPENDENCYPART_SIBL
(21,3),(21,7),-0.0359029 # DEPENDENCYPART_SIBL
(21,3),(21,9),-0.0126276 # DEPENDENCYPART_SIBL
(21,3),(21,10),0.066136 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.0565057 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.0806131 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.0736342 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.038758 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.076994 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0742829 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.297509 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.0211644 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.0525849 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.066136 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.0347559 # DEPENDENCYPART_SIBL
(21,3),(21,23),-0.118034 # DEPENDENCYPART_SIBL
(21,3),(21,24),-0.106991 # DEPENDENCYPART_SIBL
(21,3),(21,25),-0.0956862 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.000156512 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.229566 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.155017 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0242993 # DEPENDENCYPART_SIBL
(21,4),(21,12),0.0535522 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.0537256 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.00215042 # DEPENDENCYPART_SIBL
(21,4),(21,15),0.0330455 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.0537581 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.0965136 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.015286 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0109598 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.155017 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.00745561 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0159304 # DEPENDENCYPART_SIBL
(21,4),(21,24),-0.0138768 # DEPENDENCYPART_SIBL
(21,4),(21,25),-0.0216838 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.00381561 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.0537405 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.0127149 # DEPENDENCYPART_SIBL
(21,7),(21,12),0.0472427 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0595322 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.194986 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.0251736 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.0590485 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.168051 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.00478624 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.0689444 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.0537405 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.02507 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.1101 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.0469894 # DEPENDENCYPART_SIBL
(21,7),(21,25),-0.0770729 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.156593 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.0246266 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.0528136 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0540528 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.00247768 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.0323069 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0540854 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.102717 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0159028 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.011287 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.156593 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0102066 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0185006 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.0169689 # DEPENDENCYPART_SIBL
(21,9),(21,25),-0.024254 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.0539043 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.192085 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.0175798 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.043603 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.168108 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.0175472 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0588245 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0791223 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0670031 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0725952 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0759506 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.0188235 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.0234652 # DEPENDENCYPART_SIBL
(21,10),(21,25),-0.0245769 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0641219 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.0117574 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0203486 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0720847 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.00826261 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.184284 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0403025 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0293457 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.235808 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0793112 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0428753 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.102423 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.0288274 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0644077 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0329163 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0169568 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0609066 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.291607 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0139308 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.00893711 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.217503 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.0682789 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.022417 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.079276 # DEPENDENCYPART_SIBL
(21,12),(21,25),0.0362873 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.060851 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0122939 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.0503897 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0718315 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.00396621 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.00460309 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0621888 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0314968 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0351246 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0629185 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.0183076 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0224641 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0609261 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.165872 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.00701731 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0649455 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0518587 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.027961 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.104437 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.047651 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.0714101 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0753247 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.27043 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.00453851 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0163609 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.179807 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0573494 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0687357 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0192283 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.08106 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0719824 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.00431044 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.00397599 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0625306 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0211136 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0278436 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0664336 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0111442 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.101602 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.029108 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.289326 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0218787 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0273691 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0203272 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.00921757 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.00119196 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0300073 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0329538 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0699639 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0365947 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0535774 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.204091 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0609553 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0232579 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0283983 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.00961736 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0759506 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0188235 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0234652 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0245769 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.232512 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.221356 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.238985 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0203029 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.102616 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0970489 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.482865 # DEPENDENCYPART_SIBL
(22,23),(22,25),-1.39692 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.735553 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0370775 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0598669 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0137593 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.1812 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.205666 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.188285 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.189675 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0349551 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.160288 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.246588 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.137726 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.121974 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0146368 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0299095 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.122478 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.011514 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.0723852 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.00315023 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.182597 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.00204433 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0065535 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.110634 # DEPENDENCYPART_SIBL
(0,1),(1,3),-0.565528 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.150164 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.555161 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.318507 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.283943 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0141619 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.293694 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.557659 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.622695 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.23918 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.288149 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.332922 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.339767 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.00880388 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.144369 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.727097 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.201332 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.344823 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.206156 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.568817 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.19084 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.177336 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.600867 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.365952 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.323705 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.719681 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.55811 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.308071 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.271825 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.577752 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.508215 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.494403 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.552054 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.589815 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.562647 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.322733 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),1.0213 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.220011 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.612221 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.235675 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.290517 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.485036 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.506317 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.471214 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.222217 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.179877 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.210228 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.333471 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.197131 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.571575 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0647046 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.181816 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.698573 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.175835 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.595517 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.357892 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.105399 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.315382 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.321962 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),-0.250101 # DEPENDENCYPART_GRANDPAR
(0,9),(9,25),-0.333201 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.680465 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.24694 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.280158 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.538318 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.49387 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.410498 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.153974 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.0746461 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.709528 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.221691 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.24109 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.457993 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.0400831 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.226604 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.584991 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.677591 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.241996 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.0192745 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),0.439486 # DEPENDENCYPART_GRANDPAR
(0,10),(10,25),-0.228414 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.668594 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.732567 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.409692 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.226836 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.265714 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.57645 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.552054 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.737707 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.177123 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.00414726 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.614014 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.384123 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.738019 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.292452 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.32484 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.616543 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.190295 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.414317 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.547686 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.349572 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.630406 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.673955 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.425831 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.00760313 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.526211 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.380044 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.498477 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.169324 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.739479 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.489383 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.230742 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.861546 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.0405702 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.418265 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.0955801 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),0.313419 # DEPENDENCYPART_GRANDPAR
