# _root_ Ruští zástupci na jednáních navrhli , že by splátky mohly tvořit dodávky zbraní , což česká strana odmítla .
#goldHeads=2,5,5,3,14,7,5,10,11,7,10,10,12,0,18,17,18,14,0,
#predictedHeads=2,5,5,3,0,7,5,10,10,7,10,10,12,7,18,17,18,14,0,
(14,2),(2,6),-0.145908 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.0389043 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.153157 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.103414 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.240616 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.0157276 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.068098 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.154188 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.149639 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.0961693 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.585182 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.0881274 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.0929311 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.201174 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.180234 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.0946891 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.80844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,18),-0.335941 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.32301 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.225488 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0582731 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.0396197 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.053665 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.286658 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.207621 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.416838 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.194264 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.26979 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.218347 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.155283 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.0240019 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.114661 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.0654841 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.148194 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.75602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,18),-0.286362 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.250215 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.142345 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.101329 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.200546 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.233063 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.145651 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.654391 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.335655 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.248055 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.0189906 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.0748086 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.157451 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.0237185 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.290712 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.120694 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.439624 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.149048 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.217251 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.202552 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.117007 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.80844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.425547 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.607122 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.333441 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.0238648 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.0710527 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),0.00396673 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.274402 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.116713 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.144174 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.01292 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.183589 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.098044 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.80844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.425547 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.607965 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.335941 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0974149 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.016872 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0927003 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.143785 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.93859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.558212 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.654391 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.335651 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.0883244 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0904631 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.17861 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.93859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.558213 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.654396 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.335767 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.603379 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.593345 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.682177 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.06304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),0.121775 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.826794 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.915684 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.16903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.429455 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.381681 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.0385 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.983491 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.740262 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.806885 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.96069 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.354379 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.87066 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.74607 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.649948 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.771038 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.852466 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.16585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),1.62817 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.343731 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.397242 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.0158536 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.852819 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-1.22987 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.290798 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.33512 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.33057 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.30489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.778976 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-1.39487 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.862115 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.293207 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-1.15325 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.332025 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.30489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.77898 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-1.39499 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.885285 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-2.06056 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-1.89438 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.885031 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.697519 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-1.11767 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-1.54733 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.589533 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-1.40178 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.861013 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.27689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.984044 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.4414 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.878003 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.93198 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.39077 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.09571 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.4702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.810578 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-1.20582 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-1.78062 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.688436 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.694978 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.520171 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.256766 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-2.30575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.908765 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-1.21272 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.691484 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-1.06947 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.522829 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.265097 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-2.30576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.908882 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-1.54101 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-1.61796 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-2.41134 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-1.5618 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.704926 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-1.00531 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-1.98502 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.874069 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.855028 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-1.13403 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.212808 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.56179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-1.00122 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-1.602 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.52911 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.808103 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.769656 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.2725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,2),-2.58763 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.4862 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-2.94833 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-2.26921 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.15463 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.33931 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.97961 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-2.50843 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.40788 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.84008 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-2.10361 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.67012 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.779393 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.730214 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.11976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.561892 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.160309 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.579807 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.340415 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.116498 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.76905 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.0404847 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.532898 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.088025 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.47618 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.340114 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.424759 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.758692 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.118111 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.0637901 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.775604 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.76289 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.752738 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.481634 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.0770217 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.175321 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.971142 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.640104 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.435044 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.678048 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.710566 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),0.294729 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-2.25091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,2),-0.765569 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.793597 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-1.27002 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.726655 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.537374 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.893479 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.838505 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.853988 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.445305 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.722374 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.604298 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-1.15107 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.757474 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.569889 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.87038 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.900549 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),0.413938 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-2.63538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,6),-0.82174 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.161884 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.0944907 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),0.101114 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.255321 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.284499 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.516162 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-2.15812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,1),-0.0630632 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.760532 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.755129 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.737667 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.806904 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.809132 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.307884 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.387087 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.947171 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.423018 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.675052 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.707569 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.316294 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.116238 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.119536 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-2.25013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,2),-0.778655 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.761565 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.827605 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.800766 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.308975 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.965294 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.784932 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.664145 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.696662 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.287328 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.118625 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.130444 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-2.25458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,9),-0.71897 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.412385 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.226226 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.28295 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.0114474 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.633832 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.517972 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-2.1582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,9),-0.749773 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.249658 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.446942 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0118417 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.646025 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.520551 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.15825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.417735 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.765569 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-1.27002 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.970796 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.38109 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.927603 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-1.24224 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-1.03101 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.617855 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.664511 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.111746 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.178759 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.51512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.634856 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.58719 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.633944 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.198368 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.149049 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.413945 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.450834 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0435991 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.652418 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.16384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
