# _root_ Řešení by se však hledat mělo , protože oba festivaly měly jednak vysokou úroveň , jednak lákaly do Prahy řadu turistů .
#goldHeads=6,6,6,6,6,0,8,6,10,16,16,16,14,11,16,8,16,17,18,17,20,0,
#predictedHeads=6,6,6,0,6,4,8,6,10,11,16,16,14,11,16,8,16,17,18,17,20,0,
(6,12),(12,5),-1.03659 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.929589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),1.14626 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.39472 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.373145 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.2045 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.225746 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.987584 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.0368589 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.21933 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.320084 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.421502 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.383099 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.713417 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.901388 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.160398 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.129998 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.427709 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.258395 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.15837 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.199298 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.812625 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.203178 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.318544 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.267494 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.514937 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-1.09885 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.672522 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.836013 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.98156 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.966848 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.20942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,10),-0.169307 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.00639053 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.137816 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-1.32148 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.182705 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.197358 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-1.03227 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.468652 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-1.26096 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.884379 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-1.04116 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.828762 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-1.35406 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.549684 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.719191 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-1.03659 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.929589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),1.14626 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.39472 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.373145 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.2045 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.225746 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.283298 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-1.28062 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.221725 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.512963 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.421502 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.383099 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-1.12796 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.713417 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.901388 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.0778076 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.436863 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.885916 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),0.00877497 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.489603 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.613332 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.4287 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.421431 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.232645 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.0527261 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.236319 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-1.31678 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.264862 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.519 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.532839 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.492016 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-1.32025 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.936699 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-1.08819 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.0456407 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0141138 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.132834 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.0349774 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.396919 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.157126 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.22568 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.203422 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.110713 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.98076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.428316 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.856099 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.658538 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.746949 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.783734 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.916827 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.169275 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.00497466 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.143861 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0283666 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.03687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.679159 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.93025 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-1.14254 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.924119 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.803054 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-1.04633 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.18396 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0684092 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0278542 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.132846 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0520135 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.03855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.681421 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.931585 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.14246 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.922979 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.923396 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.2797 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.35156 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.804737 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.04859 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.983747 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.46463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.215413 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.174563 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.1804 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.726775 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.720104 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.831278 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.724627 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.813786 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.34227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.189165 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0585528 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.200055 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.00257316 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.412372 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.339389 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.29951 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.122623 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.213403 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.430784 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.742185 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.841338 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.611641 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.791592 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.628157 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.582198 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.275014 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.125733 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.186112 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.24306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,11),-0.17949 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.267039 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.495513 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.313701 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.473157 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.435931 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.352359 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.35719 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.120603 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.355589 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.174659 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.21051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.172333 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.376538 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.0876772 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.251367 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.539767 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.335149 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.390784 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.298029 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.381385 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.811159 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.561122 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.423198 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.601361 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.442031 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),0.038337 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.227741 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.519425 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.783798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.0917853 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.1108 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.669505 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.772315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.486098 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0441842 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0800054 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0312861 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.0168 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.95088 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.864988 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.776817 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.998248 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.872346 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.414604 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.665536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.663827 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.184448 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.314577 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.00363996 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.269185 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.201176 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.267915 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.227231 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.107718 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.279224 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.135931 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.0181925 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.16044 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.06911 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.00208 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.790943 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.07929 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.955258 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.521092 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.836434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.491316 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0903167 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.610885 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.163534 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.020092 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.27826 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.0646168 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.139739 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.236639 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.346593 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.270834 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.482451 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.198005 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.213756 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0601067 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.28043 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.0199938 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.0358416 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.249419 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.588051 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.408622 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.301069 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.46307 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.13197 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.00613 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.302627 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.218113 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.0269659 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.510952 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.265298 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),0.0414595 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.00372367 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.25003 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.642397 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.496648 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.393002 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-1.16044 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-1.06911 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-1.00208 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.790943 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-1.07929 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.955258 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.521092 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.836434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.491316 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.0903167 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.610885 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.206208 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.277324 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0608369 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.0518935 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.139739 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.236639 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.528404 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.346593 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.270834 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.501655 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-1.00696 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.937237 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.860061 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.769706 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.987912 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.669272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.657678 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.225939 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.563652 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.337504 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0509152 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.238956 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.17755 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.290842 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),0.0965734 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.288872 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.145579 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.0278405 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.509919 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.340973 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.251056 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.115194 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.284613 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.280338 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.491603 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),0.229654 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.125457 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.309067 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.135833 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.506685 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.0860696 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.54664 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.695974 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.768921 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.847968 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.68836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.718981 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.573045 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.590606 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.629495 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.70709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.677245 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.764911 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.404335 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.30554 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.352424 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.36166 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.751303 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.0916946 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.3268 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.746342 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.798039 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.05214 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.685251 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.22992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),0.0533277 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.573154 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.689885 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-1.1207 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.455566 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.537488 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.85109 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-1.68516 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.00430481 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.935268 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.589945 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-1.55212 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.460382 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.151248 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.38739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.998339 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.234299 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-1.66938 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.12355 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.546028 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.29671 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-1.19015 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-2.49842 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-1.91216 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.574134 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.538806 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.10017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,1),-2.2533 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.45653 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.20602 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.935222 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.53413 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-2.38498 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.44424 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.830039 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.591562 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.51478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.0258805 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.865177 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.511929 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0912587 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.169798 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.483893 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.467978 # DEPENDENCYPART_GRANDPAR
