# _root_ Celý film připomíná spíš několik samostatných , volně řazených epizod , v nichž se vždycky jedna z hrdinek octne v nesnázích a zbývající tři ji společně zachraňují .
#goldHeads=2,3,0,3,3,7,10,9,7,5,22,22,12,19,19,19,16,17,22,19,20,10,27,27,27,27,22,0,
#predictedHeads=2,3,0,5,3,7,10,9,7,3,22,19,12,19,16,19,16,17,22,19,20,10,27,27,27,27,22,0,
(22,12),(22,21),-0.0264754 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.109282 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.0588949 # DEPENDENCYPART_SIBL
(22,12),(22,26),0.0203315 # DEPENDENCYPART_SIBL
(22,12),(22,27),-0.034513 # DEPENDENCYPART_SIBL
(22,12),(22,28),-0.0972958 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0313599 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0824831 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0751751 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.118515 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0304174 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.00630258 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.118515 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0601278 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0423186 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.0810215 # DEPENDENCYPART_SIBL
(22,14),(22,27),0.0340742 # DEPENDENCYPART_SIBL
(22,14),(22,28),-0.160004 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0118954 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0745941 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0152731 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0326918 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0486437 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0152731 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0143826 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.00108673 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.0495077 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.0661713 # DEPENDENCYPART_SIBL
(22,15),(22,28),-0.212515 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.00903212 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0477519 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0507167 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.022496 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0477519 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0440216 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.32069 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0764838 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.178405 # DEPENDENCYPART_SIBL
(22,16),(22,28),-0.111686 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0399922 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.00691821 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0244244 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0399922 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0425947 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0870962 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0367577 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0899215 # DEPENDENCYPART_SIBL
(22,17),(22,28),-0.100956 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0476062 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0252389 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0160931 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0464898 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0137108 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0512255 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0234246 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.0855908 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0662161 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.138531 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0754891 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0243569 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.0481907 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.481874 # DEPENDENCYPART_SIBL
(22,19),(22,28),-0.0232331 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0264754 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.109282 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0588949 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.0203315 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.034513 # DEPENDENCYPART_SIBL
(22,20),(22,28),-0.0972958 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0464898 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0137108 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0512255 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0234246 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.0855908 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.101344 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0407883 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.479198 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.165483 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0129425 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.441039 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.178876 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.234049 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.101466 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0576205 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0746184 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0175031 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0588075 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.116751 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0491115 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0102112 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.0534202 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.0179732 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0506756 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.049502 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.0397059 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.118017 # DEPENDENCYPART_SIBL
(24,22),(24,28),-0.0268225 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0179345 # DEPENDENCYPART_SIBL
(26,20),(26,25),-0.00319012 # DEPENDENCYPART_SIBL
(27,2),(27,3),-0.00275616 # DEPENDENCYPART_SIBL
(27,2),(27,7),-0.165613 # DEPENDENCYPART_SIBL
(27,2),(27,8),-0.00328571 # DEPENDENCYPART_SIBL
(27,2),(27,10),-0.204572 # DEPENDENCYPART_SIBL
(27,2),(27,11),-0.165613 # DEPENDENCYPART_SIBL
(27,2),(27,12),-0.00154145 # DEPENDENCYPART_SIBL
(27,2),(27,14),0.00209729 # DEPENDENCYPART_SIBL
(27,2),(27,15),0.0429692 # DEPENDENCYPART_SIBL
(27,2),(27,16),-0.0450016 # DEPENDENCYPART_SIBL
(27,2),(27,17),0.00528915 # DEPENDENCYPART_SIBL
(27,2),(27,18),-0.204572 # DEPENDENCYPART_SIBL
(27,2),(27,19),-0.00125931 # DEPENDENCYPART_SIBL
(27,2),(27,20),-0.00154145 # DEPENDENCYPART_SIBL
(27,2),(27,21),-0.204572 # DEPENDENCYPART_SIBL
(27,2),(27,22),-0.0438832 # DEPENDENCYPART_SIBL
(27,2),(27,23),-0.178394 # DEPENDENCYPART_SIBL
(27,2),(27,24),-0.0523639 # DEPENDENCYPART_SIBL
(27,2),(27,25),-0.0939314 # DEPENDENCYPART_SIBL
(27,2),(27,26),-0.039818 # DEPENDENCYPART_SIBL
(27,2),(27,28),-0.0323587 # DEPENDENCYPART_SIBL
(27,3),(27,7),-0.0894024 # DEPENDENCYPART_SIBL
(27,3),(27,8),-0.0322856 # DEPENDENCYPART_SIBL
(27,3),(27,10),-0.00796184 # DEPENDENCYPART_SIBL
(27,3),(27,11),-0.0894024 # DEPENDENCYPART_SIBL
(27,3),(27,12),0.0342571 # DEPENDENCYPART_SIBL
(27,3),(27,14),-0.0403953 # DEPENDENCYPART_SIBL
(27,3),(27,15),0.0039505 # DEPENDENCYPART_SIBL
(27,3),(27,16),-0.0564229 # DEPENDENCYPART_SIBL
(27,3),(27,17),-0.030959 # DEPENDENCYPART_SIBL
(27,3),(27,18),-0.00796184 # DEPENDENCYPART_SIBL
(27,3),(27,19),-0.233659 # DEPENDENCYPART_SIBL
(27,3),(27,20),0.0342571 # DEPENDENCYPART_SIBL
(27,3),(27,21),-0.00796184 # DEPENDENCYPART_SIBL
(27,3),(27,22),-0.0280336 # DEPENDENCYPART_SIBL
(27,3),(27,23),-0.0699017 # DEPENDENCYPART_SIBL
(27,3),(27,24),-0.0599774 # DEPENDENCYPART_SIBL
(27,3),(27,25),-0.0512204 # DEPENDENCYPART_SIBL
(27,3),(27,26),-0.0623073 # DEPENDENCYPART_SIBL
(27,3),(27,28),-0.0356848 # DEPENDENCYPART_SIBL
(27,7),(27,8),0.0153343 # DEPENDENCYPART_SIBL
(27,7),(27,10),0.0268348 # DEPENDENCYPART_SIBL
(27,7),(27,11),-0.174704 # DEPENDENCYPART_SIBL
(27,7),(27,12),0.0387731 # DEPENDENCYPART_SIBL
(27,7),(27,14),-0.025981 # DEPENDENCYPART_SIBL
(27,7),(27,15),0.0784827 # DEPENDENCYPART_SIBL
(27,7),(27,16),0.000905877 # DEPENDENCYPART_SIBL
(27,7),(27,17),0.0176307 # DEPENDENCYPART_SIBL
(27,7),(27,18),0.0268348 # DEPENDENCYPART_SIBL
(27,7),(27,19),0.116855 # DEPENDENCYPART_SIBL
(27,7),(27,20),0.0387731 # DEPENDENCYPART_SIBL
(27,7),(27,21),0.0268348 # DEPENDENCYPART_SIBL
(27,7),(27,22),0.0343651 # DEPENDENCYPART_SIBL
(27,7),(27,23),0.00893303 # DEPENDENCYPART_SIBL
(27,7),(27,24),-0.027738 # DEPENDENCYPART_SIBL
(27,7),(27,25),-0.018606 # DEPENDENCYPART_SIBL
(27,7),(27,26),-0.0467743 # DEPENDENCYPART_SIBL
(27,7),(27,28),-0.0253276 # DEPENDENCYPART_SIBL
(27,8),(27,10),-0.00281786 # DEPENDENCYPART_SIBL
(27,8),(27,11),-0.144544 # DEPENDENCYPART_SIBL
(27,8),(27,12),0.043545 # DEPENDENCYPART_SIBL
(27,8),(27,14),-0.00504078 # DEPENDENCYPART_SIBL
(27,8),(27,15),0.0151923 # DEPENDENCYPART_SIBL
(27,8),(27,16),-0.0353453 # DEPENDENCYPART_SIBL
(27,8),(27,17),0.0708825 # DEPENDENCYPART_SIBL
(27,8),(27,18),-0.00281786 # DEPENDENCYPART_SIBL
(27,8),(27,19),0.0371549 # DEPENDENCYPART_SIBL
(27,8),(27,20),0.043545 # DEPENDENCYPART_SIBL
(27,8),(27,21),-0.00281786 # DEPENDENCYPART_SIBL
(27,8),(27,22),-0.00498781 # DEPENDENCYPART_SIBL
(27,8),(27,23),-0.0117941 # DEPENDENCYPART_SIBL
(27,8),(27,24),-0.00594526 # DEPENDENCYPART_SIBL
(27,8),(27,25),-0.0233941 # DEPENDENCYPART_SIBL
(27,8),(27,26),-0.0429091 # DEPENDENCYPART_SIBL
(27,8),(27,28),-0.187029 # DEPENDENCYPART_SIBL
(27,10),(27,11),-0.147224 # DEPENDENCYPART_SIBL
(27,10),(27,12),0.00730331 # DEPENDENCYPART_SIBL
(27,10),(27,14),0.00778024 # DEPENDENCYPART_SIBL
(27,10),(27,15),0.0494534 # DEPENDENCYPART_SIBL
(27,10),(27,16),-0.0491457 # DEPENDENCYPART_SIBL
(27,10),(27,17),0.0125905 # DEPENDENCYPART_SIBL
(27,10),(27,18),-0.189104 # DEPENDENCYPART_SIBL
(27,10),(27,19),0.00253638 # DEPENDENCYPART_SIBL
(27,10),(27,20),0.00730331 # DEPENDENCYPART_SIBL
(27,10),(27,21),-0.189104 # DEPENDENCYPART_SIBL
(27,10),(27,22),-0.0390471 # DEPENDENCYPART_SIBL
(27,10),(27,23),-0.174703 # DEPENDENCYPART_SIBL
(27,10),(27,24),-0.056508 # DEPENDENCYPART_SIBL
(27,10),(27,25),-0.0889115 # DEPENDENCYPART_SIBL
(27,10),(27,26),-0.0333338 # DEPENDENCYPART_SIBL
(27,10),(27,28),-0.0235203 # DEPENDENCYPART_SIBL
(27,11),(27,12),0.0387731 # DEPENDENCYPART_SIBL
(27,11),(27,14),-0.025981 # DEPENDENCYPART_SIBL
(27,11),(27,15),0.0784827 # DEPENDENCYPART_SIBL
(27,11),(27,16),0.000905877 # DEPENDENCYPART_SIBL
(27,11),(27,17),0.0176307 # DEPENDENCYPART_SIBL
(27,11),(27,18),0.0268348 # DEPENDENCYPART_SIBL
(27,11),(27,19),0.116855 # DEPENDENCYPART_SIBL
(27,11),(27,20),0.0387731 # DEPENDENCYPART_SIBL
(27,11),(27,21),0.0268348 # DEPENDENCYPART_SIBL
(27,11),(27,22),0.0343651 # DEPENDENCYPART_SIBL
(27,11),(27,23),0.00893303 # DEPENDENCYPART_SIBL
(27,11),(27,24),-0.027738 # DEPENDENCYPART_SIBL
(27,11),(27,25),-0.018606 # DEPENDENCYPART_SIBL
(27,11),(27,26),-0.0467743 # DEPENDENCYPART_SIBL
(27,11),(27,28),-0.0253276 # DEPENDENCYPART_SIBL
(27,12),(27,14),-0.00508352 # DEPENDENCYPART_SIBL
(27,12),(27,15),0.0234022 # DEPENDENCYPART_SIBL
(27,12),(27,16),-0.068593 # DEPENDENCYPART_SIBL
(27,12),(27,17),-0.0588576 # DEPENDENCYPART_SIBL
(27,12),(27,18),-0.00541516 # DEPENDENCYPART_SIBL
(27,12),(27,19),0.0173587 # DEPENDENCYPART_SIBL
(27,12),(27,20),-0.0298916 # DEPENDENCYPART_SIBL
(27,12),(27,21),-0.00541516 # DEPENDENCYPART_SIBL
(27,12),(27,22),-0.0449904 # DEPENDENCYPART_SIBL
(27,12),(27,23),-0.117849 # DEPENDENCYPART_SIBL
(27,12),(27,24),-0.0972036 # DEPENDENCYPART_SIBL
(27,12),(27,25),0.0205144 # DEPENDENCYPART_SIBL
(27,12),(27,26),-0.0178675 # DEPENDENCYPART_SIBL
(27,12),(27,28),-0.104338 # DEPENDENCYPART_SIBL
(27,14),(27,15),0.113669 # DEPENDENCYPART_SIBL
(27,14),(27,16),-0.000438643 # DEPENDENCYPART_SIBL
(27,14),(27,17),0.0910939 # DEPENDENCYPART_SIBL
(27,14),(27,18),0.0315823 # DEPENDENCYPART_SIBL
(27,14),(27,19),-0.0131566 # DEPENDENCYPART_SIBL
(27,14),(27,20),0.158125 # DEPENDENCYPART_SIBL
(27,14),(27,21),0.0315823 # DEPENDENCYPART_SIBL
(27,14),(27,22),-0.000822478 # DEPENDENCYPART_SIBL
(27,14),(27,23),-0.0407699 # DEPENDENCYPART_SIBL
(27,14),(27,24),-0.000843023 # DEPENDENCYPART_SIBL
(27,14),(27,25),-0.0680891 # DEPENDENCYPART_SIBL
(27,14),(27,26),0.0257971 # DEPENDENCYPART_SIBL
(27,14),(27,28),-0.169472 # DEPENDENCYPART_SIBL
(27,15),(27,16),-0.0321733 # DEPENDENCYPART_SIBL
(27,15),(27,17),0.073563 # DEPENDENCYPART_SIBL
(27,15),(27,18),-0.00369658 # DEPENDENCYPART_SIBL
(27,15),(27,19),0.0318109 # DEPENDENCYPART_SIBL
(27,15),(27,20),0.050018 # DEPENDENCYPART_SIBL
(27,15),(27,21),-0.00369658 # DEPENDENCYPART_SIBL
(27,15),(27,22),-0.00709169 # DEPENDENCYPART_SIBL
(27,15),(27,23),-0.00517553 # DEPENDENCYPART_SIBL
(27,15),(27,24),-0.00277329 # DEPENDENCYPART_SIBL
(27,15),(27,25),-0.0275913 # DEPENDENCYPART_SIBL
(27,15),(27,26),-0.0286628 # DEPENDENCYPART_SIBL
(27,15),(27,28),-0.161443 # DEPENDENCYPART_SIBL
(27,16),(27,17),-0.0438299 # DEPENDENCYPART_SIBL
(27,16),(27,18),-0.0590146 # DEPENDENCYPART_SIBL
(27,16),(27,19),0.00174494 # DEPENDENCYPART_SIBL
(27,16),(27,20),0.0168027 # DEPENDENCYPART_SIBL
(27,16),(27,21),-0.0590146 # DEPENDENCYPART_SIBL
(27,16),(27,22),-0.0384197 # DEPENDENCYPART_SIBL
(27,16),(27,23),0.0171548 # DEPENDENCYPART_SIBL
(27,16),(27,24),-0.0411379 # DEPENDENCYPART_SIBL
(27,16),(27,25),-0.0556811 # DEPENDENCYPART_SIBL
(27,16),(27,26),-0.0297062 # DEPENDENCYPART_SIBL
(27,16),(27,28),0.0379799 # DEPENDENCYPART_SIBL
(27,17),(27,18),-0.0320326 # DEPENDENCYPART_SIBL
(27,17),(27,19),-0.04523 # DEPENDENCYPART_SIBL
(27,17),(27,20),0.00468561 # DEPENDENCYPART_SIBL
(27,17),(27,21),-0.0320326 # DEPENDENCYPART_SIBL
(27,17),(27,22),-0.0333522 # DEPENDENCYPART_SIBL
(27,17),(27,23),-0.0912091 # DEPENDENCYPART_SIBL
(27,17),(27,24),-0.101898 # DEPENDENCYPART_SIBL
(27,17),(27,25),0.0331824 # DEPENDENCYPART_SIBL
(27,17),(27,26),-0.00683324 # DEPENDENCYPART_SIBL
(27,17),(27,28),-0.0864738 # DEPENDENCYPART_SIBL
(27,18),(27,19),0.00253638 # DEPENDENCYPART_SIBL
(27,18),(27,20),0.00730331 # DEPENDENCYPART_SIBL
(27,18),(27,21),-0.189104 # DEPENDENCYPART_SIBL
(27,18),(27,22),-0.0390471 # DEPENDENCYPART_SIBL
(27,18),(27,23),-0.174703 # DEPENDENCYPART_SIBL
(27,18),(27,24),-0.056508 # DEPENDENCYPART_SIBL
(27,18),(27,25),-0.0889115 # DEPENDENCYPART_SIBL
(27,18),(27,26),-0.0333338 # DEPENDENCYPART_SIBL
(27,18),(27,28),-0.0235203 # DEPENDENCYPART_SIBL
(27,19),(27,20),0.0348634 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.011061 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.0270831 # DEPENDENCYPART_SIBL
(27,19),(27,23),-0.0692351 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.0595124 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.0505163 # DEPENDENCYPART_SIBL
(27,19),(27,26),-0.0617566 # DEPENDENCYPART_SIBL
(27,19),(27,28),-0.0386911 # DEPENDENCYPART_SIBL
(27,20),(27,21),-0.00541516 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.0449904 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.117849 # DEPENDENCYPART_SIBL
(27,20),(27,24),-0.0972036 # DEPENDENCYPART_SIBL
(27,20),(27,25),0.0205144 # DEPENDENCYPART_SIBL
(27,20),(27,26),-0.0178675 # DEPENDENCYPART_SIBL
(27,20),(27,28),-0.104338 # DEPENDENCYPART_SIBL
(27,21),(27,22),-0.0390471 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.174703 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.056508 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.0889115 # DEPENDENCYPART_SIBL
(27,21),(27,26),-0.0333338 # DEPENDENCYPART_SIBL
(27,21),(27,28),-0.0235203 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.155491 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.0989474 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.0281528 # DEPENDENCYPART_SIBL
(27,22),(27,26),-0.126324 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.0654297 # DEPENDENCYPART_SIBL
(27,23),(27,24),-0.00703818 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.0707572 # DEPENDENCYPART_SIBL
(27,23),(27,26),-0.0123693 # DEPENDENCYPART_SIBL
(27,23),(27,28),-0.102238 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.0607986 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.0555154 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.0180019 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0113995 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.12771 # DEPENDENCYPART_SIBL
(27,26),(27,28),-0.224234 # DEPENDENCYPART_SIBL
(28,23),(28,24),0.0179049 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.116064 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0708459 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.541814 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.712729 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.0911032 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),-0.354742 # DEPENDENCYPART_GRANDPAR
(0,2),(2,27),-0.36017 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0105149 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.403839 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.152253 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0386573 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.305727 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.000843077 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.0421191 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.476915 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.0202086 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.167523 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.0332755 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.344324 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.0501377 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.261592 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.631563 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.104088 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),-0.539077 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),0.0148707 # DEPENDENCYPART_GRANDPAR
(0,3),(3,27),0.362496 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.00583748 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.450606 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.804249 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.54817 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0989662 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.311348 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.799072 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),-0.164245 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.256368 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.737075 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.097716 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.106793 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.55163 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.102342 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.414701 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.121093 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.156428 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.0858433 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.902491 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-0.0457015 # DEPENDENCYPART_GRANDPAR
(0,7),(7,27),0.633424 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.00372544 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.451131 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.709648 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.108341 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.975376 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.545495 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.487893 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.527747 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.110157 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.106527 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.511039 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.17004 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.22765 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.504467 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),-0.164245 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.737075 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.097716 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.55163 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.118242 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.216894 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.722818 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.333951 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.0858433 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.403399 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.176676 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.902491 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.156656 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.0457015 # DEPENDENCYPART_GRANDPAR
(0,11),(11,26),-0.279417 # DEPENDENCYPART_GRANDPAR
(0,11),(11,27),0.633424 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.58322 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.15582 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.444677 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.93506 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.509942 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.342379 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.714272 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.0738086 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.0348739 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.0545132 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.609332 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.215407 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.201554 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.181065 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.225826 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.266819 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.0925585 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.20269 # DEPENDENCYPART_GRANDPAR
