# _root_ Německá spolková republika dosud v četných případech politických uprchlíků , kteří se stali německými státními příslušníky , dvojí občanství tolerovala a ještě toleruje .
#goldHeads=3,3,21,21,21,7,5,9,7,13,13,13,9,16,16,13,13,19,21,21,0,23,21,0,
#predictedHeads=3,3,21,6,20,7,5,9,7,13,13,13,9,16,16,13,21,19,20,21,0,23,21,0,
(21,7),(21,10),0.123601 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.105166 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.024085 # DEPENDENCYPART_SIBL
(21,7),(21,13),0.0444516 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.264374 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.264377 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.0199007 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.123601 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.031869 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.045488 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.113922 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.0279743 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.088779 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.070034 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.364736 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.0374183 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.0239593 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.0557112 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.0410326 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.0416943 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.0688973 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.364736 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.056453 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.0560108 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.11976 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.206144 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.118528 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.124969 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.103899 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0222169 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.0465687 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.26371 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.263713 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0175056 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.124969 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0294739 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.047605 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.111971 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0234305 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.0855912 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.160893 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0951443 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.0299496 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0164472 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.016446 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.000908941 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.020552 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0159539 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.0302626 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.1044 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0233031 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.0364068 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0155736 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.21245 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0306239 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0305301 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.054912 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0372603 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0652827 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.212939 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0721049 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.206888 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0209543 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.0299119 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0914877 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0913939 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.119883 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0363527 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.12994 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0304174 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.119008 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.0340742 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.160004 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.188196 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.188193 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.133547 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0114957 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.145955 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0287773 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0724821 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.486324 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0221027 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0183979 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0294988 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.325193 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0170545 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0389762 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.131328 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.215636 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.121914 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0294988 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.325193 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0170545 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0389757 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.13128 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.215333 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.121908 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.108649 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0454768 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0113702 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.127001 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0581226 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.100828 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0159539 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0302626 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.1044 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0233031 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0364068 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0435106 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.116443 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0291148 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0936523 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0740944 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.481874 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0232331 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.217192 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.114677 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0576205 # DEPENDENCYPART_SIBL
(23,3),(23,4),0.0236622 # DEPENDENCYPART_SIBL
(23,3),(23,5),0.00418951 # DEPENDENCYPART_SIBL
(23,3),(23,7),-0.197031 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.18014 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.193743 # DEPENDENCYPART_SIBL
(23,3),(23,10),-0.149601 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.210303 # DEPENDENCYPART_SIBL
(23,3),(23,12),-0.00165334 # DEPENDENCYPART_SIBL
(23,3),(23,13),0.00822585 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.177766 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.17777 # DEPENDENCYPART_SIBL
(23,3),(23,16),-0.193858 # DEPENDENCYPART_SIBL
(23,3),(23,17),-0.149601 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.194798 # DEPENDENCYPART_SIBL
(23,3),(23,20),0.0088052 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.0421522 # DEPENDENCYPART_SIBL
(23,3),(23,22),0.0203261 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.0227996 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.0805478 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.00669832 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.0234736 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.00259157 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.117705 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0821533 # DEPENDENCYPART_SIBL
(23,4),(23,12),0.00850936 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.0358938 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.0176093 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.0177978 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.00262034 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.117705 # DEPENDENCYPART_SIBL
(23,4),(23,19),-0.00425171 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.035918 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.000677749 # DEPENDENCYPART_SIBL
(23,4),(23,22),0.075641 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.165392 # DEPENDENCYPART_SIBL
(23,5),(23,7),-0.0114118 # DEPENDENCYPART_SIBL
(23,5),(23,8),-0.118001 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.00541516 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.30923 # DEPENDENCYPART_SIBL
(23,5),(23,11),-0.1558 # DEPENDENCYPART_SIBL
(23,5),(23,12),-0.00508352 # DEPENDENCYPART_SIBL
(23,5),(23,13),0.0173312 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.117835 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.11782 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.00543871 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.30923 # DEPENDENCYPART_SIBL
(23,5),(23,19),-0.00624795 # DEPENDENCYPART_SIBL
(23,5),(23,20),0.0173587 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.0449904 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.0520595 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.104338 # DEPENDENCYPART_SIBL
(23,7),(23,8),-0.181158 # DEPENDENCYPART_SIBL
(23,7),(23,9),-0.196285 # DEPENDENCYPART_SIBL
(23,7),(23,10),-0.151709 # DEPENDENCYPART_SIBL
(23,7),(23,11),-0.207902 # DEPENDENCYPART_SIBL
(23,7),(23,12),0.00127052 # DEPENDENCYPART_SIBL
(23,7),(23,13),-0.00415379 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.178784 # DEPENDENCYPART_SIBL
(23,7),(23,15),-0.178788 # DEPENDENCYPART_SIBL
(23,7),(23,16),-0.1964 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.151709 # DEPENDENCYPART_SIBL
(23,7),(23,19),-0.19734 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.00357444 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.0435049 # DEPENDENCYPART_SIBL
(23,7),(23,22),0.0219759 # DEPENDENCYPART_SIBL
(23,7),(23,24),-0.0304097 # DEPENDENCYPART_SIBL
(23,8),(23,9),-0.0482403 # DEPENDENCYPART_SIBL
(23,8),(23,10),-0.0117818 # DEPENDENCYPART_SIBL
(23,8),(23,11),-0.118692 # DEPENDENCYPART_SIBL
(23,8),(23,12),-0.0135046 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.00762592 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.00651664 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.00585618 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.0482618 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.0117818 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.0498956 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.00765028 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.0462436 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.034407 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.107296 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.147224 # DEPENDENCYPART_SIBL
(23,9),(23,11),-0.202594 # DEPENDENCYPART_SIBL
(23,9),(23,12),0.00778024 # DEPENDENCYPART_SIBL
(23,9),(23,13),0.00195589 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.174683 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.174687 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.18922 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.147224 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.19016 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.00253525 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.0390471 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.0267549 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0235494 # DEPENDENCYPART_SIBL
(23,10),(23,11),0.270274 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.025981 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.116803 # DEPENDENCYPART_SIBL
(23,10),(23,14),0.00912908 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.00912908 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.0258992 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.174704 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.0223393 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.116855 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.0343651 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.00266826 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.0253276 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.00574765 # DEPENDENCYPART_SIBL
(23,11),(23,13),0.10185 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.0362741 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.0361815 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.00243141 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.214682 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.00363196 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.101965 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.121201 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0141826 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.113094 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.013305 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.0408435 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.040751 # DEPENDENCYPART_SIBL
(23,12),(23,16),0.0314808 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.213189 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.0305205 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.0131566 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.000822478 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.0705376 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.169472 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0692315 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.0692308 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.0121573 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0933616 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0137462 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.229079 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0277251 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.0189554 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0393808 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.0112006 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0556409 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.032437 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.0572747 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.00766154 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0462392 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0344068 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.0993297 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0556411 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0324366 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0572749 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.00766061 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0462394 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0344068 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0993264 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.142554 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.185366 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.000730998 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0339916 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0310507 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.0257517 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0223393 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.116855 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0343651 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.00266826 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0253276 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0123716 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0447946 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0211479 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0299912 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0270831 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0183662 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0386911 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0410528 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0654297 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.193456 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.669541 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.391556 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.117359 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.391555 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0720414 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.365081 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.127753 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.227959 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.708223 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.207871 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.641099 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.384438 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.106034 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.322626 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.607437 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0142478 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.52416 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.965992 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0445509 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.287334 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.527783 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.139269 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.46254 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0299021 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.507565 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.250753 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.209117 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.664412 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.390364 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.904949 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.286036 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.714327 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),0.754457 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.726204 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.152469 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.694236 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.827052 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.522957 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.881108 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.0693527 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),-0.037002 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.322838 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.355273 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.151269 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.177751 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0897859 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.524648 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.267568 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.435403 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.70969 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.129866 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.318322 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.451138 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.057631 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.317359 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.313751 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.404853 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.0811949 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.35248 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),0.444983 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),-0.162648 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.442379 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.250753 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.289349 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.209117 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.664412 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.390364 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.269994 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.81547 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.591995 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.537682 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.670529 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.311657 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.436146 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.714327 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.0824786 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.222136 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),0.754457 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.356446 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),-0.0441932 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.350983 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),0.145211 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.174993 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.0940764 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.271858 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.42311 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.721903 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.152439 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),0.552736 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.424102 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.557044 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.194946 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.331162 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.494017 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.534749 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.0924569 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.341291 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),0.461467 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),-0.455212 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.287042 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.082776 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.32861 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.716422 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),-0.181891 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.634054 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.363825 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.269501 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.76193 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.264007 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),0.470022 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.550433 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.683362 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.318614 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.177554 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.635028 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),0.272164 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.198205 # DEPENDENCYPART_GRANDPAR
