# _root_ Měl jsem pocit , že je motor obsahem handicapován a nasadil dvojité zapalování , ale se zvýšením výkonu mi nedošly jiné souvislosti .
#goldHeads=15,1,1,5,3,10,6,9,6,5,10,13,11,15,0,20,16,17,20,15,22,20,0,
#predictedHeads=15,1,1,5,3,5,6,9,10,15,10,13,11,15,0,20,16,17,20,15,22,20,0,
(5,15),(15,14),0.0207303 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.302222 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.346232 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.190164 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.118801 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.0255336 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.230833 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.344342 # DEPENDENCYPART_GRANDPAR
(5,20),(20,1),-1.12467 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-0.910875 # DEPENDENCYPART_GRANDPAR
(5,20),(20,6),0.843524 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),0.297231 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),0.0161629 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),0.279807 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),0.602197 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),0.0133003 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.342031 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.044953 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.365834 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),0.0349358 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.231017 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.283172 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.10803 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.655003 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),0.0130573 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.0769875 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.39964 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.537864 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.836663 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0816911 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.171914 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.13074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),0.171498 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.87912 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.588721 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.367344 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-1.00271 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.670644 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.570351 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.908104 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.887459 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.161636 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.216379 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.379551 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.298517 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.191711 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.16797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),0.375815 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.681963 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.465349 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-1.00848 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-1.12313 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.625956 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.169908 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.43469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),-0.207378 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.479367 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.942443 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.328062 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.0548989 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.11273 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.912831 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.57599 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.32682 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.972761 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.721003 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-1.29923 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.0961487 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.372123 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.164544 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0369437 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.833853 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.206557 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.0674 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),1.04405 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.380115 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.16337 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.33507 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.24158 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.986303 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.848916 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.52936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.568631 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.494367 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.436674 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-1.14413 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.598345 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.067726 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0914276 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-1.44386 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.770467 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.60284 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.76206 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.61067 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.41509 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.03814 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.49266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.594495 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.476189 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.190322 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.433976 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.788753 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.318798 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0505344 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.144838 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.195307 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-1.14701 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.411196 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.53082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.571202 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.491796 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.122968 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.11858 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-1.14411 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.596613 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0533962 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.070986 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.0905376 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-1.42962 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-1.44213 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.413121 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-1.06391 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.768735 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.367164 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.323776 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.765776 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0368655 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.033432 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0425397 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-1.0203 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-1.03784 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.00756922 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-1.39246 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-1.20666 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.03469 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.126577 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.284209 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-1.22647 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.392153 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.140379 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-1.18951 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-1.20725 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.792358 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.520284 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-1.44562 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-1.60821 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-1.51054 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-1.26371 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.998913 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.46981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.615677 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),-0.462656 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.204329 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.224118 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.205135 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-1.22887 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.571722 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.133643 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.188637 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-1.12578 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-1.15752 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.470561 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.855838 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.479648 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.582766 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0819311 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-1.03321 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-1.03127 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.402891 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-1.16337 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-1.33507 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-1.53122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,7),0.571206 # DEPENDENCYPART_GRANDPAR
(6,20),(20,8),-0.491792 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),0.122564 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),0.11859 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.2902 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),-1.34297 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.603233 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),0.188889 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.0165316 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.237499 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-1.42637 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-1.4594 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.731382 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-1.06391 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.768735 # DEPENDENCYPART_GRANDPAR
(6,20),(20,23),-0.639702 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),0.00666681 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.652118 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.550811 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.93787 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.99213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.20645 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-2.76271 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.36368 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.8689 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.60715 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.758319 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.54443 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.3438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.221245 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.447525 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-1.16273 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.576854 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.428092 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.600307 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.5403 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-1.1127 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-3.01183 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.6019 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-2.12444 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.84983 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.75842 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.82068 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.51805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0399027 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0432527 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.445387 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.854692 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.768254 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.405339 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.497707 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.808884 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-1.14837 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.724968 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.54443 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.34121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.223841 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0669845 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.123513 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-1.16273 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.575142 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.153071 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.43138 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.599442 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.955975 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.538588 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.726355 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-1.6672 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-1.11099 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.608198 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.382656 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-1.13712 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.558647 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.434494 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.778707 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-1.52123 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-1.10826 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.711004 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.773494 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.483526 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0674028 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.665704 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.538737 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.414464 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.52698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.601724 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.414257 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.924518 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-2.02387 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.67904 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-2.70528 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.48175 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.91842 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.58994 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.913269 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.74329 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.94962 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.39467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.220871 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-1.01348 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.244159 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.183372 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.274058 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.296798 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.938878 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.696091 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-1.41129 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.260271 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-0.451592 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.405947 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-1.10942 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),-0.599553 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-2.25576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.504301 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.989753 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.759842 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.681543 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-1.10035 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-1.46778 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.346477 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.500633 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.56971 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.599535 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.423219 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.115286 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.702255 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.202451 # DEPENDENCYPART_GRANDPAR
(9,3),(3,10),-0.52424 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-1.24727 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-1.32972 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-1.35883 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.506916 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.477989 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.361913 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.601378 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-1.49141 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.512236 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.479008 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-1.29177 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.78924 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.61976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.74461 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-1.35375 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-1.10069 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.867862 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-1.64569 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.835782 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.953691 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-1.42807 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.576918 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.764369 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-1.12842 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.618471 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.40111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.654996 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-1.1351 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-1.72526 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.835607 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.917253 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.828826 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.255128 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-1.42704 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-1.93921 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.193106 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.14391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.523678 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.877903 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-1.65968 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.349295 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-1.15994 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.839104 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.14422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,6),-0.902914 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.4508 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.928501 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.62214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.0744587 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-1.26666 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.229975 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.20055 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.225917 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.0931671 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.394438 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-1.11929 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.803632 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-1.47806 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.711488 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.149873 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.193396 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.936325 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.209797 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.209652 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.124677 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.142727 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.87261 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.428644 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.58609 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-1.71718 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-2.10563 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.46342 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-1.25475 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-1.2464 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.78293 # DEPENDENCYPART_GRANDPAR
