# _root_ Přestože je chemická struktura molekuly známa již od let sedmdesátých , nenašli chemici levný způsob , jak tuto molekulu syntetizovat .
#goldHeads=12,1,4,2,4,2,9,2,8,9,1,0,12,15,12,20,20,19,20,15,0,
#predictedHeads=12,1,4,2,4,2,9,12,8,9,1,0,12,15,12,20,20,19,20,15,0,
(6,16),(16,18),-0.691795 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.740686 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.10167 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.537967 # DEPENDENCYPART_GRANDPAR
(6,20),(20,1),-0.432073 # DEPENDENCYPART_GRANDPAR
(6,20),(20,2),-0.705201 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-0.185829 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),0.369246 # DEPENDENCYPART_GRANDPAR
(6,20),(20,8),0.41946 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),0.0774907 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),0.25281 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),0.0911388 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.709162 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.306465 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),0.190669 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),0.00783933 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.350479 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.450639 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.32631 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.150046 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.212612 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0080891 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.17334 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.0352211 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.71807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.286948 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.612231 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.696004 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.593121 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.697459 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.818464 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.802184 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.83877 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.650745 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.738597 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.634054 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-0.818971 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.192232 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.034236 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.198648 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.119643 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0415172 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.58257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.295477 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.703137 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.719262 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.98531 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.840774 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.195464 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.186257 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0491814 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.033469 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.58159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.295342 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.703138 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.803787 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.684966 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.719262 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.934467 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.37676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.00468987 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.250107 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.320775 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.206981 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.578502 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.592129 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.44119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.113626 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.375905 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.237097 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.443567 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.361051 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.459663 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.523863 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.259157 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.176643 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.932716 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.920215 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.65248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.0587984 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.435961 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.711982 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),1.07298 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.1929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.28215 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.262932 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.874247 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-1.00092 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-1.07959 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.17314 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-1.25233 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.18836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.917146 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0684566 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.0348772 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.775074 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.827198 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.6247 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-2.2216 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-2.20873 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.942409 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.556367 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.46223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.688793 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.0573048 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.172669 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.743549 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-1.25704 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.957761 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.103855 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.213826 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-1.00064 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-1.09975 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.191176 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.16136 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.827004 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-1.27249 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.208704 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.468876 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-2.40113 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-1.59974 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-1.11094 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-1.34312 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.944221 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-1.00282 # DEPENDENCYPART_GRANDPAR
(9,1),(1,16),-0.989023 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-1.38542 # DEPENDENCYPART_GRANDPAR
(9,1),(1,21),-1.82411 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-1.02182 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.52207 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0608162 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.406186 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.26222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.855065 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.899867 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-1.22346 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-1.74393 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.751142 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-1.36763 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.867477 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.546284 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.19733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,7),-0.130689 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.47915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.596901 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.936699 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.65883 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.08654 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.2356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.115002 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.385833 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.611387 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.36125 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-2.94721 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-2.33877 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.84291 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.8892 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.492765 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.19338 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.14808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),1.17867 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.328507 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0402523 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-1.03605 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.326276 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.257441 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0606333 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-1.31284 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.0201326 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.53983 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.844704 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),1.32559 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-1.10594 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.92628 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.183317 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.354025 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-1.55355 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.622927 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.543271 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.338562 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.388394 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.132406 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-1.32869 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.0763041 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.162267 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),1.33354 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0186204 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-1.06292 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.159179 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.35127 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-1.52963 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.610197 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.517269 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.814306 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.32844 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.537335 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-1.39667 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.828405 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.103268 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-1.52246 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.37763 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.826233 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),1.32559 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-1.07274 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.341666 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-1.28878 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.543276 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.843038 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.211604 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.383093 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.66069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.301483 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.0264 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.034333 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.455678 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.168404 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.266592 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.64637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.164496 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.792378 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.4558 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.37519 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.330045 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-1.12122 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.534903 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.781301 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.89461 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.48766 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.92835 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.982879 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.610091 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.738877 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.43939 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.874974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.00781969 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.490813 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-1.17194 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-1.06851 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.220731 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.507065 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.678152 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.80343 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.19531 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.637555 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.891694 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.624631 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.674862 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.145991 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.04581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.570696 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.372813 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-1.09917 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.948538 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.0576203 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.0453277 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.502032 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.703538 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.137253 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.268615 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.0168425 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.469547 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.477773 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.405786 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.457802 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-2.21572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.603694 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.813027 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-1.06594 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-0.98597 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.345499 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.230041 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.293045 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.209941 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.202864 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.125614 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.102339 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.0992676 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.171348 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-2.30756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.713084 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-1.25623 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-1.07501 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-1.23891 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.904863 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-1.13432 # DEPENDENCYPART_GRANDPAR
(11,2),(2,19),-1.3862 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-1.17533 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.528245 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.355004 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.34819 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.273404 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.379536 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.268506 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.289518 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.204956 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.233583 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.212683 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.0629279 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.194316 # DEPENDENCYPART_GRANDPAR
(11,4),(4,12),-0.681058 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-1.2364 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-1.14331 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.392501 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.288877 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.342018 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.254704 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.213374 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0744257 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.212329 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.0700061 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.41496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.681058 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-1.22323 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.581056 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.507247 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.01322 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.0622083 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.22432 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.21822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,16),-0.815529 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),-0.983058 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.997176 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.392871 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.58729 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.513106 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.25255 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.4803 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.425177 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.282839 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.102573 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.20426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-1.06013 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.387458 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.312226 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.357876 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.262837 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0574453 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.681089 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.23641 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.22501 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.22356 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.10892 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.36638 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.264664 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.171592 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.10759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.418081 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.18536 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.935553 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.11842 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.30064 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.22992 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.10594 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.893582 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.04542 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.1787 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.787391 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.63879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.164887 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.213532 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.136378 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.348069 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.488943 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.357766 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.295673 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.389968 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-0.560737 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.85356 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.266323 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.188231 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.324653 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.708671 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.360738 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.354599 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.410154 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.229434 # DEPENDENCYPART_GRANDPAR
