# _root_ Jde zhruba o polovinu Afriky , velkou část Asie , Jižní a Střední Ameriku a Irsko .
#goldHeads=0,4,1,15,4,15,8,15,8,15,12,14,12,15,3,15,0,
#predictedHeads=0,1,1,3,4,15,8,15,8,15,12,14,12,15,3,15,0,
(8,11),(11,16),-0.0458272 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.441804 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-2.06215 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.637389 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.99997 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.254 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.99433 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.53964 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.43477 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.34679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.793108 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.170384 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0363911 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0889848 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.254158 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.178106 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.123376 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.425847 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.171713 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.256162 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.144291 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.374054 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.423609 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.559798 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-2.06215 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.637389 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.99997 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.254 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.99433 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-1.53964 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.43477 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.34679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.793108 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.170384 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.0363911 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.151511 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.626336 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.607881 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.123376 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.425847 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.305619 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.927263 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.250402 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.515363 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.818787 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.0779473 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.512104 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.214456 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.28945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.708607 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.990757 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.705872 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-1.70999 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.806415 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-1.80582 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.927031 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.250166 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.52064 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.759377 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0747062 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.503155 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.217126 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.2895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.991026 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.706969 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.807512 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.801079 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.106651 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0993886 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.2554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,17),-1.20264 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.930755 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.249212 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.541525 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-1.45626 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.288435 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.566604 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.29233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.709085 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.991391 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.709303 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.89593 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.71287 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.809846 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.8087 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.71771 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.608994 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.17743 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.88003 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-2.54937 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.13693 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.54905 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.51981 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.13769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0402341 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0663824 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.862767 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.640489 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.166925 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.728567 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.448104 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.13351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.480372 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.307005 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.401508 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.375712 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.89067 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.648355 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.24318 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.81093 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-2.48028 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.27199 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.69615 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.4508 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.33193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.273913 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.155789 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.575185 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.465788 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.276702 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.555477 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.437595 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.306929 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.51735 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0350968 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.392243 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.858548 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.94247 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.89067 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.648355 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.24318 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.81093 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-2.48028 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-1.27199 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-1.69615 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.4508 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.33193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.273913 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.155789 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.134949 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-1.07146 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.755977 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.555477 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.437595 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.259263 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.471557 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.100637 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.237477 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.193944 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.156155 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.0181665 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.133697 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.0707527 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.87544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.353248 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.285553 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.904726 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.685007 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.882162 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),-0.63375 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.425163 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.138068 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.484971 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.567484 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.157783 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.130912 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.274394 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.188124 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.79698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,12),-0.109461 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.508915 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.316256 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.506393 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.214922 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.12691 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.179907 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.0566122 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.190082 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.146727 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.99971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.484949 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.305218 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.944038 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.704672 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.921469 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.316864 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.507148 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.22119 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.217082 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.183537 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.0585069 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.189321 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.145966 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.485057 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.306262 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.705716 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.339449 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.550505 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.33427 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.439762 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.399821 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.334276 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.208712 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.263735 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.96071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.329405 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-1.01513 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.595998 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.992568 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.41944 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.458981 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.142661 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0872415 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.536398 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.284858 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.488556 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.224372 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.186728 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.270914 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0537038 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.176016 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.99971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.485115 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.308176 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.08443 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.946055 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.70763 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.923485 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.2183 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.178176 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0414275 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.19979 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.99969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.484949 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.306337 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.08427 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.944036 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.705791 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.921466 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.693858 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.1246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,14),-0.168612 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.139794 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.212872 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.02326 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.856336 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.858357 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.08216 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.0391 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.821602 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.731303 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.71512 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.779983 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.07032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.303839 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0123471 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0564251 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.00272695 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.0891116 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.112398 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.169779 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.91635 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.46288 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.7758 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.102988 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0893611 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.02326 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.856336 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.858357 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.08216 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.0391 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.821602 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.731303 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.71512 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.779983 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.07032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.303839 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.533779 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.32324 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0198337 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0891116 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.112398 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.127444 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.742847 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-1.38589 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.475197 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.511368 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.234034 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.37506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.500239 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.21531 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.54485 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.709126 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.52528 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.671714 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.514048 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.390652 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.999297 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-1.64267 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.391363 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.720303 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.734649 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-1.34756 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.34697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.47651 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.18729 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.74929 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.685398 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.72973 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.10525 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.19762 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.5355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.395343 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.370903 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.743922 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.534312 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.502973 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.534896 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.343593 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.295123 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.455186 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.0890612 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.233756 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.185513 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.335511 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),0.0312311 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.82078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,14),-0.969989 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),-0.730799 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-1.07862 # DEPENDENCYPART_GRANDPAR
(12,1),(1,17),-1.01535 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.383491 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.616439 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.535426 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.469263 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.364734 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.331985 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.249578 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.290751 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.129904 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.71135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,15),-0.62137 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.5281 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.569326 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.586225 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.144824 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.249233 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.0145106 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.112869 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.0339072 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.129558 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.116363 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.76789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.895025 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.677908 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-1.00365 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.515205 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.556574 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.578995 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.393786 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.252647 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.0126502 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.11299 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0340279 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.116239 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.76891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,15),-0.67893 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.387639 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.565553 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.689947 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.498209 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.478463 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.54679 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.530146 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.459034 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.179994 # DEPENDENCYPART_GRANDPAR
