# _root_ Neuspěje - li ani do této doby , je to signál , že cena byla špatně stanovena a je na místě úvaha o jejím snížení .
#goldHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,17,17,17,18,13,18,19,20,19,22,25,23,0,
#predictedHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,15,18,17,18,13,18,19,20,19,22,25,23,0,
(18,11),(18,20),-0.0287454 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0345266 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.0368839 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0728647 # DEPENDENCYPART_SIBL
(18,11),(18,25),0.0243509 # DEPENDENCYPART_SIBL
(18,11),(18,26),-0.100597 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.248106 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0051607 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.026857 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0429264 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0280896 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0235424 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0296135 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0224836 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0136733 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.0101511 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0256849 # DEPENDENCYPART_SIBL
(18,12),(18,26),-0.0364068 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.138256 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.233574 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.161549 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.180787 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.141333 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0825213 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.111543 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.108987 # DEPENDENCYPART_SIBL
(18,13),(18,23),-0.0690795 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.112069 # DEPENDENCYPART_SIBL
(18,13),(18,26),-0.0939821 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0352668 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0605383 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0254232 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.098019 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0548851 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0117116 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0140689 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0978653 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.00153598 # DEPENDENCYPART_SIBL
(18,14),(18,26),-0.121223 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.148442 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0916039 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.483998 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0117929 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.107929 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.105926 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.00231826 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.108722 # DEPENDENCYPART_SIBL
(18,15),(18,26),-0.0111649 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0303985 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.065684 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0209767 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0348195 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0313928 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.051774 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0444527 # DEPENDENCYPART_SIBL
(18,16),(18,26),-0.213134 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.416221 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0225352 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.156008 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.154005 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.00940514 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.156797 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.0283058 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0113987 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.00583087 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.00589525 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.0122689 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.00562417 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0526407 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0162986 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0142997 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0263108 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0146598 # DEPENDENCYPART_SIBL
(18,20),(18,26),-0.1419 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0353467 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.00642523 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0369854 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.245043 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0067486 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0363044 # DEPENDENCYPART_SIBL
(18,22),(18,26),-0.24166 # DEPENDENCYPART_SIBL
(18,23),(18,25),-0.0231332 # DEPENDENCYPART_SIBL
(18,23),(18,26),-0.0988624 # DEPENDENCYPART_SIBL
(18,25),(18,26),-0.245921 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.0957672 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.00207303 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.128528 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0728894 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.00748246 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.00348175 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.00616902 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.00143071 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0963471 # DEPENDENCYPART_SIBL
(19,3),(19,25),-0.0293032 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.09001 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.108421 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.00185277 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0479369 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0410925 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0457878 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0391544 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0361252 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.0780451 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.133928 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0271175 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0775285 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0462593 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0224242 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0156274 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.12324 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0663948 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0916563 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.191685 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.123479 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.17528 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.182186 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0726181 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.151205 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0062621 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0249558 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.000578369 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.00804868 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0295667 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0427139 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0386618 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00254818 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.00435819 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0750419 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.0266145 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0114113 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0160231 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0354837 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0152977 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.136023 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.104744 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.137879 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0999165 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.13317 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.1945 # DEPENDENCYPART_SIBL
(20,21),(20,22),-1.46178 # DEPENDENCYPART_SIBL
(20,21),(20,25),-1.46256 # DEPENDENCYPART_SIBL
(20,22),(20,25),-1.45971 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.121082 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0102601 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0166732 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0207949 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00465338 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.139387 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.000354951 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0529768 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0620349 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0135172 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0489521 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.142614 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0309161 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.119894 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0867147 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0114399 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.00324144 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0174104 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0970448 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.209989 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.145979 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0482264 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.157546 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.101211 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0481642 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.158343 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.100632 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.984544 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.257561 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.477447 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0496081 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0494694 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.0560903 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0697572 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.11452 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.0173229 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.133667 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.00444163 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.00307387 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.133678 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.00444969 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.00365772 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0685371 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.177171 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0701087 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.119055 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.350612 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.00099754 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.240281 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.625555 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.102136 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.109768 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.350073 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.000601259 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.0148546 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.207475 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.00679676 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.376358 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.0992807 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.762082 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.27458 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.135814 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.446763 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.413677 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0472919 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.0277166 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.412824 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0376854 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.105929 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.589386 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.113094 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.301501 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.210801 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.0792566 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.555609 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0134864 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.441605 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.471639 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.702699 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.514338 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.210362 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.210879 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.273485 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.308069 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.123485 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.186336 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.745206 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.148193 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.210811 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.0255303 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.775699 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.0378161 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.47526 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.104569 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.467764 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.893351 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.480254 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.825593 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.00412231 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.0965434 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.186039 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.672522 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.0583684 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.772603 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.011864 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.514636 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.896322 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.424752 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0800809 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.021586 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0563205 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.18501 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.0131748 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.582215 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.177315 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.406513 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.406614 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.126796 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.608755 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.496127 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.775699 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.0378161 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.0196574 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.482842 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.352627 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.296426 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.659815 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0320341 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.313218 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.19338 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.0893025 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.157917 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.8395 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.410238 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.329239 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.568899 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.079591 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.1283 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.134429 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.277028 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.605472 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.381951 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.599922 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.181961 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.776701 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.407626 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.56328 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.100047 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.637749 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.825013 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.0140897 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.400593 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.39431 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.410307 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.128861 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.193372 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.230598 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.343998 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.677262 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.194872 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.481567 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.641565 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.3638 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.59003 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.126863 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.587862 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),-0.851829 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.632157 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.0726508 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.391916 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.171678 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.513878 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.891545 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.470287 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.0201499 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.243871 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.361499 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.274408 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.0775571 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.386221 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.801174 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.519966 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.68069 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.649734 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.124163 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.506853 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.939634 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.476439 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.499254 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-1.18488 # DEPENDENCYPART_GRANDPAR
(0,18),(18,26),0.124127 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.772603 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.181533 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.702692 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.240068 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.614827 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.600791 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.496127 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.637861 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.174077 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.806396 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.910735 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.56933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.347562 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.0615725 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.105327 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.505235 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.154267 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),0.0125671 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.20402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.367165 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.175191 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0233723 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.27932 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.0518528 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.15618 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.0219604 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.37202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0879367 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0927293 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.00112385 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.647528 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.367393 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.20452 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.324563 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.0807176 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.0813807 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.0481249 # DEPENDENCYPART_GRANDPAR
(1,5),(5,2),0.146279 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.556597 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.0674307 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.204305 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.152745 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-1.24196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,4),0.196362 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.446433 # DEPENDENCYPART_GRANDPAR
(1,7),(7,2),0.136703 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.164557 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.207157 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.555882 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),0.475577 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-1.7118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.120616 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.266821 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.130824 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.0192735 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.775151 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.513328 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.932006 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.229884 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.30116 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.225336 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.5855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.565602 # DEPENDENCYPART_GRANDPAR
