# _root_ Tento počet zahrnuje vedle dětí osvojených i děti , pro něž měli otevřenou náruč , a hlavně srdce pěstouni .
#goldHeads=2,3,0,3,4,5,8,3,12,12,10,8,14,16,16,12,18,16,12,0,
#predictedHeads=2,3,0,3,4,5,8,3,12,12,10,8,14,12,16,12,18,16,18,0,
(7,9),(9,19),-0.645398 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.681065 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0999292 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.460234 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.732739 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.489867 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.325877 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.407389 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.720089 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.927225 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.951036 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.1248 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.923531 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.756509 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.457097 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.44336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.328969 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.217973 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.528012 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.817292 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.48686 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.354625 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.406425 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.525104 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.713333 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.543533 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.655187 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.283328 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.426042 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.65719 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.983014 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-1.0128 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-1.17417 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.928368 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.83002 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.548975 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.45671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),0.388311 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.0112672 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.500487 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.246708 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.837145 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.44417 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.0387744 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.383231 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.637396 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.463928 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.60724 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-1.17948 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.899802 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.905831 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.262917 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-1.00112 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.632271 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.62791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.178998 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.46293 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-1.35175 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-1.09988 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.735183 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.54555 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.219529 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.44923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.132239 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.0706084 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.149022 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.33165 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.51383 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.541489 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.211026 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-1.72112 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-1.2908 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.816405 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-1.00231 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.501685 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0872846 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.228317 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.41862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.063871 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.142815 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.48321 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-1.36727 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.11618 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-1.29198 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.672342 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.391262 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.450778 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.56057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.223887 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.207187 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.319965 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.40665 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.532885 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-2.07168 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-2.45819 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.90695 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.35338 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.73718 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.57739 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.994528 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.27052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.483854 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.397314 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.282801 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.41407 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.173661 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.123309 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.0385663 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.366412 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.621357 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.19264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.611182 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.255777 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.309962 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.125319 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.177054 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),0.0571347 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.0667764 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.96063 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-2.14215 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.83079 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.29174 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.41854 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.48536 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.937737 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.3569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),1.09596 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.452631 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.337419 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.106482 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.225139 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.0709871 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.0547922 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.0477688 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.313768 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.412926 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.649612 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.134207 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0817575 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.90695 # DEPENDENCYPART_GRANDPAR
(8,15),(15,9),1.08752 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.912503 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.324492 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.340792 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.0385663 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.366412 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.621357 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-2.1306 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-2.38921 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-2.08994 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-1.40264 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-1.66857 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-1.72454 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.914116 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-1.5239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.861926 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.47241 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.699051 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.546638 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.582422 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.0610635 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.0708458 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.256585 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.518368 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.568859 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.0982507 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.441784 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.703599 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.399979 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.191707 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.253148 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0719149 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.217603 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.0504395 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.0669886 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.218992 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.619356 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.00641792 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0999075 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.11249 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.0158302 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.292912 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.159154 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.106901 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.0693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.916578 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.620063 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.946907 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.904833 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.912843 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.839392 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-1.30319 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-1.20191 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.15765 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0101585 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.407926 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.275011 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.131946 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.98652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,1),0.0850273 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.105147 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.11834 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0284712 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.199651 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.00893508 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.211538 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.1982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.819444 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.619332 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-1.13055 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.995943 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.938255 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.739931 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-1.25095 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.139989 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.330256 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0131153 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.12894 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.211501 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.181387 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.154667 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.680507 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.459077 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.768092 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.0340152 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.064933 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0551328 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.0153134 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0567162 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.180105 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.235686 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.0176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.742926 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.542035 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.912334 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.698712 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.0868117 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.00202769 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.00954606 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.238356 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.145088 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.20051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.83035 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.61934 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.13739 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.03604 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.941055 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.744617 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.694274 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.51157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0900896 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.153318 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0604143 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.464432 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.1472 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.444965 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.611232 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.05584 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.611152 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.820597 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.926466 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.06187 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.969938 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.814852 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.42382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.0523937 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.163135 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.011066 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.423292 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0693509 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.254045 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.379856 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.266071 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.519044 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.0463171 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.220298 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.593231 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-1.19303 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.812977 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.127504 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.148959 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.346135 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0421501 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.282801 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.357843 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.23949 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.568634 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.4333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,12),0.0759403 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.543739 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.341986 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.347199 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.590271 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.463854 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.536405 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.955622 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.581079 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.658889 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.829154 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-1.00454 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.670388 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.723306 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.26882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.224171 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.207974 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.364899 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0713001 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.104358 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.213261 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.367399 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.250479 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.479211 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.35396 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.618568 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.501681 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.287348 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.148293 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.25329 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.14218 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.224983 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.249041 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.498727 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.0597602 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.221979 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.301633 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.493692 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.490523 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0938599 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-1.05401 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.488959 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.137421 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0945961 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.75565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.612975 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-1.1602 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.661742 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.378505 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.243021 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.538963 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.895387 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.310122 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.27297 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.858781 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.708791 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.161235 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.66951 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.12083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.908056 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.37776 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.732016 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.886903 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.630662 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.645593 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.32421 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-2.95275 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.60312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,14),0.490341 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.102903 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.25339 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.0728781 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.45674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,13),-0.617163 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.286903 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0324115 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.289458 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.075642 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-1.70273 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.774992 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.88439 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.385338 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.953998 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.579897 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.407418 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.0779335 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-1.54413 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.953721 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.88433 # DEPENDENCYPART_GRANDPAR
