# _root_ Přesto se zdá , že největší nadějí na zmírnění vlny je bouřlivé počasí , které meteorologové čekají ode dneška .
#goldHeads=3,3,0,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
#predictedHeads=0,3,1,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
(10,11),(11,19),-0.631412 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.976599 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.92993 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.06911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.157801 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.170472 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.463943 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.344143 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.73531 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.02002 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.948691 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.48888 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.761688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.306211 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.70565 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.342938 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.733897 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.691554 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.559122 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.567503 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-1.16201 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-1.48885 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.707205 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0618092 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.00938666 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.333217 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.55674 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.570811 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-1.16197 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.961149 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.839093 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.75436 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.5308 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.957007 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.25649 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-1.00172 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-1.42166 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.10718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.0716611 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-1.11012 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.420793 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.0403752 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.130777 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.436654 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.425967 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.617591 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.944472 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.236156 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.254541 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.135336 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.045302 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.0979837 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.123557 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.131626 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.161681 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.112763 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.264369 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.137193 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.0980209 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.302823 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.20935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),0.120594 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.763148 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.731102 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.345544 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.470099 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-1.11576 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.194533 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.162707 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.09455 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.52393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,1),-0.245877 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.340928 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.511754 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0539322 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.590008 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.273487 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.622574 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-2.58625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,14),-1.07513 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-1.19867 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.327323 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.523172 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.667854 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.399764 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.238433 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.0234609 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0670563 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.280049 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.171548 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.302574 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.471501 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.261057 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.56465 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.165659 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.333148 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.125895 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.25694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.3174 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),0.293281 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.572446 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.837604 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.591066 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.656616 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0509712 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.267139 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0627775 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.0083826 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.284011 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.26393 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.55652 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0282472 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.119195 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.25688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.317377 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),0.293305 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.846901 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.572422 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.837547 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.591043 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.281492 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.261426 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.554746 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.120861 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0292692 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.289787 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.25691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.317392 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),0.293276 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.572451 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.837574 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.0875042 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.456784 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.723071 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.139962 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.122473 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.462382 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.23694 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.332852 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.164929 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.329868 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.525806 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.07502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.646856 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0645541 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.673104 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.0387371 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.0903486 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.303906 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.333619 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.51017 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.39036 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.05931 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.10454 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.932 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.12793 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.60466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.180904 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.70215 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.132294 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.692693 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.427266 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.507588 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.707827 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.329861 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.640421 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.953929 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.0627995 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.593992 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.0912832 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.312856 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.335931 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.675634 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-0.212631 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.25404 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-1.17 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.19967 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.679314 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.314882 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.505023 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.690765 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.62046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.0643915 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.488864 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.084861 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.630546 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.376264 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.469456 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.7463 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.688028 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.059553 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.379464 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.594706 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.593993 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.0835395 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.149552 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.581665 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.581814 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0246399 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.102664 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0513872 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.771604 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.723985 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.304974 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.736227 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.140689 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.153796 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.407512 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.323932 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.40682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.71501 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.913232 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.06597 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.46107 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.46488 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.572827 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.20172 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-1.15036 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.08771 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.55544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0283284 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.254006 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.124011 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.49234 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.371834 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.648568 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.20171 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.56008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.342554 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.180823 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.407844 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.489733 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.374646 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.648268 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.05243 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.985413 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.32784 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.927407 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-1.23334 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.7084 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.4349 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.969148 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.912692 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.908881 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.79027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.0959092 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.41847 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.562319 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0974147 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.369727 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.580918 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.183911 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.108912 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.536107 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.19162 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.544631 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.628417 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.69808 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.199786 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-1.72307 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.759062 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.63965 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.27227 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.77579 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.620373 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-2.19697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.0016409 # DEPENDENCYPART_GRANDPAR
(13,3),(3,18),-0.53022 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.553159 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.8335 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-1.01569 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.245847 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.726323 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.458188 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.234505 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-1.22604 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.393929 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.00420822 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.505865 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.48679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,1),-0.693727 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.349089 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-1.3892 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.806026 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.420701 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.378747 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.439125 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.26955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.0395339 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.779817 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.45062 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.461967 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.69619 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.351572 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-1.39804 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-1.0056 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.812723 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.51146 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.368484 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.461256 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.27005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.780317 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.451132 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.555374 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.690878 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.906812 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.762645 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.406884 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-1.20024 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.465212 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.566406 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0332881 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.459044 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0966639 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.25232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0395349 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.762096 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.49563 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.547325 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.25426 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-1.2397 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.438795 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.475299 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.23283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,16),-0.743091 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.438302 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.458201 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.74059 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-2.01419 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.843553 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-2.13493 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.64322 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-2.14035 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.56608 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.613912 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.1192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),0.286097 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0842861 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0756546 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.203465 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.419628 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.752627 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.21085 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.27857 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.38767 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.58555 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.794744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),1.103 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.967874 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.268756 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0303103 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.394988 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-1.08136 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.42452 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.66679 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-1.90654 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-2.30325 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-1.81284 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-1.25932 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-1.32055 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.81259 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.45878 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.521855 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.14074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),1.17477 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),1.19014 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.354222 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.197154 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.164161 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.258475 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.739223 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.0932251 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.372021 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.967347 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.694176 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.39383 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.237805 # DEPENDENCYPART_GRANDPAR
