# _root_ Mají - li totiž mít nějaký smysl , je ho do nich třeba vnést z vnějšku , to jest z historikovy současnosti .
#goldHeads=3,3,9,1,1,7,5,3,0,14,14,11,9,9,19,15,19,19,14,19,22,20,0,
#predictedHeads=3,3,9,1,1,7,5,3,0,14,14,11,9,9,14,15,19,19,16,19,22,20,0,
(6,11),(11,16),-0.506291 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-1.8569 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.165597 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.454229 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.483843 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.390279 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-2.57784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.355113 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.619455 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-1.51012 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.247562 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.465463 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.563636 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.183782 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-1.018 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.888779 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-1.6641 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-1.63366 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.397944 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.309616 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.589829 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.33826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,7),-2.21703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.99675 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.662559 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-2.34395 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.16573 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.770224 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.846911 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.50993 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.272415 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.31351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.994103 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0121971 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0577192 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0732987 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.187246 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.250904 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.415096 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.2256 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.918084 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),0.154509 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.519519 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.612905 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.960772 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0485237 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.212727 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.236045 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.449509 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-2.31809 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.768313 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.83751 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.48403 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.247217 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.29056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.972944 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.196047 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.137093 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.10461 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.732495 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.274901 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.399808 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.236924 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.96119 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),0.121117 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.543516 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.597614 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.787701 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-2.31809 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-1.13867 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.768313 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.837511 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-1.48403 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.247217 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-1.30794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,8),0.936125 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),-0.225583 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),0.0917005 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),-0.136084 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.760522 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.29186 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.511388 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.696303 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.231127 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-1.10439 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.573536 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.647249 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.798167 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.182722 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.194735 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.025927 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.000851603 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.0158014 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.0491141 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.92502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.507027 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.784409 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.696518 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.999266 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-0.786724 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.254749 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.30433 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.180094 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.154201 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.0885772 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.064917 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-2.0378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,19),-0.71086 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.059592 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0266407 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0510428 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0206097 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.84958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.361401 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.711278 # DEPENDENCYPART_GRANDPAR
(8,3),(3,23),-0.592215 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.315484 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.233522 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.307635 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0772329 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.237222 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.223194 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.248823 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.225785 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0013843 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.00515062 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0242884 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.91779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.508771 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.807253 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.700595 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.02168 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-1.2475 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.77949 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.812801 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-1.05848 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-1.21943 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0855772 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.360198 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.559888 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.231036 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.178328 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.151169 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0327101 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.552468 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.934674 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.699999 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.812205 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.953565 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.747847 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.856552 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.68199 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.857247 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.657949 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.00988 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.24384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.215339 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0971631 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.216747 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0075356 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0867685 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.21732 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.237571 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.365721 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.101509 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.123561 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.191169 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.164656 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.346724 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.921829 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.848773 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.665905 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.825465 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.623004 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.939927 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.27331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.34472 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.329642 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.228536 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.174348 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.080436 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.229506 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.244764 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.425131 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.0546894 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.117229 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.203351 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.161605 # DEPENDENCYPART_GRANDPAR
(8,19),(19,1),-0.922604 # DEPENDENCYPART_GRANDPAR
(8,19),(19,2),-0.736648 # DEPENDENCYPART_GRANDPAR
(8,19),(19,3),-0.849548 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.66668 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.82624 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.623779 # DEPENDENCYPART_GRANDPAR
(8,19),(19,7),-0.940717 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-1.25142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.342088 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.321299 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),0.227523 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.176594 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.15467 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),-0.086978 # DEPENDENCYPART_GRANDPAR
(8,19),(19,16),-0.284302 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.113119 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.420077 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.125763 # DEPENDENCYPART_GRANDPAR
(8,19),(19,22),-0.22476 # DEPENDENCYPART_GRANDPAR
(8,19),(19,23),-0.144823 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.55936 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.00336087 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.192515 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.220175 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.0516694 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.151733 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.65741 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-2.33787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,11),-0.333307 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.368 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.41479 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.917282 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.0583122 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.0334381 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.120087 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.254797 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.180812 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.0451662 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.394457 # DEPENDENCYPART_GRANDPAR
(9,2),(2,19),-1.0512 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.701141 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.537425 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0518923 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.724478 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),1.03632 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.35917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,17),-0.965548 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-1.16679 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.291937 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.113187 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0656125 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.517141 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.0348709 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.13665 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.183104 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.11582 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0398762 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0248523 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.29805 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.487776 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.36515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.406824 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.399949 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.487054 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-1.20679 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.937433 # DEPENDENCYPART_GRANDPAR
(9,5),(5,19),-1.04901 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.775579 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-1.46021 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0834953 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.2317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,11),-0.11776 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.142423 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0387812 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0827244 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.209747 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.39009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,13),-0.464385 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.346783 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.995843 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.246355 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.0645849 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.0423799 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.161899 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.374481 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.111023 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.00551764 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.65692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.484089 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.618618 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-1.26768 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.705013 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0791302 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.348519 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.205857 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.236634 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.13407 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.131318 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.694637 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.411358 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.392838 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.492638 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.536094 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),0.0285455 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.624361 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.300371 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.75345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.421025 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0120766 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.287155 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.00430644 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.80729 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.296905 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.124273 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.464447 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.284219 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-1.04463 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.741431 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.475768 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.336722 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.414216 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.512025 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.359548 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.206658 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0196344 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.0825248 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.128241 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-1.26178 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.647362 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.668683 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.538563 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.788603 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.316188 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),-0.520731 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-1.73765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,11),0.113321 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.0272347 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.334931 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.0293368 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.60283 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.28094 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.84883 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.374459 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-1.56522 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.807454 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.761238 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.897353 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.552601 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.274003 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.271567 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.401455 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-1.13641 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.411359 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.347269 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.392838 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-0.492639 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-0.536095 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),0.0285444 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.624377 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.300376 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-1.73897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.43587 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.0318131 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.270881 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.343428 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.0120059 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.784605 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.0117793 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.0443861 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.289258 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-1.06005 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.729109 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.000623563 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-1.27469 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.6883 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.6829 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),0.356783 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.272002 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),0.0682574 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-1.2105 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.633338 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.138681 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.495926 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.167416 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.141125 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.963994 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.581351 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.509441 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.523963 # DEPENDENCYPART_GRANDPAR
