# _root_ Strana demokratické levice po přehodnocení faktu , že vedoucí silou SNP byla komunistická strana , se jednoznačně staví za antifašistický a demokratický odkaz povstání .
#goldHeads=18,3,1,18,4,5,8,6,10,12,10,8,14,12,8,18,18,0,18,21,23,21,19,23,0,
#predictedHeads=0,3,1,3,4,5,8,6,10,12,10,8,14,12,18,18,18,14,18,21,23,21,19,23,0,
(6,4),(4,3),0.0895406 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.390649 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.20101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.436006 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.425412 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.875073 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.456883 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.02515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.39478 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.353181 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-1.29417 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-1.26799 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-1.08361 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.57092 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.603573 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-2.33339 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.84535 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.51471 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.05046 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.874119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,9),-0.249482 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0937284 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.16093 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.34025 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.74589 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.25664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.02738 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.128895 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.229409 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.315774 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.608874 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),0.382082 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),-0.0389256 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0890098 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.275051 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.113927 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.115147 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.585158 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.235551 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.217954 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0924304 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.799255 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.609108 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.199128 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.218714 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),0.125252 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.817829 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.148081 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-2.07735 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.66482 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.552401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,9),-0.236129 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.206083 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0929318 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.7956 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.60893 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-2.03247 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-1.21306 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-1.04049 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-1.61871 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.917739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.820211 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.186467 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.160821 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0248231 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.723491 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.100458 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.538529 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.140079 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.013674 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.316624 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.741328 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.17031 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.662857 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),-0.52632 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.52564 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.167705 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.295018 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.312311 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.179853 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.30069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.721649 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-1.23242 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-1.19161 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-1.42262 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-1.15282 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.578087 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.220675 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.193437 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.342647 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.615307 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.290929 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.307209 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.174751 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.719371 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-1.22893 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.23409 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.314842 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.182867 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-2.08659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.519423 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.336758 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.593487 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.230144 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.300935 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.342487 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.29808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.719424 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-1.22893 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.18546 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-1.41648 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.0704 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.414768 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.640241 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.466508 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.629453 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.33089 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.20433 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.21269 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.32436 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.19332 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.43503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.160913 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.133983 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.357322 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.414952 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.176409 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.476174 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.228664 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.485188 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.485756 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.551713 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.317474 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.623772 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.711069 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.4306 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-1.07041 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-1.53319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),-0.0651134 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.762535 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.37908 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.901835 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.585296 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.439514 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.46817 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.689332 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.79713 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.56655 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.924356 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-1.01428 # DEPENDENCYPART_GRANDPAR
(7,15),(15,25),-0.813658 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.744444 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.639501 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.572717 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.316204 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.216358 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.49211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.532805 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.630936 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.568457 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.214601 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.255869 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.49211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.532805 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.163634 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.712753 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.0364244 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.309578 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.743162 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.630947 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.649068 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.565386 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.767155 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.256271 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.49238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.532911 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.16374 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.712859 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.0365311 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.629031 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.595171 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.537852 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.488198 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.560664 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.475992 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.105232 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.726006 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.415861 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.141292 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.0591602 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.140648 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.897155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.220836 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.309503 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.234216 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.25032 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.229044 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.527841 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.278303 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),0.0202752 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.547609 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.167925 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.793865 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.710569 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.03963 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.832715 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.732884 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.378764 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.728568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),0.741483 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.200513 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.103458 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.26237 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.262097 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.0776366 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.306442 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.152628 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.194559 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),0.144619 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),0.244761 # DEPENDENCYPART_GRANDPAR
(8,12),(12,24),0.0401539 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.30437 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.21238 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.763436 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.04243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,11),-0.351799 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.587464 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.566652 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.237547 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.0845238 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.285668 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.200544 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.523654 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),0.00663077 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.162896 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),-0.360427 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.333275 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-0.773437 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.690141 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-1.02013 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.812288 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.371966 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),0.195465 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.709897 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.168927 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.889427 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.170305 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),0.311395 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.302794 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.0382004 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.0178551 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),0.176648 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.295404 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),0.0819595 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.338948 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),0.273829 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),0.0692223 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-0.150609 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-0.955345 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.872629 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-0.994776 # DEPENDENCYPART_GRANDPAR
(8,21),(21,6),-0.894951 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-0.605756 # DEPENDENCYPART_GRANDPAR
(8,21),(21,8),-0.959369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,21),(21,10),0.377472 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.167561 # DEPENDENCYPART_GRANDPAR
(8,21),(21,12),0.744891 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.392756 # DEPENDENCYPART_GRANDPAR
(8,21),(21,14),-0.0686365 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.139642 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.402601 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.251211 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),0.424078 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.258135 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.692239 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.410097 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),0.0746611 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.123513 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.223506 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.448341 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.09654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.191815 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0160341 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.484916 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.175886 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.141868 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.171911 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.366297 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-0.182662 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.141087 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-2.22234 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.46402 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.55336 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.09751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.330967 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0165773 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.481249 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.17569 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.11182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.327946 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.00411547 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.406174 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.143087 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.162754 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.357425 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.565136 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.121546 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.124805 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.411846 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.485847 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.0398076 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.117539 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.124503 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.155057 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.275115 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.349189 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.377729 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.949582 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.924899 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.973335 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.447812 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.820298 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.9522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-1.64584 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.09349 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-1.44836 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-1.16669 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.83756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.808795 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.62997 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-1.10288 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-2.23874 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.92689 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.97239 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.239478 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.40037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.797497 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-1.03681 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.804816 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-2.19386 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.90381 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.221 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.88078 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.92626 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.55514 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.647779 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.77231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.257732 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.965298 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.297155 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.10642 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.401726 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.675774 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.51296 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-1.44176 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.556413 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.92704 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.353155 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.265973 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.324079 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.431228 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),0.238618 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.41487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.616272 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-1.0114 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.252904 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.486392 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.543672 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.630721 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-1.48338 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.532993 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-1.46241 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.886925 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-2.49478 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-1.23097 # DEPENDENCYPART_GRANDPAR
