# _root_ Jestliže však byla tak váhavá dokonce i země , která ostatní Evropany k unii před lety vyzvala a potom tlačila , neznamená to snad konec snu o integraci ?
#goldHeads=22,0,1,5,3,8,8,3,18,18,12,18,18,13,17,15,18,8,20,18,1,2,22,22,22,25,26,27,0,
#predictedHeads=22,3,1,5,3,8,8,3,18,17,12,17,17,13,14,15,18,1,20,18,1,0,22,22,22,25,26,27,0,
(20,5),(20,23),-0.079723 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.0639844 # DEPENDENCYPART_SIBL
(20,5),(20,25),-0.0582856 # DEPENDENCYPART_SIBL
(20,5),(20,26),-0.0607499 # DEPENDENCYPART_SIBL
(20,5),(20,27),-0.146384 # DEPENDENCYPART_SIBL
(20,5),(20,28),-0.0609285 # DEPENDENCYPART_SIBL
(20,5),(20,29),0.00397075 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.0609613 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.0334474 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.163794 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.150903 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.0176362 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0337884 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0350143 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0442692 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.0365654 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0364541 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0141901 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.0158386 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.0160682 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0459931 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.0215736 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0338437 # DEPENDENCYPART_SIBL
(20,6),(20,24),-0.00616101 # DEPENDENCYPART_SIBL
(20,6),(20,25),0.0467426 # DEPENDENCYPART_SIBL
(20,6),(20,26),0.0398045 # DEPENDENCYPART_SIBL
(20,6),(20,27),-0.0182833 # DEPENDENCYPART_SIBL
(20,6),(20,28),0.0398496 # DEPENDENCYPART_SIBL
(20,6),(20,29),0.0186857 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.0574917 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.158245 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.186992 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.0962334 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0650755 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.11852 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.0759365 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.10077 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0667943 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.107506 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.146763 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.0554988 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0137127 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.0413265 # DEPENDENCYPART_SIBL
(20,7),(20,23),0.0511792 # DEPENDENCYPART_SIBL
(20,7),(20,24),-0.0349387 # DEPENDENCYPART_SIBL
(20,7),(20,25),-0.0100519 # DEPENDENCYPART_SIBL
(20,7),(20,26),-0.016979 # DEPENDENCYPART_SIBL
(20,7),(20,27),0.0270736 # DEPENDENCYPART_SIBL
(20,7),(20,28),-0.0168881 # DEPENDENCYPART_SIBL
(20,7),(20,29),-0.0129097 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.195927 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.318878 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.180935 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.191946 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.0148359 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.20655 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0155589 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.193833 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.00305733 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0442866 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0303558 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.00394258 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0344186 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.102729 # DEPENDENCYPART_SIBL
(20,8),(20,24),0.0214727 # DEPENDENCYPART_SIBL
(20,8),(20,25),-0.0494832 # DEPENDENCYPART_SIBL
(20,8),(20,26),-0.0378739 # DEPENDENCYPART_SIBL
(20,8),(20,27),0.0251313 # DEPENDENCYPART_SIBL
(20,8),(20,28),-0.0323479 # DEPENDENCYPART_SIBL
(20,8),(20,29),0.0166956 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.342645 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.00190165 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.0268348 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.0238979 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.0161869 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.0517358 # DEPENDENCYPART_SIBL
(20,9),(20,16),0.022533 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.116849 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0343651 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.0205101 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.181764 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.00147056 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0226198 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.0104044 # DEPENDENCYPART_SIBL
(20,9),(20,25),0.0234799 # DEPENDENCYPART_SIBL
(20,9),(20,26),0.00111479 # DEPENDENCYPART_SIBL
(20,9),(20,27),-0.0211653 # DEPENDENCYPART_SIBL
(20,9),(20,28),0.0143516 # DEPENDENCYPART_SIBL
(20,9),(20,29),-0.0206186 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0135536 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.00640162 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0850894 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.00572709 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0764678 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.00434906 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.180144 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0889054 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.073862 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.233312 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.0421348 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0414511 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.0205841 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.00658276 # DEPENDENCYPART_SIBL
(20,10),(20,26),0.00133186 # DEPENDENCYPART_SIBL
(20,10),(20,27),0.0121048 # DEPENDENCYPART_SIBL
(20,10),(20,28),0.00136004 # DEPENDENCYPART_SIBL
(20,10),(20,29),0.0626468 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0627402 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0318376 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0729954 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0255671 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0644412 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.00155746 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0517888 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0340871 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.013529 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0335231 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0614664 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0467897 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.0403832 # DEPENDENCYPART_SIBL
(20,11),(20,26),-0.0428476 # DEPENDENCYPART_SIBL
(20,11),(20,27),-0.144107 # DEPENDENCYPART_SIBL
(20,11),(20,28),-0.0430262 # DEPENDENCYPART_SIBL
(20,11),(20,29),0.0251805 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0214551 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.203707 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.00894031 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.19099 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.00252527 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0390471 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0110304 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.00191079 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0169762 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.105147 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.00323388 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.0536821 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.0420729 # DEPENDENCYPART_SIBL
(20,12),(20,27),0.00716401 # DEPENDENCYPART_SIBL
(20,12),(20,28),-0.0365468 # DEPENDENCYPART_SIBL
(20,12),(20,29),0.00988122 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.104475 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.104073 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0897942 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.105504 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.096116 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0145482 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0143646 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0224091 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.0029446 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.00333962 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.0248807 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.0452403 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.0127714 # DEPENDENCYPART_SIBL
(20,13),(20,28),-0.0451564 # DEPENDENCYPART_SIBL
(20,13),(20,29),-0.00561988 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0135405 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.187684 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.00709893 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.034452 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0156293 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.000248768 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0209453 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.100946 # DEPENDENCYPART_SIBL
(20,14),(20,24),0.0074353 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.033711 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0221017 # DEPENDENCYPART_SIBL
(20,14),(20,27),0.0113541 # DEPENDENCYPART_SIBL
(20,14),(20,28),-0.0165757 # DEPENDENCYPART_SIBL
(20,14),(20,29),0.0123561 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0501295 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0157397 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0388361 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0137817 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0509777 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0229734 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.00972659 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.00552482 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.000913235 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.0187003 # DEPENDENCYPART_SIBL
(20,15),(20,27),0.000524193 # DEPENDENCYPART_SIBL
(20,15),(20,28),-0.0186164 # DEPENDENCYPART_SIBL
(20,15),(20,29),0.0254671 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.000141354 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0410241 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.00904523 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.00509183 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.022309 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.107735 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.000418632 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.0618455 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.0499199 # DEPENDENCYPART_SIBL
(20,16),(20,27),-4.32309e-05 # DEPENDENCYPART_SIBL
(20,16),(20,28),-0.0443939 # DEPENDENCYPART_SIBL
(20,16),(20,29),0.00696518 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.027589 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.008353 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0113833 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0124236 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0636527 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.00941416 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0121863 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0146746 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0246598 # DEPENDENCYPART_SIBL
(20,17),(20,28),-0.0145891 # DEPENDENCYPART_SIBL
(20,17),(20,29),0.0165145 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0370508 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.00948827 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0134076 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.0232311 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0314366 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.00900548 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.00519937 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0290956 # DEPENDENCYPART_SIBL
(20,18),(20,28),0.00529022 # DEPENDENCYPART_SIBL
(20,18),(20,29),0.00699091 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.063802 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0749741 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00123517 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0526421 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0399996 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.0330615 # DEPENDENCYPART_SIBL
(20,19),(20,27),0.120676 # DEPENDENCYPART_SIBL
(20,19),(20,28),0.0331067 # DEPENDENCYPART_SIBL
(20,19),(20,29),0.049866 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0998266 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.039736 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.011515 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.10478 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.106817 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.12169 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.106782 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.073236 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.00599516 # DEPENDENCYPART_SIBL
(20,22),(20,24),0.0561092 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0282965 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.0334843 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.0184812 # DEPENDENCYPART_SIBL
(20,22),(20,28),0.033556 # DEPENDENCYPART_SIBL
(20,22),(20,29),0.0603203 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0817945 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0754931 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.0673446 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.0139299 # DEPENDENCYPART_SIBL
(20,23),(20,28),0.0674163 # DEPENDENCYPART_SIBL
(20,23),(20,29),0.0437227 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.0558821 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.0364349 # DEPENDENCYPART_SIBL
(20,24),(20,27),0.093915 # DEPENDENCYPART_SIBL
(20,24),(20,28),0.0365038 # DEPENDENCYPART_SIBL
(20,24),(20,29),0.026305 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.13266 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.00788158 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.133597 # DEPENDENCYPART_SIBL
(20,25),(20,29),-0.0394973 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.00986087 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.114615 # DEPENDENCYPART_SIBL
(20,26),(20,29),-0.0355324 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.225066 # DEPENDENCYPART_SIBL
(20,27),(20,29),-0.103246 # DEPENDENCYPART_SIBL
(20,28),(20,29),-0.0358655 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0266046 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.0297148 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.0324772 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0350665 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.0297168 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.775619 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.160408 # DEPENDENCYPART_SIBL
(21,3),(21,24),0.153546 # DEPENDENCYPART_SIBL
(21,3),(21,25),0.0683221 # DEPENDENCYPART_SIBL
(21,3),(21,26),0.0548674 # DEPENDENCYPART_SIBL
(21,3),(21,27),0.0460621 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.123438 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0310359 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.100348 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.123439 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.022132 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.099671 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0301719 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0111566 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0337904 # DEPENDENCYPART_SIBL
(21,15),(21,27),0.399836 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0136578 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0570318 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.00408672 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.679503 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.131802 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0946645 # DEPENDENCYPART_SIBL
(21,17),(21,25),5.87296e-05 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.013396 # DEPENDENCYPART_SIBL
(21,17),(21,27),0.0303013 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0246363 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0151316 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0638017 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.250544 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.033502 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.071641 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.0569461 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.010948 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.099451 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0313346 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.10799 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.178047 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.00363056 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0112492 # DEPENDENCYPART_SIBL
(21,19),(21,27),0.0980391 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.683129 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.131924 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.094787 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.000200762 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.013254 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0304708 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.00640264 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0142174 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.0294895 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.022181 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.0535843 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0924765 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0751777 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0741421 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.0971842 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0527282 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0460032 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.12143 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0293511 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.0187751 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.0105759 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.0396363 # DEPENDENCYPART_SIBL
(22,1),(22,3),0.0921702 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.0732106 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.0217564 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.146749 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.0273239 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0564597 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0381849 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0358151 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0223873 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0600995 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.159982 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0223873 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.125956 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.139558 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.00864118 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0141285 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.0208739 # DEPENDENCYPART_SIBL
(22,1),(22,27),0.0232688 # DEPENDENCYPART_SIBL
(22,1),(22,28),-0.020783 # DEPENDENCYPART_SIBL
(22,1),(22,29),0.0206458 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.115851 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.0634369 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.0119706 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.110592 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.00640533 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.0454806 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.00445568 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.0300338 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.00837299 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.0561422 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.0544035 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.00837299 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.121303 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0480671 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.0137565 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.001879 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.00881531 # DEPENDENCYPART_SIBL
(22,2),(22,27),0.0159457 # DEPENDENCYPART_SIBL
(22,2),(22,28),-0.00868619 # DEPENDENCYPART_SIBL
(22,2),(22,29),0.00390351 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.0284255 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.147561 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0872918 # DEPENDENCYPART_SIBL
(22,3),(22,12),0.129522 # DEPENDENCYPART_SIBL
(22,3),(22,13),0.118769 # DEPENDENCYPART_SIBL
(22,3),(22,14),0.111909 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.182195 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.154228 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.0225735 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.131295 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.154228 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.0258614 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0214975 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.100728 # DEPENDENCYPART_SIBL
(22,3),(22,25),0.164529 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.162041 # DEPENDENCYPART_SIBL
(22,3),(22,27),0.122924 # DEPENDENCYPART_SIBL
(22,3),(22,28),0.162126 # DEPENDENCYPART_SIBL
(22,3),(22,29),0.115685 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0619111 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.196333 # DEPENDENCYPART_SIBL
(22,7),(22,12),-0.0694949 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.120695 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0803559 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.102856 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.111175 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.15232 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0606118 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.111175 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.161746 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0483356 # DEPENDENCYPART_SIBL
(22,7),(22,24),-0.0377823 # DEPENDENCYPART_SIBL
(22,7),(22,25),-0.016223 # DEPENDENCYPART_SIBL
(22,7),(22,26),-0.0231502 # DEPENDENCYPART_SIBL
(22,7),(22,27),0.02423 # DEPENDENCYPART_SIBL
(22,7),(22,28),-0.0230593 # DEPENDENCYPART_SIBL
(22,7),(22,29),-0.0185961 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.318742 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.189118 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.00779867 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.203721 # DEPENDENCYPART_SIBL
(22,8),(22,15),0.0226853 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.000937679 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0420709 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.0382771 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.000948789 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.191656 # DEPENDENCYPART_SIBL
