# _root_ " Podnikám a nezakrývám , že závodění a firma někdy nejdou dohromady , jedno druhému zabírá čas .
#goldHeads=3,3,0,3,6,4,8,11,8,11,13,11,6,16,16,13,16,0,
#predictedHeads=3,3,0,3,6,4,8,11,8,11,6,11,11,16,16,13,16,0,
(9,16),(16,4),-1.77794 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-2.07157 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-1.39501 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-2.12823 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-1.23565 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.49681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.0234792 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.53833 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.326246 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.215944 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.489982 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.8037 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.71309 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.864792 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.414059 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.287364 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.391459 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.849845 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.169725 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0309224 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.999305 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.548162 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.458406 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.407115 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.414014 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.515206 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.271605 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.128798 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0328517 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.9088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.632763 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.746308 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.863805 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-1.06136 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.991607 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.12474 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.87502 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.222267 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.92555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.536031 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.748947 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.999924 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.0892 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.894875 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.09329 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.81394 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.66232 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.480961 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.49379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0193563 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.450241 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.499413 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.584153 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.403477 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.559872 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.347481 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.429112 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.572814 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.537141 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.457905 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.842358 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.805898 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.602121 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.761506 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.752391 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.561674 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.589607 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.433381 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.422084 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.48747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.0329719 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.332132 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.294478 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.45477 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.525933 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.485527 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.49225 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.545199 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.599753 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.436304 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.481581 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.854774 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.438108 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.70513 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.547294 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.248532 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.416779 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.607812 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.132292 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.45934 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.175231 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-0.508973 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.324056 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.882737 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.571383 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.341304 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.350592 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.193547 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.208288 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.0179813 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.71896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),-0.980364 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.713063 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-1.42638 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.248532 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.913804 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.485021 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.132292 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.45934 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.0763559 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),-0.175231 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.385146 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.148064 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.2322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.160131 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.277203 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.346912 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-1.33974 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.613002 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-1.1901 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.347417 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.503572 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.408335 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.353928 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.322772 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0977906 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.225594 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.217336 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.190259 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.61611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.862518 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-1.32353 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.522592 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.79157 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.850985 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.324056 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.882737 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.637751 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.733092 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.407004 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.645863 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.38768 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.509122 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0179813 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.71896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.368493 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.980364 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.713063 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.42638 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.20074 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.31762 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.419308 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0022128 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.14796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0539307 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.858316 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.312604 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.855384 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.519907 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.203741 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.276652 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.520527 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.118298 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.809437 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.854871 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.615755 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.965899 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.0962766 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),0.215883 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.311782 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.34213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.147538 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.551676 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0607344 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.33704 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.301063 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.03014 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.63746 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.07609 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.48782 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.19014 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.25165 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.696699 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.834539 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.384533 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.52744 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.70185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.151937 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.563744 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0270175 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.90671 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.364352 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.631052 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.331163 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.056619 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.283852 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0229163 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.570856 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.541508 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),0.172554 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.222493 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.45358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.173628 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.105568 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.559415 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.290473 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.331733 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.677679 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.88001 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.37266 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.834073 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-1.22301 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.957906 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.05686 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.240817 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.592525 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),0.0524963 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.348872 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.0750221 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.316641 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.614698 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0906628 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.396547 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.520461 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.171123 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.408439 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.422326 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.474566 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.734869 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.881968 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.681892 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.846609 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.361597 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.234559 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.469611 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.395039 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.39891 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.221077 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.41065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.47023 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.551737 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.484926 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.667957 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.37887 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.283444 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.292469 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.49932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.391752 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.453035 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.60515 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.501686 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.646677 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.467445 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.611318 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.467497 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.370719 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.316636 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.284696 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.23225 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.240806 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.45444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.0581308 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.357129 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.407802 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.441303 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.530205 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.258093 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.04734 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.18052 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.01232 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.14516 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.06788 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.902532 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.19451 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.829566 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.11234 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.757098 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.893194 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.22868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.175633 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.194248 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.324579 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.378873 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.136699 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.268518 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0336839 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.108565 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.104777 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.690889 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.787767 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.689691 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.746378 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.99572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.341542 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0167013 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0202906 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.139848 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.00763886 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.889435 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.998692 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.829151 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.963334 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.853067 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.751266 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.765503 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.646402 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.69718 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.661044 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.711368 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.995608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.400202 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.071964 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0129185 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0544866 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.0721862 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.19893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),-0.0632646 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.116632 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.0809843 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.35545 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.412097 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.352136 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.367814 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.467492 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.153468 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.133571 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.207764 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.222506 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.0627079 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-1.71647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,1),-0.416327 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.185175 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.135101 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.0529946 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.114564 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.285989 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.160933 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.253913 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.172929 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.70606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,15),-0.438302 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.507022 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.467492 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.239832 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.149177 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.207764 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.222506 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.196302 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.0627079 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.139448 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.21207 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.171399 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-5.82624e-05 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.494128 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.511939 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.308922 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.378474 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.305607 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.473423 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.0511145 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.282964 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.0478003 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.31512 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.453226 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.132338 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.39824 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.300367 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.258887 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.66405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,16),-0.488877 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.267457 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.122369 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.213956 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.416327 # DEPENDENCYPART_GRANDPAR
