# _root_ Mezi pašeráky byli v Průhonicích u Prahy zadrženi i dva policisté z Bratislavy , kteří - jak se po prvním výslechu ukázalo - nepřísluší ke kriminální , ale k dopravní policii .
#goldHeads=8,1,8,8,4,5,6,0,11,11,8,11,12,24,24,22,22,22,22,21,19,24,22,11,28,25,28,24,28,31,29,0,
#predictedHeads=8,1,8,3,4,5,6,0,11,11,8,11,12,22,22,22,22,22,22,21,19,13,22,0,28,25,28,24,28,31,29,0,
(22,29),(22,31),-0.0430262 # DEPENDENCYPART_SIBL
(23,3),(23,8),-0.0575252 # DEPENDENCYPART_SIBL
(23,3),(23,15),-0.0915679 # DEPENDENCYPART_SIBL
(23,3),(23,19),-0.0511159 # DEPENDENCYPART_SIBL
(23,3),(23,20),-0.101414 # DEPENDENCYPART_SIBL
(23,3),(23,21),-0.073768 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.060405 # DEPENDENCYPART_SIBL
(23,3),(23,24),0.627261 # DEPENDENCYPART_SIBL
(23,3),(23,25),0.0505174 # DEPENDENCYPART_SIBL
(23,3),(23,26),0.00375688 # DEPENDENCYPART_SIBL
(23,3),(23,29),0.0254234 # DEPENDENCYPART_SIBL
(23,3),(23,31),0.0279961 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.0920544 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.0765315 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.103098 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.085496 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.0663 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.570287 # DEPENDENCYPART_SIBL
(23,8),(23,25),0.0257725 # DEPENDENCYPART_SIBL
(23,8),(23,26),-0.0108163 # DEPENDENCYPART_SIBL
(23,8),(23,29),-0.00564878 # DEPENDENCYPART_SIBL
(23,8),(23,31),-0.0139187 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.0335005 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.0102237 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.0008531 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.202049 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.101243 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0263792 # DEPENDENCYPART_SIBL
(23,15),(23,26),0.0539567 # DEPENDENCYPART_SIBL
(23,15),(23,29),-0.0105131 # DEPENDENCYPART_SIBL
(23,15),(23,31),0.00875752 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0918113 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.07261 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0306175 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0348769 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.212894 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.0212035 # DEPENDENCYPART_SIBL
(23,19),(23,29),0.237539 # DEPENDENCYPART_SIBL
(23,19),(23,31),-0.025885 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0897388 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0285552 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.00972085 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0191962 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.052907 # DEPENDENCYPART_SIBL
(23,20),(23,29),0.0034543 # DEPENDENCYPART_SIBL
(23,20),(23,31),0.0476718 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0739586 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.00628564 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.00748768 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.00290031 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0179278 # DEPENDENCYPART_SIBL
(23,21),(23,31),0.215273 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.553474 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0178633 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0152287 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.0156957 # DEPENDENCYPART_SIBL
(23,22),(23,31),-0.0138201 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.00701084 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0489122 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.0120179 # DEPENDENCYPART_SIBL
(23,24),(23,31),-0.00252335 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0210759 # DEPENDENCYPART_SIBL
(23,25),(23,29),0.0129558 # DEPENDENCYPART_SIBL
(23,25),(23,31),0.0217798 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.0392703 # DEPENDENCYPART_SIBL
(23,26),(23,31),-0.0546305 # DEPENDENCYPART_SIBL
(23,29),(23,31),-0.00337943 # DEPENDENCYPART_SIBL
(24,1),(24,2),-0.0644511 # DEPENDENCYPART_SIBL
(24,1),(24,3),0.0820658 # DEPENDENCYPART_SIBL
(24,1),(24,4),-0.0643076 # DEPENDENCYPART_SIBL
(24,1),(24,5),-0.0644511 # DEPENDENCYPART_SIBL
(24,1),(24,6),-0.0581138 # DEPENDENCYPART_SIBL
(24,1),(24,7),-0.0660656 # DEPENDENCYPART_SIBL
(24,1),(24,8),-0.0438541 # DEPENDENCYPART_SIBL
(24,1),(24,9),-0.0242537 # DEPENDENCYPART_SIBL
(24,1),(24,10),-0.099171 # DEPENDENCYPART_SIBL
(24,1),(24,11),-0.0355414 # DEPENDENCYPART_SIBL
(24,1),(24,13),-0.0644536 # DEPENDENCYPART_SIBL
(24,1),(24,14),-0.284673 # DEPENDENCYPART_SIBL
(24,1),(24,15),-0.167774 # DEPENDENCYPART_SIBL
(24,1),(24,16),-0.151787 # DEPENDENCYPART_SIBL
(24,1),(24,17),-0.173312 # DEPENDENCYPART_SIBL
(24,1),(24,18),0.0474356 # DEPENDENCYPART_SIBL
(24,1),(24,19),-0.0544254 # DEPENDENCYPART_SIBL
(24,1),(24,21),-0.064452 # DEPENDENCYPART_SIBL
(24,1),(24,22),-0.044606 # DEPENDENCYPART_SIBL
(24,1),(24,23),-0.151787 # DEPENDENCYPART_SIBL
(24,1),(24,25),-0.0464202 # DEPENDENCYPART_SIBL
(24,1),(24,26),-0.0418058 # DEPENDENCYPART_SIBL
(24,1),(24,27),-0.0147932 # DEPENDENCYPART_SIBL
(24,1),(24,28),0.00261702 # DEPENDENCYPART_SIBL
(24,1),(24,29),-0.0113793 # DEPENDENCYPART_SIBL
(24,1),(24,31),-0.00907864 # DEPENDENCYPART_SIBL
(24,1),(24,32),-0.0943897 # DEPENDENCYPART_SIBL
(24,2),(24,3),0.0545268 # DEPENDENCYPART_SIBL
(24,2),(24,4),0.00730331 # DEPENDENCYPART_SIBL
(24,2),(24,5),-0.189104 # DEPENDENCYPART_SIBL
(24,2),(24,6),-0.0205794 # DEPENDENCYPART_SIBL
(24,2),(24,7),-0.192625 # DEPENDENCYPART_SIBL
(24,2),(24,8),0.00121824 # DEPENDENCYPART_SIBL
(24,2),(24,9),-0.00588444 # DEPENDENCYPART_SIBL
(24,2),(24,10),-0.071423 # DEPENDENCYPART_SIBL
(24,2),(24,11),-0.1866 # DEPENDENCYPART_SIBL
(24,2),(24,13),-0.191112 # DEPENDENCYPART_SIBL
(24,2),(24,14),-0.147224 # DEPENDENCYPART_SIBL
(24,2),(24,15),-0.202594 # DEPENDENCYPART_SIBL
(24,2),(24,16),-0.0757888 # DEPENDENCYPART_SIBL
(24,2),(24,17),-0.0943785 # DEPENDENCYPART_SIBL
(24,2),(24,18),0.00778024 # DEPENDENCYPART_SIBL
(24,2),(24,19),0.0568022 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.189109 # DEPENDENCYPART_SIBL
(24,2),(24,22),0.0016684 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.0757888 # DEPENDENCYPART_SIBL
(24,2),(24,25),0.0106743 # DEPENDENCYPART_SIBL
(24,2),(24,26),-0.0388125 # DEPENDENCYPART_SIBL
(24,2),(24,27),-0.00191967 # DEPENDENCYPART_SIBL
(24,2),(24,28),0.0351714 # DEPENDENCYPART_SIBL
(24,2),(24,29),0.0383224 # DEPENDENCYPART_SIBL
(24,2),(24,31),-0.030428 # DEPENDENCYPART_SIBL
(24,2),(24,32),-0.0235292 # DEPENDENCYPART_SIBL
(24,3),(24,4),0.140785 # DEPENDENCYPART_SIBL
(24,3),(24,5),0.0613753 # DEPENDENCYPART_SIBL
(24,3),(24,6),0.0868487 # DEPENDENCYPART_SIBL
(24,3),(24,7),0.0608686 # DEPENDENCYPART_SIBL
(24,3),(24,8),-0.183044 # DEPENDENCYPART_SIBL
(24,3),(24,9),0.0146152 # DEPENDENCYPART_SIBL
(24,3),(24,10),-0.0291267 # DEPENDENCYPART_SIBL
(24,3),(24,11),0.0760369 # DEPENDENCYPART_SIBL
(24,3),(24,13),0.061034 # DEPENDENCYPART_SIBL
(24,3),(24,14),-0.0564935 # DEPENDENCYPART_SIBL
(24,3),(24,15),-0.0644953 # DEPENDENCYPART_SIBL
(24,3),(24,16),0.0326599 # DEPENDENCYPART_SIBL
(24,3),(24,17),-0.039194 # DEPENDENCYPART_SIBL
(24,3),(24,18),0.00526881 # DEPENDENCYPART_SIBL
(24,3),(24,19),0.141395 # DEPENDENCYPART_SIBL
(24,3),(24,21),0.0613744 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.184088 # DEPENDENCYPART_SIBL
(24,3),(24,23),0.0326599 # DEPENDENCYPART_SIBL
(24,3),(24,25),0.0579099 # DEPENDENCYPART_SIBL
(24,3),(24,26),0.0201655 # DEPENDENCYPART_SIBL
(24,3),(24,27),0.0467613 # DEPENDENCYPART_SIBL
(24,3),(24,28),0.0297032 # DEPENDENCYPART_SIBL
(24,3),(24,29),0.0713417 # DEPENDENCYPART_SIBL
(24,3),(24,31),0.113947 # DEPENDENCYPART_SIBL
(24,3),(24,32),0.0192676 # DEPENDENCYPART_SIBL
(24,4),(24,5),-0.00541516 # DEPENDENCYPART_SIBL
(24,4),(24,6),-0.0129622 # DEPENDENCYPART_SIBL
(24,4),(24,7),-0.00703008 # DEPENDENCYPART_SIBL
(24,4),(24,8),0.0173587 # DEPENDENCYPART_SIBL
(24,4),(24,9),-0.00654923 # DEPENDENCYPART_SIBL
(24,4),(24,10),-0.104308 # DEPENDENCYPART_SIBL
(24,4),(24,11),0.0234872 # DEPENDENCYPART_SIBL
(24,4),(24,13),-0.00541762 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.30923 # DEPENDENCYPART_SIBL
(24,4),(24,15),-0.1558 # DEPENDENCYPART_SIBL
(24,4),(24,16),-0.160594 # DEPENDENCYPART_SIBL
(24,4),(24,17),-0.144496 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.00508352 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.000825967 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.00541604 # DEPENDENCYPART_SIBL
(24,4),(24,22),0.0166068 # DEPENDENCYPART_SIBL
(24,4),(24,23),-0.160594 # DEPENDENCYPART_SIBL
(24,4),(24,25),-0.0498418 # DEPENDENCYPART_SIBL
(24,4),(24,26),-0.0720094 # DEPENDENCYPART_SIBL
(24,4),(24,27),-0.00765719 # DEPENDENCYPART_SIBL
(24,4),(24,28),-0.00273346 # DEPENDENCYPART_SIBL
(24,4),(24,29),-0.0116904 # DEPENDENCYPART_SIBL
(24,4),(24,31),0.0194565 # DEPENDENCYPART_SIBL
(24,4),(24,32),-0.104338 # DEPENDENCYPART_SIBL
(24,5),(24,6),-0.0205794 # DEPENDENCYPART_SIBL
(24,5),(24,7),-0.192625 # DEPENDENCYPART_SIBL
(24,5),(24,8),0.00121824 # DEPENDENCYPART_SIBL
(24,5),(24,9),-0.00588444 # DEPENDENCYPART_SIBL
(24,5),(24,10),-0.071423 # DEPENDENCYPART_SIBL
(24,5),(24,11),-0.1866 # DEPENDENCYPART_SIBL
(24,5),(24,13),-0.191112 # DEPENDENCYPART_SIBL
(24,5),(24,14),-0.147224 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.202594 # DEPENDENCYPART_SIBL
(24,5),(24,16),-0.0757888 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.0943785 # DEPENDENCYPART_SIBL
(24,5),(24,18),0.00778024 # DEPENDENCYPART_SIBL
(24,5),(24,19),0.0568022 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.189109 # DEPENDENCYPART_SIBL
(24,5),(24,22),0.0016684 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.0757888 # DEPENDENCYPART_SIBL
(24,5),(24,25),0.0106887 # DEPENDENCYPART_SIBL
(24,5),(24,26),-0.0388113 # DEPENDENCYPART_SIBL
(24,5),(24,27),-0.00191079 # DEPENDENCYPART_SIBL
(24,5),(24,28),0.0351714 # DEPENDENCYPART_SIBL
(24,5),(24,29),0.0383367 # DEPENDENCYPART_SIBL
(24,5),(24,31),-0.0303433 # DEPENDENCYPART_SIBL
(24,5),(24,32),-0.0235203 # DEPENDENCYPART_SIBL
(24,6),(24,7),-0.0117404 # DEPENDENCYPART_SIBL
(24,6),(24,8),0.0261099 # DEPENDENCYPART_SIBL
(24,6),(24,9),-0.0258385 # DEPENDENCYPART_SIBL
(24,6),(24,10),-0.0712086 # DEPENDENCYPART_SIBL
(24,6),(24,11),0.0247758 # DEPENDENCYPART_SIBL
(24,6),(24,13),-0.0101283 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.281795 # DEPENDENCYPART_SIBL
(24,6),(24,15),-0.11018 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.132726 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.157067 # DEPENDENCYPART_SIBL
(24,6),(24,18),0.135083 # DEPENDENCYPART_SIBL
(24,6),(24,19),-0.0574774 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.0101267 # DEPENDENCYPART_SIBL
(24,6),(24,22),0.025358 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.132726 # DEPENDENCYPART_SIBL
(24,6),(24,25),-0.0434087 # DEPENDENCYPART_SIBL
(24,6),(24,26),-0.0251494 # DEPENDENCYPART_SIBL
(24,6),(24,27),0.012651 # DEPENDENCYPART_SIBL
(24,6),(24,28),-0.0573411 # DEPENDENCYPART_SIBL
(24,6),(24,29),0.0133938 # DEPENDENCYPART_SIBL
(24,6),(24,31),-0.0114302 # DEPENDENCYPART_SIBL
(24,6),(24,32),-0.050153 # DEPENDENCYPART_SIBL
(24,7),(24,8),-2.06328e-05 # DEPENDENCYPART_SIBL
(24,7),(24,9),-0.00673877 # DEPENDENCYPART_SIBL
(24,7),(24,10),-0.0714688 # DEPENDENCYPART_SIBL
(24,7),(24,11),-0.186343 # DEPENDENCYPART_SIBL
(24,7),(24,13),-0.192503 # DEPENDENCYPART_SIBL
(24,7),(24,14),-0.142944 # DEPENDENCYPART_SIBL
(24,7),(24,15),-0.202635 # DEPENDENCYPART_SIBL
(24,7),(24,16),-0.0736829 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.0944141 # DEPENDENCYPART_SIBL
(24,7),(24,18),0.00773313 # DEPENDENCYPART_SIBL
(24,7),(24,19),0.0567088 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.188852 # DEPENDENCYPART_SIBL
(24,7),(24,22),0.000429527 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.0736829 # DEPENDENCYPART_SIBL
(24,7),(24,25),0.0102538 # DEPENDENCYPART_SIBL
(24,7),(24,26),-0.0392106 # DEPENDENCYPART_SIBL
(24,7),(24,27),-0.00359184 # DEPENDENCYPART_SIBL
(24,7),(24,28),0.0347591 # DEPENDENCYPART_SIBL
(24,7),(24,29),0.037903 # DEPENDENCYPART_SIBL
(24,7),(24,31),-0.0253543 # DEPENDENCYPART_SIBL
(24,7),(24,32),-0.024567 # DEPENDENCYPART_SIBL
(24,8),(24,9),-0.0285327 # DEPENDENCYPART_SIBL
(24,8),(24,10),-0.0774884 # DEPENDENCYPART_SIBL
(24,8),(24,11),0.00302579 # DEPENDENCYPART_SIBL
(24,8),(24,13),-0.0119771 # DEPENDENCYPART_SIBL
(24,8),(24,14),-0.091809 # DEPENDENCYPART_SIBL
(24,8),(24,15),-0.110467 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.00699575 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.114983 # DEPENDENCYPART_SIBL
(24,8),(24,18),-0.0395134 # DEPENDENCYPART_SIBL
(24,8),(24,19),0.0427945 # DEPENDENCYPART_SIBL
(24,8),(24,21),-0.0116368 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.233681 # DEPENDENCYPART_SIBL
(24,8),(24,23),-0.00699575 # DEPENDENCYPART_SIBL
(24,8),(24,25),-0.0134871 # DEPENDENCYPART_SIBL
(24,8),(24,26),-0.0169401 # DEPENDENCYPART_SIBL
(24,8),(24,27),-0.0113785 # DEPENDENCYPART_SIBL
(24,8),(24,28),-0.0104977 # DEPENDENCYPART_SIBL
(24,8),(24,29),-0.0127099 # DEPENDENCYPART_SIBL
(24,8),(24,31),0.0217386 # DEPENDENCYPART_SIBL
(24,8),(24,32),-0.0386911 # DEPENDENCYPART_SIBL
(24,9),(24,10),-0.0807376 # DEPENDENCYPART_SIBL
(24,9),(24,11),-0.0428169 # DEPENDENCYPART_SIBL
(24,9),(24,13),-0.0655238 # DEPENDENCYPART_SIBL
(24,9),(24,14),-0.158245 # DEPENDENCYPART_SIBL
(24,9),(24,15),-0.125679 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.149842 # DEPENDENCYPART_SIBL
(24,9),(24,17),-0.208258 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.0528646 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.0119597 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.0650877 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.10926 # DEPENDENCYPART_SIBL
(24,9),(24,23),-0.149842 # DEPENDENCYPART_SIBL
(24,9),(24,25),-0.0559696 # DEPENDENCYPART_SIBL
(24,9),(24,26),-0.0217492 # DEPENDENCYPART_SIBL
(24,9),(24,27),-0.0137127 # DEPENDENCYPART_SIBL
(24,9),(24,28),-0.0147547 # DEPENDENCYPART_SIBL
(24,9),(24,29),0.0196495 # DEPENDENCYPART_SIBL
(24,9),(24,31),0.000788826 # DEPENDENCYPART_SIBL
(24,9),(24,32),-0.122342 # DEPENDENCYPART_SIBL
(24,10),(24,11),-0.0472289 # DEPENDENCYPART_SIBL
(24,10),(24,13),-0.0585219 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.066945 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.119456 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0353547 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.0715631 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.0373084 # DEPENDENCYPART_SIBL
(24,10),(24,19),0.00400152 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.058534 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.0149062 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.0353547 # DEPENDENCYPART_SIBL
(24,10),(24,25),-0.0318262 # DEPENDENCYPART_SIBL
(24,10),(24,26),-0.0749458 # DEPENDENCYPART_SIBL
(24,10),(24,27),-0.0237827 # DEPENDENCYPART_SIBL
(24,10),(24,28),-0.0503083 # DEPENDENCYPART_SIBL
(24,10),(24,29),-0.0227768 # DEPENDENCYPART_SIBL
(24,10),(24,31),0.0144349 # DEPENDENCYPART_SIBL
(24,10),(24,32),0.0253953 # DEPENDENCYPART_SIBL
(24,11),(24,13),-0.180089 # DEPENDENCYPART_SIBL
(24,11),(24,14),-0.132674 # DEPENDENCYPART_SIBL
(24,11),(24,15),-0.196401 # DEPENDENCYPART_SIBL
(24,11),(24,16),-0.0653511 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.0787198 # DEPENDENCYPART_SIBL
(24,11),(24,18),0.013972 # DEPENDENCYPART_SIBL
(24,11),(24,19),0.0621622 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.178087 # DEPENDENCYPART_SIBL
(24,11),(24,22),0.0192182 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.0653511 # DEPENDENCYPART_SIBL
(24,11),(24,25),-0.0196632 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.0509738 # DEPENDENCYPART_SIBL
(24,11),(24,27),-0.00474281 # DEPENDENCYPART_SIBL
(24,11),(24,28),0.0279694 # DEPENDENCYPART_SIBL
(24,11),(24,29),0.00798485 # DEPENDENCYPART_SIBL
(24,11),(24,31),-0.0757264 # DEPENDENCYPART_SIBL
(24,11),(24,32),-0.0310246 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.147615 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.202594 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.0759853 # DEPENDENCYPART_SIBL
(24,13),(24,17),-0.0943785 # DEPENDENCYPART_SIBL
(24,13),(24,18),0.00778024 # DEPENDENCYPART_SIBL
(24,13),(24,19),0.0568 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.189223 # DEPENDENCYPART_SIBL
(24,13),(24,22),0.00166804 # DEPENDENCYPART_SIBL
(24,13),(24,23),-0.0759853 # DEPENDENCYPART_SIBL
(24,13),(24,25),0.0106886 # DEPENDENCYPART_SIBL
(24,13),(24,26),-0.0388115 # DEPENDENCYPART_SIBL
(24,13),(24,27),-0.00191161 # DEPENDENCYPART_SIBL
(24,13),(24,28),0.0351714 # DEPENDENCYPART_SIBL
(24,13),(24,29),0.0383367 # DEPENDENCYPART_SIBL
(24,13),(24,31),-0.0430478 # DEPENDENCYPART_SIBL
(24,13),(24,32),-0.0235209 # DEPENDENCYPART_SIBL
(24,14),(24,15),0.270274 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.00795597 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.505909 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.025981 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.0716155 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.0267985 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.122599 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.00795597 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.0781606 # DEPENDENCYPART_SIBL
(24,14),(24,26),-0.0276763 # DEPENDENCYPART_SIBL
(24,14),(24,27),0.181764 # DEPENDENCYPART_SIBL
(24,14),(24,28),0.00866858 # DEPENDENCYPART_SIBL
(24,14),(24,29),-0.00991303 # DEPENDENCYPART_SIBL
(24,14),(24,31),0.025096 # DEPENDENCYPART_SIBL
(24,14),(24,32),-0.0253276 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.0233251 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.167255 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.00574765 # DEPENDENCYPART_SIBL
(24,15),(24,19),0.128887 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.00225608 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.101207 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0233251 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.0387665 # DEPENDENCYPART_SIBL
(24,15),(24,26),-0.113956 # DEPENDENCYPART_SIBL
(24,15),(24,27),0.172045 # DEPENDENCYPART_SIBL
(24,15),(24,28),-0.0434821 # DEPENDENCYPART_SIBL
(24,15),(24,29),0.011501 # DEPENDENCYPART_SIBL
(24,15),(24,31),-0.0410277 # DEPENDENCYPART_SIBL
(24,15),(24,32),-0.113094 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.191373 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.0779398 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.0226768 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.0527271 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.0388738 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0343032 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.09387 # DEPENDENCYPART_SIBL
(24,16),(24,26),-0.0772161 # DEPENDENCYPART_SIBL
(24,16),(24,27),-0.0389589 # DEPENDENCYPART_SIBL
(24,16),(24,28),0.014666 # DEPENDENCYPART_SIBL
(24,16),(24,29),0.00962605 # DEPENDENCYPART_SIBL
(24,16),(24,31),0.0215005 # DEPENDENCYPART_SIBL
(24,16),(24,32),0.0298982 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.244395 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.246946 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.0558055 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.0540107 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0270714 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0158746 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.0866252 # DEPENDENCYPART_SIBL
(24,17),(24,27),0.472887 # DEPENDENCYPART_SIBL
(24,17),(24,28),-0.0512863 # DEPENDENCYPART_SIBL
(24,17),(24,29),0.0507817 # DEPENDENCYPART_SIBL
(24,17),(24,31),0.0541827 # DEPENDENCYPART_SIBL
(24,17),(24,32),-0.0478675 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.290881 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0315814 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.0139276 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.00438236 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0694216 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.311282 # DEPENDENCYPART_SIBL
(24,18),(24,27),0.0347428 # DEPENDENCYPART_SIBL
(24,18),(24,28),-0.144113 # DEPENDENCYPART_SIBL
(24,18),(24,29),0.0407945 # DEPENDENCYPART_SIBL
(24,18),(24,31),-0.0443964 # DEPENDENCYPART_SIBL
(24,18),(24,32),-0.169472 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0318145 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0084374 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.137569 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.00678957 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0745796 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.00208122 # DEPENDENCYPART_SIBL
(24,19),(24,28),-0.020103 # DEPENDENCYPART_SIBL
(24,19),(24,29),0.022508 # DEPENDENCYPART_SIBL
(24,19),(24,31),0.0742991 # DEPENDENCYPART_SIBL
(24,19),(24,32),-0.0418531 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.00166837 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0757888 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0106887 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0432702 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.00191287 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.0351714 # DEPENDENCYPART_SIBL
(24,21),(24,29),0.0383367 # DEPENDENCYPART_SIBL
(24,21),(24,31),-0.0303497 # DEPENDENCYPART_SIBL
(24,21),(24,32),-0.0235214 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.00327699 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0117714 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0119488 # DEPENDENCYPART_SIBL
