# _root_ Jedná se o projekty snižující zamoření ovzduší , zlepšující kvalitu vod , hospodaření s odpady .
#goldHeads=0,1,1,3,8,5,6,4,8,12,10,9,12,13,14,0,
#predictedHeads=0,1,1,3,4,5,6,9,4,9,10,9,9,13,14,0,
(12,1),(1,4),-0.162844 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.0928927 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),0.042163 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),0.0621933 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.00725872 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),0.0497186 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),0.328299 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.82015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),-0.42515 # DEPENDENCYPART_GRANDPAR
(12,1),(1,14),-0.755525 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),-0.822107 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-0.754193 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.134222 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.240054 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.062636 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.0745432 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.7438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,1),-0.236814 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),0.0781604 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.128702 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0173219 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),0.0653973 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),0.0846718 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.017764 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),0.202877 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),0.0731389 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.352322 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.9465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.4727 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.723018 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.868922 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.245661 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),0.0688175 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.134952 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.177914 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.0436962 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.085767 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0200079 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.198963 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.0742341 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.353417 # DEPENDENCYPART_GRANDPAR
(12,6),(6,13),-0.472697 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.723017 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.246219 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),0.0687806 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.135338 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.172004 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.0443781 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0232056 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.0198489 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.199547 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.0719004 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.351083 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.723017 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.271236 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.248808 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.395771 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.178887 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.202113 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.181304 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.198287 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.288089 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0533933 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.90752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.54306 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.726704 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.94002 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.788084 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.273566 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.215496 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.194687 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.258286 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0312422 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.309101 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.74978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.244123 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.576974 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.641083 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.657999 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.220422 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.114447 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.0291498 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0726135 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0526906 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.246731 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.369679 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.9465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.472798 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.723017 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.869021 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.849564 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.179918 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.0460203 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.0152919 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.0369005 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.17156 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0272303 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.9465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.472698 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.723017 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.868921 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.970144 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-1.18402 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.01378 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.989202 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.968348 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.791272 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.975483 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.701487 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.16559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.185567 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.143413 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.254123 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.20784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.536426 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.00563024 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.282383 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.791272 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.701478 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.587086 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.248485 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.835884 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.549953 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.0220438 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-1.51558 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.00805805 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.651843 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.188915 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.150627 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.736791 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.293014 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-2.51828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.0776638 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-1.06558 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-0.942288 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-1.28128 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.942418 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.52704 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-1.13376 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.348573 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.311975 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.26373 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.481367 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.190163 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.39384 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.218199 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-2.58319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.0446938 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-1.12975 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.301563 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.320474 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.0398009 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.620066 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.213946 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.118436 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.891622 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-1.28069 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.942374 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.524067 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.208772 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-1.19659 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.311702 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.261508 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.483221 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.190436 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.393567 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.58319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.0446923 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-1.28279 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.943483 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.525521 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.204541 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-1.19833 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.213413 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.261945 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.482877 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.187913 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.39609 # DEPENDENCYPART_GRANDPAR
(13,7),(7,14),-0.0446928 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.305778 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.304074 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.350755 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.459802 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.112528 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.69957 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.267982 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.54572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.0552005 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-1.09302 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.891622 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-1.28243 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.527963 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-1.18122 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.865468 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.608951 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.537571 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.387642 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.219994 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.58329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.044693 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.12985 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.942688 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.233831 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-1.20949 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.242703 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.89674 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.565843 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.406822 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.225226 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.58319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0446924 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.12975 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-1.44768 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.443495 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.0141132 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.022629 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.677457 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.647336 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.476003 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.187264 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.767747 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.83798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.201599 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.38528 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.00368 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.981516 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.42598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.360245 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.112047 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.51046 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.85098 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.13084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),0.0591887 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.83466 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.506826 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-1.5947 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-1.46065 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-1.5176 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.695196 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-1.20189 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-1.50488 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-1.49135 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-1.14406 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.68196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.539811 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.839637 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.371041 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-1.6667 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-1.06357 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-1.53111 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-1.58632 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.888969 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-1.57497 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-1.56456 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.449895 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.32016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.990625 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.656402 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.84686 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-2.44067 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-2.01617 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.0460457 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.6837 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.154563 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.718649 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.85673 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.397505 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.816707 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.340761 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.275376 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.418196 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.82933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.817908 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.388024 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.934378 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.711227 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-1.27452 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.475493 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.728293 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.380339 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0399143 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.318088 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.86605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,1),-0.924645 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.34733 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.916451 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.670532 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-1.23383 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.457566 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.687598 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-1.10309 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.736796 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.323553 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.86606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.868974 # DEPENDENCYPART_GRANDPAR
