# _root_ Úřad slovenského prezidenta nejdříve vyvrátil slova Hornovy mluvčí , za několik dní však vydal prohlášení , v němž svoji původní verzi odvolal .
#goldHeads=5,3,1,5,13,5,8,6,13,14,10,11,0,13,14,22,22,17,21,21,22,15,0,
#predictedHeads=5,3,1,5,13,5,8,6,13,14,10,11,0,13,14,22,22,17,21,21,22,15,0,
(8,6),(6,14),-0.49497 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.58731 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.743147 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.230759 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-1.60964 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.644508 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.335955 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.28123 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-2.40578 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.72276 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.98236 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.894993 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-2.44045 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.95212 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.549096 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.652162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.133866 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.247166 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.213071 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0363423 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.517802 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.027332 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.296058 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.10534 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.652154 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.101774 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.102581 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.112303 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.182102 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.174919 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0167707 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.518301 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.321401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,10),0.479029 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0490378 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.714979 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.728284 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),0.094629 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-2.20959 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.72927 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-1.78627 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.883696 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-2.51169 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-1.75592 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.14777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.858679 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.12838 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.220057 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.671648 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.100676 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.625502 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.210642 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.332089 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.640286 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.0522549 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.650386 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-2.08332 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.63067 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.65977 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.897536 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-2.36718 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.62694 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.656146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),1.09974 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.250207 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.141732 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.178697 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.429816 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.147346 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),0.48398 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.488864 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.923095 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.175062 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),0.0614115 # DEPENDENCYPART_GRANDPAR
(8,22),(22,1),-2.08331 # DEPENDENCYPART_GRANDPAR
(8,22),(22,3),-1.65976 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.90195 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-2.36714 # DEPENDENCYPART_GRANDPAR
(8,22),(22,6),-1.62693 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.675776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,9),1.06773 # DEPENDENCYPART_GRANDPAR
(8,22),(22,10),0.228486 # DEPENDENCYPART_GRANDPAR
(8,22),(22,11),-0.15408 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),-0.198328 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),0.419395 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),0.360152 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),-0.46256 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),0.46879 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),0.329687 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-1.29754 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.485354 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.570571 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.139085 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.0259755 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.100265 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.0872354 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.193698 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.326372 # DEPENDENCYPART_GRANDPAR
(9,1),(1,10),-0.392579 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.288713 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.061983 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.304726 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.125601 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.0528412 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.154283 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0983899 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.0761987 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.156019 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.312563 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.29079 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.382912 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.301191 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0223846 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.141262 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.00989448 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.107516 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.00422825 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.166 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.130482 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.228256 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.259386 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.90943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.500881 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.752393 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.759872 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.660925 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.646335 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.801328 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.693886 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-1.24287 # DEPENDENCYPART_GRANDPAR
(9,5),(5,21),-1.20858 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-0.571789 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.168318 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.00643691 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0502417 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.17907 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.2855 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.03958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.392741 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.809767 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.614869 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.646044 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.850455 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.824037 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-1.12028 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-1.26251 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.572069 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.292364 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0821099 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.149068 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0153141 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.132891 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.154844 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.04005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.392573 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.809735 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.61507 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.646802 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.572826 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.30033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0631559 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.139762 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0155516 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0233907 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0954859 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.323301 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.13762 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.750491 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.470357 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0454505 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.155504 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.253384 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),0.161761 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.868823 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.906117 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.868994 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.374587 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.707996 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.67351 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.555862 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.85918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.373574 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0310226 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0335393 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0417242 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0199208 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.208282 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.366047 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.431135 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),0.112122 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.150003 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.01389 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.00402 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-1.01387 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.527503 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.776005 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.81587 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.700827 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.26128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.466215 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0393622 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.192702 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.213011 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.187962 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.196199 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.244689 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.059786 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.234979 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.140885 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0531552 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.135924 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.269307 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.0597335 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.245708 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),0.15964 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-1.13456 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.732027 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.984954 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.27468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.152169 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.158962 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0210844 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.0455817 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.197082 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.416065 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.200922 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.476358 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),0.11236 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.402873 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0629735 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.545324 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),0.0151974 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.266767 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-1.01385 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-1.01383 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-0.531885 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-0.775906 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-0.815829 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-0.700786 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-1.27403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),0.468123 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),0.0414336 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.191225 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),0.218283 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),0.204753 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),0.157897 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),-0.0584887 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.186232 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.138471 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.25782 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.171848 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.934081 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.676631 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.860121 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.447634 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.461774 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.561413 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.442219 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.79405 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.02999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.773482 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.595293 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.14059 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.859373 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.981863 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.08177 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-1.33821 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.37485 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.484368 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.66398 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0520004 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.439665 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.578868 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.02971 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.6425 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.47718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.542146 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.232207 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.41201 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.522367 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.87045 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.36464 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.82866 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.703259 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.873962 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.49582 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.73637 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.713362 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.66288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.425057 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.149414 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.549157 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.625045 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.410032 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.389812 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.0192931 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.748946 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.710203 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.74311 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.26404 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-1.70112 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.73785 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.750389 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.36576 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.60892 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.621876 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.47813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.545831 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.513073 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.168515 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.447657 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.269893 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.427181 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.592857 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.209675 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.74199 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.52811 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.310566 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.223509 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.298957 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.394525 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.522711 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-2.26408 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.942323 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-1.26538 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.846955 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.65934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),0.423349 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0597231 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.672957 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.335411 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.445947 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.547875 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.170417 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.859653 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.849306 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.381017 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.446224 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.230928 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.352663 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.474328 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.120585 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),0.237531 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.462547 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.826597 # DEPENDENCYPART_GRANDPAR
(11,8),(8,22),-0.855314 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.387172 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.587617 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.25398 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.616227 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.723691 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.401615 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.568433 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.354464 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0595777 # DEPENDENCYPART_GRANDPAR
(11,9),(9,12),-0.125347 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.561997 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.967315 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.469192 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.466249 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.555053 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.995469 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.841331 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.643489 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.421817 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.22599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,15),0.358736 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),0.512431 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.383866 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.855827 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.96771 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.748424 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.922392 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.0704 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.86709 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.83012 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.00995 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.613915 # DEPENDENCYPART_GRANDPAR
