# _root_ Jestliže rada jednou jmenovala komisi a schválila její závěr , nemůže se zříci odpovědnosti , trvá na svém ředitel Sadil .
#goldHeads=11,6,4,6,4,1,6,9,7,1,15,13,11,13,0,15,16,17,20,16,0,
#predictedHeads=16,4,4,6,4,1,6,9,7,1,16,13,11,13,1,0,16,17,20,16,0,
(7,17),(17,19),-0.622432 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.552198 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.398135 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.106375 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.326774 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.711558 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.234856 # DEPENDENCYPART_GRANDPAR
(7,20),(20,14),-0.38313 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-0.0615045 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-0.296709 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.545763 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.203566 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.366017 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-1.27221 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.577234 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-2.18025 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.29465 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.211544 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0722674 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.44188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.347677 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.16682 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.584359 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.31772 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.873193 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.30806 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-1.11556 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-2.3839 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-2.34872 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-2.97995 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.97298 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.890017 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-2.98872 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.766263 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.33915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.61305 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0192113 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.297653 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.143202 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.752925 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.520205 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),-1.34224 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.859782 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-2.63598 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.10027 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-2.90534 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.64636 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.821531 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-2.9145 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.38089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.798269 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.599205 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.174471 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0489925 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.295994 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.550934 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.417362 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-1.06369 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.981771 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.854886 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-2.63257 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.09921 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-2.90664 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-1.64296 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.816589 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-2.9158 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.37821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.826532 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.303902 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.690592 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0478886 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.280782 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.588994 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.425562 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-1.06489 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.98297 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.854986 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-2.63029 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.10327 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-2.90667 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-1.64068 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.817002 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-2.91582 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-1.37133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.811029 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.306359 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.712171 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.290603 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.248438 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.285513 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.422736 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-1.23384 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-1.07407 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.99215 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.726543 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.182912 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.16277 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.209543 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.210554 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.0772042 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.109454 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.0437356 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-2.11464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.711043 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-1.2107 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.903579 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),-1.55534 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.225076 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.0173464 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.078721 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.340734 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.220867 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.108031 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0325404 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.203538 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.120171 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0540075 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.10421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.681016 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.833543 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.89315 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-1.12041 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.192825 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.189523 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.197591 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0322897 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.150154 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0787985 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.00890914 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0422814 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.11464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.711092 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.865043 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-1.21066 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.903578 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-1.15191 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.20444 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-1.54801 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-1.5553 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.00500567 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0181041 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.24482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.711145 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.864936 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.15245 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.09627 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.17919 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.562971 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.774819 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.14896 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.989806 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.735702 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.938876 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.46902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0553265 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.115102 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.199271 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.392121 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.401308 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.312949 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.599372 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.559601 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.09139 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.1758 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.561919 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.776134 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.14557 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.984879 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.737017 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.935487 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.47018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.143187 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0297658 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.171293 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.368868 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.399344 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.292124 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.57149 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.531719 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.729219 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0511954 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0232679 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.334235 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.414958 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.284511 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.599986 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.582843 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.958617 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.732255 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.900978 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.692751 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.05612 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.47989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.011149 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.243779 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.15731 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.598798 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.474124 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.449718 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.776359 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.820462 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-1.09496 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-1.18045 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.569452 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.779628 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.15023 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.989062 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.74051 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.940144 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.47449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.142267 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0447664 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.00439351 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.245431 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.263422 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.283058 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.690161 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.56012 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.520349 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.419888 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.21235 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.812259 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.696577 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.691421 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.20578 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.204257 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.684565 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.551134 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.471833 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.471058 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.394639 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.384224 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.528124 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),0.229033 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.596809 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.0747689 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.909161 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-2.67543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,13),-0.472666 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-1.11855 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-1.36814 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0386458 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.443875 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.555358 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.197506 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.367318 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.0480876 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.401621 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.347161 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.0620941 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.46665 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.442153 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.594186 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.11638 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.233682 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.131908 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),0.674815 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.29684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,14),-0.908862 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.747788 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-0.886726 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.283402 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.570341 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.300982 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0590953 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.231203 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.320763 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.067677 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.3037 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.277659 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0378399 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.465771 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-2.81919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,13),-0.615884 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-1.25382 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-1.51136 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.0606103 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.477076 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.443665 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0657886 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.515916 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0751434 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.485091 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.124311 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.676565 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.29691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.0951094 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.908855 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.747803 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.990586 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.293639 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.982502 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.886718 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.462529 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.419303 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.428055 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.22307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.0209535 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.917068 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.54337 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.515781 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.104405 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.333061 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.679773 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0441637 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.59733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.39538 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.40502 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.01443 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.29086 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.585271 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.38288 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.375486 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.796479 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.732867 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.547431 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.824607 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.278796 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.341123 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.379096 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.0848533 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.7424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.192928 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.555185 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.216105 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.505369 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0985974 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.626902 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.541213 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.411845 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.307922 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),1.04026 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.280891 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.208177 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.098342 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.405213 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.365576 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.591939 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-0.847769 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.559451 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.640688 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.87472 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.351497 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.8303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.0509948 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.375653 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.572694 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.985962 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.17943 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.510008 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.553838 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.375872 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.794471 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.737133 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.547681 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.8226 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.279496 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.341373 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.377089 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.0851216 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.75103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.159496 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.477974 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.650438 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.00837697 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.103899 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.490926 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.651749 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.56606 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.348648 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.213673 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.29368 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.328665 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.270859 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.229997 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.0195328 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.266417 # DEPENDENCYPART_GRANDPAR
