# _root_ Ve Francii mi říkali , že kdyby moje auto šlapalo tak jako mistru Evropy Dubourgovi , koukali by se mi všichni na záda s kilometrovým odstupem .
#goldHeads=4,1,4,0,6,4,17,9,10,7,10,11,15,15,12,7,6,17,17,17,17,17,22,17,26,24,0,
#predictedHeads=4,1,4,0,6,4,17,9,10,7,10,13,15,13,10,7,6,17,17,17,17,17,22,23,26,24,0,
(7,10),(10,22),-0.110972 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.240997 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.00970385 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.16177 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-1.24657 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.26059 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.97427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),0.35357 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.294514 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.175675 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.434097 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.449234 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.337068 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.417354 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.169417 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.247161 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.34597 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.242612 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.277048 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.144102 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.329166 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.344835 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.372234 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.184148 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),0.475179 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.294087 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.286536 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.376946 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.242031 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.309025 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.459771 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.155548 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.408712 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.182865 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.30268 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.284481 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0577159 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.256245 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.313884 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.460687 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.159123 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.417637 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.550998 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.192347 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),-0.956678 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.475179 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.670497 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.294087 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.286536 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.0700921 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.0749666 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.31169 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.462435 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.886685 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.158213 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-0.18553 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-1.27124 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.36028 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.36371 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.958599 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.12897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),0.154959 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.0693248 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.516478 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.205512 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.564451 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.577693 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.465029 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.4204 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.18094 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.390682 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.336826 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-1.18372 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-1.14753 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-1.21981 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.753762 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.807485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,9),0.619748 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.380917 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.174195 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.0527907 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.115285 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.121289 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.0110346 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.277962 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.56872 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.289333 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.281901 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),0.0494169 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.101597 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.23518 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.00238181 # DEPENDENCYPART_GRANDPAR
(7,17),(17,25),-0.408165 # DEPENDENCYPART_GRANDPAR
(7,17),(17,26),-0.105236 # DEPENDENCYPART_GRANDPAR
(7,17),(17,27),-0.443543 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.480531 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-1.41067 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-1.0226 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.389255 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.381497 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.267519 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.67585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-1.17589 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-0.895411 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.357412 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-2.06945 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-1.62311 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-2.08395 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-1.20404 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.547957 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-1.78291 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-1.69827 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.0961707 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.0980501 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-1.2492 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-1.83352 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-1.31134 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.435393 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.311063 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.82506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-1.34931 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.897574 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.295149 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-2.2322 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.3194 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-1.81545 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-1.74704 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-1.54827 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.642321 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.579046 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.80732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-1.30979 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.887241 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.277479 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-2.19997 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.75363 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-2.21447 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.29174 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-1.77593 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.517799 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.575667 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),1.25888 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.790716 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-1.27326 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.441868 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.906907 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-1.38869 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-1.1921 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-1.18003 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.557919 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),1.2809 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.615707 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-1.29978 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.45627 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.919634 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-1.40197 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-1.21594 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-1.83146 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-1.20488 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-1.12463 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-1.17359 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.649975 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.298111 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.216042 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.309434 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.294196 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.457651 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0232474 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.284541 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-2.02848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,2),-1.08523 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.291823 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-1.09629 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.857952 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0257799 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.501034 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.0333991 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.157401 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-2.12051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),0.0241367 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.442434 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.706748 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.865906 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.563406 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.705709 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.179556 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-1.05899 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.831865 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.531781 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0727555 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.38531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,2),-1.17679 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.00928002 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.216228 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.157604 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.353033 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-2.50442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.171736 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.61345 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.887588 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-1.05925 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-1.30088 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.935584 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.125278 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.346411 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.711863 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0677106 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.46802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.161566 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.596157 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-1.01114 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-1.17029 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.867799 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-1.03093 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.26448 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0389036 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.326141 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.577695 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.181845 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.416127 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.451436 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.610656 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.817207 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.507597 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.802694 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.888064 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.387719 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.379911 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.25179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0452185 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.240476 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.394824 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.0957249 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.433271 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.813761 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.45164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.315495 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.00860244 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.182886 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.136994 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0857134 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.131661 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.0164216 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.189111 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),0.31881 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.383534 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.185104 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.262836 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0558902 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.166393 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0829668 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.690561 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.213269 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.419883 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),0.377846 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.185947 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0622283 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0475443 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.167781 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0806937 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.690931 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.218943 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.426162 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.426076 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.07816 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),0.31881 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.244491 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.385383 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.186953 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0486804 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0939431 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.166394 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0829681 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.401984 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.690562 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.419884 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.761134 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-1.13417 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.08359 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-1.29164 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.749898 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.950402 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.59015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.334234 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0437407 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.297385 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.453176 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.157669 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.884621 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.993905 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.310132 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.524647 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.636139 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-1.46068 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.869366 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-1.09685 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.559151 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.492619 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-1.50531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.342898 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.0149904 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.3877 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.539944 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.246234 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.117968 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.726709 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.369289 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-1.11937 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.947887 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.289798 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.679443 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.513979 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-1.80329 # DEPENDENCYPART_GRANDPAR
(10,17),(17,26),-0.977664 # DEPENDENCYPART_GRANDPAR
(10,17),(17,27),-0.460155 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.357557 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-0.646659 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.224881 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.796496 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.728317 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.0986133 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.420758 # DEPENDENCYPART_GRANDPAR
(10,23),(23,25),-1.5685 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.723526 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-0.442764 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.173585 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.260635 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-1.43177 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.637702 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-0.293193 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.0778949 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.241505 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.0473549 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.31022 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.0401312 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.171792 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.227686 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.0261008 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.152426 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.0829784 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.56606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.0778552 # DEPENDENCYPART_GRANDPAR
(11,4),(4,13),-0.247373 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.435605 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.553732 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-0.388011 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.0772533 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.524766 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.534244 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.253491 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.138028 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.181086 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.233571 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.300008 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.338632 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.333304 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.384395 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.075694 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.5454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.0368476 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.360772 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.548999 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.667131 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.412651 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.808867 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.23834 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.333798 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.243629 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.14355 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.00504 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.368927 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.557219 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.71279 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.0473549 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.310215 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.0401194 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.378025 # DEPENDENCYPART_GRANDPAR
