# _root_ Podstatné je , že tyto peníze nejdou z podstaty , ale z lepších než očekávaných výsledků hospodaření .
#goldHeads=2,0,4,2,6,7,4,11,8,11,7,11,16,13,14,12,16,0,
#predictedHeads=2,0,4,2,6,7,4,11,8,11,7,11,14,16,14,12,16,0,
(10,1),(1,4),0.0100543 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.254199 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.21672 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.384417 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.231557 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.0936532 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.277101 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.0647379 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.0950448 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.243693 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-2.15889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),-0.823079 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.959346 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-1.41002 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.671974 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.363065 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.374341 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.507591 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.579906 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0906561 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.551766 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.101099 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.368377 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.448035 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.476068 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0282753 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.391026 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-2.0837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),-0.540742 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-0.815909 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.629034 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.595715 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.26126 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.354567 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.237893 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.317052 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.0689955 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.268421 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.345016 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.529215 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.786446 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.561773 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.321101 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.377119 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.250031 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.389685 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.059516 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.138033 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.193564 # DEPENDENCYPART_GRANDPAR
(10,6),(6,11),-0.745481 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.903525 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.486892 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.249436 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.370777 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.203509 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.380805 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.227153 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.199484 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.237123 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.13612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.790595 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-1.01444 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.988071 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.906899 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-1.294 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.34007 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.915694 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.410123 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.429936 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.316453 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-2.05108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.564244 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.848364 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.669962 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-1.17845 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.233963 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.380739 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.27928 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0649797 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.206566 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.26627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.745195 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.915238 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.12074 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.859862 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-1.34708 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.39059 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.0861 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.53689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),-0.154725 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.182147 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.528274 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.473349 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.521432 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.418814 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.871814 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.39002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.080742 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.173457 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.780814 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.568354 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.616306 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.930567 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.727103 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-1.06827 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.12398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0616055 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.17965 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.42615 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.599692 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.355805 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.406794 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.393443 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-1.01532 # DEPENDENCYPART_GRANDPAR
(10,16),(16,11),0.150978 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0428413 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.124641 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.107519 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.500781 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.38467 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.41233 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.13117 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.108958 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.507309 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.28835 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.4187 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.136756 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.0262465 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.490133 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.0335607 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.113802 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.283769 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.146633 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.507323 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.0364766 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0522128 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.321679 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.335732 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.0985858 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.08085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),0.0987268 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.280062 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.0243132 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.0938962 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.193789 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.288343 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.402608 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.0701548 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.0517104 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.236936 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.230194 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.112393 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.305921 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.253867 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.237047 # DEPENDENCYPART_GRANDPAR
(11,4),(4,10),-0.00710555 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-1.36406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.00744073 # DEPENDENCYPART_GRANDPAR
(11,4),(4,14),-0.33285 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.0835738 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.0348724 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.115276 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.314263 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.183545 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.285933 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.306786 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0734256 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.34928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),0.000274421 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),0.141646 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.0529955 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.189282 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.220329 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0219735 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.221714 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.460237 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.214773 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.46657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.0280974 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.141887 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.102568 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.113952 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.381751 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.0668608 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0433753 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.358981 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.19878 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.126941 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.21911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),0.136922 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.144497 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.215882 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.335047 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.363629 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.562236 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.170343 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0568327 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.17652 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.076548 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.41041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.386593 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.396023 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.7334 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.237485 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.011517 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0599223 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.089492 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.354981 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.11602 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.46628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0398094 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.541017 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.460779 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.749704 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.77573 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.0243132 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.0938962 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.248649 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.239581 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.058182 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.176711 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.221859 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.231201 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0437122 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.107608 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.451183 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.463613 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.881849 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.910432 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.52688 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.498145 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.154399 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.00750812 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0507773 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0160087 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0311404 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.330367 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.1878 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.430959 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.720563 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.125796 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.116361 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0795282 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.10297 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.519488 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.431182 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.390581 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.450435 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.878192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.499797 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0547019 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.178129 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.023161 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.00320433 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.369424 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.0795278 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.10297 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.26289 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.73026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.684097 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.273537 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.146378 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0656992 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.0505269 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.293508 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.267783 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.145332 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.0599446 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.00898631 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.303359 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.573289 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.582125 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-1.49007 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.344485 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.154357 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.342787 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.55092 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.49691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.0952229 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.0128847 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.446449 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.91044 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-1.2214 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.861547 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.877838 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.745488 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.624421 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-1.31168 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.78736 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.402783 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-1.3571 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.81943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.0979412 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.263966 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.886466 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.35301 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.703712 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.980327 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.25544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.233991 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.741399 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.280258 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.183956 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.17046 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.17265 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-2.25387 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-1.02513 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.190165 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.47955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.151595 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.576088 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.672896 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.206819 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.435275 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.279415 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.184799 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.583305 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.157635 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.17879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.705436 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.486682 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.572982 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.22989 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.303633 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.698307 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.485685 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),-0.580111 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.846296 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.302136 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.538996 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-1.88997 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.855872 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.221206 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.00466748 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.82707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.085151 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-1.45809 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-2.47813 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.78186 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.761906 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.410465 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-1.49985 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-2.31727 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.623691 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.492561 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-1.31384 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.175052 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.8879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.131833 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-1.61913 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-1.22591 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.861044 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.344845 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.82707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.085151 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.13999 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.45809 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.06491 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.7812 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.07542 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.967647 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.82629 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.939225 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.522165 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.636964 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-2.52964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.315174 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.182739 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.21026 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.137305 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.64113 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.245102 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.802553 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.586302 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.607204 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-2.065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
