# _root_ Nepřispěje - li sponzor , nezbude škole než využít možností , které jí dává zákonodárce .
#goldHeads=3,3,6,1,3,0,6,6,8,9,14,14,14,10,14,0,
#predictedHeads=3,3,6,1,3,0,6,6,8,9,14,14,14,10,14,0,
(11,14),(14,1),-1.17737 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-1.05861 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.14805 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.43209 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.08556 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.939126 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.15722 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-1.23253 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-1.08041 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-1.0416 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.59186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.218103 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0494672 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.026894 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.397939 # DEPENDENCYPART_GRANDPAR
(11,15),(15,12),0.0881429 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.16123 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.389178 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.729346 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.571112 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.255957 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.555711 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.773395 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.330016 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0625174 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.286725 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.742805 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.15518 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.10338 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.14061 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.06564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),-0.185588 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.389164 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-1.2226 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.899532 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.614689 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.702659 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.837683 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.92043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-1.56746 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.484858 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-1.22205 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-2.08168 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-1.99984 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.4602 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.84031 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-2.12427 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-2.17634 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.74789 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.39273 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-1.25142 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.76703 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.54386 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.23917 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.2531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.140307 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.609472 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.3471 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.40308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.525415 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.162799 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.271173 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-1.12575 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.351603 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.994154 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-1.00344 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.424643 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.263381 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-1.15432 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),0.056506 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.985795 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.227332 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.949006 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.537109 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.928927 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.820043 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.383046 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.9823 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-2.2018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,1),-0.277262 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.140239 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.906691 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.0140022 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.559589 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.15967 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),0.422111 # DEPENDENCYPART_GRANDPAR
(14,3),(3,16),-0.88609 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.330457 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.229665 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.235438 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.580718 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.408312 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.524226 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.46299 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-2.03046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,1),-1.17779 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.321138 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.350385 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-1.03684 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-1.07252 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.900184 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.428539 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.354829 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-1.06239 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),0.0189837 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.761402 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.124236 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.370139 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-1.10225 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.632719 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-1.00262 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.424643 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.263381 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-1.1535 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.056506 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.120859 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-2.12699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),0.294325 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.825455 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.244548 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.810774 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.610139 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.47387 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.297078 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.697742 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-2.03069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),0.552895 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.551257 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.225902 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.942592 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.711466 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.914394 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.825142 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.207647 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-1.28636 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),0.0562572 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-2.47286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.0133623 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-1.07455 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.741145 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.0833991 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.33493 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-1.06835 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-1.10265 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.953822 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.502068 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-1.15196 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.0344582 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.10659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),0.338899 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.805055 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.690935 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.50254 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.00786921 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.137542 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0438884 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0628373 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.03076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),0.553027 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.802525 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-1.17779 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.321138 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.350385 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.781977 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-1.5393 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.918178 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.814824 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-1.06612 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.201801 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.39248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.163252 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-1.02456 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.173469 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),0.593087 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.736416 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-1.08204 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.566502 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.202823 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0857403 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.345252 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.424126 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.598604 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.980566 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.152414 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.21782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
