# _root_ Havlova tvrdá a otevřená slova o Mnichově , okupaci , odsunu Němců a zločinech komunismu jsou jednoznačná .
#goldHeads=5,3,5,3,16,5,13,13,13,13,13,11,6,13,14,0,16,0,
#predictedHeads=5,3,5,3,16,5,13,13,13,13,13,11,6,13,14,0,16,0,
(10,13),(13,3),-0.808404 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.961393 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.845998 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.797688 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.921261 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.788547 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.65071 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.15131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.376247 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0698978 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.0790545 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.174855 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0506854 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0513521 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.325318 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.168265 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0107064 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.154706 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.339798 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.987885 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-1.06298 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.792437 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.513533 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0786963 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.331281 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.140502 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0221709 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.143257 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.328391 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.849119 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-1.09699 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.967449 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.904247 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.816346 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.774752 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.28082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.400757 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0415677 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.246424 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0277294 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.224623 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.073793 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.290051 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.0188705 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.360682 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.085235 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.166787 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.424891 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-1.47838 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-1.4941 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-2.06284 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-1.48944 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.750608 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-1.48621 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.402599 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.0901601 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.57589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,16),-1.537 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-2.27265 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-1.83565 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-1.85137 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.171566 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-1.60556 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.742259 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.238681 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.744841 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0737576 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-2.38944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),0.113327 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.532417 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.780864 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-1.2778 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-2.0974 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-1.7593 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-1.77502 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.183055 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-1.84925 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-1.41052 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.656807 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-1.36844 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-1.06709 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0742188 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.64497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.142203 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.581975 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-1.54688 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-1.03639 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.37467 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-2.12575 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.60031 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-1.85391 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.163831 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-1.61282 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.744009 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-1.57474 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.59261 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0693256 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.38944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.113327 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.29135 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.780864 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.2778 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-2.0974 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-1.7593 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-1.77502 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.183055 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-1.41052 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.656807 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-1.36844 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.629774 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-1.14696 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.64497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.142203 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.581975 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.54688 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.03639 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.37467 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-2.12575 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.60031 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.823623 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-2.44048 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-2.2191 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.917549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.422373 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.094506 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-2.98511 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.843966 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-3.05889 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-2.65965 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.46666 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-2.62692 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.58962 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-2.40554 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.27718 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.43518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),1.0575 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.0485187 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.469972 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.608892 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.781645 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.725797 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0945387 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.597427 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-1.13891 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.543301 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-2.47337 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-2.44048 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-2.21911 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.908442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),1.59782 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.56637 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.189647 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.61205 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-1.15355 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.557976 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-2.7445 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.824423 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-2.41905 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.28709 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-1.35157 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-2.16753 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-1.03913 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.33581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),1.16345 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.0611605 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.237718 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.279119 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-1.0302 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.548711 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),1.26999 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.30077 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.133331 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.384141 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.660417 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-1.2464 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-1.11684 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-1.61958 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-1.05721 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.309294 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-1.23028 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.220212 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.402257 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.388305 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-1.53239 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-1.85563 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-1.62121 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-1.49165 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.148261 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-1.22883 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.356296 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.299472 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.208564 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.481517 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.0769917 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.75639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.655472 # DEPENDENCYPART_GRANDPAR
(12,7),(7,15),-1.65729 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-1.27319 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-1.68038 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-1.49419 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.140526 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-1.23609 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.358046 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-1.37431 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0544385 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.477085 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0728791 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.75639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-1.90823 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-1.65729 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-1.27319 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-1.68038 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.148273 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-1.36704 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0525186 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.815474 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.129527 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.75639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.655472 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.90823 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-1.65729 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-1.27319 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-1.68038 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.88769 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.782106 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.593511 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.72192 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.88303 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-2.09643 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-2.23983 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.68253 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.39785 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.27219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.443135 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.427526 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.608134 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.736554 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.897705 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.377759 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.348873 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.0518035 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.213879 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.0802124 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.343615 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.0927341 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.0239109 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.040037 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.132545 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.440556 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.831719 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.0806893 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.0529822 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.0982618 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.213442 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.0836271 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.236025 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.0316343 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.183347 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.124217 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.0508161 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.273599 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.114764 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.56817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,7),-0.0572187 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.0628428 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.105003 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.126791 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.51059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,1),-0.237461 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),0.0596087 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.228909 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.066977 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.309203 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.0645551 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.28897 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.128503 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.364872 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.4981 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.56815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,15),-0.903645 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.490998 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-1.03487 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.510018 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.212948 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.317481 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.33217 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.173236 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.415231 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.167508 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.129031 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0767006 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.0541461 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0681122 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.56155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.445291 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-1.03211 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.543164 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.943303 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.844057 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.0565788 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.22046 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.0716087 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.310238 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0714673 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.151699 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.120961 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.351365 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.484593 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.316815 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.903645 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.490998 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-1.03487 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.510018 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.212948 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.317481 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.173236 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.415231 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.167508 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.268662 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.020528 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0541461 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0681122 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.56155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.445291 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.03211 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.543164 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.943303 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.844057 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.228923 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0668305 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.150495 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0742998 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0865476 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.498091 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.56815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.316815 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.903645 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.490998 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-1.03487 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.838946 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.230378 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.0668396 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0742906 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.149832 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.316815 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.903645 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.0295437 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0102346 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.106661 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.375005 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.00319 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.00847 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.866279 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.792054 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.672127 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.726738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.838709 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0104524 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.106952 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.375415 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.842605 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.907152 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.04327 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.22865 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.542216 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.911277 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.478268 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.837063 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.717136 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.729119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.735674 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.151379 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0315685 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.345947 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.494537 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.698992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.64701 # DEPENDENCYPART_GRANDPAR
