# _root_ V něm si několik prostitutek najalo vysloužilé zabijáky , aby se pomstily dvěma zákazníkům , kteří v opilosti jednu z nich zohavili .
#goldHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,22,19,20,14,0,
#predictedHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,16,19,20,14,0,
(10,7),(7,8),-0.414445 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.44315 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.36279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.150982 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.575493 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.582112 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.577175 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.717434 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.641616 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.475059 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.571808 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.48393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.20995 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.692055 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.772299 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.729029 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.496109 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.407076 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.685812 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.495595 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.51423 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.579553 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.51987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.263319 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.618035 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.92691 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.762763 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.982179 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.549479 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.08292 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.807956 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.903795 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.955241 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.966031 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.912461 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.848981 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.750042 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.8563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.387961 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.00830967 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.143785 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.337591 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.127739 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.0959733 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.0270086 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.114773 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),0.185239 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.14643 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-1.08182 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.06433 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.21296 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-1.04337 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.915932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.240168 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.479202 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.155649 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.467655 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.463216 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.19677 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.44375 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.192784 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.352475 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.0769494 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.1177 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-1.05884 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.07724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.00991274 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.24404 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.300412 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.347092 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0301358 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.41047 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.181319 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.351692 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),0.0726211 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0859746 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.29507 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.0731954 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),0.0120679 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.0833709 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.187518 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.512132 # DEPENDENCYPART_GRANDPAR
(10,22),(22,1),-1.08292 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-0.807956 # DEPENDENCYPART_GRANDPAR
(10,22),(22,5),-0.955241 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-0.966031 # DEPENDENCYPART_GRANDPAR
(10,22),(22,7),-0.912461 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),-0.848981 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),-0.750042 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.8563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),0.387961 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),0.482181 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),-0.0314535 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),0.0582269 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.359186 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.23506 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.0631614 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.11109 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.0614899 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.37409 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.384543 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.0993086 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.374842 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.484419 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.613217 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.219235 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.722794 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.0321313 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.483922 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.209574 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.0760141 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.472257 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.664956 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.172217 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.122846 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-2.09099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),0.0732477 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.215472 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.690737 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.0533589 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.941108 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.998231 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-1.09961 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.0949799 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.138137 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-2.18303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),0.0569559 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.109347 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.579409 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.504833 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.214559 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.325585 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-1.11115 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.219417 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.583094 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),0.105822 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.86086 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-1.03651 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.325903 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.173813 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-2.09695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,1),-0.0321313 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.483922 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.209574 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.690572 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.261005 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.565105 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.172217 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.122846 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-2.09099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.0732477 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),0.129471 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.201315 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-1.01912 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.107235 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.89796 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-1.06372 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.851744 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-1.00754 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.185136 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.44783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.121422 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.576982 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.811641 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.502536 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-1.37596 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.849603 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.224584 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.656344 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.95918 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.194762 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.53578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.431231 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.893779 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.624171 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.532742 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-1.46391 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-1.22079 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.60691 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.0686105 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),0.278504 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.352292 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.427384 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.00461 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.19445 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.739388 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.632754 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.343893 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.0154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.53056 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.036056 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.437702 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.104482 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.140217 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.203076 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.150896 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.27378 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.36144 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.962866 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.892006 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),0.0887856 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.65267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.271642 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.275614 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.0187921 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.351306 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.0542231 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.0480056 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-1.07824 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.0709947 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.100333 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.383236 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.534155 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.626129 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.417286 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.234935 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.199031 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.140309 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.275523 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.523966 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.329608 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.261876 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.0683043 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.286246 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.352117 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.589291 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.541737 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.0202249 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0965137 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.855658 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-0.63086 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.213035 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-1.3072 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-1.09663 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-1.16707 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-1.41678 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.730634 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.69481 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),0.539283 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-1.56783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.323309 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.174612 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.246204 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.547081 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.149888 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.443375 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.0507184 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.0413792 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.541973 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.425598 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.865264 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.13905 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.767808 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.943127 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.599294 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.66394 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.738044 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.23602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.100119 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.286822 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.172535 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.306975 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.441208 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.436097 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),0.41897 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.189652 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.126383 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.480734 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),-0.111091 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.226633 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.235748 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),0.314103 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.940274 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.936805 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-1.27858 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.741873 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-1.55573 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.844237 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.729481 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-1.4935 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-1.36526 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.322013 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.171564 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-1.13863 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.421006 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-2.9592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.159251 # DEPENDENCYPART_GRANDPAR
(14,6),(6,17),-0.452499 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),-1.28657 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-0.627423 # DEPENDENCYPART_GRANDPAR
(14,6),(6,22),-0.234891 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.646882 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-1.62616 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.773649 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.758786 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-1.34555 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.360036 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.0639894 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-1.02452 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.921067 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-1.09455 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-1.79727 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-1.10723 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-1.43633 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.0407267 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.970113 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.353993 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-3.28773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.266874 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.663531 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.308192 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-1.11025 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-1.54693 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-1.03522 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-1.45202 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.572369 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-1.22175 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-3.09786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.233323 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.417021 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.639747 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.370459 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-1.43948 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.741873 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-1.55573 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.844237 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.729481 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-1.62835 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-1.13532 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-1.07126 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.352625 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.27159 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.183142 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.421006 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.9592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.159251 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.452499 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-1.19382 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-1.28657 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.627423 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.234891 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.81068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.266529 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.530752 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-2.4228 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.61949 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.779387 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.683749 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-2.0891 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.895351 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.88265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),0.146178 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.194304 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.749428 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.0119162 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.317341 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.576788 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.106562 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.279826 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.718483 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.621396 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.222819 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.616057 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.928997 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.5584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,16),1.64769 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.612894 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.680067 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.0844287 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.502834 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.427986 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),1.50725 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.302395 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.183017 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.092525 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.283426 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.61698 # DEPENDENCYPART_GRANDPAR
