# _root_ V prvním poločase , kdy se domácí celek ujal ve 28 . minutě vedení brankou z kopačky Kellyho , rozpoutali podnapilí výtržníci z Anglie na horní části tribuny nepokoje .
#goldHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,9,9,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
#predictedHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,13,14,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
(20,8),(20,16),-0.000662669 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.203711 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.203629 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.15592 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0534222 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.0733831 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.062143 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.0686777 # DEPENDENCYPART_SIBL
(20,8),(20,25),-0.00545008 # DEPENDENCYPART_SIBL
(20,8),(20,26),-0.0549007 # DEPENDENCYPART_SIBL
(20,8),(20,27),-0.101518 # DEPENDENCYPART_SIBL
(20,8),(20,28),-0.0733831 # DEPENDENCYPART_SIBL
(20,8),(20,29),-0.0733831 # DEPENDENCYPART_SIBL
(20,8),(20,30),-0.0355539 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0206149 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.0621247 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0513316 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0140975 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0147767 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0116401 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0304695 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0112539 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0111715 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0937928 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0169936 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0154674 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0239142 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.0160465 # DEPENDENCYPART_SIBL
(20,9),(20,25),-0.0375097 # DEPENDENCYPART_SIBL
(20,9),(20,26),-0.0184075 # DEPENDENCYPART_SIBL
(20,9),(20,27),-0.029314 # DEPENDENCYPART_SIBL
(20,9),(20,28),-0.0154674 # DEPENDENCYPART_SIBL
(20,9),(20,29),-0.0154674 # DEPENDENCYPART_SIBL
(20,9),(20,30),-0.0393441 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0827989 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.104359 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.00564484 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.000870206 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.000639494 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0835956 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.000639084 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.000886208 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.236225 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0464984 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.0129435 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0562053 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.0123644 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.0121846 # DEPENDENCYPART_SIBL
(20,10),(20,26),-0.0479126 # DEPENDENCYPART_SIBL
(20,10),(20,27),-0.00133723 # DEPENDENCYPART_SIBL
(20,10),(20,28),0.0129435 # DEPENDENCYPART_SIBL
(20,10),(20,29),0.0129435 # DEPENDENCYPART_SIBL
(20,10),(20,30),-0.0661645 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.00814523 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.062777 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0609408 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0582532 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0488166 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.058323 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0582406 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0606923 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0672022 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.00729497 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0146963 # DEPENDENCYPART_SIBL
(20,11),(20,24),0.00574742 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.0186589 # DEPENDENCYPART_SIBL
(20,11),(20,26),-0.068625 # DEPENDENCYPART_SIBL
(20,11),(20,27),-0.00783597 # DEPENDENCYPART_SIBL
(20,11),(20,28),0.00729497 # DEPENDENCYPART_SIBL
(20,11),(20,29),0.00729497 # DEPENDENCYPART_SIBL
(20,11),(20,30),0.036201 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0190242 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0248141 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0146134 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0272246 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0146623 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0145799 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.123401 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0506377 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0830533 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.00978089 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0838587 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.0386094 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.0522685 # DEPENDENCYPART_SIBL
(20,12),(20,27),-0.101551 # DEPENDENCYPART_SIBL
(20,12),(20,28),-0.0830533 # DEPENDENCYPART_SIBL
(20,12),(20,29),-0.0830533 # DEPENDENCYPART_SIBL
(20,12),(20,30),-0.107949 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.19605 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.189709 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0124596 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.189773 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.189691 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.148018 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0417529 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0508997 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0381062 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0461943 # DEPENDENCYPART_SIBL
(20,13),(20,25),0.00937892 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.0432314 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.0790348 # DEPENDENCYPART_SIBL
(20,13),(20,28),-0.0508997 # DEPENDENCYPART_SIBL
(20,13),(20,29),-0.0508997 # DEPENDENCYPART_SIBL
(20,13),(20,30),-0.0268273 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.189257 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.00651162 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.189322 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.189239 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.142829 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0127182 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.018209 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0105693 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0135036 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0359925 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0141967 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.0463441 # DEPENDENCYPART_SIBL
(20,14),(20,28),-0.018209 # DEPENDENCYPART_SIBL
(20,14),(20,29),-0.018209 # DEPENDENCYPART_SIBL
(20,14),(20,30),-0.0165316 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0074471 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.192336 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.192254 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.150368 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0416045 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0493408 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0376723 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0446354 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.00969543 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.043083 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0774759 # DEPENDENCYPART_SIBL
(20,15),(20,28),-0.0493408 # DEPENDENCYPART_SIBL
(20,15),(20,29),-0.0493408 # DEPENDENCYPART_SIBL
(20,15),(20,30),-0.0261798 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0324445 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0320326 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.255247 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0595914 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0376766 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0249287 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0382559 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.0993425 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.0610056 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.0522953 # DEPENDENCYPART_SIBL
(20,16),(20,28),-0.0376766 # DEPENDENCYPART_SIBL
(20,16),(20,29),-0.0376766 # DEPENDENCYPART_SIBL
(20,16),(20,30),-0.0864738 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.189104 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.147224 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0388721 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.042444 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0330991 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0377387 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.014366 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0403506 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0705791 # DEPENDENCYPART_SIBL
(20,17),(20,28),-0.042444 # DEPENDENCYPART_SIBL
(20,17),(20,29),-0.042444 # DEPENDENCYPART_SIBL
(20,17),(20,30),-0.0236027 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.147224 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0387897 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0419322 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.032525 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0372269 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0149401 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0402682 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0700673 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.0419322 # DEPENDENCYPART_SIBL
(20,18),(20,29),-0.0419322 # DEPENDENCYPART_SIBL
(20,18),(20,30),-0.0235203 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0274263 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.00118308 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00105257 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.000175777 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.00320372 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.029274 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0205994 # DEPENDENCYPART_SIBL
(20,19),(20,28),0.00118308 # DEPENDENCYPART_SIBL
(20,19),(20,29),0.00118308 # DEPENDENCYPART_SIBL
(20,19),(20,30),-0.0253276 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.107112 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0659098 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.108602 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.0184816 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.345669 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.112996 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.107112 # DEPENDENCYPART_SIBL
(20,21),(20,29),-0.107112 # DEPENDENCYPART_SIBL
(20,21),(20,30),-0.15051 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.000517498 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.115712 # DEPENDENCYPART_SIBL
(20,22),(20,25),0.0245247 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0165417 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.118951 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.113629 # DEPENDENCYPART_SIBL
(20,22),(20,29),-0.113629 # DEPENDENCYPART_SIBL
(20,22),(20,30),-0.129663 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0535374 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.116419 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0196936 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0617787 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.0504609 # DEPENDENCYPART_SIBL
(20,23),(20,29),-0.0504609 # DEPENDENCYPART_SIBL
(20,23),(20,30),-0.101395 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.0235962 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0165464 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.120326 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.115004 # DEPENDENCYPART_SIBL
(20,24),(20,29),-0.115004 # DEPENDENCYPART_SIBL
(20,24),(20,30),-0.129681 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0662409 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.038304 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.0261374 # DEPENDENCYPART_SIBL
(20,25),(20,29),-0.0261374 # DEPENDENCYPART_SIBL
(20,25),(20,30),-0.0478964 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.115644 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.10976 # DEPENDENCYPART_SIBL
(20,26),(20,29),-0.10976 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.153051 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.115187 # DEPENDENCYPART_SIBL
(20,27),(20,29),-0.115187 # DEPENDENCYPART_SIBL
(20,27),(20,30),-0.126697 # DEPENDENCYPART_SIBL
(20,28),(20,29),-0.113629 # DEPENDENCYPART_SIBL
(20,28),(20,30),-0.129663 # DEPENDENCYPART_SIBL
(20,29),(20,30),-0.129663 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.134092 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0282294 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.108272 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0282386 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.318461 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.231971 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.318243 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.00275818 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.110339 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0583335 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0134526 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0200724 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.00581391 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0541496 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0231084 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.117764 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.00348375 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.0156838 # DEPENDENCYPART_SIBL
(22,17),(22,28),0.018361 # DEPENDENCYPART_SIBL
(22,17),(22,29),0.018361 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0200722 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00581377 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.054559 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.0235379 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.117355 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.00348375 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.0161132 # DEPENDENCYPART_SIBL
(22,18),(22,28),0.0187904 # DEPENDENCYPART_SIBL
(22,18),(22,29),0.0187904 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0567186 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0206806 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.00747088 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.00909722 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0212065 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.00627469 # DEPENDENCYPART_SIBL
(22,19),(22,28),0.00829871 # DEPENDENCYPART_SIBL
(22,19),(22,29),0.00829871 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0413205 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.00190638 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0684164 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.09321 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.00655335 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.000242288 # DEPENDENCYPART_SIBL
(22,21),(22,29),-0.000242288 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0320619 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.185686 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.0433997 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0365274 # DEPENDENCYPART_SIBL
(22,23),(22,28),-0.0302974 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.0302974 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.10614 # DEPENDENCYPART_SIBL
(22,24),(22,26),0.0373531 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0605656 # DEPENDENCYPART_SIBL
(22,24),(22,28),-0.058691 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.058691 # DEPENDENCYPART_SIBL
(22,25),(22,26),0.00716453 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0249662 # DEPENDENCYPART_SIBL
(22,25),(22,28),0.0314621 # DEPENDENCYPART_SIBL
(22,25),(22,29),0.0314621 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.031212 # DEPENDENCYPART_SIBL
(22,26),(22,28),-0.0290404 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.0290404 # DEPENDENCYPART_SIBL
(22,27),(22,28),-0.0588781 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.0588781 # DEPENDENCYPART_SIBL
(22,28),(22,29),-0.0600275 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.09551 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.108261 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.100872 # DEPENDENCYPART_SIBL
(23,24),(23,27),-1.36788 # DEPENDENCYPART_SIBL
(23,24),(23,28),-1.3694 # DEPENDENCYPART_SIBL
(23,27),(23,28),-1.36012 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.184517 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0199116 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0684216 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0932048 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.00653327 # DEPENDENCYPART_SIBL
(24,21),(24,28),-0.000262363 # DEPENDENCYPART_SIBL
(24,21),(24,29),-0.000262363 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.106585 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.117355 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.0034834 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0161027 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0187798 # DEPENDENCYPART_SIBL
(24,22),(24,29),0.0187798 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.147527 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.109795 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0283732 # DEPENDENCYPART_SIBL
(24,23),(24,28),0.0194656 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.0194656 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.00716453 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.024966 # DEPENDENCYPART_SIBL
(24,25),(24,28),0.0314619 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.0314619 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0312123 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0290406 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.0290406 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0588785 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.0588785 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.060028 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0450907 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.229017 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.0358937 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.016198 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.0088085 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.0088085 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.0449312 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.858796 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0737322 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0786302 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.0794225 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0794225 # DEPENDENCYPART_SIBL
(25,23),(25,30),-0.0467951 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0358947 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0130024 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.00561285 # DEPENDENCYPART_SIBL
(25,24),(25,29),-0.00561285 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.0454359 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.756274 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.756268 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.756268 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.216304 # DEPENDENCYPART_SIBL
(25,27),(25,28),-1.45073 # DEPENDENCYPART_SIBL
(25,27),(25,29),-1.45073 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.420906 # DEPENDENCYPART_SIBL
(25,28),(25,29),-1.45893 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.440875 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.440875 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.109757 # DEPENDENCYPART_SIBL
(27,21),(27,24),0.182923 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.0194863 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.017242 # DEPENDENCYPART_SIBL
(27,21),(27,28),0.0693815 # DEPENDENCYPART_SIBL
(27,21),(27,29),0.0693815 # DEPENDENCYPART_SIBL
(27,21),(27,30),-0.114456 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.0555286 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0121986 # DEPENDENCYPART_SIBL
(27,24),(27,28),0.0542013 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.0542013 # DEPENDENCYPART_SIBL
(27,24),(27,30),-0.0118783 # DEPENDENCYPART_SIBL
(27,25),(27,26),-0.014402 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.00847467 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.00847467 # DEPENDENCYPART_SIBL
(27,25),(27,30),-0.129797 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0625231 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0625231 # DEPENDENCYPART_SIBL
(27,26),(27,30),-0.121384 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.0820119 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.217483 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.217483 # DEPENDENCYPART_SIBL
(28,24),(28,26),0.010456 # DEPENDENCYPART_SIBL
(28,24),(28,27),0.00893286 # DEPENDENCYPART_SIBL
(28,24),(28,29),0.0219669 # DEPENDENCYPART_SIBL
(28,24),(28,30),-0.00311185 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.172685 # DEPENDENCYPART_SIBL
(28,26),(28,29),-0.00710048 # DEPENDENCYPART_SIBL
(28,26),(28,30),-0.118313 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.0148934 # DEPENDENCYPART_SIBL
(28,27),(28,30),-0.0114608 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.20461 # DEPENDENCYPART_SIBL
(29,13),(29,14),0.0107589 # DEPENDENCYPART_SIBL
(29,13),(29,15),0.0128379 # DEPENDENCYPART_SIBL
(29,13),(29,17),0.0128676 # DEPENDENCYPART_SIBL
(29,13),(29,18),0.0128694 # DEPENDENCYPART_SIBL
(29,13),(29,22),0.0128694 # DEPENDENCYPART_SIBL
(29,13),(29,24),0.0128672 # DEPENDENCYPART_SIBL
(29,13),(29,25),0.0565975 # DEPENDENCYPART_SIBL
(29,13),(29,26),0.0102724 # DEPENDENCYPART_SIBL
(29,13),(29,27),0.00767951 # DEPENDENCYPART_SIBL
(29,13),(29,28),0.0128694 # DEPENDENCYPART_SIBL
(29,13),(29,30),-0.00302922 # DEPENDENCYPART_SIBL
(29,14),(29,15),0.0141367 # DEPENDENCYPART_SIBL
(29,14),(29,17),0.0141664 # DEPENDENCYPART_SIBL
(29,14),(29,18),0.0141682 # DEPENDENCYPART_SIBL
(29,14),(29,22),0.0141682 # DEPENDENCYPART_SIBL
(29,14),(29,24),0.014166 # DEPENDENCYPART_SIBL
(29,14),(29,25),0.0460591 # DEPENDENCYPART_SIBL
(29,14),(29,26),0.00617474 # DEPENDENCYPART_SIBL
(29,14),(29,27),0.00897834 # DEPENDENCYPART_SIBL
(29,14),(29,28),0.0141682 # DEPENDENCYPART_SIBL
(29,14),(29,30),-0.0110822 # DEPENDENCYPART_SIBL
(29,15),(29,17),0.0134459 # DEPENDENCYPART_SIBL
(29,15),(29,18),0.0134477 # DEPENDENCYPART_SIBL
(29,15),(29,22),0.0134477 # DEPENDENCYPART_SIBL
(29,15),(29,24),0.0134455 # DEPENDENCYPART_SIBL
(29,15),(29,25),0.0556844 # DEPENDENCYPART_SIBL
(29,15),(29,26),0.0104617 # DEPENDENCYPART_SIBL
(29,15),(29,27),0.00825781 # DEPENDENCYPART_SIBL
(29,15),(29,28),0.0134477 # DEPENDENCYPART_SIBL
