# _root_ Jakmile bude toto perspektivně levné vozidlo předvedeno potencionálním zájemcům in natura , bude jim jasné , že na něco podobného vlastně čekali .
#goldHeads=13,7,6,5,6,7,1,9,7,11,7,1,0,13,13,17,13,22,18,19,22,17,0,
#predictedHeads=13,7,6,5,6,7,1,9,7,9,10,1,0,15,13,17,13,22,18,19,22,17,0,
(7,2),(2,10),-0.552714 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.532077 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.79372 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.922128 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.358117 # DEPENDENCYPART_GRANDPAR
(7,2),(2,20),-1.86447 # DEPENDENCYPART_GRANDPAR
(7,2),(2,21),-0.732721 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.035162 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.600333 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.237815 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.764396 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.99123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,13),-0.938526 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0820868 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.728366 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.696136 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.28395 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.666009 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),0.234981 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.171346 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.67326 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.62062 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.546448 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.839253 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),0.191614 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0869683 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.44544 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.512227 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.04686 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.00758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.0197704 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),0.340478 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.342587 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.688853 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.616968 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.307399 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.0968733 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.703704 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.705774 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.68123 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.970348 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.932496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.742251 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.153584 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.153219 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.229449 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.280504 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.220064 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.438652 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-1.22567 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.382592 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.860625 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.244922 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.25884 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.175163 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),0.74196 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.833471 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0597331 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.237919 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.244941 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.292181 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.211163 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-1.23735 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.391062 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.675137 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.5915 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.968102 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.994053 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.952031 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.67627 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.57538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.222741 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.48695 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.239078 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0665681 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-1.09057 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.537119 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.585308 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.244866 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.0151452 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-1.18566 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.519215 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.32365 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.642627 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.838488 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.28016 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.6358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.00903614 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.26914 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.53056 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.281466 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0288492 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.671914 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.601982 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.270799 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.0999637 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.777653 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-1.08497 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-1.58646 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.628233 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.946062 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.675137 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-1.5915 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-1.57538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,13),-0.584996 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.425436 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.739608 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.561163 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.920423 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-1.52562 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.515463 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-1.18566 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.329279 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.220106 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.603912 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.875697 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),0.357123 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.603725 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.76773 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-1.37135 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.296745 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.355852 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.434077 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.0433395 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.702744 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-1.16521 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.320108 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.389097 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.502526 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.518682 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-1.34741 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.583623 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.953588 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.656707 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.477564 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.446135 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.353456 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.541718 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.983273 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.105006 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.470503 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.357186 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.837613 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.808928 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.0475268 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-1.14077 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-1.15682 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.0925596 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.536115 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.586166 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.629187 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.406431 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.0780779 # DEPENDENCYPART_GRANDPAR
(8,17),(17,23),-0.505435 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.395393 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.896032 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-1.72549 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.85674 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-1.10312 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-1.09344 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.41686 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.907496 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-1.29888 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-1.6936 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.899298 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.8735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,17),-0.453173 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.732457 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-1.067 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.469366 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.732905 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-2.93775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,1),-0.368071 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-1.24365 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.633655 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-1.40764 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.916576 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.179348 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.97447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.248634 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.33441 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.815562 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-1.06592 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.505117 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-1.357 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.448275 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.559675 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.89919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.312143 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.641309 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.433513 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.18759 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.092 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.56938 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.594447 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.467781 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-1.56806 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.239785 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.417198 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.78007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.684439 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.300919 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.721611 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.2084 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.49726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.60104 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.50324 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.00718998 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.731924 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.108717 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.484847 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.128663 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.826342 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.53421 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.7429 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.01019 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.855 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-2.04222 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-1.14276 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.82013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.276846 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.445029 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.764468 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.233031 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.546096 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.0453414 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.107058 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.101247 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.388327 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.327471 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.0817512 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.141235 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-1.11701 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.503379 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.449454 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.718731 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.312485 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.186111 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.00747961 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.221359 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.0407956 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.866532 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.467093 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-1.14329 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.208048 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.00630801 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.454284 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.289327 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.0850709 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),0.0752785 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.576316 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.31665 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.608273 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.451075 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.157792 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.313098 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.213125 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.352725 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.0603428 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.0237109 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.714114 # DEPENDENCYPART_GRANDPAR
(9,22),(22,1),-0.819383 # DEPENDENCYPART_GRANDPAR
(9,22),(22,2),-1.52721 # DEPENDENCYPART_GRANDPAR
(9,22),(22,3),-1.73794 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-1.00958 # DEPENDENCYPART_GRANDPAR
(9,22),(22,5),-2.30243 # DEPENDENCYPART_GRANDPAR
(9,22),(22,6),-1.82654 # DEPENDENCYPART_GRANDPAR
(9,22),(22,7),-2.03522 # DEPENDENCYPART_GRANDPAR
(9,22),(22,8),-1.1447 # DEPENDENCYPART_GRANDPAR
(9,22),(22,9),-1.82944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,22),(22,10),0.335665 # DEPENDENCYPART_GRANDPAR
(9,22),(22,11),0.435727 # DEPENDENCYPART_GRANDPAR
(9,22),(22,12),0.750109 # DEPENDENCYPART_GRANDPAR
(9,22),(22,13),-0.116205 # DEPENDENCYPART_GRANDPAR
(9,22),(22,14),0.274302 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-1.05847 # DEPENDENCYPART_GRANDPAR
(9,22),(22,16),0.0916258 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.0438665 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),0.0376722 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.385932 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.799994 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),0.0115605 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.628515 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.442996 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.668122 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.579064 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.945308 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.233024 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.386123 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.40354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.735652 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-1.05498 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.46275 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.611687 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.51461 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.45588 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-1.08153 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.18937 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.43267 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.12358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.461303 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.340844 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.657365 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.244386 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.652225 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.475 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.20296 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.11235 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.08055 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.0831 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.59118 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-2.12151 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.11395 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.39824 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.89493 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.35156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0283817 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.924466 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.370003 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.917211 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.351091 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.383567 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.873569 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.19456 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.21048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.052188 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0823738 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.445321 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.401622 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.463642 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.356924 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.310664 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-2.10847 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.432034 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.646772 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-1.21804 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.478098 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-1.9476 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-1.04651 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-1.44438 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-1.4852 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.334132 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.65722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-1.92861 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.41034 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.75562 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.09912 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.69398 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.07279 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.531714 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.8289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.51906 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.42173 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.577143 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-1.77049 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.71462 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.855438 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.87673 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-2.18887 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-2.37928 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.84984 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-1.25208 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.50376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.757146 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.533099 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.263617 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.16462 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.335599 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.455516 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.750953 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.577967 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.238471 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.36557 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.62763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.34451 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.992439 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.597175 # DEPENDENCYPART_GRANDPAR
