# _root_ Poslanec FS Aleš Mucha ( LSU ) nevidí důvod , proč by stahoval svůj návrh kandidatury Jiřího Kotase na funkci prezidenta ČSFR , přestože se v minulých dnech LSU od kandidatury J . Kotase distancovala .
#goldHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,16,19,20,21,24,8,35,35,28,26,35,35,30,34,32,31,24,0,
#predictedHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,15,19,20,21,24,13,35,35,28,26,28,35,30,34,32,31,24,0,
(20,26),(20,28),-0.0170766 # DEPENDENCYPART_SIBL
(20,26),(20,30),-0.0336158 # DEPENDENCYPART_SIBL
(20,26),(20,34),-0.0168965 # DEPENDENCYPART_SIBL
(20,26),(20,35),-0.00193537 # DEPENDENCYPART_SIBL
(20,28),(20,30),0.106959 # DEPENDENCYPART_SIBL
(20,28),(20,34),-0.0697893 # DEPENDENCYPART_SIBL
(20,28),(20,35),0.0121372 # DEPENDENCYPART_SIBL
(20,30),(20,34),0.0807855 # DEPENDENCYPART_SIBL
(20,30),(20,35),0.0834804 # DEPENDENCYPART_SIBL
(20,34),(20,35),0.0166792 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0231595 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0560399 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0112532 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0114781 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0257577 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0544942 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.0974315 # DEPENDENCYPART_SIBL
(21,16),(21,28),0.0109295 # DEPENDENCYPART_SIBL
(21,16),(21,29),0.0172327 # DEPENDENCYPART_SIBL
(21,16),(21,30),-0.0636408 # DEPENDENCYPART_SIBL
(21,16),(21,32),-0.026238 # DEPENDENCYPART_SIBL
(21,16),(21,34),0.0110625 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.05122 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.00296698 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0174179 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0259739 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0663494 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.105069 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.0179665 # DEPENDENCYPART_SIBL
(21,17),(21,29),-0.0116633 # DEPENDENCYPART_SIBL
(21,17),(21,30),-0.0712746 # DEPENDENCYPART_SIBL
(21,17),(21,32),-0.055134 # DEPENDENCYPART_SIBL
(21,17),(21,34),-0.0178335 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0544406 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0423711 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0121107 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.073084 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.128348 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0458036 # DEPENDENCYPART_SIBL
(21,19),(21,29),-0.0428475 # DEPENDENCYPART_SIBL
(21,19),(21,30),-0.129269 # DEPENDENCYPART_SIBL
(21,19),(21,32),-0.0671172 # DEPENDENCYPART_SIBL
(21,19),(21,34),-0.0456516 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.00871194 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0359549 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0552518 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0954321 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.00816338 # DEPENDENCYPART_SIBL
(21,20),(21,29),0.0144666 # DEPENDENCYPART_SIBL
(21,20),(21,30),-0.0624994 # DEPENDENCYPART_SIBL
(21,20),(21,32),-0.0290041 # DEPENDENCYPART_SIBL
(21,20),(21,34),0.00829634 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0658064 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0962984 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.159236 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.082853 # DEPENDENCYPART_SIBL
(21,22),(21,29),-0.0838473 # DEPENDENCYPART_SIBL
(21,22),(21,30),0.112401 # DEPENDENCYPART_SIBL
(21,22),(21,32),-0.0721736 # DEPENDENCYPART_SIBL
(21,22),(21,34),-0.0830472 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.014683 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0290852 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.00854076 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.00675504 # DEPENDENCYPART_SIBL
(21,23),(21,30),0.0474913 # DEPENDENCYPART_SIBL
(21,23),(21,32),-0.0181522 # DEPENDENCYPART_SIBL
(21,23),(21,34),-0.00915854 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.0744153 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0213808 # DEPENDENCYPART_SIBL
(21,24),(21,29),-0.0205969 # DEPENDENCYPART_SIBL
(21,24),(21,30),0.0328193 # DEPENDENCYPART_SIBL
(21,24),(21,32),-0.0237125 # DEPENDENCYPART_SIBL
(21,24),(21,34),-0.0215761 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.0147784 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.0148056 # DEPENDENCYPART_SIBL
(21,26),(21,30),-0.0414033 # DEPENDENCYPART_SIBL
(21,26),(21,32),-0.0196654 # DEPENDENCYPART_SIBL
(21,26),(21,34),-0.0145983 # DEPENDENCYPART_SIBL
(21,28),(21,29),-0.0672785 # DEPENDENCYPART_SIBL
(21,28),(21,30),0.0924713 # DEPENDENCYPART_SIBL
(21,28),(21,32),-0.0556048 # DEPENDENCYPART_SIBL
(21,28),(21,34),-0.0664785 # DEPENDENCYPART_SIBL
(21,29),(21,30),0.103154 # DEPENDENCYPART_SIBL
(21,29),(21,32),-0.0612843 # DEPENDENCYPART_SIBL
(21,29),(21,34),-0.072158 # DEPENDENCYPART_SIBL
(21,30),(21,32),0.0791428 # DEPENDENCYPART_SIBL
(21,30),(21,34),0.0831954 # DEPENDENCYPART_SIBL
(21,32),(21,34),-0.0347612 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0196896 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0300933 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0196905 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0487789 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.018187 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.00860513 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0345946 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0602325 # DEPENDENCYPART_SIBL
(22,15),(22,35),0.0208781 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0237743 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0133715 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0566846 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.011868 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0149253 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0242704 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0540799 # DEPENDENCYPART_SIBL
(22,16),(22,35),0.00583017 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.00084869 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0518647 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.00235219 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0291444 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0244866 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0659351 # DEPENDENCYPART_SIBL
(22,17),(22,35),-0.00569729 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0566846 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0118692 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0149229 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0242705 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.05408 # DEPENDENCYPART_SIBL
(22,18),(22,35),0.00583151 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0539402 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0553773 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0110575 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0730867 # DEPENDENCYPART_SIBL
(22,19),(22,35),-0.107421 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0193441 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0344676 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0548374 # DEPENDENCYPART_SIBL
(22,20),(22,35),0.00557888 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0165522 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0521817 # DEPENDENCYPART_SIBL
(22,21),(22,35),0.0140031 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0160976 # DEPENDENCYPART_SIBL
(22,23),(22,35),-0.0163185 # DEPENDENCYPART_SIBL
(22,24),(22,35),-0.0155259 # DEPENDENCYPART_SIBL
(23,5),(23,10),0.234944 # DEPENDENCYPART_SIBL
(23,5),(23,13),0.216449 # DEPENDENCYPART_SIBL
(23,5),(23,15),0.107806 # DEPENDENCYPART_SIBL
(23,5),(23,16),0.0861012 # DEPENDENCYPART_SIBL
(23,5),(23,17),0.086044 # DEPENDENCYPART_SIBL
(23,5),(23,18),0.086103 # DEPENDENCYPART_SIBL
(23,5),(23,20),0.0764102 # DEPENDENCYPART_SIBL
(23,5),(23,22),0.0782734 # DEPENDENCYPART_SIBL
(23,5),(23,24),0.0526403 # DEPENDENCYPART_SIBL
(23,5),(23,26),0.0497507 # DEPENDENCYPART_SIBL
(23,5),(23,35),0.177585 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.0499201 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.101976 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.0729209 # DEPENDENCYPART_SIBL
(23,10),(23,17),0.0728638 # DEPENDENCYPART_SIBL
(23,10),(23,18),0.0729228 # DEPENDENCYPART_SIBL
(23,10),(23,20),0.060657 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.0645109 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.0923216 # DEPENDENCYPART_SIBL
(23,10),(23,26),-0.00665487 # DEPENDENCYPART_SIBL
(23,10),(23,35),0.0784213 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.0211842 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.0498135 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0498743 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.0500029 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0506104 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.0526486 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0464606 # DEPENDENCYPART_SIBL
(23,13),(23,26),0.0696696 # DEPENDENCYPART_SIBL
(23,13),(23,35),0.66662 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.00553963 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.00174128 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.00553508 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.00670502 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0140959 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0265782 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.0198334 # DEPENDENCYPART_SIBL
(23,15),(23,35),0.0259821 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.0148445 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0110507 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.00988073 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.00248982 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.00933286 # DEPENDENCYPART_SIBL
(23,16),(23,26),-0.0313081 # DEPENDENCYPART_SIBL
(23,16),(23,35),0.0149647 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.00616564 # DEPENDENCYPART_SIBL
(23,17),(23,20),0.0049957 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.00239521 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0111424 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.0310207 # DEPENDENCYPART_SIBL
(23,17),(23,35),0.0132958 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.00988678 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.00249587 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.00932992 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0313051 # DEPENDENCYPART_SIBL
(23,18),(23,35),0.014972 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.00911015 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0163137 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0353767 # DEPENDENCYPART_SIBL
(23,20),(23,35),0.00864515 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0279707 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.00309174 # DEPENDENCYPART_SIBL
(23,22),(23,35),0.054141 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.0165653 # DEPENDENCYPART_SIBL
(23,24),(23,35),-0.0326139 # DEPENDENCYPART_SIBL
(23,26),(23,35),-0.0724014 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.0706966 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.0723492 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.074674 # DEPENDENCYPART_SIBL
(24,13),(24,22),-0.0759057 # DEPENDENCYPART_SIBL
(24,13),(24,23),0.0456731 # DEPENDENCYPART_SIBL
(24,13),(24,26),-0.0807679 # DEPENDENCYPART_SIBL
(24,13),(24,27),-0.0925913 # DEPENDENCYPART_SIBL
(24,13),(24,28),-0.127219 # DEPENDENCYPART_SIBL
(24,13),(24,29),-0.127904 # DEPENDENCYPART_SIBL
(24,13),(24,31),-0.127015 # DEPENDENCYPART_SIBL
(24,13),(24,32),-0.140661 # DEPENDENCYPART_SIBL
(24,13),(24,33),-0.0251788 # DEPENDENCYPART_SIBL
(24,13),(24,35),0.0992332 # DEPENDENCYPART_SIBL
(24,13),(24,36),-0.0251788 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0305208 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0453489 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.0392503 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.14935 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.0799911 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.0365367 # DEPENDENCYPART_SIBL
(24,18),(24,28),0.0606485 # DEPENDENCYPART_SIBL
(24,18),(24,29),0.0595926 # DEPENDENCYPART_SIBL
(24,18),(24,31),0.0610776 # DEPENDENCYPART_SIBL
(24,18),(24,32),0.028278 # DEPENDENCYPART_SIBL
(24,18),(24,33),-0.0641985 # DEPENDENCYPART_SIBL
(24,18),(24,35),-0.0374455 # DEPENDENCYPART_SIBL
(24,18),(24,36),-0.0641985 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0561378 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0500392 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.116614 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0873344 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.045934 # DEPENDENCYPART_SIBL
(24,20),(24,28),0.0440045 # DEPENDENCYPART_SIBL
(24,20),(24,29),0.0429485 # DEPENDENCYPART_SIBL
(24,20),(24,31),0.0444336 # DEPENDENCYPART_SIBL
(24,20),(24,32),0.011634 # DEPENDENCYPART_SIBL
(24,20),(24,33),-0.0869569 # DEPENDENCYPART_SIBL
(24,20),(24,35),-0.0472309 # DEPENDENCYPART_SIBL
(24,20),(24,36),-0.0869569 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0366333 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.144335 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0842782 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0328954 # DEPENDENCYPART_SIBL
(24,21),(24,28),0.0691397 # DEPENDENCYPART_SIBL
(24,21),(24,29),0.0680838 # DEPENDENCYPART_SIBL
(24,21),(24,31),0.0695688 # DEPENDENCYPART_SIBL
(24,21),(24,32),0.0367692 # DEPENDENCYPART_SIBL
(24,21),(24,33),-0.0574706 # DEPENDENCYPART_SIBL
(24,21),(24,35),-0.0307621 # DEPENDENCYPART_SIBL
(24,21),(24,36),-0.0574706 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.167766 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0910949 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0459778 # DEPENDENCYPART_SIBL
(24,22),(24,28),0.0556407 # DEPENDENCYPART_SIBL
(24,22),(24,29),0.0545847 # DEPENDENCYPART_SIBL
(24,22),(24,31),0.0560698 # DEPENDENCYPART_SIBL
(24,22),(24,32),0.0232702 # DEPENDENCYPART_SIBL
(24,22),(24,33),-0.0826426 # DEPENDENCYPART_SIBL
(24,22),(24,35),-0.0446376 # DEPENDENCYPART_SIBL
(24,22),(24,36),-0.0826426 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0079796 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0320963 # DEPENDENCYPART_SIBL
(24,23),(24,28),-0.0538933 # DEPENDENCYPART_SIBL
(24,23),(24,29),-0.0543983 # DEPENDENCYPART_SIBL
(24,23),(24,31),-0.0531478 # DEPENDENCYPART_SIBL
(24,23),(24,32),-0.0815736 # DEPENDENCYPART_SIBL
(24,23),(24,33),-0.0254766 # DEPENDENCYPART_SIBL
(24,23),(24,35),0.100149 # DEPENDENCYPART_SIBL
(24,23),(24,36),-0.0254766 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0565787 # DEPENDENCYPART_SIBL
(24,26),(24,28),-0.0163355 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.0211984 # DEPENDENCYPART_SIBL
(24,26),(24,31),-0.015903 # DEPENDENCYPART_SIBL
(24,26),(24,32),-0.0199688 # DEPENDENCYPART_SIBL
(24,26),(24,33),-0.139911 # DEPENDENCYPART_SIBL
(24,26),(24,35),-0.410731 # DEPENDENCYPART_SIBL
(24,26),(24,36),-0.139911 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.133486 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.137458 # DEPENDENCYPART_SIBL
(24,27),(24,31),-0.133356 # DEPENDENCYPART_SIBL
(24,27),(24,32),-0.134941 # DEPENDENCYPART_SIBL
(24,27),(24,33),-0.127697 # DEPENDENCYPART_SIBL
(24,27),(24,35),-0.36541 # DEPENDENCYPART_SIBL
(24,27),(24,36),-0.127697 # DEPENDENCYPART_SIBL
(24,28),(24,29),-0.0698569 # DEPENDENCYPART_SIBL
(24,28),(24,31),-0.0637271 # DEPENDENCYPART_SIBL
(24,28),(24,32),-0.0549746 # DEPENDENCYPART_SIBL
(24,28),(24,33),-0.195726 # DEPENDENCYPART_SIBL
(24,28),(24,35),-0.347011 # DEPENDENCYPART_SIBL
(24,28),(24,36),-0.195726 # DEPENDENCYPART_SIBL
(24,29),(24,31),-0.0727366 # DEPENDENCYPART_SIBL
(24,29),(24,32),-0.063984 # DEPENDENCYPART_SIBL
(24,29),(24,33),-0.194792 # DEPENDENCYPART_SIBL
(24,29),(24,35),-0.345793 # DEPENDENCYPART_SIBL
(24,29),(24,36),-0.194792 # DEPENDENCYPART_SIBL
(24,31),(24,32),-0.0549173 # DEPENDENCYPART_SIBL
(24,31),(24,33),-0.195478 # DEPENDENCYPART_SIBL
(24,31),(24,35),-0.346967 # DEPENDENCYPART_SIBL
(24,31),(24,36),-0.195478 # DEPENDENCYPART_SIBL
(24,32),(24,33),-0.207358 # DEPENDENCYPART_SIBL
(24,32),(24,35),-0.352083 # DEPENDENCYPART_SIBL
(24,32),(24,36),-0.207358 # DEPENDENCYPART_SIBL
(24,33),(24,35),-0.210169 # DEPENDENCYPART_SIBL
(24,33),(24,36),0.0922141 # DEPENDENCYPART_SIBL
(24,35),(24,36),0.0140496 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.722946 # DEPENDENCYPART_SIBL
(26,27),(26,29),-0.722634 # DEPENDENCYPART_SIBL
(26,27),(26,31),-0.722634 # DEPENDENCYPART_SIBL
(26,27),(26,33),-0.161297 # DEPENDENCYPART_SIBL
(26,28),(26,29),-1.40393 # DEPENDENCYPART_SIBL
(26,28),(26,31),-1.40259 # DEPENDENCYPART_SIBL
(26,28),(26,33),-0.319091 # DEPENDENCYPART_SIBL
(26,29),(26,31),-1.40957 # DEPENDENCYPART_SIBL
(26,29),(26,33),-0.315469 # DEPENDENCYPART_SIBL
(26,31),(26,33),-0.317973 # DEPENDENCYPART_SIBL
(27,25),(27,29),-0.0173228 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.014465 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.134927 # DEPENDENCYPART_SIBL
(28,25),(28,29),-0.076087 # DEPENDENCYPART_SIBL
(28,25),(28,30),-0.033753 # DEPENDENCYPART_SIBL
(28,25),(28,31),-0.0801704 # DEPENDENCYPART_SIBL
(28,25),(28,32),-0.101398 # DEPENDENCYPART_SIBL
(28,25),(28,33),-0.0957524 # DEPENDENCYPART_SIBL
(28,25),(28,34),-0.0801755 # DEPENDENCYPART_SIBL
(28,26),(28,27),-0.11417 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.113452 # DEPENDENCYPART_SIBL
(28,26),(28,30),-0.162179 # DEPENDENCYPART_SIBL
(28,26),(28,31),0.110647 # DEPENDENCYPART_SIBL
(28,26),(28,32),0.086561 # DEPENDENCYPART_SIBL
(28,26),(28,33),-0.117189 # DEPENDENCYPART_SIBL
(28,26),(28,34),0.11064 # DEPENDENCYPART_SIBL
(28,27),(28,29),-0.0114475 # DEPENDENCYPART_SIBL
(28,27),(28,30),-0.02373 # DEPENDENCYPART_SIBL
(28,27),(28,31),-0.019037 # DEPENDENCYPART_SIBL
(28,27),(28,32),-0.0694177 # DEPENDENCYPART_SIBL
(28,27),(28,33),-0.125525 # DEPENDENCYPART_SIBL
(28,27),(28,34),-0.019041 # DEPENDENCYPART_SIBL
(28,29),(28,30),0.119828 # DEPENDENCYPART_SIBL
(28,29),(28,31),-0.0658347 # DEPENDENCYPART_SIBL
(28,29),(28,32),-0.0551716 # DEPENDENCYPART_SIBL
(28,29),(28,33),-0.198199 # DEPENDENCYPART_SIBL
(28,29),(28,34),-0.0660453 # DEPENDENCYPART_SIBL
(28,30),(28,31),0.0846023 # DEPENDENCYPART_SIBL
(28,30),(28,32),0.0803381 # DEPENDENCYPART_SIBL
(28,30),(28,33),-0.0228841 # DEPENDENCYPART_SIBL
(28,30),(28,34),0.0843907 # DEPENDENCYPART_SIBL
(28,31),(28,32),-0.0518719 # DEPENDENCYPART_SIBL
(28,31),(28,33),-0.207094 # DEPENDENCYPART_SIBL
(28,31),(28,34),-0.0627455 # DEPENDENCYPART_SIBL
(28,32),(28,33),-0.223622 # DEPENDENCYPART_SIBL
(28,32),(28,34),-0.0286485 # DEPENDENCYPART_SIBL
(28,33),(28,34),0.0449597 # DEPENDENCYPART_SIBL
(29,25),(29,27),0.124451 # DEPENDENCYPART_SIBL
(29,25),(29,28),0.10951 # DEPENDENCYPART_SIBL
(29,25),(29,30),-0.015779 # DEPENDENCYPART_SIBL
(29,25),(29,31),-0.0738523 # DEPENDENCYPART_SIBL
(29,25),(29,32),-0.0950796 # DEPENDENCYPART_SIBL
(29,25),(29,33),-0.0894534 # DEPENDENCYPART_SIBL
(29,25),(29,34),-0.0738573 # DEPENDENCYPART_SIBL
(29,27),(29,28),0.192227 # DEPENDENCYPART_SIBL
(29,27),(29,30),-0.0108771 # DEPENDENCYPART_SIBL
(29,27),(29,31),-0.0129828 # DEPENDENCYPART_SIBL
(29,27),(29,32),-0.0633636 # DEPENDENCYPART_SIBL
(29,27),(29,33),-0.12023 # DEPENDENCYPART_SIBL
(29,27),(29,34),-0.0129869 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.0643848 # DEPENDENCYPART_SIBL
(29,28),(29,31),0.0249058 # DEPENDENCYPART_SIBL
(29,28),(29,32),-0.0124041 # DEPENDENCYPART_SIBL
(29,28),(29,33),-0.00373099 # DEPENDENCYPART_SIBL
(29,28),(29,34),0.0248964 # DEPENDENCYPART_SIBL
(29,30),(29,31),0.0841172 # DEPENDENCYPART_SIBL
(29,30),(29,32),0.079853 # DEPENDENCYPART_SIBL
(29,30),(29,33),-0.0228855 # DEPENDENCYPART_SIBL
(29,30),(29,34),0.0839056 # DEPENDENCYPART_SIBL
(29,31),(29,32),-0.0533113 # DEPENDENCYPART_SIBL
(29,31),(29,33),-0.207563 # DEPENDENCYPART_SIBL
(29,31),(29,34),-0.0641849 # DEPENDENCYPART_SIBL
(29,32),(29,33),-0.224091 # DEPENDENCYPART_SIBL
(29,32),(29,34),-0.0300879 # DEPENDENCYPART_SIBL
(29,33),(29,34),0.0444934 # DEPENDENCYPART_SIBL
(30,28),(30,29),0.211074 # DEPENDENCYPART_SIBL
(30,28),(30,31),-0.0366815 # DEPENDENCYPART_SIBL
(30,28),(30,32),-0.0538776 # DEPENDENCYPART_SIBL
(30,28),(30,33),0.0283714 # DEPENDENCYPART_SIBL
(30,28),(30,34),-0.0366845 # DEPENDENCYPART_SIBL
(30,29),(30,31),-0.0482445 # DEPENDENCYPART_SIBL
(30,29),(30,32),-0.0654406 # DEPENDENCYPART_SIBL
(30,29),(30,33),0.0273439 # DEPENDENCYPART_SIBL
(30,29),(30,34),-0.0482475 # DEPENDENCYPART_SIBL
(30,31),(30,32),-1.30728 # DEPENDENCYPART_SIBL
(30,31),(30,33),-0.347697 # DEPENDENCYPART_SIBL
(30,31),(30,34),-1.32067 # DEPENDENCYPART_SIBL
(30,32),(30,33),-0.358474 # DEPENDENCYPART_SIBL
(30,32),(30,34),-1.29392 # DEPENDENCYPART_SIBL
(30,33),(30,34),-0.434341 # DEPENDENCYPART_SIBL
(31,30),(31,32),-0.0549263 # DEPENDENCYPART_SIBL
(31,30),(31,33),-0.102905 # DEPENDENCYPART_SIBL
(31,30),(31,34),-0.033747 # DEPENDENCYPART_SIBL
(31,30),(31,35),-0.0523568 # DEPENDENCYPART_SIBL
(31,32),(31,33),-0.223597 # DEPENDENCYPART_SIBL
(31,32),(31,34),-0.0286006 # DEPENDENCYPART_SIBL
(31,32),(31,35),0.000910921 # DEPENDENCYPART_SIBL
(31,33),(31,34),0.0449911 # DEPENDENCYPART_SIBL
(31,33),(31,35),-0.0221113 # DEPENDENCYPART_SIBL
(31,34),(31,35),0.0161172 # DEPENDENCYPART_SIBL
(32,28),(32,29),0.0523061 # DEPENDENCYPART_SIBL
(32,28),(32,30),0.130257 # DEPENDENCYPART_SIBL
(32,28),(32,31),0.046874 # DEPENDENCYPART_SIBL
(32,28),(32,33),0.180313 # DEPENDENCYPART_SIBL
(32,28),(32,34),0.0851229 # DEPENDENCYPART_SIBL
(32,28),(32,35),0.0523976 # DEPENDENCYPART_SIBL
(32,28),(32,36),0.180313 # DEPENDENCYPART_SIBL
