# _root_ Manažer si musí najít čas , kdy je zcela sám , kdy ho nikdo neruší při přemýšlení či analyzování situace podniku .
#goldHeads=3,4,0,3,4,11,8,11,10,8,5,15,15,15,11,15,18,16,18,19,20,0,
#predictedHeads=3,4,0,3,4,8,8,5,10,8,15,15,15,15,10,15,18,16,18,19,20,0,
(6,15),(15,20),-0.453449 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.394402 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.182545 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.12384 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0269651 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0752185 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.799502 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.218079 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.109128 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0478089 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.0993666 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0712003 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.7321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.179635 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.637617 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.738378 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.53827 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.617746 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-1.01065 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.236897 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0855282 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.298193 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.100823 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0963678 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.72827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.17711 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.633992 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.735214 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.534436 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.616683 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.890705 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.986462 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.996451 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.369248 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.107036 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0513924 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.274907 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.67443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.262729 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.598804 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.799699 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.863578 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.480599 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.659729 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.663196 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.54587 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.281785 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.479493 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.402333 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.378244 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.80526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.392531 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.721985 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.893414 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.949611 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.611429 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.798091 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.727849 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.311513 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.632094 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.537761 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.564936 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.567347 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.1202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.237024 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.421633 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.331204 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.10451 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.543539 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.214406 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.43354 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.532651 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.253858 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.490072 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.531849 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.564314 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.191001 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.245328 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.067064 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.498171 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.445898 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.0302979 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.241966 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.4332 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),0.226169 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.449241 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.76784 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.336688 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.931261 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.0653152 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0503294 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.10698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.232455 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.620419 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.404428 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-1.02669 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.900993 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.391911 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.691906 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.684379 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.916046 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0642994 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.0464454 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-2.07991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.203647 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.591639 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),-0.375201 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-1.00108 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.417525 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-1.22792 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.851405 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.00171903 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.416652 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0023664 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0780938 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.125351 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-2.15209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.169822 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),0.21567 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.699371 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.313973 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.999347 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.642025 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.195632 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.777312 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-1.02029 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.867023 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.651701 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0686846 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.41268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.346966 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),0.0336864 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.820923 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.498961 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.26494 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.218914 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.51089 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.336383 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.66847 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.323636 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.97908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),0.43682 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.679284 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.352753 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.345186 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0194535 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.30253 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.315218 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.084822 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.179376 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0370741 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.23994 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.474 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.27478 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.67907 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.980066 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.643364 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.49341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.233944 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.372703 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0664207 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.200895 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.84713 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.147245 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.187872 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.04339 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.353817 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.23112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.511978 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.171881 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.0904288 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.496582 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.115865 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.482934 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.64412 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.274957 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0285438 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0993482 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-0.813424 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.354623 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-1.21854 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.02 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-1.24744 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.759705 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.528525 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.50921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.0241327 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.35693 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.246294 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.114867 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0617541 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0683836 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.070414 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.710584 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.202726 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.696936 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.856076 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.49684 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.179931 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.0074447 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.166283 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.323977 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),0.0489048 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.555555 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.0354569 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),0.054552 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),0.206266 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.0598931 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.29087 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.481111 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.085677 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-1.04775 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-1.51524 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-1.31515 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-1.4866 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-1.04351 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.604763 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-1.34111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.17704 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),0.00580849 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.0562264 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.123752 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.070302 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.156215 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.0317408 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.7307 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.401818 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.574405 # DEPENDENCYPART_GRANDPAR
(8,18),(18,21),-0.201477 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.750466 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),0.0545523 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.255077 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.481109 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.0856752 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.242168 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.0449541 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.230493 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.103151 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.66252 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),0.198001 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.254619 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.0541095 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.242944 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.367001 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.667781 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.628105 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.356199 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.595197 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.553972 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.368808 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.20419 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.203306 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.73721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.29855 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.759751 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.439053 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.854879 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.391544 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.291609 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.229499 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.129955 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.407332 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0137841 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.17314 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.20482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0547234 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.122182 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.321008 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.74089 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.489194 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.522472 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.1461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),-0.090102 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.387096 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.36812 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.178628 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.395961 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.517481 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.51092 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-0.773387 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.367185 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.729052 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.670687 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.519284 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.689806 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.458388 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.471511 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.20629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.297356 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0829393 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.320899 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0046254 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.127687 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.299189 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.302426 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.198498 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.330266 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.450734 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.45271 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.548153 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.522604 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.55594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.585095 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.781865 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.45465 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.44359 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.882528 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.63592 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.37027 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.897539 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.53466 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.741158 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.12905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.19631 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.792815 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.38199 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.123296 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.0485736 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.19357 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.699729 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.40565 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.844881 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.37191 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-1.32036 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.950242 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.46328 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.78286 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.967179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),1.20938 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0843699 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0138341 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),1.03478 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.0307942 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.445996 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.264326 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.478232 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.48614 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.514716 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.389344 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0968375 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.42158 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.435008 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.436147 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.161242 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.123499 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.0649497 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.100371 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.256135 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.0281579 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.0896974 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.00298111 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.13045 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0350782 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.215705 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.0607325 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.0825291 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.0439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,12),-0.435349 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.680535 # DEPENDENCYPART_GRANDPAR
(11,3),(3,21),-0.996872 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.132264 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.0898952 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.252447 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.159801 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.0765838 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.202754 # DEPENDENCYPART_GRANDPAR
(11,4),(4,8),0.00752813 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.0713232 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.04059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,12),-0.431279 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.679699 # DEPENDENCYPART_GRANDPAR
(11,4),(4,16),-1.00166 # DEPENDENCYPART_GRANDPAR
(11,4),(4,20),-1.09074 # DEPENDENCYPART_GRANDPAR
(11,4),(4,21),-0.982296 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.226385 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.156686 # DEPENDENCYPART_GRANDPAR
