# _root_ Se Zlínem jsem loni uhrál v Ostravě bezbrankovou remízu , proto si myslím , že ani s Brnem nejsem bez šancí .
#goldHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
#predictedHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
(9,13),(13,1),-0.961597 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-1.59503 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-1.50346 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.02098 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-2.57067 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.931686 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.34696 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.750097 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-1.31271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.5918 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0578645 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.612168 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.0224119 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.240396 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.36661 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.401699 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.48936 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.462198 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.66412 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-2.74324 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.67102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.747588 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0142923 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.15039 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.114043 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.328407 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.407817 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.267697 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.551741 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.703934 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.957981 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-1.50268 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),-1.01879 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-2.56991 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.928119 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-1.3459 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),-0.749961 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-1.26771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,11),-0.03497 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.604742 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.279943 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.0339715 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.0717031 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.266658 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.396284 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.957151 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.460347 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.617612 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.757596 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.0952169 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.228128 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.246167 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.127934 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.00803749 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0809601 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.31753 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.0570288 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-2.13734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.533959 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.733126 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.907201 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.989921 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.164222 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.214494 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.0655248 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.226788 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.042851 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.079507 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.33187 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.058482 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-2.13472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.531738 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.733061 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.904581 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.987226 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-1.05444 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),-1.33587 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-0.94025 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-1.46985 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.00821004 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.418264 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.14381 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.0144232 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0957513 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0622173 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.251646 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0920239 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.26487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.466216 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.73216 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.960484 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.29709 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.178751 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0335545 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.17853 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.316908 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0430502 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.257756 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.724793 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.0962211 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0571454 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0831925 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.277108 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-2.26487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.466213 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.73216 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.960481 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.939691 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.709541 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.1034 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.696907 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.298537 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.647519 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.774169 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.907293 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.01007 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.782483 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.26106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.182421 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0323145 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.383718 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.326522 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.307621 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.558378 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.242547 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.745696 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.391538 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.856865 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.23968 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.782613 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.453224 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.721306 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.02389 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.04358 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.11151 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.918765 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.46359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.421788 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0372352 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.324353 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.109206 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.135351 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.420393 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.173364 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.55446 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.737832 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.676641 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.16364 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.49998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),-0.269891 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.395256 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.719005 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.256333 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.708993 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.720329 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.670941 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.787951 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.35315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.344699 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0375202 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.123009 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.289336 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.569848 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.000945989 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.75257 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.379749 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.709791 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.646476 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.774407 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-1.33494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,12),-0.128679 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.117878 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.104798 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0494278 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.487061 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.707146 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.243347 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.677295 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.726157 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.326013 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.853249 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-0.781834 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-0.451035 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.720547 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),-1.02032 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-1.04252 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-1.11138 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.917704 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),0.441292 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),-0.0467547 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.171025 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.241312 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0674454 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.144701 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.404392 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.648747 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.574649 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.694869 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.413022 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.735417 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.742472 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.42563 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.123283 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.360079 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.0434264 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.431033 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.0889625 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.587054 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.07091 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.205995 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.416441 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.467164 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.381676 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.0675857 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.374625 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.0654022 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.25798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),0.161538 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.210226 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.304909 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.406123 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.213471 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.696066 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.0899473 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.234036 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.195415 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.51481 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.394112 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.0645566 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.387061 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.0663939 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),0.154619 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.209168 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.304153 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.524532 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.733857 # DEPENDENCYPART_GRANDPAR
(11,5),(5,19),-0.128231 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.749815 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.42768 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),0.0106844 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.440531 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),0.419771 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.0492839 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.280865 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.088959 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.408834 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0152372 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.59451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.158475 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.701664 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-1.04824 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.470815 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),0.158881 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.413725 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.248513 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.294898 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.48037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,15),-0.560824 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.0503672 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.28656 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.146012 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.00436878 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0152536 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.59451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.158475 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.701661 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.441943 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.336544 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.435891 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.451947 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.154773 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0426299 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.152803 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.5612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.0978551 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.584702 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.640582 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.814582 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.381032 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.0642 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),0.213417 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.0629503 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),0.0316527 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),0.0249467 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),0.161594 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),0.0423947 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),0.222538 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.162041 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),0.211692 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.0802998 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.05028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.133164 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.150426 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0252307 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.247679 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.382875 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.104108 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.323657 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.209026 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.0843341 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.404335 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.445491 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),-0.257785 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.352033 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.553982 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.13514 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.440939 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.304122 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.202907 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.200564 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.383216 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.21183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,13),0.355415 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0850359 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.48315 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.672978 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.17855 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.704694 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.728115 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.0614397 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.165362 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.162181 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.359281 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),-0.0933278 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.353991 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.08926 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.283914 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.614842 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.889725 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.0510768 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.654106 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.844186 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.687265 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.09972 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.400891 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.730918 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.691999 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),0.230784 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),0.0426404 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),0.0394578 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),0.172542 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),0.0596646 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),0.233733 # DEPENDENCYPART_GRANDPAR
(11,19),(19,8),-0.151769 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),0.222887 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-1.06955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.0878071 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.433286 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.244906 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.0868182 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.233813 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.518489 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.633156 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.346358 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.648047 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.619949 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.69277 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.792998 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.63377 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.946249 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.115453 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.817324 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.158446 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.309041 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.574678 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-1.62968 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.956687 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.779966 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.835314 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-1.43963 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.874482 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.941051 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.00336638 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.476052 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.92703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),0.0399177 # DEPENDENCYPART_GRANDPAR
