# _root_ Šest členů prezídia proto tlačí na odvolání Tomáše Ježka a prosazuje , aby se na jeho místo dostal úředník , který na FNM udělá pořádek .
#goldHeads=10,1,2,10,10,5,6,9,7,0,10,13,11,18,18,17,15,13,18,24,24,24,22,19,24,0,
#predictedHeads=4,1,2,0,10,5,6,9,7,4,10,13,11,18,18,17,15,13,18,24,24,24,22,19,24,0,
(5,2),(2,9),-0.622936 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.343119 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0945391 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.193511 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0182522 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.97852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),0.0241107 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.41323 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.450327 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-2.41957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0851582 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.581249 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-1.31494 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-1.18193 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.548946 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.47246 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.994889 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.531672 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.50775 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.37421 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.42715 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.289816 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0498984 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.578102 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.389315 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.24716 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.0796009 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.294958 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.0388813 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.611496 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.579548 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.465027 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.249955 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0866159 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.297758 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.0428366 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.344507 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.573922 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.611496 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.414737 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.579532 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.469716 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.254483 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.603426 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.26473 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.3023 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.703183 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-1.42768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.457722 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.154215 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.599883 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.454269 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.653548 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.110395 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.014383 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.276089 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.685916 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.559598 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.489719 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-1.132 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.299658 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.823904 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.861418 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.489768 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.44728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.324025 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.0359753 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.693926 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.550859 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.115202 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0800655 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.0282949 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.568651 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.348804 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-1.15152 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.690512 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.795652 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.575639 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-1.13223 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.477585 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.59519 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.109736 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-1.12962 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-1.57016 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-1.33587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,7),-0.000798845 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.60305 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.0911524 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.395878 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.364365 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.34785 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-1.11234 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.287704 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.730496 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.504749 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.574684 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.749872 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0790648 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-1.27121 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.828386 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.474287 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.301651 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.820531 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.858045 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.490928 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-1.43631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),0.340979 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.660724 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.517656 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),0.102428 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.492229 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),0.183637 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.204821 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.517813 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.400911 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-1.35253 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-1.20184 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.826111 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.510524 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.587453 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-1.95384 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-1.14225 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-1.19679 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.423674 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.161983 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-1.14799 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.833359 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.496552 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.621184 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.513195 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-1.70889 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.765831 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.942125 # DEPENDENCYPART_GRANDPAR
(5,20),(20,1),-0.477585 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),0.115957 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-1.1294 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.639257 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.791956 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.604518 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-1.57016 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-1.14833 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.36759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.190633 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.460375 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.00634938 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.313504 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.325271 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.62912 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.36781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),1.91646 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.472576 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.00932656 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.327761 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.330877 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.466398 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.09136 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.79952 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.69415 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.390949 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.508028 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.70409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),1.23442 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0647723 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.716503 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.707245 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.542652 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.37327 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.2428 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.821178 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-2.0083 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.488746 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.852251 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.62259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.358198 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.528953 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.81816 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.994102 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.904598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0938105 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.182959 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.108902 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.194578 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.708495 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.81459 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.81816 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.577515 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.994102 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.882032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.40699 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.67362 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-2.00104 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-2.0046 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.64503 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-2.14998 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.15951 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.45194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.810298 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.209637 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.110803 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0773041 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.150405 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.267748 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.690833 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.878538 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.24182 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.448785 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.56998 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.74797 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.75148 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.667042 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.89436 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.04758 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.26224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),1.01428 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.410262 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.151217 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.202607 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.129781 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.455216 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.15342 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0730511 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.6825 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.656661 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.337678 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.432662 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-2.02966 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.64216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,9),0.0225484 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.119359 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0402182 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.112828 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.307545 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.514246 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.599617 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-1.06223 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.207494 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.491803 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.366237 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-1.33676 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.993971 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.221062 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.403883 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.718614 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-3.28235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,10),-0.548579 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.663704 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-3.06515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.91615 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.467495 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.66501 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.609596 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.8642 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.94368 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.632874 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.09098 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-2.10357 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.56488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,1),-2.03801 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-2.05065 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-2.13013 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.700395 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.77684 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.2564 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-2.28996 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-2.11261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0366414 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.961304 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.245352 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.21445 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.515191 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-1.42183 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-1.29972 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.201761 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-1.26643 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.9341 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.79714 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.87656 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.722137 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-1.52095 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.14411 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-2.02913 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.92269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.223202 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.129411 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.0168196 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.206275 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.622893 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.4128 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.472692 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-1.42633 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-1.09724 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.596613 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-1.26314 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.65652 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-2.16892 # DEPENDENCYPART_GRANDPAR
(8,13),(13,9),-0.15641 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.102994 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.894831 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0611466 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.558384 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.901223 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-1.33406 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-1.49015 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.170831 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.742196 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-1.18733 # DEPENDENCYPART_GRANDPAR
(8,18),(18,1),-1.93412 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-1.79178 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-1.8712 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.721335 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-1.5247 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-1.14548 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-1.93639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.209509 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),0.0786004 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.833735 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.0176475 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.146702 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.721887 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.501482 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.784371 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.784022 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-1.1258 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),0.0152367 # DEPENDENCYPART_GRANDPAR
(8,18),(18,22),-0.61308 # DEPENDENCYPART_GRANDPAR
(8,18),(18,23),-0.449232 # DEPENDENCYPART_GRANDPAR
(8,18),(18,24),-1.27293 # DEPENDENCYPART_GRANDPAR
(8,18),(18,25),-1.10514 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.956615 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.100446 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.432647 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.137999 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.195257 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.145608 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.204772 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-2.73355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.610472 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.956764 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.580955 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.432061 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.139217 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.833143 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.396367 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.526221 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.440597 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.188012 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.866029 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.942133 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.79928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.58102 # DEPENDENCYPART_GRANDPAR
(9,4),(4,11),-1.68159 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-1.64211 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.971501 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-1.92848 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-1.69916 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.239893 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.313506 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.691563 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.293244 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.213858 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.73355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.610479 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.52769 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.952651 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.712654 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.318012 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.75601 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.73351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.610472 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.52766 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.952644 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-1.77454 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.0781629 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.259991 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.23524 # DEPENDENCYPART_GRANDPAR
