# _root_ Návrh si klade za cíl vytvoření " demokratického , laického a decentralizovaného státu " , který by zaručil všem národům stejná práva .
#goldHeads=3,3,0,3,4,3,13,11,11,11,13,11,6,13,18,18,18,13,20,18,22,18,0,
#predictedHeads=3,3,0,3,4,5,13,11,11,11,13,11,6,13,18,18,18,13,20,18,22,18,0,
(5,14),(14,3),-2.12691 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.0599742 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.47348 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.704367 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-1.19673 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-2.27236 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-1.32761 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-2.13593 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-1.03924 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-1.4031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),0.550362 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),-0.236019 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.501499 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.314118 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-1.11251 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),0.299386 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.467115 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),0.13377 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),0.612057 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.333154 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.883696 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.380994 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-1.18912 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.300702 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.756641 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.85165 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.689131 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.600349 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0653676 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.456647 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-2.31513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.496773 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.186184 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.781978 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.561275 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.475534 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.882305 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.91752 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.657183 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.286056 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.126709 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-2.25619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.396742 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.121865 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.762485 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.717659 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.537283 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.415741 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.70722 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.618145 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-1.41424 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-1.42108 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.972773 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.148139 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-2.51209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.442098 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.202564 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.619565 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.921247 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.367578 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-2.32285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.496474 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.185944 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.800836 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.781738 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.560826 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-1.42868 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.483263 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.806952 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.880693 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-1.36118 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-2.42349 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.69552 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.948949 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.09769 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.39046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.431061 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.141119 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.164586 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0414172 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.364529 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.00358666 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.00322124 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.473502 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.671158 # DEPENDENCYPART_GRANDPAR
(6,7),(7,22),-0.67509 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-2.29989 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.38245 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.67305 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.908808 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.983065 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.15692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.453572 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.144591 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0149464 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.192109 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),0.949682 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.230096 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.288931 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.0798111 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.085516 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-2.59214 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.77782 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.01504 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.26633 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.12435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.472967 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.848639 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.290118 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.356822 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.674626 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.219273 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.152737 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.304433 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.364986 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.743482 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.394193 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-2.52307 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.56951 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.96041 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.06692 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.20624 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.36295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.339818 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.643089 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.182262 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0442269 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.118192 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.797352 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.206619 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.286111 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.179666 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.235699 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.242253 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.22972 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.290665 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.46126 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),0.736798 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.826432 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.351034 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.23124 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.528984 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.415706 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.1844 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.719822 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.142776 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.828454 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.583729 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.69552 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.441336 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.00322124 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.473502 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.881744 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-2.59214 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-1.77782 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.381995 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.162489 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.304433 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.620736 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.360354 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.477935 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.364986 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.242553 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-2.27372 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-1.33214 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-1.70451 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.987699 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.952733 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-1.18033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.328645 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.149545 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.0241786 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.796471 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.652833 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),0.0181667 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),0.566287 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.0397359 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),0.681538 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.602618 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.0435066 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.54999 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.0428245 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.141837 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.49256 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.351113 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.215005 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0900876 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.405682 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.118711 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-2.08084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.620053 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-1.14481 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.562987 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-1.06562 # DEPENDENCYPART_GRANDPAR
(7,1),(1,18),-0.996949 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.318328 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.312281 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.159413 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.514641 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.217249 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.92404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.505833 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.834077 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-1.03059 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.53288 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-1.03032 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.932557 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.969166 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-1.35955 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-1.23506 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.451311 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.495903 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.193348 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.86868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.425379 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.432278 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.424332 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.325333 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.130949 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-2.08081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.620053 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.912303 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-1.14481 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.5628 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-1.40945 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-1.0736 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.08933 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.9956 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.168 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.571346 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.460128 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.46657 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.357567 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.677431 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-2.08081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.620002 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.912312 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.14475 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.56569 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.4094 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-1.07339 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.08933 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.0474 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.995607 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.16497 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.01204 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.752863 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.896745 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.751776 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.1158 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.823618 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.32688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.447668 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.54124 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.00278766 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.438927 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.487553 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.582757 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),-0.779424 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.65153 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.29308 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.998658 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.854727 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.38786 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.10471 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.26618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0803892 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.334562 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.599205 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.352456 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.420703 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.542506 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.361796 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.56572 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.223802 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.103132 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.09169 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.805057 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-1.01708 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.798392 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-1.19544 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.903281 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.41325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.0488431 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.00487963 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.475013 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.55062 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.292825 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.485287 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.499342 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.359054 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.625932 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.650962 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.487984 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.632538 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.918212 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.32869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.228221 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.234709 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.291561 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.387959 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.556224 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.529616 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.356312 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.467363 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.698529 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.755804 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.937759 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.496878 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.543476 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.424169 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.637581 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-1.29308 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.998658 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.0493859 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.274697 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.361796 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.570339 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.693068 # DEPENDENCYPART_GRANDPAR
(7,15),(15,21),-0.698561 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.56572 # DEPENDENCYPART_GRANDPAR
(7,15),(15,23),-0.688395 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-1.12966 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.76579 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-1.01318 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.927645 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-1.22926 # DEPENDENCYPART_GRANDPAR
(7,18),(18,6),-0.937734 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-1.4416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,10),-0.419912 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.182873 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.684555 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.306159 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.450119 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.276234 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.0726108 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.209412 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.580284 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.57225 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.703095 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.443322 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.597863 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.233914 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.541044 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.73929 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.6815 # DEPENDENCYPART_GRANDPAR
(7,20),(20,23),-0.683847 # DEPENDENCYPART_GRANDPAR
(7,22),(22,16),-0.231607 # DEPENDENCYPART_GRANDPAR
(7,22),(22,19),-0.538737 # DEPENDENCYPART_GRANDPAR
(7,22),(22,20),-0.558785 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.636018 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-0.684196 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.106288 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.423472 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.070224 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.653051 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.829575 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.528441 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.98782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,10),-0.806599 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.564318 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),-1.3028 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-1.1957 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-1.70177 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.19947 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0361861 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.912342 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-1.07703 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.512104 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.75578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.0957604 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.574558 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.364322 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-1.0781 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.568209 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.463023 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.777398 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-1.16407 # DEPENDENCYPART_GRANDPAR
