# _root_ ( Herečky navíc údajně strávily tři týdny speciálním výcvikem na ranči , kde se učily jezdit na koních , zacházet se zbraněmi a dokonce i žvýkat tabák . )
#goldHeads=5,5,5,5,0,7,5,9,5,5,10,15,15,15,11,23,16,17,23,23,20,21,15,26,26,23,26,0,5,
#predictedHeads=5,5,5,5,0,7,5,9,5,9,10,15,15,16,11,15,16,17,15,23,20,21,19,26,26,23,26,0,5,
(20,25),(20,28),-0.101223 # DEPENDENCYPART_SIBL
(20,25),(20,29),-0.01789 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.0332016 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.00552719 # DEPENDENCYPART_SIBL
(20,26),(20,29),0.078721 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.124587 # DEPENDENCYPART_SIBL
(20,27),(20,29),0.0560335 # DEPENDENCYPART_SIBL
(20,28),(20,29),0.042682 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0693207 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.00105278 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.121798 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0793934 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0717942 # DEPENDENCYPART_SIBL
(21,22),(21,23),-1.27317 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.519999 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.975112 # DEPENDENCYPART_SIBL
(21,22),(21,27),-1.31909 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.131964 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.417831 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.58392 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.323502 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.551051 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.537379 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0479752 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.00560578 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0263122 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.183722 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.0255974 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0485166 # DEPENDENCYPART_SIBL
(23,1),(23,3),0.00294753 # DEPENDENCYPART_SIBL
(23,1),(23,4),-0.000437268 # DEPENDENCYPART_SIBL
(23,1),(23,5),0.0565958 # DEPENDENCYPART_SIBL
(23,1),(23,7),-0.0455757 # DEPENDENCYPART_SIBL
(23,1),(23,9),-0.0508479 # DEPENDENCYPART_SIBL
(23,1),(23,10),0.0227257 # DEPENDENCYPART_SIBL
(23,1),(23,11),-0.0508479 # DEPENDENCYPART_SIBL
(23,1),(23,12),0.00746692 # DEPENDENCYPART_SIBL
(23,1),(23,13),0.0740676 # DEPENDENCYPART_SIBL
(23,1),(23,14),-0.0564563 # DEPENDENCYPART_SIBL
(23,1),(23,15),0.0565958 # DEPENDENCYPART_SIBL
(23,1),(23,16),0.0509431 # DEPENDENCYPART_SIBL
(23,1),(23,17),0.0227257 # DEPENDENCYPART_SIBL
(23,1),(23,18),-0.0508498 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.00746692 # DEPENDENCYPART_SIBL
(23,1),(23,20),0.0564825 # DEPENDENCYPART_SIBL
(23,1),(23,21),-0.0215576 # DEPENDENCYPART_SIBL
(23,1),(23,22),-0.0514796 # DEPENDENCYPART_SIBL
(23,1),(23,24),-0.0849221 # DEPENDENCYPART_SIBL
(23,1),(23,25),-0.1375 # DEPENDENCYPART_SIBL
(23,1),(23,26),0.0481825 # DEPENDENCYPART_SIBL
(23,1),(23,27),-0.0102262 # DEPENDENCYPART_SIBL
(23,1),(23,28),0.0932106 # DEPENDENCYPART_SIBL
(23,1),(23,29),1.18144 # DEPENDENCYPART_SIBL
(23,3),(23,4),0.0373309 # DEPENDENCYPART_SIBL
(23,3),(23,5),0.0358857 # DEPENDENCYPART_SIBL
(23,3),(23,7),-0.0183447 # DEPENDENCYPART_SIBL
(23,3),(23,9),-0.0237345 # DEPENDENCYPART_SIBL
(23,3),(23,10),0.0410847 # DEPENDENCYPART_SIBL
(23,3),(23,11),-0.0237345 # DEPENDENCYPART_SIBL
(23,3),(23,12),0.0296006 # DEPENDENCYPART_SIBL
(23,3),(23,13),-0.0352526 # DEPENDENCYPART_SIBL
(23,3),(23,14),-0.0216102 # DEPENDENCYPART_SIBL
(23,3),(23,15),0.0358857 # DEPENDENCYPART_SIBL
(23,3),(23,16),0.0307646 # DEPENDENCYPART_SIBL
(23,3),(23,17),0.0410847 # DEPENDENCYPART_SIBL
(23,3),(23,18),-0.0237364 # DEPENDENCYPART_SIBL
(23,3),(23,19),0.0296006 # DEPENDENCYPART_SIBL
(23,3),(23,20),0.0357724 # DEPENDENCYPART_SIBL
(23,3),(23,21),0.0445054 # DEPENDENCYPART_SIBL
(23,3),(23,22),-0.0243662 # DEPENDENCYPART_SIBL
(23,3),(23,24),-0.124042 # DEPENDENCYPART_SIBL
(23,3),(23,25),-0.121349 # DEPENDENCYPART_SIBL
(23,3),(23,26),-0.143417 # DEPENDENCYPART_SIBL
(23,3),(23,27),-0.0538811 # DEPENDENCYPART_SIBL
(23,3),(23,28),-0.267218 # DEPENDENCYPART_SIBL
(23,3),(23,29),-0.0973351 # DEPENDENCYPART_SIBL
(23,4),(23,5),0.0243937 # DEPENDENCYPART_SIBL
(23,4),(23,7),-0.0173116 # DEPENDENCYPART_SIBL
(23,4),(23,9),-0.0228505 # DEPENDENCYPART_SIBL
(23,4),(23,10),0.0177148 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.0228505 # DEPENDENCYPART_SIBL
(23,4),(23,12),0.0425689 # DEPENDENCYPART_SIBL
(23,4),(23,13),-0.0502823 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.0265499 # DEPENDENCYPART_SIBL
(23,4),(23,15),0.0243937 # DEPENDENCYPART_SIBL
(23,4),(23,16),0.0192726 # DEPENDENCYPART_SIBL
(23,4),(23,17),0.0177148 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.0228524 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.0425689 # DEPENDENCYPART_SIBL
(23,4),(23,20),0.0242805 # DEPENDENCYPART_SIBL
(23,4),(23,21),0.0254203 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0234822 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.0326496 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.0740709 # DEPENDENCYPART_SIBL
(23,4),(23,26),-0.0574431 # DEPENDENCYPART_SIBL
(23,4),(23,27),-0.0362511 # DEPENDENCYPART_SIBL
(23,4),(23,28),-0.209812 # DEPENDENCYPART_SIBL
(23,4),(23,29),-0.0404 # DEPENDENCYPART_SIBL
(23,5),(23,7),-0.133803 # DEPENDENCYPART_SIBL
(23,5),(23,9),-0.138531 # DEPENDENCYPART_SIBL
(23,5),(23,10),-0.0965438 # DEPENDENCYPART_SIBL
(23,5),(23,11),-0.138531 # DEPENDENCYPART_SIBL
(23,5),(23,12),0.00605505 # DEPENDENCYPART_SIBL
(23,5),(23,13),-0.20959 # DEPENDENCYPART_SIBL
(23,5),(23,14),-0.106773 # DEPENDENCYPART_SIBL
(23,5),(23,15),-0.0477998 # DEPENDENCYPART_SIBL
(23,5),(23,16),-0.061955 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.0965438 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.138532 # DEPENDENCYPART_SIBL
(23,5),(23,19),0.00605505 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.047913 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.0773055 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.139162 # DEPENDENCYPART_SIBL
(23,5),(23,24),-0.104584 # DEPENDENCYPART_SIBL
(23,5),(23,25),-0.0993367 # DEPENDENCYPART_SIBL
(23,5),(23,26),0.481874 # DEPENDENCYPART_SIBL
(23,5),(23,27),-0.152783 # DEPENDENCYPART_SIBL
(23,5),(23,28),-0.0232331 # DEPENDENCYPART_SIBL
(23,5),(23,29),3.84387e-05 # DEPENDENCYPART_SIBL
(23,7),(23,9),-0.0163359 # DEPENDENCYPART_SIBL
(23,7),(23,10),-0.0628434 # DEPENDENCYPART_SIBL
(23,7),(23,11),-0.0163359 # DEPENDENCYPART_SIBL
(23,7),(23,12),0.124213 # DEPENDENCYPART_SIBL
(23,7),(23,13),-0.139391 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.0223616 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.0472934 # DEPENDENCYPART_SIBL
(23,7),(23,16),0.0389459 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.0628434 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.0163378 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.124213 # DEPENDENCYPART_SIBL
(23,7),(23,20),0.0510393 # DEPENDENCYPART_SIBL
(23,7),(23,21),0.0172415 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0169922 # DEPENDENCYPART_SIBL
(23,7),(23,24),-0.129845 # DEPENDENCYPART_SIBL
(23,7),(23,25),-0.010063 # DEPENDENCYPART_SIBL
(23,7),(23,26),-0.0254885 # DEPENDENCYPART_SIBL
(23,7),(23,27),0.0426199 # DEPENDENCYPART_SIBL
(23,7),(23,28),-0.0859821 # DEPENDENCYPART_SIBL
(23,7),(23,29),-0.0109651 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.0622729 # DEPENDENCYPART_SIBL
(23,9),(23,11),-0.0160931 # DEPENDENCYPART_SIBL
(23,9),(23,12),0.124969 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.139243 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.0222169 # DEPENDENCYPART_SIBL
(23,9),(23,15),0.0476062 # DEPENDENCYPART_SIBL
(23,9),(23,16),0.0392587 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0622729 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.0160949 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.124969 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.0513521 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.0176047 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.0167493 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.12969 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.0100026 # DEPENDENCYPART_SIBL
(23,9),(23,26),-0.0234246 # DEPENDENCYPART_SIBL
(23,9),(23,27),0.039558 # DEPENDENCYPART_SIBL
(23,9),(23,28),-0.0855908 # DEPENDENCYPART_SIBL
(23,9),(23,29),-0.010448 # DEPENDENCYPART_SIBL
(23,10),(23,11),-0.0506428 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.0302363 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.0943087 # DEPENDENCYPART_SIBL
(23,10),(23,14),0.000299193 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0014356 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.00457981 # DEPENDENCYPART_SIBL
(23,10),(23,17),0.0116667 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0506447 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.0302363 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.00192848 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.0300614 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0512892 # DEPENDENCYPART_SIBL
(23,10),(23,24),-0.122431 # DEPENDENCYPART_SIBL
(23,10),(23,25),-0.126329 # DEPENDENCYPART_SIBL
(23,10),(23,26),-0.0890954 # DEPENDENCYPART_SIBL
(23,10),(23,27),-0.0687686 # DEPENDENCYPART_SIBL
(23,10),(23,28),-0.108233 # DEPENDENCYPART_SIBL
(23,10),(23,29),0.00487848 # DEPENDENCYPART_SIBL
(23,11),(23,12),0.124969 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.139243 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.0222169 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0476062 # DEPENDENCYPART_SIBL
(23,11),(23,16),0.0392587 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.0622729 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.0160949 # DEPENDENCYPART_SIBL
(23,11),(23,19),0.124969 # DEPENDENCYPART_SIBL
(23,11),(23,20),0.0513521 # DEPENDENCYPART_SIBL
(23,11),(23,21),0.0176047 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0167493 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.12969 # DEPENDENCYPART_SIBL
(23,11),(23,25),-0.0100026 # DEPENDENCYPART_SIBL
(23,11),(23,26),-0.0234246 # DEPENDENCYPART_SIBL
(23,11),(23,27),0.039558 # DEPENDENCYPART_SIBL
(23,11),(23,28),-0.0855908 # DEPENDENCYPART_SIBL
(23,11),(23,29),-0.010448 # DEPENDENCYPART_SIBL
(23,12),(23,13),0.192421 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.0951443 # DEPENDENCYPART_SIBL
(23,12),(23,15),0.0302626 # DEPENDENCYPART_SIBL
(23,12),(23,16),0.0246099 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.00914429 # DEPENDENCYPART_SIBL
(23,12),(23,18),0.00416335 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.020552 # DEPENDENCYPART_SIBL
(23,12),(23,20),0.0301494 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.065414 # DEPENDENCYPART_SIBL
(23,12),(23,22),0.00353355 # DEPENDENCYPART_SIBL
(23,12),(23,24),-0.157011 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.125395 # DEPENDENCYPART_SIBL
(23,12),(23,26),0.0233031 # DEPENDENCYPART_SIBL
(23,12),(23,27),-0.0233881 # DEPENDENCYPART_SIBL
(23,12),(23,28),-0.0364068 # DEPENDENCYPART_SIBL
(23,12),(23,29),-0.0199064 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0338279 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.0472469 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.0421257 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.00861279 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.0169982 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0120523 # DEPENDENCYPART_SIBL
(23,13),(23,20),0.0471336 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.0232333 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.017628 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.00512923 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0866396 # DEPENDENCYPART_SIBL
(23,13),(23,26),0.0206096 # DEPENDENCYPART_SIBL
(23,13),(23,27),0.00359094 # DEPENDENCYPART_SIBL
(23,13),(23,28),-0.190152 # DEPENDENCYPART_SIBL
(23,13),(23,29),-0.0266853 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0304174 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.0300464 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0340876 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.118517 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.0363527 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0303042 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.0201652 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.119162 # DEPENDENCYPART_SIBL
(23,14),(23,24),-0.160618 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.086653 # DEPENDENCYPART_SIBL
(23,14),(23,26),0.0340742 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.0442707 # DEPENDENCYPART_SIBL
(23,14),(23,28),-0.160004 # DEPENDENCYPART_SIBL
(23,14),(23,29),-0.0228976 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.061955 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0965438 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.138532 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.00605505 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.047913 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0773055 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.139162 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.104584 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0993367 # DEPENDENCYPART_SIBL
(23,15),(23,26),0.481874 # DEPENDENCYPART_SIBL
(23,15),(23,27),-0.152783 # DEPENDENCYPART_SIBL
(23,15),(23,28),-0.0232331 # DEPENDENCYPART_SIBL
(23,15),(23,29),3.84387e-05 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.106732 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.148203 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.0422732 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.0575835 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0874933 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.148833 # DEPENDENCYPART_SIBL
(23,16),(23,24),-0.113996 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.108748 # DEPENDENCYPART_SIBL
(23,16),(23,26),0.452207 # DEPENDENCYPART_SIBL
(23,16),(23,27),-0.162685 # DEPENDENCYPART_SIBL
(23,16),(23,28),-0.0326457 # DEPENDENCYPART_SIBL
(23,16),(23,29),-0.00937417 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0506447 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0302363 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.00192848 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0300614 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0512892 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.122431 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.126329 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.0890954 # DEPENDENCYPART_SIBL
(23,17),(23,27),-0.0687686 # DEPENDENCYPART_SIBL
(23,17),(23,28),-0.108233 # DEPENDENCYPART_SIBL
(23,17),(23,29),0.00487848 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.124969 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0513521 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0176047 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0167493 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.131507 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0118194 # DEPENDENCYPART_SIBL
(23,18),(23,26),-0.0252414 # DEPENDENCYPART_SIBL
(23,18),(23,27),0.0350159 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.0874076 # DEPENDENCYPART_SIBL
(23,18),(23,29),-0.0122649 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0301494 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.065414 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.00353355 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.157011 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.125395 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0233031 # DEPENDENCYPART_SIBL
(23,19),(23,27),-0.0233881 # DEPENDENCYPART_SIBL
(23,19),(23,28),-0.0364068 # DEPENDENCYPART_SIBL
(23,19),(23,29),-0.0199064 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0773055 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.139162 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.107698 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.100582 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.480629 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.154028 # DEPENDENCYPART_SIBL
(23,20),(23,28),-0.0244787 # DEPENDENCYPART_SIBL
(23,20),(23,29),-0.00120714 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.169384 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.127337 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.130508 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0460039 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.152916 # DEPENDENCYPART_SIBL
(23,21),(23,28),-0.137583 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0274265 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.140002 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0109239 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0337729 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0133961 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.095923 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.0207803 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0948715 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.267493 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0523306 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.142046 # DEPENDENCYPART_SIBL
(23,24),(23,29),0.00876388 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.198506 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0539843 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.20895 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0892115 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.0251214 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0576205 # DEPENDENCYPART_SIBL
(23,26),(23,29),0.115681 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.241286 # DEPENDENCYPART_SIBL
(23,27),(23,29),0.0552547 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0218126 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0374798 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0315175 # DEPENDENCYPART_SIBL
(24,25),(24,28),-0.13365 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0378574 # DEPENDENCYPART_SIBL
(24,26),(24,28),0.0468018 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.175149 # DEPENDENCYPART_SIBL
(25,13),(25,14),0.0201334 # DEPENDENCYPART_SIBL
(25,13),(25,17),0.0332336 # DEPENDENCYPART_SIBL
(25,13),(25,18),0.0517158 # DEPENDENCYPART_SIBL
(25,13),(25,19),0.146999 # DEPENDENCYPART_SIBL
(25,13),(25,20),0.0276904 # DEPENDENCYPART_SIBL
(25,13),(25,21),0.0609411 # DEPENDENCYPART_SIBL
(25,13),(25,22),0.0514009 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.014717 # DEPENDENCYPART_SIBL
(25,13),(25,26),0.00836724 # DEPENDENCYPART_SIBL
(25,13),(25,27),0.0719737 # DEPENDENCYPART_SIBL
(25,13),(25,28),-0.12961 # DEPENDENCYPART_SIBL
(25,13),(25,29),0.0545939 # DEPENDENCYPART_SIBL
(25,14),(25,17),0.0453979 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.00237179 # DEPENDENCYPART_SIBL
(25,14),(25,19),0.155605 # DEPENDENCYPART_SIBL
(25,14),(25,20),0.0371512 # DEPENDENCYPART_SIBL
(25,14),(25,21),0.0615605 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.00270176 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.00242395 # DEPENDENCYPART_SIBL
(25,14),(25,26),0.0452352 # DEPENDENCYPART_SIBL
(25,14),(25,27),0.168343 # DEPENDENCYPART_SIBL
(25,14),(25,28),-0.0836146 # DEPENDENCYPART_SIBL
(25,14),(25,29),0.0516779 # DEPENDENCYPART_SIBL
(25,17),(25,18),-0.0586459 # DEPENDENCYPART_SIBL
(25,17),(25,19),0.09363 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.123722 # DEPENDENCYPART_SIBL
(25,17),(25,21),0.0219728 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.0589755 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.0861655 # DEPENDENCYPART_SIBL
(25,17),(25,26),-0.0333242 # DEPENDENCYPART_SIBL
(25,17),(25,27),0.0897852 # DEPENDENCYPART_SIBL
(25,17),(25,28),0.0672774 # DEPENDENCYPART_SIBL
(25,17),(25,29),0.179723 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.331525 # DEPENDENCYPART_SIBL
(25,18),(25,20),0.00745433 # DEPENDENCYPART_SIBL
(25,18),(25,21),0.0335926 # DEPENDENCYPART_SIBL
(25,18),(25,22),-0.00501168 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.0471681 # DEPENDENCYPART_SIBL
(25,18),(25,26),0.00942657 # DEPENDENCYPART_SIBL
(25,18),(25,27),0.366462 # DEPENDENCYPART_SIBL
(25,18),(25,28),-0.043925 # DEPENDENCYPART_SIBL
(25,18),(25,29),0.0526358 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.0108623 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.0202288 # DEPENDENCYPART_SIBL
(25,19),(25,22),0.0612715 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0485247 # DEPENDENCYPART_SIBL
(25,19),(25,26),0.0141276 # DEPENDENCYPART_SIBL
(25,19),(25,27),0.0720573 # DEPENDENCYPART_SIBL
(25,19),(25,28),-0.00401764 # DEPENDENCYPART_SIBL
(25,19),(25,29),-0.00382499 # DEPENDENCYPART_SIBL
(25,20),(25,21),-0.0393317 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.0515786 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0941043 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.0985738 # DEPENDENCYPART_SIBL
(25,20),(25,27),-0.00737928 # DEPENDENCYPART_SIBL
(25,20),(25,28),-0.0199038 # DEPENDENCYPART_SIBL
(25,20),(25,29),0.0104017 # DEPENDENCYPART_SIBL
(25,21),(25,22),-0.116109 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.0570626 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0237531 # DEPENDENCYPART_SIBL
(25,21),(25,27),0.019384 # DEPENDENCYPART_SIBL
(25,21),(25,28),0.00821296 # DEPENDENCYPART_SIBL
(25,21),(25,29),0.117704 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0628419 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.00514274 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.353231 # DEPENDENCYPART_SIBL
(25,22),(25,28),-0.0481928 # DEPENDENCYPART_SIBL
(25,22),(25,29),0.048368 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0191708 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0953979 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.121366 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.0680814 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.00300505 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.0353903 # DEPENDENCYPART_SIBL
(25,26),(25,29),0.109419 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.146077 # DEPENDENCYPART_SIBL
(25,27),(25,29),0.136965 # DEPENDENCYPART_SIBL
(25,28),(25,29),0.00662231 # DEPENDENCYPART_SIBL
