# _root_ Pro pedagogický dozor může být potěšující , že jejich účast při soutěžích bude odměňována podle zákona o cestovních náhradách , a v tomto směru jsou postaveni na roveň ostatním pracovníkům vyslaným na služební cestu .
#goldHeads=4,3,1,21,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,8,0,25,24,22,21,25,26,27,30,28,30,31,34,32,0,
#predictedHeads=4,3,1,0,4,5,8,4,10,14,10,11,14,8,14,15,16,19,17,21,8,25,24,22,21,25,26,27,30,26,30,31,34,32,0,
(21,25),(21,26),-0.877476 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.0150871 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.00573111 # DEPENDENCYPART_SIBL
(21,25),(21,29),-0.0544076 # DEPENDENCYPART_SIBL
(21,25),(21,30),-0.00634822 # DEPENDENCYPART_SIBL
(21,25),(21,31),-0.0544076 # DEPENDENCYPART_SIBL
(21,25),(21,32),-0.0150871 # DEPENDENCYPART_SIBL
(21,26),(21,27),0.0261539 # DEPENDENCYPART_SIBL
(21,26),(21,28),0.0260586 # DEPENDENCYPART_SIBL
(21,26),(21,29),-0.0290283 # DEPENDENCYPART_SIBL
(21,26),(21,30),0.0254415 # DEPENDENCYPART_SIBL
(21,26),(21,31),-0.0290283 # DEPENDENCYPART_SIBL
(21,26),(21,32),0.0261539 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.0140176 # DEPENDENCYPART_SIBL
(21,27),(21,29),-0.0893139 # DEPENDENCYPART_SIBL
(21,27),(21,30),-0.0154868 # DEPENDENCYPART_SIBL
(21,27),(21,31),-0.0893096 # DEPENDENCYPART_SIBL
(21,27),(21,32),-0.0177874 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.00539079 # DEPENDENCYPART_SIBL
(21,28),(21,30),-0.0319252 # DEPENDENCYPART_SIBL
(21,28),(21,31),0.00539084 # DEPENDENCYPART_SIBL
(21,28),(21,32),0.0478465 # DEPENDENCYPART_SIBL
(21,29),(21,30),-0.193283 # DEPENDENCYPART_SIBL
(21,29),(21,31),-0.294797 # DEPENDENCYPART_SIBL
(21,29),(21,32),0.032544 # DEPENDENCYPART_SIBL
(21,30),(21,31),-0.0100513 # DEPENDENCYPART_SIBL
(21,30),(21,32),0.0320237 # DEPENDENCYPART_SIBL
(21,31),(21,32),0.032544 # DEPENDENCYPART_SIBL
(22,23),(22,24),-1.00061 # DEPENDENCYPART_SIBL
(22,23),(22,28),-1.00057 # DEPENDENCYPART_SIBL
(22,24),(22,28),-1.40387 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.0294621 # DEPENDENCYPART_SIBL
(23,14),(23,26),0.0183117 # DEPENDENCYPART_SIBL
(23,14),(23,27),-0.0858693 # DEPENDENCYPART_SIBL
(23,14),(23,28),-0.00499977 # DEPENDENCYPART_SIBL
(23,14),(23,32),-0.0858693 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.358471 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0191835 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.00957785 # DEPENDENCYPART_SIBL
(23,25),(23,32),0.0191835 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.036321 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.00287434 # DEPENDENCYPART_SIBL
(23,26),(23,32),0.036321 # DEPENDENCYPART_SIBL
(23,27),(23,28),0.0137244 # DEPENDENCYPART_SIBL
(23,27),(23,32),0.0326545 # DEPENDENCYPART_SIBL
(23,28),(23,32),0.0933016 # DEPENDENCYPART_SIBL
(24,18),(24,19),0.184397 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.0268408 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0236135 # DEPENDENCYPART_SIBL
(24,18),(24,25),-0.0477415 # DEPENDENCYPART_SIBL
(24,18),(24,26),0.012961 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.0673977 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0393296 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0253494 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0146953 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.00566784 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.117355 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.192773 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0926212 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0773364 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.170229 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0413166 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.00395795 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0926749 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.286102 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.00720109 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0165804 # DEPENDENCYPART_SIBL
(25,1),(25,5),-0.0878472 # DEPENDENCYPART_SIBL
(25,1),(25,10),-0.160415 # DEPENDENCYPART_SIBL
(25,1),(25,11),-0.172626 # DEPENDENCYPART_SIBL
(25,1),(25,13),0.201821 # DEPENDENCYPART_SIBL
(25,1),(25,14),-0.0246195 # DEPENDENCYPART_SIBL
(25,1),(25,15),-0.0935731 # DEPENDENCYPART_SIBL
(25,1),(25,16),-0.170115 # DEPENDENCYPART_SIBL
(25,1),(25,17),-0.171251 # DEPENDENCYPART_SIBL
(25,1),(25,19),-0.166783 # DEPENDENCYPART_SIBL
(25,1),(25,20),-0.265822 # DEPENDENCYPART_SIBL
(25,1),(25,22),-0.181195 # DEPENDENCYPART_SIBL
(25,1),(25,23),-0.11872 # DEPENDENCYPART_SIBL
(25,1),(25,24),-0.168538 # DEPENDENCYPART_SIBL
(25,1),(25,26),0.118112 # DEPENDENCYPART_SIBL
(25,1),(25,27),0.0195374 # DEPENDENCYPART_SIBL
(25,1),(25,28),0.0835304 # DEPENDENCYPART_SIBL
(25,1),(25,29),0.155669 # DEPENDENCYPART_SIBL
(25,1),(25,30),0.0778417 # DEPENDENCYPART_SIBL
(25,1),(25,31),0.155767 # DEPENDENCYPART_SIBL
(25,1),(25,32),0.0195374 # DEPENDENCYPART_SIBL
(25,1),(25,34),0.100651 # DEPENDENCYPART_SIBL
(25,5),(25,10),-0.0684144 # DEPENDENCYPART_SIBL
(25,5),(25,11),-0.0108925 # DEPENDENCYPART_SIBL
(25,5),(25,13),-0.0443242 # DEPENDENCYPART_SIBL
(25,5),(25,14),-0.229406 # DEPENDENCYPART_SIBL
(25,5),(25,15),0.0604204 # DEPENDENCYPART_SIBL
(25,5),(25,16),-0.0768267 # DEPENDENCYPART_SIBL
(25,5),(25,17),0.0360659 # DEPENDENCYPART_SIBL
(25,5),(25,19),-0.0730918 # DEPENDENCYPART_SIBL
(25,5),(25,20),-0.0293839 # DEPENDENCYPART_SIBL
(25,5),(25,22),0.0492592 # DEPENDENCYPART_SIBL
(25,5),(25,23),-0.0802798 # DEPENDENCYPART_SIBL
(25,5),(25,24),-0.0733933 # DEPENDENCYPART_SIBL
(25,5),(25,26),0.0198068 # DEPENDENCYPART_SIBL
(25,5),(25,27),0.0284014 # DEPENDENCYPART_SIBL
(25,5),(25,28),-0.00578071 # DEPENDENCYPART_SIBL
(25,5),(25,29),0.0326782 # DEPENDENCYPART_SIBL
(25,5),(25,30),-0.00650725 # DEPENDENCYPART_SIBL
(25,5),(25,31),0.0328343 # DEPENDENCYPART_SIBL
(25,5),(25,32),0.0284014 # DEPENDENCYPART_SIBL
(25,5),(25,34),0.00151157 # DEPENDENCYPART_SIBL
(25,10),(25,11),-0.0773357 # DEPENDENCYPART_SIBL
(25,10),(25,13),0.238377 # DEPENDENCYPART_SIBL
(25,10),(25,14),-0.0300426 # DEPENDENCYPART_SIBL
(25,10),(25,15),-0.0717395 # DEPENDENCYPART_SIBL
(25,10),(25,16),-0.273417 # DEPENDENCYPART_SIBL
(25,10),(25,17),-0.139348 # DEPENDENCYPART_SIBL
(25,10),(25,19),-0.26897 # DEPENDENCYPART_SIBL
(25,10),(25,20),-0.0158417 # DEPENDENCYPART_SIBL
(25,10),(25,22),-0.122403 # DEPENDENCYPART_SIBL
(25,10),(25,23),-0.154531 # DEPENDENCYPART_SIBL
(25,10),(25,24),-0.269358 # DEPENDENCYPART_SIBL
(25,10),(25,26),0.0510279 # DEPENDENCYPART_SIBL
(25,10),(25,27),0.0318487 # DEPENDENCYPART_SIBL
(25,10),(25,28),-0.0479694 # DEPENDENCYPART_SIBL
(25,10),(25,29),0.0260885 # DEPENDENCYPART_SIBL
(25,10),(25,30),-0.0555267 # DEPENDENCYPART_SIBL
(25,10),(25,31),0.0261054 # DEPENDENCYPART_SIBL
(25,10),(25,32),0.0318487 # DEPENDENCYPART_SIBL
(25,10),(25,34),-0.0360206 # DEPENDENCYPART_SIBL
(25,11),(25,13),0.230976 # DEPENDENCYPART_SIBL
(25,11),(25,14),0.00813522 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.0695888 # DEPENDENCYPART_SIBL
(25,11),(25,16),-0.14774 # DEPENDENCYPART_SIBL
(25,11),(25,17),-0.13691 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.144408 # DEPENDENCYPART_SIBL
(25,11),(25,20),-0.178927 # DEPENDENCYPART_SIBL
(25,11),(25,22),-0.145619 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.097375 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.146162 # DEPENDENCYPART_SIBL
(25,11),(25,26),0.293446 # DEPENDENCYPART_SIBL
(25,11),(25,27),0.0703354 # DEPENDENCYPART_SIBL
(25,11),(25,28),0.138309 # DEPENDENCYPART_SIBL
(25,11),(25,29),0.127353 # DEPENDENCYPART_SIBL
(25,11),(25,30),0.132621 # DEPENDENCYPART_SIBL
(25,11),(25,31),0.127451 # DEPENDENCYPART_SIBL
(25,11),(25,32),0.0703354 # DEPENDENCYPART_SIBL
(25,11),(25,34),0.15543 # DEPENDENCYPART_SIBL
(25,13),(25,14),-0.15181 # DEPENDENCYPART_SIBL
(25,13),(25,15),0.155576 # DEPENDENCYPART_SIBL
(25,13),(25,16),0.200381 # DEPENDENCYPART_SIBL
(25,13),(25,17),0.148134 # DEPENDENCYPART_SIBL
(25,13),(25,19),0.204105 # DEPENDENCYPART_SIBL
(25,13),(25,20),0.0648807 # DEPENDENCYPART_SIBL
(25,13),(25,22),0.163754 # DEPENDENCYPART_SIBL
(25,13),(25,23),0.0127134 # DEPENDENCYPART_SIBL
(25,13),(25,24),0.203804 # DEPENDENCYPART_SIBL
(25,13),(25,26),0.111693 # DEPENDENCYPART_SIBL
(25,13),(25,27),-0.0116084 # DEPENDENCYPART_SIBL
(25,13),(25,28),0.0893824 # DEPENDENCYPART_SIBL
(25,13),(25,29),0.0501251 # DEPENDENCYPART_SIBL
(25,13),(25,30),0.0886558 # DEPENDENCYPART_SIBL
(25,13),(25,31),0.0502813 # DEPENDENCYPART_SIBL
(25,13),(25,32),-0.0116084 # DEPENDENCYPART_SIBL
(25,13),(25,34),0.0966747 # DEPENDENCYPART_SIBL
(25,14),(25,15),-0.0186251 # DEPENDENCYPART_SIBL
(25,14),(25,16),-0.0714051 # DEPENDENCYPART_SIBL
(25,14),(25,17),-0.0433944 # DEPENDENCYPART_SIBL
(25,14),(25,19),-0.0676807 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.0232395 # DEPENDENCYPART_SIBL
(25,14),(25,22),-0.0351989 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.0731024 # DEPENDENCYPART_SIBL
(25,14),(25,24),-0.0679822 # DEPENDENCYPART_SIBL
(25,14),(25,26),0.0520644 # DEPENDENCYPART_SIBL
(25,14),(25,27),-0.0119045 # DEPENDENCYPART_SIBL
(25,14),(25,28),0.0226463 # DEPENDENCYPART_SIBL
(25,14),(25,29),0.0332072 # DEPENDENCYPART_SIBL
(25,14),(25,30),0.0219198 # DEPENDENCYPART_SIBL
(25,14),(25,31),0.0333634 # DEPENDENCYPART_SIBL
(25,14),(25,32),-0.0119045 # DEPENDENCYPART_SIBL
(25,14),(25,34),0.0299386 # DEPENDENCYPART_SIBL
(25,15),(25,16),-0.0516506 # DEPENDENCYPART_SIBL
(25,15),(25,17),-0.0472136 # DEPENDENCYPART_SIBL
(25,15),(25,19),-0.0471254 # DEPENDENCYPART_SIBL
(25,15),(25,20),-0.190495 # DEPENDENCYPART_SIBL
(25,15),(25,22),-0.0512747 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.116911 # DEPENDENCYPART_SIBL
(25,15),(25,24),-0.0488797 # DEPENDENCYPART_SIBL
(25,15),(25,26),0.280552 # DEPENDENCYPART_SIBL
(25,15),(25,27),0.0293287 # DEPENDENCYPART_SIBL
(25,15),(25,28),0.127622 # DEPENDENCYPART_SIBL
(25,15),(25,29),0.224977 # DEPENDENCYPART_SIBL
(25,15),(25,30),0.120061 # DEPENDENCYPART_SIBL
(25,15),(25,31),0.225075 # DEPENDENCYPART_SIBL
(25,15),(25,32),0.0293287 # DEPENDENCYPART_SIBL
(25,15),(25,34),0.144742 # DEPENDENCYPART_SIBL
(25,16),(25,17),-0.121712 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.264467 # DEPENDENCYPART_SIBL
(25,16),(25,20),-0.0240625 # DEPENDENCYPART_SIBL
(25,16),(25,22),-0.103655 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.144933 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.264855 # DEPENDENCYPART_SIBL
(25,16),(25,26),0.0497326 # DEPENDENCYPART_SIBL
(25,16),(25,27),0.0313015 # DEPENDENCYPART_SIBL
(25,16),(25,28),-0.050184 # DEPENDENCYPART_SIBL
(25,16),(25,29),0.0241511 # DEPENDENCYPART_SIBL
(25,16),(25,30),-0.0577413 # DEPENDENCYPART_SIBL
(25,16),(25,31),0.0241681 # DEPENDENCYPART_SIBL
(25,16),(25,32),0.0313015 # DEPENDENCYPART_SIBL
(25,16),(25,34),-0.0382352 # DEPENDENCYPART_SIBL
(25,17),(25,19),-0.160737 # DEPENDENCYPART_SIBL
(25,17),(25,20),-0.221657 # DEPENDENCYPART_SIBL
(25,17),(25,22),-0.163828 # DEPENDENCYPART_SIBL
(25,17),(25,23),-0.0743435 # DEPENDENCYPART_SIBL
(25,17),(25,24),-0.162491 # DEPENDENCYPART_SIBL
(25,17),(25,26),-0.133806 # DEPENDENCYPART_SIBL
(25,17),(25,27),-0.0547481 # DEPENDENCYPART_SIBL
(25,17),(25,28),-0.141127 # DEPENDENCYPART_SIBL
(25,17),(25,29),-0.0579519 # DEPENDENCYPART_SIBL
(25,17),(25,30),-0.146816 # DEPENDENCYPART_SIBL
(25,17),(25,31),-0.057815 # DEPENDENCYPART_SIBL
(25,17),(25,32),-0.0547481 # DEPENDENCYPART_SIBL
(25,17),(25,34),-0.124007 # DEPENDENCYPART_SIBL
(25,19),(25,20),-0.00909601 # DEPENDENCYPART_SIBL
(25,19),(25,22),-0.101014 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.142451 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.258973 # DEPENDENCYPART_SIBL
(25,19),(25,26),0.0610211 # DEPENDENCYPART_SIBL
(25,19),(25,27),0.0384414 # DEPENDENCYPART_SIBL
(25,19),(25,28),-0.0411855 # DEPENDENCYPART_SIBL
(25,19),(25,29),0.0298298 # DEPENDENCYPART_SIBL
(25,19),(25,30),-0.0487429 # DEPENDENCYPART_SIBL
(25,19),(25,31),0.0298468 # DEPENDENCYPART_SIBL
(25,19),(25,32),0.0384414 # DEPENDENCYPART_SIBL
(25,19),(25,34),-0.0292367 # DEPENDENCYPART_SIBL
(25,20),(25,22),0.00579679 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0985159 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0092465 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.0810789 # DEPENDENCYPART_SIBL
(25,20),(25,27),0.013635 # DEPENDENCYPART_SIBL
(25,20),(25,28),0.0502525 # DEPENDENCYPART_SIBL
(25,20),(25,29),-0.000890538 # DEPENDENCYPART_SIBL
(25,20),(25,30),0.0397088 # DEPENDENCYPART_SIBL
(25,20),(25,31),2.25386e-05 # DEPENDENCYPART_SIBL
(25,20),(25,32),0.013635 # DEPENDENCYPART_SIBL
(25,20),(25,34),0.0698425 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.136419 # DEPENDENCYPART_SIBL
(25,22),(25,24),-0.0998806 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.172721 # DEPENDENCYPART_SIBL
(25,22),(25,27),0.0201402 # DEPENDENCYPART_SIBL
(25,22),(25,28),0.0634413 # DEPENDENCYPART_SIBL
(25,22),(25,29),0.0373513 # DEPENDENCYPART_SIBL
(25,22),(25,30),0.0577446 # DEPENDENCYPART_SIBL
(25,22),(25,31),0.0375079 # DEPENDENCYPART_SIBL
(25,22),(25,32),0.0201402 # DEPENDENCYPART_SIBL
(25,22),(25,34),0.0805618 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.106474 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0420767 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0117038 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.0293139 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0754415 # DEPENDENCYPART_SIBL
(25,23),(25,30),-0.0309818 # DEPENDENCYPART_SIBL
(25,23),(25,31),-0.0754415 # DEPENDENCYPART_SIBL
(25,23),(25,32),-0.0117038 # DEPENDENCYPART_SIBL
(25,23),(25,34),-0.0152242 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0573527 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0337189 # DEPENDENCYPART_SIBL
(25,24),(25,28),-0.0467742 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.0261476 # DEPENDENCYPART_SIBL
(25,24),(25,30),-0.0543315 # DEPENDENCYPART_SIBL
(25,24),(25,31),0.0261646 # DEPENDENCYPART_SIBL
(25,24),(25,32),0.0337189 # DEPENDENCYPART_SIBL
(25,24),(25,34),-0.0348254 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.104123 # DEPENDENCYPART_SIBL
(25,26),(25,28),0.214234 # DEPENDENCYPART_SIBL
(25,26),(25,29),-0.0308843 # DEPENDENCYPART_SIBL
(25,26),(25,30),0.224058 # DEPENDENCYPART_SIBL
(25,26),(25,31),-0.0308843 # DEPENDENCYPART_SIBL
(25,26),(25,32),0.104123 # DEPENDENCYPART_SIBL
(25,26),(25,34),0.221517 # DEPENDENCYPART_SIBL
(25,27),(25,28),0.0831954 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.0387548 # DEPENDENCYPART_SIBL
(25,27),(25,30),0.0913411 # DEPENDENCYPART_SIBL
(25,27),(25,31),-0.0387505 # DEPENDENCYPART_SIBL
(25,27),(25,32),-0.00333413 # DEPENDENCYPART_SIBL
(25,27),(25,34),0.0858579 # DEPENDENCYPART_SIBL
(25,28),(25,29),-0.030957 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.0944185 # DEPENDENCYPART_SIBL
(25,28),(25,31),-0.030957 # DEPENDENCYPART_SIBL
(25,28),(25,32),-0.0722102 # DEPENDENCYPART_SIBL
(25,28),(25,34),-0.101124 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.00385747 # DEPENDENCYPART_SIBL
(25,29),(25,31),-0.364543 # DEPENDENCYPART_SIBL
(25,29),(25,32),-0.0123586 # DEPENDENCYPART_SIBL
(25,29),(25,34),-0.0116927 # DEPENDENCYPART_SIBL
(25,30),(25,31),-0.0243136 # DEPENDENCYPART_SIBL
(25,30),(25,32),-0.0657058 # DEPENDENCYPART_SIBL
(25,30),(25,34),-0.0971063 # DEPENDENCYPART_SIBL
(25,31),(25,32),-0.0123586 # DEPENDENCYPART_SIBL
(25,31),(25,34),-0.0116927 # DEPENDENCYPART_SIBL
(25,32),(25,34),0.0858579 # DEPENDENCYPART_SIBL
(26,1),(26,3),-0.0768377 # DEPENDENCYPART_SIBL
(26,1),(26,4),-0.0470447 # DEPENDENCYPART_SIBL
(26,1),(26,10),-0.0704695 # DEPENDENCYPART_SIBL
(26,1),(26,11),-0.11467 # DEPENDENCYPART_SIBL
(26,1),(26,12),-0.0768609 # DEPENDENCYPART_SIBL
(26,1),(26,13),0.220128 # DEPENDENCYPART_SIBL
(26,1),(26,15),-0.0264374 # DEPENDENCYPART_SIBL
(26,1),(26,16),-0.0801694 # DEPENDENCYPART_SIBL
(26,1),(26,17),-0.11176 # DEPENDENCYPART_SIBL
(26,1),(26,18),-0.0927699 # DEPENDENCYPART_SIBL
(26,1),(26,19),-0.0768376 # DEPENDENCYPART_SIBL
(26,1),(26,20),-0.325422 # DEPENDENCYPART_SIBL
(26,1),(26,21),-0.0108198 # DEPENDENCYPART_SIBL
(26,1),(26,22),-0.0995027 # DEPENDENCYPART_SIBL
(26,1),(26,23),-0.103383 # DEPENDENCYPART_SIBL
(26,1),(26,24),-0.0785155 # DEPENDENCYPART_SIBL
(26,1),(26,25),-0.0297063 # DEPENDENCYPART_SIBL
(26,1),(26,27),-0.0398559 # DEPENDENCYPART_SIBL
(26,1),(26,28),0.00953228 # DEPENDENCYPART_SIBL
(26,1),(26,29),0.0308454 # DEPENDENCYPART_SIBL
(26,1),(26,30),0.00384357 # DEPENDENCYPART_SIBL
(26,1),(26,32),-0.0398559 # DEPENDENCYPART_SIBL
(26,1),(26,34),0.0266528 # DEPENDENCYPART_SIBL
(26,3),(26,4),-0.0457621 # DEPENDENCYPART_SIBL
(26,3),(26,10),-0.17398 # DEPENDENCYPART_SIBL
(26,3),(26,11),0.0140728 # DEPENDENCYPART_SIBL
(26,3),(26,12),-0.189133 # DEPENDENCYPART_SIBL
(26,3),(26,13),0.268601 # DEPENDENCYPART_SIBL
(26,3),(26,15),0.0359835 # DEPENDENCYPART_SIBL
(26,3),(26,16),-0.193555 # DEPENDENCYPART_SIBL
(26,3),(26,17),-0.0464409 # DEPENDENCYPART_SIBL
(26,3),(26,18),-0.174685 # DEPENDENCYPART_SIBL
(26,3),(26,19),-0.189108 # DEPENDENCYPART_SIBL
(26,3),(26,20),-0.147295 # DEPENDENCYPART_SIBL
(26,3),(26,21),-0.039049 # DEPENDENCYPART_SIBL
(26,3),(26,22),0.00730141 # DEPENDENCYPART_SIBL
(26,3),(26,23),-0.146829 # DEPENDENCYPART_SIBL
(26,3),(26,24),-0.189457 # DEPENDENCYPART_SIBL
(26,3),(26,25),0.068272 # DEPENDENCYPART_SIBL
(26,3),(26,27),-0.00546922 # DEPENDENCYPART_SIBL
(26,3),(26,28),-0.0424019 # DEPENDENCYPART_SIBL
(26,3),(26,29),-0.0389147 # DEPENDENCYPART_SIBL
(26,3),(26,30),-0.0499592 # DEPENDENCYPART_SIBL
(26,3),(26,32),-0.00546922 # DEPENDENCYPART_SIBL
(26,3),(26,34),-0.0304531 # DEPENDENCYPART_SIBL
(26,4),(26,10),-0.0253488 # DEPENDENCYPART_SIBL
(26,4),(26,11),-0.0648174 # DEPENDENCYPART_SIBL
(26,4),(26,12),-0.0300479 # DEPENDENCYPART_SIBL
(26,4),(26,13),-0.0605956 # DEPENDENCYPART_SIBL
(26,4),(26,15),0.0157236 # DEPENDENCYPART_SIBL
(26,4),(26,16),-0.0337507 # DEPENDENCYPART_SIBL
(26,4),(26,17),-0.0166899 # DEPENDENCYPART_SIBL
(26,4),(26,18),-0.0813965 # DEPENDENCYPART_SIBL
(26,4),(26,19),-0.0300262 # DEPENDENCYPART_SIBL
(26,4),(26,20),-0.136954 # DEPENDENCYPART_SIBL
(26,4),(26,21),-0.0397679 # DEPENDENCYPART_SIBL
(26,4),(26,22),0.0138927 # DEPENDENCYPART_SIBL
(26,4),(26,23),-0.100606 # DEPENDENCYPART_SIBL
(26,4),(26,24),-0.0302895 # DEPENDENCYPART_SIBL
(26,4),(26,25),-0.247528 # DEPENDENCYPART_SIBL
(26,4),(26,27),-0.0673402 # DEPENDENCYPART_SIBL
(26,4),(26,28),-0.0265809 # DEPENDENCYPART_SIBL
(26,4),(26,29),-0.0384065 # DEPENDENCYPART_SIBL
(26,4),(26,30),-0.0273075 # DEPENDENCYPART_SIBL
(26,4),(26,32),-0.0673402 # DEPENDENCYPART_SIBL
(26,4),(26,34),-0.0192886 # DEPENDENCYPART_SIBL
(26,10),(26,11),-0.00613271 # DEPENDENCYPART_SIBL
(26,10),(26,12),-0.199514 # DEPENDENCYPART_SIBL
(26,10),(26,13),0.239353 # DEPENDENCYPART_SIBL
(26,10),(26,15),0.015778 # DEPENDENCYPART_SIBL
(26,10),(26,16),-0.203936 # DEPENDENCYPART_SIBL
(26,10),(26,17),-0.0666465 # DEPENDENCYPART_SIBL
(26,10),(26,18),-0.18672 # DEPENDENCYPART_SIBL
(26,10),(26,19),-0.199489 # DEPENDENCYPART_SIBL
(26,10),(26,20),-0.153969 # DEPENDENCYPART_SIBL
(26,10),(26,21),-0.0512903 # DEPENDENCYPART_SIBL
(26,10),(26,22),-0.0140856 # DEPENDENCYPART_SIBL
(26,10),(26,23),-0.158905 # DEPENDENCYPART_SIBL
(26,10),(26,24),-0.199838 # DEPENDENCYPART_SIBL
(26,10),(26,25),0.0462283 # DEPENDENCYPART_SIBL
(26,10),(26,27),-0.0119539 # DEPENDENCYPART_SIBL
(26,10),(26,28),-0.0487161 # DEPENDENCYPART_SIBL
(26,10),(26,29),-0.0425481 # DEPENDENCYPART_SIBL
(26,10),(26,30),-0.0562734 # DEPENDENCYPART_SIBL
(26,10),(26,32),-0.0119539 # DEPENDENCYPART_SIBL
(26,10),(26,34),-0.0367673 # DEPENDENCYPART_SIBL
(26,11),(26,12),-0.062374 # DEPENDENCYPART_SIBL
(26,11),(26,13),0.245904 # DEPENDENCYPART_SIBL
(26,11),(26,15),-0.00493791 # DEPENDENCYPART_SIBL
(26,11),(26,16),-0.0656825 # DEPENDENCYPART_SIBL
(26,11),(26,17),-0.0799036 # DEPENDENCYPART_SIBL
(26,11),(26,18),-0.0775266 # DEPENDENCYPART_SIBL
(26,11),(26,19),-0.0623507 # DEPENDENCYPART_SIBL
(26,11),(26,20),-0.241912 # DEPENDENCYPART_SIBL
(26,11),(26,21),-0.018556 # DEPENDENCYPART_SIBL
(26,11),(26,22),-0.0664119 # DEPENDENCYPART_SIBL
(26,11),(26,23),-0.0852826 # DEPENDENCYPART_SIBL
(26,11),(26,24),-0.0640286 # DEPENDENCYPART_SIBL
(26,11),(26,25),-0.0115063 # DEPENDENCYPART_SIBL
(26,11),(26,27),0.0136862 # DEPENDENCYPART_SIBL
(26,11),(26,28),0.072311 # DEPENDENCYPART_SIBL
(26,11),(26,29),0.0085997 # DEPENDENCYPART_SIBL
(26,11),(26,30),0.0666223 # DEPENDENCYPART_SIBL
(26,11),(26,32),0.0136862 # DEPENDENCYPART_SIBL
(26,11),(26,34),0.0894315 # DEPENDENCYPART_SIBL
(26,12),(26,13),0.268615 # DEPENDENCYPART_SIBL
(26,12),(26,15),0.0359849 # DEPENDENCYPART_SIBL
(26,12),(26,16),-0.193555 # DEPENDENCYPART_SIBL
(26,12),(26,17),-0.0464396 # DEPENDENCYPART_SIBL
(26,12),(26,18),-0.174684 # DEPENDENCYPART_SIBL
(26,12),(26,19),-0.189108 # DEPENDENCYPART_SIBL
(26,12),(26,20),-0.147225 # DEPENDENCYPART_SIBL
(26,12),(26,21),-0.0390476 # DEPENDENCYPART_SIBL
(26,12),(26,22),0.00730274 # DEPENDENCYPART_SIBL
