# _root_ Pravděpodobnost , že pracovník úřadu bude kontrolovat právě " svého " taxikáře , je však malá .
#goldHeads=14,3,1,7,4,7,3,12,10,12,10,7,3,15,0,14,0,
#predictedHeads=14,3,1,7,4,7,3,12,10,12,10,7,15,15,0,14,0,
(12,15),(15,2),-1.80112 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.808529 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-2.19836 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.91669 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-1.94433 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.42123 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.524583 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.977626 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.550674 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-2.46003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.393739 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.521237 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.504338 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.610246 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.9593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.566307 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0186765 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.627065 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.803509 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.632144 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.613941 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.445627 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.575496 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.690293 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.321244 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.266364 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.298621 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.447905 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-2.00725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.635796 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.603246 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.419339 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.451746 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.28937 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.325294 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.43923 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.158764 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.224754 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.399381 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0611053 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.36233 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.0621355 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-2.06181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.670324 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.873694 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-1.06571 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.355243 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.448702 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.330874 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.260198 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.375124 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.14687 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.304304 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.437192 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.400141 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.00642655 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-2.05968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.662661 # DEPENDENCYPART_GRANDPAR
(13,7),(7,15),-0.866068 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-1.06703 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.662539 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.529509 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.555194 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.678674 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.41816 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.467598 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.430547 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.292573 # DEPENDENCYPART_GRANDPAR
(13,8),(8,14),-0.518593 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.565349 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.561442 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.500453 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.622887 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.353987 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.370876 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.295445 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.367303 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.335965 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-2.11836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.583345 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.701394 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-1.00987 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.600724 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.490645 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.622887 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.353987 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.370876 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.295445 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.445146 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.335965 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.11836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.583345 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.00987 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.306148 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.182546 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.298653 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.128359 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.261602 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.18982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.704567 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.820005 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.20646 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.732857 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.4439 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.1955 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-1.35004 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.46092 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.00052 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-1.06946 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.816847 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.761593 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.724542 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.0482 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.38576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0129407 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.104615 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.123084 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.22911 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.92691 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.930373 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.13481 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.24612 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.929626 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.969627 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.64409 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.702994 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.665943 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.833406 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.00943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.317733 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.296013 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0823405 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.800201 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.31368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),0.145873 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.216908 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.546266 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.519035 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.4525 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.0398046 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.195865 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.399582 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.557726 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.779974 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.932396 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.127293 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),0.170098 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.127444 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.324412 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.677938 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-2.46383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,15),-0.689383 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.523182 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.400702 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.22899 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.588287 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.0619704 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),0.102082 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.451895 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.0776654 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.403279 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.0542092 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.599375 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.575873 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.798005 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.0265429 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.728452 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.874956 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.143452 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.302495 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.040172 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.0885881 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.186929 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.204534 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.40601 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-2.10758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.57697 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.330526 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.339218 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.61467 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.176628 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.490796 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.638282 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0919028 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.171355 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.169519 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.316275 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),-0.0391695 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.507597 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-2.08101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.545499 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.312842 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.119897 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.742711 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.260678 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.413783 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.293561 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.163874 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0171173 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.159975 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.96599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.282624 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.703123 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),0.164611 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.621501 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.368249 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.0837439 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0299367 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.203749 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.105578 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.193523 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.20579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.592383 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.445885 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.321538 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.453276 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.621501 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.368249 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0837439 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.0299367 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.351215 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.105578 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.193523 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.20579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.445885 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.537308 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.130842 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.164493 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.365257 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0177365 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.343814 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.13447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.571025 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.450163 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.04203 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.679181 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),0.166797 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.563046 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.251444 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.0182811 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.243202 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0964452 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.166801 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.40152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.723574 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.601584 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.16896 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.930436 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.51608 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.340553 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.08012 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.23083 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.965854 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.713107 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.515724 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.07682 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.930063 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.668443 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.653831 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.37075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0482422 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.698192 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.204328 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.250418 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),-0.12774 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.667507 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0549443 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.32998 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.151652 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),0.0247308 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),0.0539113 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.34751 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.29647 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.410199 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.364559 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.335773 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.0243345 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.0302956 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.208732 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.458265 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.0533189 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),0.704362 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.16568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,2),-0.402579 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.0873377 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.0436913 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.036431 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.18015 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.117237 # DEPENDENCYPART_GRANDPAR
(15,4),(4,16),-0.218953 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.195421 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.0877214 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.148276 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.0356767 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.0359677 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.248324 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.406682 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.0113799 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.0262624 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.127074 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.0575495 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.245561 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.0973492 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.0417796 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.26847 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.177206 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.725888 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.965155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),0.29172 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.0307621 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.293612 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),0.317407 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.00517405 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.0314777 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.12812 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.187987 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.318686 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.114905 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.176977 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.273533 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),0.670047 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.934762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),0.313219 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.292341 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.435989 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.251828 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.219988 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0865715 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.346908 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.143126 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.02827 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.603576 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.19378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,2),-0.398808 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),0.135104 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.267881 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.229695 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0794749 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0142822 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.216457 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.257132 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.239253 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.400194 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.29809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.0878897 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.333246 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.289995 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.267881 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.229695 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.0794749 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0142822 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.39526 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.257132 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.239253 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.400194 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.0878897 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.229097 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),0.0409896 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.358738 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.319161 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.154956 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.199204 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.580849 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.33874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.218915 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.548126 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.496449 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),0.0493471 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.342745 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.160142 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.0903686 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.462517 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.258736 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.175333 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.2506 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.36434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
