# _root_ Předpisem , který upravuje organizování a hlavně financování soutěží a přehlídek žáků , je vyhláška č . 431 / 1992 Sb .
#goldHeads=14,4,4,1,6,4,8,6,10,6,10,11,4,0,14,15,16,16,20,18,16,21,
#predictedHeads=14,4,4,1,4,4,8,6,10,8,10,11,4,0,14,15,16,16,20,18,16,0,
(6,4),(4,12),-0.705161 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.394481 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.780837 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.911644 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.873206 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.601149 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.855093 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.365375 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.294438 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.177613 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.296636 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.30419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,1),-0.976234 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.764293 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.599354 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.683121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.382181 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0689852 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.149951 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0710725 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.00324057 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.721017 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.641913 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.444877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.65022 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.199182 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.235342 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.283533 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.272686 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.00719543 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.105195 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.721019 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.641911 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.468621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.625133 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.740658 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.324249 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.967714 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.71937 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.529236 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.777786 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.42788 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.714168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.598383 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.541895 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.215872 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.355653 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.322408 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0305966 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.0933073 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.114838 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.150028 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.147247 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),0.1716 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.33071 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),0.417489 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),0.437066 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.320918 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0865158 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.0909492 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.152718 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),0.419841 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.641909 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.633347 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.756283 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.44385 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.474238 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.538481 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0201525 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.119152 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0618126 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.123581 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.1105 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.30366 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),0.370789 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.30999 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.911547 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.843219 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.770379 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.715977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.383273 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.342914 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.0299748 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.219989 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.127793 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0907527 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0310712 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.00972971 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0224462 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.225374 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-1.23414 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.900019 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.739991 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.98112 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.694597 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.575039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.638926 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.644306 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.348918 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.360926 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.439478 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.402783 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.0154338 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.127109 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.161032 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.209644 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),0.166922 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.368514 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),0.397279 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),0.446981 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.210834 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.152783 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.0802761 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.107628 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.273436 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),0.403207 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),0.419907 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),0.744171 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.431738 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.526369 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.487176 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.286033 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.0232643 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.124429 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.297812 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),0.415854 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),0.422623 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.0244544 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.409921 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.472884 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),0.0345792 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),0.264036 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),0.303124 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),0.211814 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.238697 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),0.469796 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),0.445645 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),0.0325217 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-1.1298 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-0.84536 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.73131 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.244899 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),0.340019 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.303125 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),0.126538 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),0.0227933 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.0996596 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),0.149785 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.0443971 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.0116976 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),0.329527 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),0.424811 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.148315 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),0.198599 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),0.16473 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.159613 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),0.431133 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.00953727 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),0.152844 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.122569 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),0.353253 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.0168413 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.893678 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.840966 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.945018 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.972668 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.207483 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.87794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,10),-0.777253 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-1.32096 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-1.12046 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.685281 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.879143 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-1.0182 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-1.01727 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.929393 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.681124 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-1.10666 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.983947 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.9293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.54574 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.680612 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.68834 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.847873 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.19065 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.735741 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.05304 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.883827 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-1.3911 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-1.03854 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.829922 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-1.01209 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.2927 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.19134 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.55959 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.784967 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.67927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.203224 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.293607 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.37327 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.708992 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.365969 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.532562 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.19134 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.55959 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.784559 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.67927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0709421 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.358358 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.62496 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-1.26587 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.1276 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.58092 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.59295 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.695646 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.73223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.0250083 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.174368 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.238785 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.58882 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.399264 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.64105 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.274739 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.78283 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.400101 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.583162 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.461892 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.554301 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.683676 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-1.88671 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-1.37232 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-1.62239 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-1.85493 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.851394 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.75774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.142665 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.278481 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.303137 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.442852 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.786626 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.855235 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.580056 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-1.09116 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.498595 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-1.50032 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.19092 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.99851 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.46154 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.4686 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.6894 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.59456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.0279209 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.0998045 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.298971 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.27098 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.614154 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.145173 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.274394 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.784207 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.29718 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.559535 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.37735 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.544415 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.686154 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.276934 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.546445 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.805965 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.281075 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-1.12451 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-1.01578 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.995311 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.505702 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.726649 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.546172 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.711191 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.998344 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0531704 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.126103 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.53177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.406638 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.53723 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.893189 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.29216 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.999372 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-1.25927 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-2.03097 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-1.97792 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-1.04492 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-1.2887 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-1.2123 # DEPENDENCYPART_GRANDPAR
(8,6),(6,21),-1.65088 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.939117 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.646671 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.962308 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0326054 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.24451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.119377 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.41304 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.716059 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.948267 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.49141 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.29378 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.592421 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.197638 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.866201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),0.154311 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-2.16198 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.69916 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.54084 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.97802 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.48022 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.612761 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.504247 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.37308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.73429 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.53697 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.132274 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.153618 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.30568 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.597325 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.54612 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.537031 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.197643 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.313249 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.33858 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.216689 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.254765 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.295303 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.984069 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.903567 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.596703 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.29378 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.197627 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.857063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),1.26638 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.595343 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.781292 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.00890996 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.300218 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.98356 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.903057 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.362972 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.385642 # DEPENDENCYPART_GRANDPAR
(8,12),(12,20),-0.462882 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-2.23084 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-1.56411 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.79543 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-1.5493 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.641977 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.453699 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.19427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.929059 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.332428 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.446816 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0454321 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.485124 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.778769 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.732638 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.549703 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-1.95759 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.49469 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.38378 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.74798 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.27612 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.594751 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.478819 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.23563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.896472 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.0337844 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.407285 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.00646376 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.454542 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.421148 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.370814 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.421522 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.186091 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.235111 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.346303 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.0465317 # DEPENDENCYPART_GRANDPAR
