# _root_ Nakonec zůstala 1 pracovnice , která pracuje více jak 8.5 hodiny denně , ale je také lépe placena .
#goldHeads=2,0,4,2,14,14,14,7,8,9,10,11,14,4,18,18,18,14,0,
#predictedHeads=2,14,4,2,7,7,4,7,10,7,10,7,14,0,14,15,18,15,0,
(8,15),(15,2),-0.7414 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.476756 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.427751 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.56673 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.399567 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.10219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.230123 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.0141206 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.25973 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.153413 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0049973 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0978783 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.140862 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.0755743 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.540622 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.334802 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.151277 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.466913 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.518441 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.529777 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.466562 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.337455 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.430219 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.416963 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.02722 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.64929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.253254 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.358335 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.500617 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.448874 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.664906 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.618243 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.550767 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.494089 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.291877 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.529278 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.421405 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.40735 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.314914 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.493719 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.399455 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.334266 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.73802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.444227 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.5564 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.608031 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.598132 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.674344 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.666711 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.929812 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.535368 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.24378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0277902 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.102463 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.23821 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.182959 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.74563 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.508072 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.49499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0168364 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.171328 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.211895 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.297451 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.144247 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.277456 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.234192 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.280916 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.578226 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.378739 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.775869 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.693031 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.765877 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.31684 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.572399 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.514918 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.558411 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.395583 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.83943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.312324 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.414396 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.786903 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.546523 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.811882 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.645354 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.66896 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.87424 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.665434 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.374051 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.560545 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.40699 # DEPENDENCYPART_GRANDPAR
(10,8),(8,11),-0.338879 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.443964 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.476412 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.843264 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.67524 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.876244 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.667159 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.780715 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.542256 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.789342 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.85136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.340601 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.81085 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.975882 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.801862 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.37989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.124039 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.339197 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.010571 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.317095 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.124493 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.175506 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.329299 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.804511 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.10407 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.854523 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.956216 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.35994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0621025 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.462685 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.173216 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.451959 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.313498 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.20014 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-1.17461 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-1.19681 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.90148 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.13006 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.874014 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.09499 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.1039 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.899637 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.38905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0103231 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.050289 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.161684 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.384471 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.183717 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.173987 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.430968 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.52479 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.19664 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.09634 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.161 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.816086 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.08538 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.795869 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.11915 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.897617 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.21924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.173915 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.0631047 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0881637 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.101038 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.174847 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.25025 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.480033 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.612887 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),0.0658206 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.573712 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-1.5458 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-1.32501 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0459845 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0143499 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-2.11117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.27453 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.413701 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.865492 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.767477 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.553027 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-1.53595 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.161597 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0239092 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.348292 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.161287 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-2.11103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,6),-0.141777 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.985724 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.395308 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.263206 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.99017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.1819 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.409505 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.846685 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-2.31996 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.808076 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.481786 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.508329 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.249577 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.22645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.337113 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.150137 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.271894 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.564271 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-2.30155 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.747684 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.5742 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.288206 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.117342 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.397251 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.444908 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.244768 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.471065 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.8273 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-2.32251 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-0.766857 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-2.46644 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.908099 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.514781 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-1.59539 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.630647 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.476863 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.308097 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-1.30822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.0875386 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0508552 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.181096 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.415083 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.194418 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.323251 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.763792 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.862003 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-2.25438 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.775184 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-2.40404 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.886062 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.518343 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.684896 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.523007 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.316425 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.09446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.174877 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0829074 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0935639 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.276288 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.148172 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.258328 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.805401 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.377547 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.355313 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.398347 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.854638 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-2.22853 # DEPENDENCYPART_GRANDPAR
(11,18),(18,4),-2.35465 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.847858 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.493117 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-1.50139 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.677516 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.513679 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.308266 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-1.07223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),0.249095 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.0616578 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),0.0862655 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.00855843 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.308938 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.151553 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.77327 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.393284 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.384245 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.353637 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.433574 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.477082 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.454192 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.172567 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.266765 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.19387 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),-0.245018 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.6031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,13),-0.0739852 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.428124 # DEPENDENCYPART_GRANDPAR
(12,4),(4,15),-0.57165 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.607918 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.54731 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.71656 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.606747 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.660334 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.623858 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.100341 # DEPENDENCYPART_GRANDPAR
(12,5),(5,13),-0.163734 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.74714 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.227203 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.389786 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.36633 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.357805 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.319863 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.363163 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.205264 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0849532 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.337396 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.356593 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.556229 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.249734 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0974009 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.223482 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.64237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.383292 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.549405 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.424662 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.196826 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.216737 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.105767 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.60753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.0739856 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.428231 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.571682 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.356998 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.313755 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.60795 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-1.01246 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.874713 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-1.14108 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.603434 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.42284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),-0.42947 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.296465 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.194493 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.450265 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.659845 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.877803 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.770051 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.913375 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.71991 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.751542 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.00665 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.0860823 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.411097 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.499307 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.811187 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.32429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.587118 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0700285 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0307843 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0840135 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.15316 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.142257 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.694423 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.851635 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.760703 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.858574 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.730999 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.685605 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.142285 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.447155 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.489958 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.756903 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.23324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.536768 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0762424 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0420328 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.0724445 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.160272 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.200275 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0378908 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.12574 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.213709 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.44352 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.44345 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.277914 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.00860573 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),-0.10007 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),-0.573438 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.0398859 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),-0.189892 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.151113 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-2.03972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.699747 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.764916 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),-0.915246 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.390165 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.358308 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.27544 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.0200455 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.168881 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.268715 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.398536 # DEPENDENCYPART_GRANDPAR
