# _root_ Náš brankář Hnilička inteligentní není a přesně to , co navrhoval agent Winter Hrbkovi , udělal .
#goldHeads=2,3,6,5,6,0,8,16,11,11,8,13,11,11,11,6,0,
#predictedHeads=2,3,5,3,6,0,8,16,11,11,8,14,14,11,11,6,0,
(11,14),(14,15),-0.236116 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.146802 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.368634 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.52748 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.80889 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.72378 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-1.14309 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.677285 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.938074 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-1.79111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.539882 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.107578 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0763785 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.938982 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.495717 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-1.07361 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-1.13064 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-1.51162 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.4608 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.902013 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.731226 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.365586 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.707198 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),0.183103 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.70787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.464309 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.0364253 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.0060917 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0585679 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.379804 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.153454 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.428608 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.507245 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-1.41165 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-1.06702 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.913214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.634281 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.00281182 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.399456 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.425046 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-2.37903 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.911144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.476099 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.00281182 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.399454 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.425046 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-2.10279 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.45075 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.61692 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.491045 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.062 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.44796 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-2.32257 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.23716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.153154 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.35234 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.57529 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.618112 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.78074 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-2.31244 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.35871 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.5435 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.417637 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.728732 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.968653 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-1.34076 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.579296 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-2.24941 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.24013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.155125 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.349171 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.435641 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.450964 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.461134 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.75032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-1.4691 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.73658 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.18302 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-2.285 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.04872 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.27512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0579268 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.463652 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.311594 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.96087 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.37693 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.80729 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.796511 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.29085 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.6483 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-2.81402 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.30416 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.59806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.316508 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.639515 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.504686 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.63883 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-2.21836 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-1.28489 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.73386 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.723103 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.846413 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-1.1975 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.54109 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.699086 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-2.74085 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.982212 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.59609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.313343 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.496307 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.337864 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-1.39908 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-1.04177 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.64208 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.560157 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.478922 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.516053 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.436473 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.261052 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-1.42568 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.533791 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.639876 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-3.58231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.411346 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-1.33544 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.526554 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-3.58231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.411346 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.33544 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.25693 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-2.16428 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.69975 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.75195 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.669814 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.13971 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-1.47693 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-2.61765 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.65873 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-2.36474 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-2.42978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.79199 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.454011 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.84224 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-2.4969 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.60771 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.67852 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.596406 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.919071 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.04636 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.36973 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.543248 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-2.54449 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.33678 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-2.04277 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-2.42661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.821485 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.286865 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.2692 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.318977 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.348035 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.0824869 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),0.0186074 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.423191 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.545441 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.60153 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.0298865 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.150563 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.0123591 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),0.290936 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.197575 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.251192 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.283794 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.0256846 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.104885 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.418567 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.0646061 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.118558 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.18652 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),0.0549153 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),0.106065 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.92182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,1),-0.200497 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.320126 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.376706 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.267059 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.0757516 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.273428 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),0.0694559 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.0106744 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.0206465 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.0364879 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.102628 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.0514543 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.91397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.454412 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.625378 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.467603 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.524222 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.464744 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.0932822 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.287865 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.265035 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.231969 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.0974412 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.109376 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.0655708 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.0719893 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.83376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.291454 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.587738 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.534303 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.590081 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.505615 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.176773 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.247685 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.3392 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0216874 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0843181 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.127692 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.235425 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.372092 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.32214 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.01555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.441467 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.248179 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.301796 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.317014 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.106246 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0184474 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.167068 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.245261 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.25391 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.00181787 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.116953 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0146513 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0364986 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.92438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.488635 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.695284 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.270122 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.0235433 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0731628 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.05453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.484854 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.136998 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.0775356 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.05453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.484854 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.793731 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.365717 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.134921 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0142602 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.05453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.484854 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.793731 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.27109 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.32833 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.20491 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.898322 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.935358 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.806354 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.494096 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.789184 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.513287 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.835717 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.83783 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.977021 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.92725 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.27227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.146966 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.665091 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.047996 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.305893 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.284501 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),0.922532 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.661479 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.189199 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.294062 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.291368 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.196438 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.0253444 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.0681509 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.143447 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),0.929399 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.757497 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.378029 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.35203 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.101062 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0583956 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.0363765 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),0.0397633 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.429781 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.401522 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.57338 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0458047 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.039736 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.159695 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),0.238198 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),0.443923 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.248032 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.189613 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.317458 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.725173 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.708435 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.214445 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.189086 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.408917 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.441783 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.0614478 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.099271 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.106818 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.401202 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.163082 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.112401 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.240225 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.380157 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-2.84047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-1.29579 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.137121 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.167864 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.0601528 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.126782 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-2.26825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,2),-0.613797 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.588516 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.752228 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.318324 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.121046 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.162437 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.175832 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.109792 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.834416 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.0423615 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.00987605 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.311143 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-2.23766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.872071 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.415484 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.389751 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.697459 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.850985 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.264357 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.170816 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.208463 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.199921 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.279768 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.180472 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.126474 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.255184 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.558398 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-2.61803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,9),-0.0486394 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.768274 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.145426 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0931889 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.22257 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.480621 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.452362 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.659462 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.443666 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.149997 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.07632 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.0655222 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.158215 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.360742 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.284654 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.226236 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.354081 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.585886 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.35798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.93974 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.0238934 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.213748 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.0843728 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.340849 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.26209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
