# _root_ To má za následek , že k fixaci neutrálních mutací dochází vždy konstantní rychlostí , závislou na rychlosti vzniku nových mutací a nezávislou na velikosti populace .
#goldHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,22,22,16,17,18,21,19,14,22,23,24,25,0,
#predictedHeads=2,0,2,3,6,2,11,7,10,8,6,11,14,11,16,14,16,17,18,21,19,16,22,23,24,25,0,
(22,1),(22,11),0.0157723 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.00820606 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0528051 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0442851 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0143545 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.0471509 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0427222 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0434722 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0494458 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0195245 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0428351 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.0541232 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0983539 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0438305 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.0379581 # DEPENDENCYPART_SIBL
(22,1),(22,27),-0.117044 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.0923859 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.172212 # DEPENDENCYPART_SIBL
(22,2),(22,5),0.011088 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.150529 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.171059 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.172261 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.206365 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.17221 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.0600022 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.141088 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.214815 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.17359 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.011088 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.206365 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.121431 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.172847 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.178868 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.186597 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.17221 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.0750517 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.0321283 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.131006 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.120989 # DEPENDENCYPART_SIBL
(22,2),(22,27),-0.0439914 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.0619899 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.0237895 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.0548762 # DEPENDENCYPART_SIBL
(22,3),(22,7),-0.114995 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.0630567 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.0898052 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0619891 # DEPENDENCYPART_SIBL
(22,3),(22,11),0.0466907 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.0285727 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.0954444 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0633633 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0237895 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.0898052 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0666805 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0627017 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0687655 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0703748 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.0619891 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.0350159 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.141114 # DEPENDENCYPART_SIBL
(22,3),(22,25),-0.0566833 # DEPENDENCYPART_SIBL
(22,3),(22,26),-0.0560393 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.0858805 # DEPENDENCYPART_SIBL
(22,4),(22,5),0.124875 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0537026 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.066918 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.016113 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.264279 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0161292 # DEPENDENCYPART_SIBL
(22,4),(22,11),0.0460447 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.056828 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.271981 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0175159 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.124875 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.264279 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0622924 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0172859 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0279951 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.246678 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0161292 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0376753 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.0269557 # DEPENDENCYPART_SIBL
(22,4),(22,25),0.0466822 # DEPENDENCYPART_SIBL
(22,4),(22,26),0.0266985 # DEPENDENCYPART_SIBL
(22,4),(22,27),-0.0903594 # DEPENDENCYPART_SIBL
(22,5),(22,6),0.248106 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.0406572 # DEPENDENCYPART_SIBL
(22,5),(22,8),0.00408166 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.016446 # DEPENDENCYPART_SIBL
(22,5),(22,10),0.00375078 # DEPENDENCYPART_SIBL
(22,5),(22,11),0.0254277 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0380972 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0220852 # DEPENDENCYPART_SIBL
(22,5),(22,14),0.00257735 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.020552 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.016446 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.00914429 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.00278941 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0124586 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0181709 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.00375078 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0148386 # DEPENDENCYPART_SIBL
(22,5),(22,24),-0.0296135 # DEPENDENCYPART_SIBL
(22,5),(22,25),-0.054415 # DEPENDENCYPART_SIBL
(22,5),(22,26),-0.0246399 # DEPENDENCYPART_SIBL
(22,5),(22,27),-0.0364068 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.166483 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.135076 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.214715 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.135076 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.180378 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.151741 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.220354 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.136434 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.184749 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.214715 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.173196 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.135716 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.141927 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.195816 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.135076 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.0437935 # DEPENDENCYPART_SIBL
(22,6),(22,24),-0.0825213 # DEPENDENCYPART_SIBL
(22,6),(22,25),-0.124772 # DEPENDENCYPART_SIBL
(22,6),(22,26),-0.116837 # DEPENDENCYPART_SIBL
(22,6),(22,27),-0.0939821 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0687085 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.05283 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0665741 # DEPENDENCYPART_SIBL
(22,7),(22,11),0.024872 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.022401 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0584692 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0679484 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.00239999 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.05283 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0440874 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0672868 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0733505 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0336147 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0665741 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0337872 # DEPENDENCYPART_SIBL
(22,7),(22,24),0.298775 # DEPENDENCYPART_SIBL
(22,7),(22,25),-0.136665 # DEPENDENCYPART_SIBL
(22,7),(22,26),-0.136022 # DEPENDENCYPART_SIBL
(22,7),(22,27),-0.0860622 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.263712 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0161102 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.0460162 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0568073 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.271413 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0174969 # DEPENDENCYPART_SIBL
(22,8),(22,15),0.124969 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.263712 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.062277 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0172668 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.027976 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.246111 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0161102 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0329077 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.0232645 # DEPENDENCYPART_SIBL
(22,8),(22,25),0.0609772 # DEPENDENCYPART_SIBL
(22,8),(22,26),0.0409935 # DEPENDENCYPART_SIBL
(22,8),(22,27),-0.085591 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.0300663 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.0381533 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.0163475 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.0107453 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.0270124 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.324133 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0163845 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.00183858 # DEPENDENCYPART_SIBL
(22,9),(22,18),0.0296937 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0237303 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0442032 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.0300663 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.648938 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0384765 # DEPENDENCYPART_SIBL
(22,9),(22,25),0.0135016 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.0105701 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.122176 # DEPENDENCYPART_SIBL
(22,10),(22,11),0.0417797 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0592019 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.276584 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0198912 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.12259 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.267767 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.064652 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0196612 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0303703 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.250167 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0185045 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0335329 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0228292 # DEPENDENCYPART_SIBL
(22,10),(22,25),0.0602738 # DEPENDENCYPART_SIBL
(22,10),(22,26),0.040289 # DEPENDENCYPART_SIBL
(22,10),(22,27),-0.0862978 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.129229 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.203247 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.139687 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0208502 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.194798 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0963758 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.138944 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.144966 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.175029 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.138307 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0639237 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0149838 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.169646 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.15963 # DEPENDENCYPART_SIBL
(22,11),(22,27),-0.0270932 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0281701 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0400311 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.0129201 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0189447 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.00628867 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0395659 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.045303 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.00352607 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0386733 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.00741005 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.0271119 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.00739217 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.0176425 # DEPENDENCYPART_SIBL
(22,12),(22,27),-0.203967 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.0272954 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.325104 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0177467 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.00155323 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0299767 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0240132 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0455654 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0303492 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.666113 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0368807 # DEPENDENCYPART_SIBL
(22,13),(22,25),0.0163805 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.00769119 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.1193 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.118879 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.265331 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0638945 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0196125 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0303216 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.24773 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0184558 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0392149 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0283353 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.053529 # DEPENDENCYPART_SIBL
(22,14),(22,26),0.0335453 # DEPENDENCYPART_SIBL
(22,14),(22,27),-0.0940918 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.016446 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.00914429 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.00278941 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0124586 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0181709 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.00375078 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0148386 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0296135 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.054415 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.0246399 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.0364068 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.00156356 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0299474 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0239839 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0455602 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0303199 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.649154 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.037851 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.0136905 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0103811 # DEPENDENCYPART_SIBL
(22,16),(22,27),-0.121963 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0513577 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0574372 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0488694 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0506431 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0757404 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.56689 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0673752 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0664974 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.108233 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0147696 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.23775 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00290378 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0248423 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0141223 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0814286 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.0614449 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0781535 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.246586 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.016856 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0230135 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0310106 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.195516 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.175532 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0358511 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0785321 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.679076 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0339069 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0524789 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.0284073 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.107163 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0335329 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0228292 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0602738 # DEPENDENCYPART_SIBL
(22,21),(22,26),0.040289 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0862978 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0325434 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.196561 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.201605 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.163799 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0168166 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0148624 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.1419 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0520242 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.245848 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.244623 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0372954 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0288683 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0871751 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.118463 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.133567 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.13296 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0829565 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.112397 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0919463 # DEPENDENCYPART_SIBL
(24,25),(24,26),-1.47055 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.442215 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.4415 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.0232163 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.0118828 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.0237194 # DEPENDENCYPART_SIBL
(25,20),(25,27),-0.14848 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0156804 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.00401443 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.124353 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.030831 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.127105 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.21548 # DEPENDENCYPART_SIBL
(26,18),(26,19),0.0109407 # DEPENDENCYPART_SIBL
(26,18),(26,21),0.0134496 # DEPENDENCYPART_SIBL
(26,18),(26,23),-0.00514602 # DEPENDENCYPART_SIBL
(26,18),(26,24),0.0556774 # DEPENDENCYPART_SIBL
(26,18),(26,25),0.0114446 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.00471441 # DEPENDENCYPART_SIBL
(26,19),(26,21),0.0109861 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.00617111 # DEPENDENCYPART_SIBL
(26,19),(26,24),0.0550444 # DEPENDENCYPART_SIBL
(26,19),(26,25),0.00898111 # DEPENDENCYPART_SIBL
(26,19),(26,27),-0.00971459 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.00572213 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0556706 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.00986482 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.00447534 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.0163089 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.188078 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.110892 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.049703 # DEPENDENCYPART_SIBL
(26,24),(26,27),-0.120924 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.00391255 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.15417 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.446226 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.641735 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.196322 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.255117 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0379989 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0413514 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.244889 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0494488 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0999026 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.175624 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.474969 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.235694 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.236221 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.128292 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.141816 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.3834 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.266694 # DEPENDENCYPART_GRANDPAR
(0,2),(2,26),-0.52096 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.072714 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0936552 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.453772 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.250162 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.331297 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.116176 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.33345 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.529399 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.339641 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.382353 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.603926 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.69051 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.652532 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.540686 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.615954 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.397784 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.132808 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.624871 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.305301 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.382609 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.139899 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0468153 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.445231 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0633739 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.447997 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.648821 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.131872 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.463855 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.873017 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.837673 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0108951 # DEPENDENCYPART_GRANDPAR
