# _root_ Tuto sumu obdržely dvakrát : jednorázově po volbách a pak , na základě roční zprávy o hospodaření , rozdělenou do čtyřletých částek .
#goldHeads=2,3,0,5,3,8,9,7,5,9,13,13,19,15,13,15,16,13,10,19,22,20,0,
#predictedHeads=2,3,9,5,3,9,3,7,0,9,13,13,9,15,13,15,16,19,15,19,22,20,0,
(5,14),(14,16),-0.203567 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.25317 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.0099506 # DEPENDENCYPART_GRANDPAR
(5,15),(15,6),0.261547 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.0848267 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.32928 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.102878 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.14103 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.149688 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.196581 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.165976 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.0195021 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.212337 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),0.0421878 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.144162 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.435458 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.227081 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.161067 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.838084 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.718435 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-1.02089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,7),0.158724 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.0410974 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),0.372688 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),0.0774906 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),0.295507 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),0.153534 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.136427 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.264507 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.0979127 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),0.00305038 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.220848 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.0768744 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),0.123051 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.213102 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.148949 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.718294 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.462682 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.448727 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.443525 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.516537 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.29681 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.340348 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.463407 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.437854 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.111789 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.200073 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.68699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.0640815 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.456332 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.328081 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.478879 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.545308 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.332822 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.875855 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.553916 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.354182 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.726634 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.552883 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.99457 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.572156 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-0.602901 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.62754 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.758513 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.794598 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.292373 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.76927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.1493 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.726085 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.48234 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.550781 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.751194 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.47471 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.15162 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.949806 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.822594 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.546359 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.758768 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.11703 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.750162 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.35212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.169585 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.069993 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.270974 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.33581 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-1.05663 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.768009 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.42087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.306253 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.030554 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.839266 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.04901 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.15438 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.633283 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.729167 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-1.4302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.264822 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0976672 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0998208 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.303941 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.000183894 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.39276 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.304014 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0880778 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0924536 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.254483 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.311515 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.490427 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.230394 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.134019 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.222601 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.955572 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.02655 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.22584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.455449 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0377913 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.104719 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.251225 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.00216246 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.499661 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.946946 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.31099 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.19585 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.849593 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-1.46349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.257025 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.214967 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0300915 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.238795 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.160692 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.739881 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.58983 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.409713 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.289256 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.580845 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.47931 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.780965 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.406807 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.457086 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.333213 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.175228 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.175503 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.201604 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.460957 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.309952 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0447781 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-1.43555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.387816 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.0210164 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.132181 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.245882 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.26869 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.245071 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.306705 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.211401 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0855107 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.386189 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.259706 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.498672 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.181701 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.430466 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.263573 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-1.42383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,10),-0.234155 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0719199 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.429399 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.302773 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.0729999 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.381022 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.477048 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.1831 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.258407 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.718165 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.0520731 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.333609 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.177311 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.861133 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-1.15025 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.280798 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.339213 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0339334 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.38488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.599346 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.0940587 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.411952 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.675903 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.462112 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.818943 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.68302 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-1.88076 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.325926 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.7019 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.870101 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-1.06492 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.19323 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.290637 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.30642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.866663 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),0.0931431 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.375083 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.527535 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.383158 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.551638 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.61346 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.603714 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.76289 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.159465 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.904225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.552581 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.27919 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.98205 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.826424 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.944241 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.838431 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.0408605 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.13104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.58009 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0825642 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.210148 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0818012 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.82227 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.783411 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.265334 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.185218 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.474538 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.236144 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.849406 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.161491 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.660458 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.191558 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.40285 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-2.36283 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.894842 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.985124 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.16933 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.09356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),1.58362 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.493592 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.362572 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0267313 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.290348 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-1.00318 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.774354 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.120862 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0406105 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.195955 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-1.07388 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.211127 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-1.17057 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.250165 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.0872828 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.82264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),2.11431 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),1.00208 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0969277 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0913416 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.271431 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.794877 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-1.00524 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.328804 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.275721 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.0402299 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.866409 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.0511141 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-1.0564 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-1.40651 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.25382 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.362773 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0458382 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0525459 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.0571676 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.475322 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-2.91299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.485842 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.897464 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-1.21266 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-1.00954 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-1.78659 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-1.25518 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-1.00004 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-2.01413 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-1.39253 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-2.00301 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-1.18588 # DEPENDENCYPART_GRANDPAR
(8,3),(3,22),-1.52602 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.525416 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.914454 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-1.29595 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0321915 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0677184 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.468365 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-3.06366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.524905 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.861733 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-1.29929 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-1.0127 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-1.94328 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-1.69673 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.40478 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-1.05273 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-1.47915 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.487191 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.735222 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-1.07782 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.288709 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.403223 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-2.87914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.405817 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.852189 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-1.172 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.971216 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-1.75876 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.22026 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.416887 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.352091 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0857278 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-3.15601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.566038 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-1.2921 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-2.03563 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.09197 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.99115 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-2.00928 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.694614 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.16749 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.506776 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.20549 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-2.03195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.455983 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.299443 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.407447 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.598306 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.437468 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0766425 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.378582 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.829097 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.479307 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.752867 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.465086 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.344366 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.848625 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.255801 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.0356668 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.456305 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.0491073 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.159928 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.122062 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.370364 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.194872 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0377452 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.185162 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0361694 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.389855 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.0782934 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.65894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.602697 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.57343 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.850008 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.946069 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-1.1194 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.985975 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-1.12795 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.651759 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-1.17467 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-1.37316 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-1.04583 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.240934 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.500961 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.328832 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0271969 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.143711 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.172005 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.104481 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.163329 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.53662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.283609 # DEPENDENCYPART_GRANDPAR
