# _root_ " Turnaj je zařazen do nejnižší kategorie , a proto jsme museli sehnat bydlení do 80 dolarů za noc , což znamenalo v Praze velký problém .
#goldHeads=9,4,4,9,4,7,5,9,0,9,12,20,12,13,14,17,15,17,18,9,22,20,22,23,26,22,0,
#predictedHeads=20,3,9,3,4,7,5,9,0,9,12,9,12,13,13,17,15,17,18,0,22,20,22,23,26,22,0,
(20,1),(20,13),0.277753 # DEPENDENCYPART_SIBL
(20,1),(20,14),0.0254901 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0196493 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.0118257 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.012885 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.027944 # DEPENDENCYPART_SIBL
(20,1),(20,19),0.0250293 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.168649 # DEPENDENCYPART_SIBL
(20,1),(20,23),-0.0232991 # DEPENDENCYPART_SIBL
(20,1),(20,24),0.00709287 # DEPENDENCYPART_SIBL
(20,1),(20,25),-0.0223301 # DEPENDENCYPART_SIBL
(20,1),(20,26),-0.018926 # DEPENDENCYPART_SIBL
(20,1),(20,27),0.0911872 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.0127974 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.0217305 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.0181122 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.0401073 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.0717619 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.074811 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0170307 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.012767 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.0824378 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.0217305 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.0443282 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0894333 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.0086428 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.0822952 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.735466 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.0268361 # DEPENDENCYPART_SIBL
(20,3),(20,24),-0.021456 # DEPENDENCYPART_SIBL
(20,3),(20,25),0.0474782 # DEPENDENCYPART_SIBL
(20,3),(20,26),-0.0325159 # DEPENDENCYPART_SIBL
(20,3),(20,27),-0.0201644 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.0376414 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.063602 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.0131374 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.034305 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0528683 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.000159961 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.00410367 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.0500342 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0376414 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.028671 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0570297 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.0220563 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0498916 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.639513 # DEPENDENCYPART_SIBL
(20,4),(20,23),0.0696696 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.0159455 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.00265631 # DEPENDENCYPART_SIBL
(20,4),(20,26),-0.0270025 # DEPENDENCYPART_SIBL
(20,4),(20,27),0.00692759 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.195545 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0044744 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.0350449 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.0430472 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.0202649 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.0252729 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0152906 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.115274 # DEPENDENCYPART_SIBL
(20,5),(20,16),0.00485566 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0225836 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.0935746 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0169816 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0378608 # DEPENDENCYPART_SIBL
(20,5),(20,23),0.176509 # DEPENDENCYPART_SIBL
(20,5),(20,24),0.0438146 # DEPENDENCYPART_SIBL
(20,5),(20,25),-0.0564442 # DEPENDENCYPART_SIBL
(20,5),(20,26),0.0357815 # DEPENDENCYPART_SIBL
(20,5),(20,27),-0.0576384 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.156291 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.0926089 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.0306736 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.0474989 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.0491874 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.0724193 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.07612 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.0208799 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.0564424 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.130316 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0715735 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0273475 # DEPENDENCYPART_SIBL
(20,8),(20,23),-0.00665487 # DEPENDENCYPART_SIBL
(20,8),(20,24),0.0495074 # DEPENDENCYPART_SIBL
(20,8),(20,25),0.0266685 # DEPENDENCYPART_SIBL
(20,8),(20,26),0.0139133 # DEPENDENCYPART_SIBL
(20,8),(20,27),-0.018469 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0099341 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.0105082 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.0071219 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.0151268 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0104238 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.0315323 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0131554 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0151013 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0143041 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.00854884 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.0277518 # DEPENDENCYPART_SIBL
(20,9),(20,23),0.029271 # DEPENDENCYPART_SIBL
(20,9),(20,24),0.0542783 # DEPENDENCYPART_SIBL
(20,9),(20,25),-0.00731186 # DEPENDENCYPART_SIBL
(20,9),(20,26),0.0443849 # DEPENDENCYPART_SIBL
(20,9),(20,27),-0.00896536 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0288929 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0211652 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.0131602 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.023565 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0286572 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0252591 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0282398 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0373757 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0213502 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0266885 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0051345 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.0492003 # DEPENDENCYPART_SIBL
(20,10),(20,25),0.0015057 # DEPENDENCYPART_SIBL
(20,10),(20,26),0.039983 # DEPENDENCYPART_SIBL
(20,10),(20,27),-0.0718458 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.00161759 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.00690986 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0751678 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0379453 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0379633 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.082164 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0182926 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0750252 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.539026 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.052553 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.060261 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.0397001 # DEPENDENCYPART_SIBL
(20,11),(20,26),-0.0709632 # DEPENDENCYPART_SIBL
(20,11),(20,27),-0.0156364 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.00254224 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0544657 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0417322 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0323627 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0614612 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0261891 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0543231 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.657441 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.0776173 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.00880862 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.00657815 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.0198656 # DEPENDENCYPART_SIBL
(20,12),(20,27),0.0263758 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0500342 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0375575 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.028671 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0570297 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0220144 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0498916 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.639502 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.0710296 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.0159562 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.00132726 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.0270132 # DEPENDENCYPART_SIBL
(20,13),(20,27),0.00691257 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.00600475 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.00410771 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.00482424 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0214831 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0102448 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0149042 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0313051 # DEPENDENCYPART_SIBL
(20,14),(20,24),0.157721 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.00993344 # DEPENDENCYPART_SIBL
(20,14),(20,26),0.130675 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.0315608 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.00485566 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0225836 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0935746 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0169816 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0378608 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.176509 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.0438146 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0564442 # DEPENDENCYPART_SIBL
(20,15),(20,26),0.0357815 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0576384 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.00896534 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.146343 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.000995535 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0949068 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0337607 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0191964 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.0483479 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.0261639 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.0522343 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0271151 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.00194592 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0275707 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0397341 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.135999 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0174707 # DEPENDENCYPART_SIBL
(20,17),(20,26),0.108953 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0393216 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.00993075 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0303808 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.2677 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.00719415 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0270528 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0152299 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.0599806 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00574008 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0252748 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.186366 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.00193304 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.15932 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0160933 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0111033 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0261651 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0267148 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0322459 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.127113 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0768934 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0569387 # DEPENDENCYPART_SIBL
(20,23),(20,26),0.0977177 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.00687236 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.0295425 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0260032 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.128857 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0446804 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.106534 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.109011 # DEPENDENCYPART_SIBL
(22,1),(22,2),0.0283631 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.018639 # DEPENDENCYPART_SIBL
(22,1),(22,10),0.0635572 # DEPENDENCYPART_SIBL
(22,1),(22,11),0.246097 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.111255 # DEPENDENCYPART_SIBL
(22,1),(22,13),0.11465 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.0362712 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0396506 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.0380253 # DEPENDENCYPART_SIBL
(22,1),(22,17),0.0381491 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0217848 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.0439778 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.143854 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.287233 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.0467218 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0158336 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0107334 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.0348813 # DEPENDENCYPART_SIBL
(22,1),(22,27),0.122328 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.0410409 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.0381786 # DEPENDENCYPART_SIBL
(22,2),(22,11),0.118451 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.021333 # DEPENDENCYPART_SIBL
(22,2),(22,13),0.0329821 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.184135 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.0238492 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.0430455 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.18649 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.00368783 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.179003 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.129275 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.248261 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.0255754 # DEPENDENCYPART_SIBL
(22,2),(22,24),-0.106926 # DEPENDENCYPART_SIBL
(22,2),(22,25),-0.0742157 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.131799 # DEPENDENCYPART_SIBL
(22,2),(22,27),-0.0421518 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.129976 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.035726 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.0943895 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0852746 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.102983 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.0840686 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.112607 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.094545 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0748387 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.092561 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.101112 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.20486 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.00257087 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0277323 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.046233 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.0270931 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.0783138 # DEPENDENCYPART_SIBL
(22,10),(22,11),0.160273 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.010486 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.019601 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0293089 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0168917 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0240138 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0208691 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0106999 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0185277 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0426567 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.165635 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0427291 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.019211 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.0164987 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0173375 # DEPENDENCYPART_SIBL
(22,10),(22,27),-0.0955103 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.121603 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.114737 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0302424 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0972105 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.00975668 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.0339479 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.103973 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.036566 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0316522 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.04533 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.0141197 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.028522 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0078801 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.0338643 # DEPENDENCYPART_SIBL
(22,11),(22,27),0.0231314 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.215933 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0192359 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.00278927 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0691627 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0155289 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0045321 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0129123 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0785537 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.178293 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0200365 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.050166 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0273385 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.0562179 # DEPENDENCYPART_SIBL
(22,12),(22,27),-0.0360135 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0115827 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.00434629 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0642276 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.00787567 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.00260346 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.00525911 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0793021 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.174597 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.00347325 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0358313 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0125233 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0418832 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.0280776 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0360717 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0634537 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.198183 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0159103 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.190696 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.141064 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.26886 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0208942 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.099238 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0707624 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.124111 # DEPENDENCYPART_SIBL
(22,14),(22,27),-0.0462938 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0756535 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0201554 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.013584 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0195414 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.242984 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.195248 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.127009 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0221946 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0942866 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.0239055 # DEPENDENCYPART_SIBL
(22,15),(22,27),-0.0546267 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0777565 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0190016 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0745019 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0520525 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.195991 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0045538 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0274842 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0670268 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0261008 # DEPENDENCYPART_SIBL
(22,16),(22,27),0.00350998 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.017645 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.192606 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.145639 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.269651 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0181146 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.108067 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0672379 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.13294 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.0429538 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0161452 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.161918 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.192928 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0367306 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.0163266 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0338163 # DEPENDENCYPART_SIBL
(22,18),(22,26),0.0146119 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0548548 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.145617 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.268047 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0337326 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0956411 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0721045 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.120514 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0460884 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.42698 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0248631 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0150467 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.0364332 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0393409 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.0241228 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.158834 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0977909 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.188732 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0927076 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.118242 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0465853 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0245931 # DEPENDENCYPART_SIBL
(22,23),(22,26),0.0785181 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.075082 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0294504 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.125445 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.160248 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.124904 # DEPENDENCYPART_SIBL
(22,25),(22,27),-0.177199 # DEPENDENCYPART_SIBL
(22,26),(22,27),-0.0988564 # DEPENDENCYPART_SIBL
