# _root_ Ženy , které byly donuceny poskytovat sexuální služby japonským vojákům za války , budou odškodněny formou zřízení center pro vzdělávání žen v jednotlivých zemích .
#goldHeads=15,5,5,5,1,5,8,6,10,6,6,11,5,15,0,15,16,17,18,19,20,18,24,22,0,
#predictedHeads=15,5,5,5,1,5,8,6,10,6,10,11,5,15,0,15,16,17,18,19,20,20,24,22,0,
(15,17),(15,18),-0.117617 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0177142 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.123552 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.116051 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0588354 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.115404 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0220821 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.12508 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.117579 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0533561 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.116932 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0287341 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0283757 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0321864 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0280982 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.120829 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0485422 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.120182 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0790772 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.109068 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.0364903 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0648693 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0633906 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.100403 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0564686 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0537976 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0940276 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.11872 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0794196 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0594813 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0815824 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0716322 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.114743 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0220141 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0599628 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0793351 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0693849 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.112532 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0232742 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0393942 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0395195 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0937917 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0337229 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0750602 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.104349 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.0211075 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.189974 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0541034 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0218502 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00743638 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.083143 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0195406 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0438624 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.0983321 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.00220382 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0565715 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0735447 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0635945 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.115573 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.0272457 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0421164 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0422416 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0950991 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0365859 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0692698 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.107389 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.025079 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.193014 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0580749 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.0247122 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0111251 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0106737 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0863933 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.00584468 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0301665 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.105347 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.00287055 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.00447407 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0121203 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0872512 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0201299 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0444517 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.106594 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.00221578 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.0187593 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0864892 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.020993 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0453148 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.105446 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.00295883 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0196224 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0421459 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0422712 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.099136 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0365784 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0410282 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0628013 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.121867 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0314744 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0673868 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.207492 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.0644703 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0195941 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0246922 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0154596 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.028489 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.111735 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0973202 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.107515 # DEPENDENCYPART_SIBL
(19,20),(19,21),-1.38334 # DEPENDENCYPART_SIBL
(19,20),(19,24),-1.38346 # DEPENDENCYPART_SIBL
(19,21),(19,24),-1.37226 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.129628 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0442542 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.087354 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.00295793 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0185618 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0504925 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.140869 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.108115 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0667563 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.207596 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.0644979 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0195672 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.024718 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0154344 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0284895 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0120732 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0153982 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.014503 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0983053 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.00219287 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.020943 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.00297619 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0159632 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.015068 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0971572 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.00293592 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0218061 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.00271043 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0153533 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0970184 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.00293364 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0214101 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.00273675 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0974601 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0028813 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0205965 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.00291863 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.02231 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0178514 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.175342 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0294518 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.155018 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.197463 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.140144 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0869016 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.101306 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0873817 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.105286 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.722849 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.129901 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.0150925 # DEPENDENCYPART_SIBL
(24,17),(24,21),0.00907548 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0134108 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.00880534 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0354294 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0375442 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0366238 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.14388 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.00909898 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0134191 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.00901354 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.013427 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0152844 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.150719 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.370852 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.395046 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.182313 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.460126 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.665253 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.609632 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.572633 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.571569 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.366427 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.770739 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.533991 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.328869 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.168068 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.422548 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.561966 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0697507 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.216411 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.79411 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.561365 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.219233 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.30694 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.228337 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0560926 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.335678 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.250259 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.289996 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.0250275 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.122167 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.154742 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.116894 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.516051 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.268314 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.315099 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.689556 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0687565 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.407135 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.289329 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.0640975 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.176751 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.663093 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.189504 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.43188 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.309552 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.175788 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.25699 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.103322 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.49441 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.279183 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.325233 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.672054 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.168303 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.409071 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.290898 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.363389 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0656619 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.173358 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.664657 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.193648 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.429498 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.307987 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.177352 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.258555 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.145034 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.413479 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.303125 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.103963 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.286719 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.366427 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.115199 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.582525 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.235371 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.00548076 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.636497 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.628711 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.588829 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.38306 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.494846 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.981993 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.68525 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.422548 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.197175 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.304423 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.380349 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.622532 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.212195 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.239711 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.732143 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.228393 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.003443 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.39397 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.423014 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.146046 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.328953 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.751178 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.157074 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.171291 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.395218 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.0901213 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.171324 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.0662464 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.326248 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.215894 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.033559 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.199488 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.516051 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.268314 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.315099 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.689556 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.046031 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.523016 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.500451 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.475364 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.252527 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.371273 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.857658 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.213194 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.685643 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.309552 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.175788 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.25699 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.145414 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.411915 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.301561 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.103322 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.285154 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.977572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),0.375965 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.341957 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.231817 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),0.527393 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.0214219 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),1.30867 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.545979 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.485751 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.531798 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.01131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),1.68376 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),1.24764 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.457038 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.357585 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.333935 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.175692 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.473507 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.0771455 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.292154 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),0.94856 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),0.0936588 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.981822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),1.74102 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),1.31819 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.848095 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.413835 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.341597 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.147834 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.0492871 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),0.299982 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.0890903 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.974096 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.243116 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.493297 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.244429 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.550179 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-0.36489 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.988673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),1.74007 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),1.31803 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.845386 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.663439 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.345983 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.153351 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.485554 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.0548002 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.299948 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.0946034 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),0.96747 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.247886 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.49881 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.249942 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.555692 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.44361 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-1.10734 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.868966 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.369976 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-1.00714 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.964141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,6),0.671915 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.178103 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.691878 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.964159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,7),-0.41449 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.464201 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.0808179 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.41048 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.121954 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.12153 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.981822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),1.74102 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),1.31819 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),0.848095 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),0.55425 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.703512 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.482722 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.84483 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.348804 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),0.233487 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.410445 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),0.992507 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),0.00935513 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.493297 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.244429 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.550179 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.440565 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-1.10183 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.863453 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.36489 # DEPENDENCYPART_GRANDPAR
(1,15),(15,24),-1.00163 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-2.59429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.89718 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.979041 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-1.00637 # DEPENDENCYPART_GRANDPAR
