# _root_ Stačí jen , aby se jedné z nich pokusil násilím zmocnit oplzlý klient , a autoritativní šéfka kurtizán jej bez mrknutí oka odstřelí .
#goldHeads=15,1,4,1,9,11,6,7,4,11,9,13,9,15,0,17,23,17,23,23,20,21,15,0,
#predictedHeads=0,1,4,1,9,9,6,7,4,9,9,13,15,15,11,17,23,17,23,23,20,21,15,0,
(7,10),(10,11),-0.0404526 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.893469 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-1.41042 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.0791596 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-1.02201 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-1.51146 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.492785 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-1.44011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,10),-0.788161 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-1.35487 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.420166 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.611149 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-1.03003 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.36902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,10),-0.334679 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.100305 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-1.14453 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.364131 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0790633 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-1.02217 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-1.513 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.923534 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.493694 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.617219 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.891082 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.512165 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.186506 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.639481 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.296297 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.1609 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-1.16437 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.225791 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-1.18761 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.321273 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.0226005 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.196741 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.417818 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.401379 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-2.06919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.247854 # DEPENDENCYPART_GRANDPAR
(9,1),(1,11),-0.0294663 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.500775 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.25659 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.341798 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0136425 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.27377 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.932005 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.411268 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.244992 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.482966 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-2.32249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.282763 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.129782 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.241072 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.270323 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.387766 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.492099 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.41443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.374702 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.807698 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.487632 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-1.32557 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.092128 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.322888 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.196948 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.791698 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.90768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,3),-0.302709 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0379981 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.07605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.438623 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.943509 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.262944 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.18878 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.671279 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),0.307231 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.802217 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.213259 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.542745 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.150696 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.775899 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.143852 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.14861 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.00576 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.632272 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.811578 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.763427 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.0131662 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.710655 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),0.0887667 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.42304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.115745 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.444131 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.327384 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.051663 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.10036 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-1.00677 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0995203 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.848056 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.149129 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.756507 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-1.09497 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.51746 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),0.245836 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.146756 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.385854 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.54814 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.189101 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.671543 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.306514 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.511098 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),1.14867 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.125048 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0495935 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.160425 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.766338 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.150672 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.597864 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.139818 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.26244 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.951143 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.88107 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.51911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.171027 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.512622 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.634855 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.330049 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-1.05577 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-1.03054 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.942443 # DEPENDENCYPART_GRANDPAR
(9,15),(15,1),-1.48656 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.963058 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.2767 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-0.980181 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.518343 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.19276 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-1.40653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.199335 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.633391 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.574914 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.355096 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.118381 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.753646 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.162095 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.586441 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.110631 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.494892 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.834579 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.48651 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.194124 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0181106 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.766646 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.215294 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.671279 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.1229 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.662929 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),0.0594768 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.431531 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.68554 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.599955 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.744084 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.130838 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.508406 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.845533 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.141894 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.1229 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.662929 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.431531 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.68554 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.280486 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.744084 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.130838 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.508406 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.845533 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.141894 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.216316 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.473243 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.398332 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.728116 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.737554 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),0.116189 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.845533 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.188102 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),0.280486 # DEPENDENCYPART_GRANDPAR
(9,22),(22,18),-0.468049 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.737554 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),0.116189 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.3765 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.188583 # DEPENDENCYPART_GRANDPAR
(9,23),(23,1),-1.00476 # DEPENDENCYPART_GRANDPAR
(9,23),(23,2),-0.631272 # DEPENDENCYPART_GRANDPAR
(9,23),(23,3),-0.810576 # DEPENDENCYPART_GRANDPAR
(9,23),(23,4),-0.76044 # DEPENDENCYPART_GRANDPAR
(9,23),(23,5),-0.0121664 # DEPENDENCYPART_GRANDPAR
(9,23),(23,6),-0.709655 # DEPENDENCYPART_GRANDPAR
(9,23),(23,7),0.0897669 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-1.43045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,10),0.108356 # DEPENDENCYPART_GRANDPAR
(9,23),(23,11),0.609515 # DEPENDENCYPART_GRANDPAR
(9,23),(23,12),-0.629699 # DEPENDENCYPART_GRANDPAR
(9,23),(23,13),0.24389 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),0.342623 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),0.179829 # DEPENDENCYPART_GRANDPAR
(9,23),(23,16),-1.19234 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.133323 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.881859 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.888163 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.157477 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.790309 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-1.13285 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.199534 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.317849 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.487043 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.069579 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0930035 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-1.00041 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.599474 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0366672 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-1.10969 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-2.77431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-1.42259 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-1.59763 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.38952 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.614158 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.27241 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.423318 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.398447 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.568801 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.806479 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.83672 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.42399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.373259 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0781472 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.101317 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.03746 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.775283 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.348721 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.149983 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.0595149 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.224619 # DEPENDENCYPART_GRANDPAR
(10,11),(11,22),-0.0467752 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.271653 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.718459 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.4062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),0.0187489 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.483556 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.519964 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.551546 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.73136 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-1.08975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.816709 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.352331 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.301315 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0521865 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.825007 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.917646 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.418941 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.262429 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.6445 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.728362 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.51509 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),-0.414137 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.606458 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.898526 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-2.09261 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.61042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.60243 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.55808 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.438264 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.107302 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.467417 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.542144 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.0434401 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.173076 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.418043 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.240459 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.274667 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-1.21366 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.37974 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.118964 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.015192 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.551538 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),-0.351681 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.0803269 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.0572084 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.503625 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.753705 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.417138 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-1.37328 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.256138 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.79174 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.612803 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.260579 # DEPENDENCYPART_GRANDPAR
(10,23),(23,1),-1.38952 # DEPENDENCYPART_GRANDPAR
(10,23),(23,2),-0.614158 # DEPENDENCYPART_GRANDPAR
(10,23),(23,3),-1.27241 # DEPENDENCYPART_GRANDPAR
(10,23),(23,4),-0.422324 # DEPENDENCYPART_GRANDPAR
(10,23),(23,5),-0.398447 # DEPENDENCYPART_GRANDPAR
(10,23),(23,6),-0.568801 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-0.806479 # DEPENDENCYPART_GRANDPAR
(10,23),(23,9),-1.83672 # DEPENDENCYPART_GRANDPAR
(10,23),(23,10),-1.42397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,23),(23,11),0.571921 # DEPENDENCYPART_GRANDPAR
(10,23),(23,12),-0.733626 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),-0.267682 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),0.138817 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.00439189 # DEPENDENCYPART_GRANDPAR
(10,23),(23,16),-1.13565 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.6477 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),-0.148995 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-1.1089 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.140224 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.523598 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.344901 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-1.06602 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.485791 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.454674 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.431182 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.257427 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.199525 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.601897 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.23465 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.77567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,14),-0.380727 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.289219 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.615203 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.479759 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.497016 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-1.20259 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.563101 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.467529 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.310663 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.667458 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-2.03546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,1),-0.399296 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.392436 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.735165 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.216643 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),0.302623 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),-0.465267 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-2.12341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,14),-0.692146 # DEPENDENCYPART_GRANDPAR
(11,4),(4,15),-0.524757 # DEPENDENCYPART_GRANDPAR
(11,4),(4,23),-1.23574 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.24544 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.789677 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.421908 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.602694 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.323518 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.772435 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.495145 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.388989 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.116621 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.524922 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.335783 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.817603 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.534448 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.724684 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.600197 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.171457 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.326049 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.250994 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.235527 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.77066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.387921 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.137514 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.377786 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.287785 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.29581 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.521068 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.77303 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.392151 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.810314 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.11238 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.882993 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.00459024 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.153156 # DEPENDENCYPART_GRANDPAR
