# _root_ Erica Cantonu , francouzského fotbalového reprezentanta a hráče Manchesteru United , čeká v tomto týdnu velmi nepříjemný program .
#goldHeads=2,3,12,6,6,7,3,7,8,9,3,0,12,15,13,17,18,12,0,
#predictedHeads=2,7,7,6,6,7,11,7,8,9,12,0,12,15,13,17,18,12,0,
(8,9),(9,13),-0.0106059 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.818582 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.690018 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.368122 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-1.08049 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.865101 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-2.98551 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-3.03747 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-2.01575 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.91333 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.97061 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-2.26829 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.20728 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.39764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.693513 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.148704 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.271356 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.245187 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.588061 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.17175 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.347807 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-3.27776 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-3.32973 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-2.12367 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-2.08467 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-2.56054 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.33955 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.39398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.699393 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.388158 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.572166 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0240972 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.496453 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.286719 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-1.03026 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-2.95457 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-3.00653 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-2.01615 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.9355 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-2.23734 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-1.26625 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-1.41503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.691594 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.0366424 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.474545 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.163062 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.585493 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.116332 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.317985 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-1.05476 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.312671 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.656675 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.212049 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.479222 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.392999 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.0998358 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.337726 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.715858 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-1.18317 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.0935852 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-1.06655 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),-1.11478 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.184712 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.156832 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.0783984 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-2.35468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.359104 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-1.31429 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-1.72362 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0935852 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-1.06655 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-1.11478 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.184712 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.156832 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.359104 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-1.31429 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-1.18326 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-1.24894 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.270365 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-1.19474 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.499798 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.109177 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),-0.235917 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-2.31835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.871409 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-1.30256 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.955021 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-1.49922 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.273087 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-1.28208 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.49972 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-1.71488 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-1.78056 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.441199 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-1.13193 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-1.17382 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0793354 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-2.35468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,1),-1.3498 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-1.41548 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.284855 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.769244 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.810557 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.423312 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.438489 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-2.54113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.534353 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-1.11406 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-1.59056 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-1.16119 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-1.88743 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-2.24112 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-1.03211 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-2.19025 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-2.00162 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-1.16377 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.286709 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-2.35471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.359152 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.909601 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.31432 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-2.01505 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-2.55591 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-2.62159 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.20153 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-2.00304 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-2.04038 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.62008 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.859625 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.35641 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.21055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0577864 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.489294 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.233447 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-1.04102 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.664501 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.425876 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-2.84816 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-2.91384 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.30945 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-2.15444 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.91233 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.991899 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-1.64867 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.20443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.64918 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.798864 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.511895 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.997382 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.533068 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.988251 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-2.52496 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-2.59064 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.20192 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-2.0252 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.58913 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.918587 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-1.32589 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.22631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.282663 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.309488 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.330468 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-1.05139 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.62576 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.568493 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-1.01691 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.407416 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.600444 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0902097 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-1.23278 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.604777 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.617521 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-1.01394 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.345712 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.281669 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-1.07573 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.594893 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-1.20142 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.834084 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.670749 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0448786 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.961857 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.619354 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-1.05915 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.958265 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.53911 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.413706 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-1.17576 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-1.07443 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-1.24708 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.774707 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.562666 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.280086 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.951028 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.897168 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.348374 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.415794 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.633968 # DEPENDENCYPART_GRANDPAR
(9,18),(18,10),0.666772 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.228642 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.03843 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.960864 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.571238 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.605614 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.988239 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.530022 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-1.26567 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.270435 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.514152 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.566497 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.596465 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.162996 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.469854 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.666941 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-3.58411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,12),-1.62855 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.963791 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.270435 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.514152 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.566497 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.596465 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.162996 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-3.58411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,12),-1.62855 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-1.22304 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-1.79285 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.849211 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.898236 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-1.00624 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0921928 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.886539 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-1.08395 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.344294 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-1.67508 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.545463 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-2.09678 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.97708 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-1.54689 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.476088 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.693535 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.862233 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0197969 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.735536 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.933982 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.227976 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),-1.56281 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),-0.475808 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.772753 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.476088 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.814976 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.862202 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.95559 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-1.5254 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.477925 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.634157 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.680022 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.470801 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.667887 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.816803 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-1.38662 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.455508 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.577457 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.62651 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.72249 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.739974 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.938632 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-3.58295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.372773 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-1.74265 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.613745 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-1.1018 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-1.97154 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.550582 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-1.0112 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-1.92723 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.676183 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.23379 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.666975 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-3.58413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.332122 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-1.62857 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-1.01238 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.963792 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-1.53361 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.618517 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.664382 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.858724 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.238005 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.737328 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-3.58411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.332122 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-1.62855 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.573893 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-1.13027 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-1.93883 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.547837 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.01237 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-1.89233 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-1.9576 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-2.52742 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-1.04732 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.37925 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.85601 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.709002 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.7294 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-1.92692 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-3.07498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-1.36097 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.172341 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-1.40872 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.173274 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.535297 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.51996 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-2.08978 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.836122 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.12638 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.41836 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.532276 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.29218 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-1.48928 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-2.97061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.667519 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0735385 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.676651 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-1.06231 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.170547 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.367246 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-1.0417 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.315702 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.340331 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.648968 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.916782 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.11594 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.20929 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.872972 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-2.99426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,15),-1.1943 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0688854 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.327973 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-1.1515 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-2.73479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,13),0.251439 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.493267 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.153726 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.286837 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-1.11016 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.303604 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-2.73994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.425146 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.258055 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.492116 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.872561 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.0951006 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.167401 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.295591 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.189141 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.0632609 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.0705078 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.132194 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.140086 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),0.14248 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.0410306 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.0392947 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.121774 # DEPENDENCYPART_GRANDPAR
(11,1),(1,12),-0.606475 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.0595328 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.0632609 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.0705078 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.132194 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.140086 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.14248 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.121774 # DEPENDENCYPART_GRANDPAR
(11,2),(2,12),-0.606475 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.283897 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.45775 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.466851 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.525212 # DEPENDENCYPART_GRANDPAR
