# _root_ Havel se vyslovil pro to , co si myslí většina na obou stranách : Měli bychom hledět do budoucnosti , aniž by se zapomnělo poučení minulosti .
#goldHeads=3,3,0,3,14,9,9,9,5,9,10,13,11,4,14,15,15,17,18,21,17,24,24,21,24,25,0,
#predictedHeads=3,3,0,3,4,9,9,9,5,9,10,13,11,0,14,15,15,17,18,21,17,24,24,21,24,25,0,
(20,9),(20,12),-0.0304983 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.215177 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0056914 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0421267 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0545185 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0384273 # DEPENDENCYPART_SIBL
(20,9),(20,24),0.639568 # DEPENDENCYPART_SIBL
(20,9),(20,25),-0.0305109 # DEPENDENCYPART_SIBL
(20,9),(20,26),-0.0303793 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0625854 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.106405 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.109483 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.00340237 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0213817 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0313071 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.0298878 # DEPENDENCYPART_SIBL
(20,12),(20,26),0.0289862 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.135157 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0205594 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.000560376 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0542645 # DEPENDENCYPART_SIBL
(20,14),(20,24),0.139122 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.000441921 # DEPENDENCYPART_SIBL
(20,14),(20,26),0.00197086 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0375575 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0500813 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0543302 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.665477 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0137915 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0136599 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.015335 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.00786147 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0101595 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0556661 # DEPENDENCYPART_SIBL
(20,18),(20,26),0.0496586 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0231491 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.014616 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.168908 # DEPENDENCYPART_SIBL
(20,19),(20,26),0.171435 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0267566 # DEPENDENCYPART_SIBL
(20,21),(20,25),1.57623e-05 # DEPENDENCYPART_SIBL
(20,21),(20,26),1.38872e-05 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0222066 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.022051 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0170706 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0845326 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.05236 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0675806 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.0681739 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.00195179 # DEPENDENCYPART_SIBL
(21,9),(21,24),0.0955915 # DEPENDENCYPART_SIBL
(21,9),(21,25),-0.13236 # DEPENDENCYPART_SIBL
(21,9),(21,26),-0.129701 # DEPENDENCYPART_SIBL
(21,9),(21,27),-0.0346056 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0499542 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0590846 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0807416 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.033989 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.128012 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0980227 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0953639 # DEPENDENCYPART_SIBL
(21,15),(21,27),-0.0121147 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0633632 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0054612 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.145823 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0691772 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0420475 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0455317 # DEPENDENCYPART_SIBL
(21,18),(21,27),-0.0227783 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.155875 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.114966 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.022702 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0724237 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.0784078 # DEPENDENCYPART_SIBL
(21,19),(21,27),-0.0652961 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.155744 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.164483 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0283664 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0218292 # DEPENDENCYPART_SIBL
(21,20),(21,27),-0.00394322 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.785397 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0405651 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.0441141 # DEPENDENCYPART_SIBL
(21,22),(21,27),-0.16879 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0121817 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.00839842 # DEPENDENCYPART_SIBL
(21,24),(21,27),-0.0498714 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.052433 # DEPENDENCYPART_SIBL
(21,25),(21,27),-0.219115 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.205042 # DEPENDENCYPART_SIBL
(24,1),(24,2),0.0409745 # DEPENDENCYPART_SIBL
(24,1),(24,3),0.00990204 # DEPENDENCYPART_SIBL
(24,1),(24,4),0.0304244 # DEPENDENCYPART_SIBL
(24,1),(24,6),-0.132571 # DEPENDENCYPART_SIBL
(24,1),(24,8),0.0126985 # DEPENDENCYPART_SIBL
(24,1),(24,10),-0.162397 # DEPENDENCYPART_SIBL
(24,1),(24,12),-0.0419078 # DEPENDENCYPART_SIBL
(24,1),(24,13),-0.175712 # DEPENDENCYPART_SIBL
(24,1),(24,16),0.0165969 # DEPENDENCYPART_SIBL
(24,1),(24,17),0.0127352 # DEPENDENCYPART_SIBL
(24,1),(24,18),-0.0134012 # DEPENDENCYPART_SIBL
(24,1),(24,19),-0.176192 # DEPENDENCYPART_SIBL
(24,1),(24,20),-0.132571 # DEPENDENCYPART_SIBL
(24,1),(24,21),0.0148229 # DEPENDENCYPART_SIBL
(24,1),(24,22),0.109556 # DEPENDENCYPART_SIBL
(24,1),(24,23),0.0409745 # DEPENDENCYPART_SIBL
(24,1),(24,25),-0.0217878 # DEPENDENCYPART_SIBL
(24,1),(24,26),-0.013772 # DEPENDENCYPART_SIBL
(24,1),(24,27),-0.0134751 # DEPENDENCYPART_SIBL
(24,2),(24,3),0.00104411 # DEPENDENCYPART_SIBL
(24,2),(24,4),0.19068 # DEPENDENCYPART_SIBL
(24,2),(24,6),-0.198158 # DEPENDENCYPART_SIBL
(24,2),(24,8),0.0485725 # DEPENDENCYPART_SIBL
(24,2),(24,10),0.0822941 # DEPENDENCYPART_SIBL
(24,2),(24,12),0.00248295 # DEPENDENCYPART_SIBL
(24,2),(24,13),0.0448161 # DEPENDENCYPART_SIBL
(24,2),(24,16),-0.0177793 # DEPENDENCYPART_SIBL
(24,2),(24,17),0.00180798 # DEPENDENCYPART_SIBL
(24,2),(24,18),0.231089 # DEPENDENCYPART_SIBL
(24,2),(24,19),0.0430708 # DEPENDENCYPART_SIBL
(24,2),(24,20),-0.198158 # DEPENDENCYPART_SIBL
(24,2),(24,21),0.0802805 # DEPENDENCYPART_SIBL
(24,2),(24,22),0.129908 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.0770799 # DEPENDENCYPART_SIBL
(24,2),(24,25),-0.0777247 # DEPENDENCYPART_SIBL
(24,2),(24,26),-0.0502913 # DEPENDENCYPART_SIBL
(24,2),(24,27),-0.168279 # DEPENDENCYPART_SIBL
(24,3),(24,4),-0.00505226 # DEPENDENCYPART_SIBL
(24,3),(24,6),-0.0962523 # DEPENDENCYPART_SIBL
(24,3),(24,8),0.0157364 # DEPENDENCYPART_SIBL
(24,3),(24,10),-0.0053786 # DEPENDENCYPART_SIBL
(24,3),(24,12),-0.0637387 # DEPENDENCYPART_SIBL
(24,3),(24,13),-0.0160277 # DEPENDENCYPART_SIBL
(24,3),(24,16),-0.233938 # DEPENDENCYPART_SIBL
(24,3),(24,17),-0.239374 # DEPENDENCYPART_SIBL
(24,3),(24,18),-0.00421767 # DEPENDENCYPART_SIBL
(24,3),(24,19),-0.0172713 # DEPENDENCYPART_SIBL
(24,3),(24,20),-0.0962523 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.0226958 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.0847234 # DEPENDENCYPART_SIBL
(24,3),(24,23),-0.0355049 # DEPENDENCYPART_SIBL
(24,3),(24,25),-0.0242141 # DEPENDENCYPART_SIBL
(24,3),(24,26),-0.0177016 # DEPENDENCYPART_SIBL
(24,3),(24,27),-0.0464373 # DEPENDENCYPART_SIBL
(24,4),(24,6),-0.326268 # DEPENDENCYPART_SIBL
(24,4),(24,8),-0.00566415 # DEPENDENCYPART_SIBL
(24,4),(24,10),-0.0577816 # DEPENDENCYPART_SIBL
(24,4),(24,12),-0.0943938 # DEPENDENCYPART_SIBL
(24,4),(24,13),-0.0783587 # DEPENDENCYPART_SIBL
(24,4),(24,16),0.0107104 # DEPENDENCYPART_SIBL
(24,4),(24,17),0.00232722 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.0720566 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.0791346 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.326268 # DEPENDENCYPART_SIBL
(24,4),(24,21),0.0316595 # DEPENDENCYPART_SIBL
(24,4),(24,22),0.0320045 # DEPENDENCYPART_SIBL
(24,4),(24,23),0.0759907 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.0152538 # DEPENDENCYPART_SIBL
(24,4),(24,26),0.00771623 # DEPENDENCYPART_SIBL
(24,4),(24,27),-0.0422745 # DEPENDENCYPART_SIBL
(24,6),(24,8),-0.000793494 # DEPENDENCYPART_SIBL
(24,6),(24,10),0.0305612 # DEPENDENCYPART_SIBL
(24,6),(24,12),-0.00468022 # DEPENDENCYPART_SIBL
(24,6),(24,13),0.0260814 # DEPENDENCYPART_SIBL
(24,6),(24,16),0.167534 # DEPENDENCYPART_SIBL
(24,6),(24,17),0.116704 # DEPENDENCYPART_SIBL
(24,6),(24,18),0.0169544 # DEPENDENCYPART_SIBL
(24,6),(24,19),0.0243337 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.174781 # DEPENDENCYPART_SIBL
(24,6),(24,21),0.0800854 # DEPENDENCYPART_SIBL
(24,6),(24,22),0.369021 # DEPENDENCYPART_SIBL
(24,6),(24,23),-0.0187309 # DEPENDENCYPART_SIBL
(24,6),(24,25),-0.0131905 # DEPENDENCYPART_SIBL
(24,6),(24,26),-0.0008508 # DEPENDENCYPART_SIBL
(24,6),(24,27),-0.0292295 # DEPENDENCYPART_SIBL
(24,8),(24,10),0.0955132 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.0198621 # DEPENDENCYPART_SIBL
(24,8),(24,13),0.0657465 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.102937 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.0856393 # DEPENDENCYPART_SIBL
(24,8),(24,18),0.129186 # DEPENDENCYPART_SIBL
(24,8),(24,19),0.0644993 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.239967 # DEPENDENCYPART_SIBL
(24,8),(24,21),0.0722325 # DEPENDENCYPART_SIBL
(24,8),(24,22),0.0477683 # DEPENDENCYPART_SIBL
(24,8),(24,23),0.00766674 # DEPENDENCYPART_SIBL
(24,8),(24,25),0.00873613 # DEPENDENCYPART_SIBL
(24,8),(24,26),0.0338768 # DEPENDENCYPART_SIBL
(24,8),(24,27),-0.194975 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.0386156 # DEPENDENCYPART_SIBL
(24,10),(24,13),-0.172052 # DEPENDENCYPART_SIBL
(24,10),(24,16),0.0402056 # DEPENDENCYPART_SIBL
(24,10),(24,17),0.0363439 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.013716 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.172532 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.140771 # DEPENDENCYPART_SIBL
(24,10),(24,21),0.0389095 # DEPENDENCYPART_SIBL
(24,10),(24,22),0.138441 # DEPENDENCYPART_SIBL
(24,10),(24,23),0.0660055 # DEPENDENCYPART_SIBL
(24,10),(24,25),-0.0735876 # DEPENDENCYPART_SIBL
(24,10),(24,26),-0.0655719 # DEPENDENCYPART_SIBL
(24,10),(24,27),-0.0316383 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.0592833 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.00152097 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.00846784 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.0259681 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0600124 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.0595557 # DEPENDENCYPART_SIBL
(24,12),(24,21),0.010552 # DEPENDENCYPART_SIBL
(24,12),(24,22),0.0960103 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.0194927 # DEPENDENCYPART_SIBL
(24,12),(24,25),-0.0115358 # DEPENDENCYPART_SIBL
(24,12),(24,26),-0.00708558 # DEPENDENCYPART_SIBL
(24,12),(24,27),-0.00265314 # DEPENDENCYPART_SIBL
(24,13),(24,16),0.00585984 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.00199812 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.0336873 # DEPENDENCYPART_SIBL
(24,13),(24,19),-0.191004 # DEPENDENCYPART_SIBL
(24,13),(24,20),-0.147835 # DEPENDENCYPART_SIBL
(24,13),(24,21),0.00234764 # DEPENDENCYPART_SIBL
(24,13),(24,22),0.0988187 # DEPENDENCYPART_SIBL
(24,13),(24,23),0.0146626 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.0407025 # DEPENDENCYPART_SIBL
(24,13),(24,26),-0.0326867 # DEPENDENCYPART_SIBL
(24,13),(24,27),-0.0293567 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.217992 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.00108605 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.0173876 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.095554 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.00486479 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.0633707 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0716119 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.00431852 # DEPENDENCYPART_SIBL
(24,16),(24,26),0.00219395 # DEPENDENCYPART_SIBL
(24,16),(24,27),0.054949 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.00122438 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0129959 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.0918295 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0193644 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0779087 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0321734 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0225122 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.0159998 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.0425155 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.0289619 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.260061 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.0228151 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0364291 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0672371 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.00493559 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.00260198 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.0735312 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.148186 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.00231558 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0987259 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0146344 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0464739 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.0384582 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0296576 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0800854 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.369021 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0187309 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0131905 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0008508 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0292295 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0381469 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0340418 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.00798708 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0036904 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.0837055 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.13792 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.00736181 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.000849338 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.00843783 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0777247 # DEPENDENCYPART_SIBL
(24,23),(24,26),-0.0502913 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.168279 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.115177 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.146645 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.131018 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0654489 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0886418 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.205298 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.10946 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0894776 # DEPENDENCYPART_SIBL
(26,25),(26,27),-0.00349223 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.104733 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.180264 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0712896 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.440376 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.621566 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.740299 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.21894 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.154593 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.00752238 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.326229 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.124361 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.113571 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.161269 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.047627 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.601939 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.162175 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.0146783 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.382106 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.296179 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.231104 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),-0.124757 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.396223 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.239496 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.532324 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.352524 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.289053 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.491111 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.476797 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.356447 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.789646 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.634558 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.434352 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.395987 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.563788 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.03477 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.540234 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.146707 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.357184 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0172892 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.390655 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.0500159 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.011135 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),1.19072 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.078855 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.179961 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.693808 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.838456 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.66485 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.827611 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.72055 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.216531 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.504577 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0114902 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0958603 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.372186 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.531763 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.457519 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.17437 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0682696 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.608594 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.175277 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.027667 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.869879 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.389605 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.314676 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.250832 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.0902367 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),-0.472985 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.703571 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.362863 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.125571 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.341083 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.308257 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.0734478 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.351705 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.289309 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.707591 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.378705 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.970341 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.298803 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.388076 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.705379 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.139969 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.139781 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.399902 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.73652 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.108665 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.613198 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.0128621 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.180831 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.302301 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.620865 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.55717 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.172299 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.286321 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.244497 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.64982 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.355526 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.204252 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.186319 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.297118 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.310803 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.483575 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.241141 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.0912789 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.380497 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.567036 # DEPENDENCYPART_GRANDPAR
(0,15),(15,26),-0.679711 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.698508 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.17896 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.495645 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.000254411 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.134078 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.357369 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.569334 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.508028 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.0547462 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.324337 # DEPENDENCYPART_GRANDPAR
