# _root_ Pro tento školní rok není změněno nic , uvažuje se však o systému školného a půjček u vysokoškoláků , zazněly úvahy o podílu na placení středního odborného školství .
#goldHeads=5,4,4,1,11,5,5,11,19,9,0,9,12,15,13,15,15,17,11,19,20,21,22,23,24,28,28,25,0,
#predictedHeads=5,4,4,1,11,5,5,11,11,9,0,9,12,15,13,15,16,17,9,11,20,21,22,23,24,28,28,25,0,
(19,5),(19,9),-0.0407632 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0509839 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0690423 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0721576 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0807467 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0441114 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0820478 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0860122 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.080612 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.692708 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.0341699 # DEPENDENCYPART_SIBL
(19,5),(19,23),0.0341973 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.063602 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.00267973 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0222144 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0460017 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0413573 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0499463 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0131374 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0512474 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0630239 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0498117 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.66662 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0129109 # DEPENDENCYPART_SIBL
(19,6),(19,23),-0.0128835 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0493723 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.105255 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.129712 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0827809 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.0725132 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.156291 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0681027 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0596566 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0729228 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0784256 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0445328 # DEPENDENCYPART_SIBL
(19,8),(19,23),0.0512019 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0222511 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0474016 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.041394 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0499831 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.013174 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0512842 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0642381 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0498484 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.663636 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0133202 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0132927 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0462699 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.00705139 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0157577 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0138123 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0170568 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.073879 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0156027 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.010172 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0186799 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.0222346 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.076308 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.084185 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0223809 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0854865 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0360115 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0840504 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0792388 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.131468 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.132587 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.022544 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0300841 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0210837 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0228164 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0226817 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0984431 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.304899 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.310671 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0234704 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.00945869 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0296237 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0110567 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0149258 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.162666 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.168438 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.00924834 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.00816402 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.00779421 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0561427 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.057616 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0611706 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0296321 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0142917 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0143456 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.16341 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.169182 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0569252 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0229023 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0203916 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0215111 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.014972 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.16191 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.167683 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0218067 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0218152 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0212449 # DEPENDENCYPART_SIBL
(20,1),(20,4),-0.0912223 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.0209702 # DEPENDENCYPART_SIBL
(20,1),(20,6),0.00323313 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.00218651 # DEPENDENCYPART_SIBL
(20,1),(20,10),0.069486 # DEPENDENCYPART_SIBL
(20,1),(20,11),0.06656 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.11176 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.0788951 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0768581 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0108199 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.0768397 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0926773 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0768376 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.325422 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.00270022 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.00410536 # DEPENDENCYPART_SIBL
(20,1),(20,23),0.00804926 # DEPENDENCYPART_SIBL
(20,1),(20,24),-0.0197596 # DEPENDENCYPART_SIBL
(20,1),(20,25),0.0157643 # DEPENDENCYPART_SIBL
(20,1),(20,26),0.0307372 # DEPENDENCYPART_SIBL
(20,1),(20,27),0.0307327 # DEPENDENCYPART_SIBL
(20,1),(20,28),0.00285163 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.0475756 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.0350965 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0347555 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.00780807 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.087235 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.0362364 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.19317 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.188462 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0195165 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.18852 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0103752 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.188439 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.129268 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0520472 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0139345 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.0303987 # DEPENDENCYPART_SIBL
(20,4),(20,24),0.0030246 # DEPENDENCYPART_SIBL
(20,4),(20,25),-0.0268207 # DEPENDENCYPART_SIBL
(20,4),(20,26),-0.0499623 # DEPENDENCYPART_SIBL
(20,4),(20,27),-0.0499603 # DEPENDENCYPART_SIBL
(20,4),(20,28),-0.0415838 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.239286 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.240721 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.0458056 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.0245928 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.00986334 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.00806426 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.00717701 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.0290803 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.00715769 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.00217479 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.00715643 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0283301 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.000268904 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.00898644 # DEPENDENCYPART_SIBL
(20,5),(20,23),0.0119859 # DEPENDENCYPART_SIBL
(20,5),(20,24),-0.00375936 # DEPENDENCYPART_SIBL
(20,5),(20,25),0.0142044 # DEPENDENCYPART_SIBL
(20,5),(20,26),-0.02032 # DEPENDENCYPART_SIBL
(20,5),(20,27),-0.0202827 # DEPENDENCYPART_SIBL
(20,5),(20,28),0.00102406 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.233914 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.0395134 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.0241536 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.00130792 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.0119688 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0110816 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0270832 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0110623 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.00648268 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.011061 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.091809 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0270704 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.0246128 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0148156 # DEPENDENCYPART_SIBL
(20,6),(20,24),-0.0364601 # DEPENDENCYPART_SIBL
(20,6),(20,25),-0.0125971 # DEPENDENCYPART_SIBL
(20,6),(20,26),-0.0169674 # DEPENDENCYPART_SIBL
(20,6),(20,27),-0.0169301 # DEPENDENCYPART_SIBL
(20,6),(20,28),-0.0257774 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0398261 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.0238412 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.000843573 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0122816 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0113944 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0273957 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.011375 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.00828502 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0113738 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0988972 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0274609 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0278665 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0152061 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.0419812 # DEPENDENCYPART_SIBL
(20,9),(20,25),-0.0129876 # DEPENDENCYPART_SIBL
(20,9),(20,26),-0.0170114 # DEPENDENCYPART_SIBL
(20,9),(20,27),-0.0169741 # DEPENDENCYPART_SIBL
(20,9),(20,28),-0.0261679 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.0856255 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.250779 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0304915 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0315454 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.000822582 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0315775 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.16787 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0315822 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.213189 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0704387 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.0951623 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0588699 # DEPENDENCYPART_SIBL
(20,10),(20,24),0.0394645 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.0533498 # DEPENDENCYPART_SIBL
(20,10),(20,26),-0.311281 # DEPENDENCYPART_SIBL
(20,10),(20,27),-0.311281 # DEPENDENCYPART_SIBL
(20,10),(20,28),-0.0636967 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0274071 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0100064 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.0107634 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0505854 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.0108051 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0198397 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0108247 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.117801 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0133208 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0198059 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.00213187 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0149135 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.00323647 # DEPENDENCYPART_SIBL
(20,11),(20,26),0.0317584 # DEPENDENCYPART_SIBL
(20,11),(20,27),0.0319691 # DEPENDENCYPART_SIBL
(20,11),(20,28),-0.00796809 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0788487 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0768117 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.011863 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0767932 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0461598 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.0767912 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.282754 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.1947 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.222397 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.183951 # DEPENDENCYPART_SIBL
(20,12),(20,24),-0.0675257 # DEPENDENCYPART_SIBL
(20,12),(20,25),-0.176236 # DEPENDENCYPART_SIBL
(20,12),(20,26),-0.151383 # DEPENDENCYPART_SIBL
(20,12),(20,27),-0.151385 # DEPENDENCYPART_SIBL
(20,12),(20,28),-0.188231 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.188106 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.039453 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.188164 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0208197 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.188083 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.153596 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0542129 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.00452105 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0325643 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.0120664 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.0289864 # DEPENDENCYPART_SIBL
(20,13),(20,26),-0.0412586 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.0412587 # DEPENDENCYPART_SIBL
(20,13),(20,28),-0.0437494 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0395663 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.189704 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.021099 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.189623 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.14832 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0603488 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.00716203 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.0387002 # DEPENDENCYPART_SIBL
(20,14),(20,24),0.0149381 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.0351222 # DEPENDENCYPART_SIBL
(20,14),(20,26),-0.0387963 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.0387942 # DEPENDENCYPART_SIBL
(20,14),(20,28),-0.0498853 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0880585 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0592751 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0880389 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.104715 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.00653213 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0290957 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.00892054 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0128101 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0100251 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.0337624 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0335517 # DEPENDENCYPART_SIBL
(20,15),(20,28),-0.00117865 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0205852 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.185868 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.140763 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0583518 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.00716385 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0367032 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.01494 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.0331252 # DEPENDENCYPART_SIBL
(20,16),(20,26),-0.038796 # DEPENDENCYPART_SIBL
(20,16),(20,27),-0.038794 # DEPENDENCYPART_SIBL
(20,16),(20,28),-0.0478883 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0101259 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.281795 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0320592 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.00674486 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0213098 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.011055 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0135947 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0253551 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0253567 # DEPENDENCYPART_SIBL
(20,17),(20,28),-0.0255903 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.147224 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0611038 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00716401 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0394552 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0149401 # DEPENDENCYPART_SIBL
(20,18),(20,25),-0.0358772 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.038796 # DEPENDENCYPART_SIBL
(20,18),(20,27),-0.038794 # DEPENDENCYPART_SIBL
(20,18),(20,28),-0.0506403 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0106348 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0211653 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.00792823 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.00320372 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0230763 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0274302 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0274263 # DEPENDENCYPART_SIBL
(20,19),(20,28),-0.0140371 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.011285 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.120563 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0259458 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.127025 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.019535 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.019535 # DEPENDENCYPART_SIBL
(20,21),(20,28),-0.13038 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.225443 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.220144 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.232542 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.20331 # DEPENDENCYPART_SIBL
(20,22),(20,27),-0.20331 # DEPENDENCYPART_SIBL
(20,22),(20,28),-0.227847 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0058534 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.11965 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0169168 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0169168 # DEPENDENCYPART_SIBL
(20,23),(20,28),-0.123005 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0337915 # DEPENDENCYPART_SIBL
(20,24),(20,26),-0.0662404 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0662404 # DEPENDENCYPART_SIBL
(20,24),(20,28),-0.0289453 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0183785 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0183785 # DEPENDENCYPART_SIBL
(20,25),(20,28),-0.13232 # DEPENDENCYPART_SIBL
(20,26),(20,27),-0.345669 # DEPENDENCYPART_SIBL
(20,26),(20,28),-0.11147 # DEPENDENCYPART_SIBL
(20,27),(20,28),-0.111469 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0927784 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0226084 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.120881 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0220287 # DEPENDENCYPART_SIBL
(21,18),(21,26),0.00501086 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.005013 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.00636254 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0186161 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.00386048 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0182919 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.0184711 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0184713 # DEPENDENCYPART_SIBL
(21,22),(21,28),0.018132 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0608172 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0605345 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.0292798 # DEPENDENCYPART_SIBL
(21,23),(21,27),0.02928 # DEPENDENCYPART_SIBL
(21,23),(21,28),-0.0686352 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.0318447 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.01108 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.0110801 # DEPENDENCYPART_SIBL
(21,24),(21,28),0.0316539 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.0338407 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0338409 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.0745348 # DEPENDENCYPART_SIBL
(21,26),(21,27),-0.107595 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.0297823 # DEPENDENCYPART_SIBL
(21,27),(21,28),-0.0297814 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.142304 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.14582 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.148449 # DEPENDENCYPART_SIBL
(22,18),(22,28),-0.147428 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.145958 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.148587 # DEPENDENCYPART_SIBL
(22,21),(22,28),-0.147565 # DEPENDENCYPART_SIBL
(22,23),(22,25),-1.39431 # DEPENDENCYPART_SIBL
(22,23),(22,28),-1.4004 # DEPENDENCYPART_SIBL
(22,25),(22,28),-1.40551 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.133975 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.101035 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0259743 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.0148515 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.0148536 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.0103082 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.177581 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.194967 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.196039 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.196041 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.207595 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0276552 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.00732984 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.00733003 # DEPENDENCYPART_SIBL
(23,24),(23,28),0.0274644 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.0394956 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0394958 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0738076 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.108931 # DEPENDENCYPART_SIBL
