# _root_ Záplava objevů v infračerveném světle je prostě neuvěřitelná : poznali jsme , jak velká složka hmoty ve vesmíru je chladná , vlastně přímo mrazivá .
#goldHeads=6,1,2,5,3,9,6,6,0,9,10,21,14,15,19,15,16,17,21,19,10,21,24,21,0,
#predictedHeads=6,1,2,5,3,9,8,6,0,9,10,21,14,15,19,15,15,17,21,19,9,24,24,21,0,
(19,7),(19,15),-0.0502038 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0562987 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0543417 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0546683 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0161304 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.0365031 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.0900102 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.0355513 # DEPENDENCYPART_SIBL
(19,7),(19,24),-0.0161304 # DEPENDENCYPART_SIBL
(19,7),(19,25),-0.180981 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0769568 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0202299 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0837819 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.00728487 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.0711251 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.00420595 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.101147 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.106992 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.00453337 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.105615 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0793087 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0297831 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.0221377 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.0909083 # DEPENDENCYPART_SIBL
(19,8),(19,24),0.0793087 # DEPENDENCYPART_SIBL
(19,8),(19,25),-0.0533903 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0184586 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.143424 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0589537 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0922446 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0460502 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0062767 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0076645 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0157203 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.00187342 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.00704323 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.160813 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.120547 # DEPENDENCYPART_SIBL
(19,9),(19,23),-0.0621823 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.00704323 # DEPENDENCYPART_SIBL
(19,9),(19,25),-0.161075 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.219763 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0751221 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.182559 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0784431 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.064951 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0694023 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0777894 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0694134 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0123035 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0287576 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0615195 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.0833785 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.0123035 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.0664522 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0289698 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0483598 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0179991 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0243273 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0287786 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0184309 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0287898 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0254674 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0728087 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.125672 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0124059 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0254674 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.00963236 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.40374 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0252431 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.013968 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0211813 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0352547 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.00962353 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.012422 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0963895 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.124976 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.123165 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.012422 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.120724 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.00660181 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0139422 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.020037 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0993078 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0184083 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.104672 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.418288 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.0570067 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0691438 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.104672 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.108031 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.101393 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.107238 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.00471066 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.105861 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0639844 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0113878 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.00979822 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.103248 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0639844 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0691866 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.374784 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.145314 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.378506 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0735606 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.00816644 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0890803 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0957925 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0735606 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0261764 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.145352 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.378678 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0798669 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.00375455 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0841699 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.100703 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0798669 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0304762 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.120892 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.082528 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0039583 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.145552 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0328477 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.082528 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.047501 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0808275 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.000123383 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0796679 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.105205 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0808275 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.0341918 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0259631 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0684907 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.145225 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.428754 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.18404 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0376108 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.121273 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.109295 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.185088 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0109544 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.106755 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.0383749 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0414129 # DEPENDENCYPART_SIBL
(19,23),(19,25),-0.136884 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.18404 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.104998 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0236758 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0243145 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0231836 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0235575 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0359278 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0622982 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.00904514 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0132544 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.0356022 # DEPENDENCYPART_SIBL
(21,6),(21,9),-0.242372 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.0127624 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.074811 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.0181122 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.13604 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.0777628 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0822152 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0851537 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0722752 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.0824354 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.00103274 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.0730625 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.0653157 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.085799 # DEPENDENCYPART_SIBL
(21,6),(21,24),0.0498248 # DEPENDENCYPART_SIBL
(21,6),(21,25),-0.0201644 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.13515 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.0871739 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.108931 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0634628 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.0249596 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.000762188 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.00355977 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.00475134 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.000582705 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.183598 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0232848 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0144135 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.017631 # DEPENDENCYPART_SIBL
(21,9),(21,24),-0.0252578 # DEPENDENCYPART_SIBL
(21,9),(21,25),-0.0159187 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.0528791 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.0633321 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.138726 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0781925 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0498117 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0527502 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0840361 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0500319 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0156475 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0734921 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.114248 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.134482 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.000465775 # DEPENDENCYPART_SIBL
(21,10),(21,25),0.00682793 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0306499 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.116611 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0951159 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0749452 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0778837 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0821069 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0751654 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0131172 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0904156 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.122202 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.145846 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0374122 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.0156364 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.117808 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0299658 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0727432 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0813137 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0592731 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0726134 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0934984 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0310342 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.0493933 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.013216 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.0299769 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.018469 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0479291 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.00649814 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.000583745 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0838699 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.00627434 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.146282 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0500868 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.123751 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.163768 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.00247307 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.146969 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.00631759 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0106511 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0358385 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.00654669 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0470341 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.114548 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.065314 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0328059 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.540562 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.0188908 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0112459 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0312793 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0103506 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.135782 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0277203 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0131556 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0120783 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.00816386 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.0315608 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0313826 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0100154 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.135686 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0279938 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.020956 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0198787 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0159599 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0373036 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0230403 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0183449 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0636541 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0173935 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0595866 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0162399 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0140625 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.135653 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0278137 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0175455 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0164682 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.00988087 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0338127 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0730625 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0653157 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.085799 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0498248 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0201644 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0431753 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0106673 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.56865 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.00461014 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0760286 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0302208 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.00835486 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0236454 # DEPENDENCYPART_SIBL
(21,23),(21,25),-0.0092261 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.106077 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.134788 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.450469 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0862991 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.143463 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.0392416 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.446796 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0142621 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.453495 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0117736 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0596162 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.297893 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0989454 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.00239831 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.11497 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.152951 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.428591 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0317962 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.123564 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0378234 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0461107 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.241789 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0866101 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0443739 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.130926 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.15229 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.0426083 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.106023 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.0430777 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.0270272 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.103346 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0902852 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0741193 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0617937 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0703748 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.145475 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.101807 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0443486 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0773078 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.17119 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.183885 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.05068 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0342773 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.479926 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.420317 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.133824 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.393822 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.275698 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0342773 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.479926 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.420317 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.133824 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.393822 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.146207 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.253643 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.299279 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0722964 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.415731 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0197199 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.116299 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.239333 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.350273 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.350117 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0499168 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.259245 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.806036 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0142234 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.203166 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.617307 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.589936 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.221243 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.00810062 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.317657 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.199279 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.186813 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.478707 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),-0.555151 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.166254 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.472289 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.0762773 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.0475334 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.420294 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.292269 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.569894 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.271994 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.334192 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.845996 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0912313 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.152695 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.902967 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.760231 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.169049 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.457577 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.0615656 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.00734002 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.308427 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.630543 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.356131 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.283034 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.0628291 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.0165053 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.225828 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.562238 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.801044 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.273926 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.0608114 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.157605 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.315945 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.569208 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.415905 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.209475 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.452739 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.516351 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),-0.38288 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.417315 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.0213036 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.0597572 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.348689 # DEPENDENCYPART_GRANDPAR
