# _root_ Το χρονικό πλαίσιο είναι ήδη επαρκώς δομημένο διότι , μετά τη διαβούλευση , ο τελικός κανονισμός της Επιτροπής θα εγκριθεί πριν από το καλοκαίρι αυτού του έτους .
#goldHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,24,27,25,0,
#predictedHeads=3,3,4,0,4,7,4,4,10,20,12,10,10,16,16,20,18,16,20,8,20,21,24,22,27,27,24,0,
(7,13),(13,5),-0.830355 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.621026 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.92039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.379213 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.0964621 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.01753 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.445033 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-1.0017 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.95908 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-1.0472 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-1.91982 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.291506 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.520177 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.323528 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.00493332 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-1.01568 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.882247 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.970786 # DEPENDENCYPART_GRANDPAR
(7,15),(15,22),-0.407059 # DEPENDENCYPART_GRANDPAR
(7,15),(15,24),-1.60185 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.0719837 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.540352 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.236199 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0405649 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-1.0235 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.819763 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.951622 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.833115 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-1.4376 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.165026 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.457408 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-1.4693 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-1.59154 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.535639 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-1.01907 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.824157 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.661801 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-1.00541 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-1.4289 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.165431 # DEPENDENCYPART_GRANDPAR
(7,18),(18,22),-0.467615 # DEPENDENCYPART_GRANDPAR
(7,18),(18,24),-1.47696 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-1.5992 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-1.40005 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-0.592028 # DEPENDENCYPART_GRANDPAR
(7,20),(20,4),-1.83879 # DEPENDENCYPART_GRANDPAR
(7,20),(20,5),-0.72608 # DEPENDENCYPART_GRANDPAR
(7,20),(20,6),-0.516199 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-1.81122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,8),0.303598 # DEPENDENCYPART_GRANDPAR
(7,20),(20,9),-0.0838198 # DEPENDENCYPART_GRANDPAR
(7,20),(20,10),-0.0783633 # DEPENDENCYPART_GRANDPAR
(7,20),(20,12),-0.548434 # DEPENDENCYPART_GRANDPAR
(7,20),(20,13),-0.0282807 # DEPENDENCYPART_GRANDPAR
(7,20),(20,15),-1.07313 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.972655 # DEPENDENCYPART_GRANDPAR
(7,20),(20,17),-1.24567 # DEPENDENCYPART_GRANDPAR
(7,20),(20,18),-1.06264 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),-0.677594 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),-0.0989095 # DEPENDENCYPART_GRANDPAR
(7,20),(20,22),-0.354322 # DEPENDENCYPART_GRANDPAR
(7,20),(20,24),-1.50845 # DEPENDENCYPART_GRANDPAR
(7,20),(20,27),-1.63398 # DEPENDENCYPART_GRANDPAR
(7,20),(20,28),-0.592197 # DEPENDENCYPART_GRANDPAR
(7,21),(21,4),-1.97083 # DEPENDENCYPART_GRANDPAR
(7,21),(21,5),-0.818959 # DEPENDENCYPART_GRANDPAR
(7,21),(21,6),-0.60963 # DEPENDENCYPART_GRANDPAR
(7,21),(21,10),0.0299446 # DEPENDENCYPART_GRANDPAR
(7,21),(21,12),-0.456688 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),-0.880417 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.970849 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.366288 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-1.57717 # DEPENDENCYPART_GRANDPAR
(7,21),(21,27),-1.69697 # DEPENDENCYPART_GRANDPAR
(7,22),(22,21),-0.238126 # DEPENDENCYPART_GRANDPAR
(7,22),(22,23),-1.26799 # DEPENDENCYPART_GRANDPAR
(7,22),(22,24),-1.50141 # DEPENDENCYPART_GRANDPAR
(7,22),(22,27),-1.62403 # DEPENDENCYPART_GRANDPAR
(7,27),(27,17),-1.01472 # DEPENDENCYPART_GRANDPAR
(7,27),(27,21),-0.14746 # DEPENDENCYPART_GRANDPAR
(7,27),(27,22),-0.267787 # DEPENDENCYPART_GRANDPAR
(7,27),(27,23),-1.12465 # DEPENDENCYPART_GRANDPAR
(7,27),(27,24),-1.37241 # DEPENDENCYPART_GRANDPAR
(7,27),(27,25),-1.43149 # DEPENDENCYPART_GRANDPAR
(7,27),(27,26),-1.9009 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.247258 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.253514 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.321815 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.00911725 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.0685465 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),0.0303115 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.750319 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.604575 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.633253 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.702927 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.643068 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.54706 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.347259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.381168 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.109159 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0437584 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.15928 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.063052 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.101687 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),0.127526 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.604575 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.633253 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.702927 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.643068 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.54706 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.347259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.273205 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.439999 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.147847 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.15928 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.063052 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.101687 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),0.127526 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),0.0926555 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.117881 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.680577 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.473989 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.518055 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),-0.672422 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.61146 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-0.437342 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.246293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.288712 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),0.649999 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),0.366443 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),0.000594796 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.0368568 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),0.193234 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.226359 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),0.15043 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),0.53829 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),0.333115 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),0.12871 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),0.076339 # DEPENDENCYPART_GRANDPAR
(8,20),(20,27),0.0939694 # DEPENDENCYPART_GRANDPAR
(8,20),(20,28),-0.0946188 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.191411 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.0969471 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.0548973 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.0097652 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.0284601 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.105966 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.255255 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.140884 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0469868 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.0467669 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.0695068 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.118047 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.183353 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.157757 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0509912 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0631114 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0902493 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0249913 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0311092 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.09782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,10),-0.306162 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.718701 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.578221 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.82693 # DEPENDENCYPART_GRANDPAR
(9,4),(4,18),-0.845059 # DEPENDENCYPART_GRANDPAR
(9,4),(4,20),-0.616114 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.764511 # DEPENDENCYPART_GRANDPAR
(9,4),(4,24),-1.15956 # DEPENDENCYPART_GRANDPAR
(9,4),(4,27),-1.26737 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.323241 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0898882 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.13745 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0262474 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0303619 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.13762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.290669 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.728797 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.613687 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0881566 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.136003 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0925453 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.0310027 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.13762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.290669 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.230326 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.0322744 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.119603 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0633549 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0656835 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0496161 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.08925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.306152 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.730496 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.569654 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.74116 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.838726 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.856853 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.612979 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.761931 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-0.871036 # DEPENDENCYPART_GRANDPAR
(9,7),(7,27),-1.27916 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0694489 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.14138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,13),-0.621783 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.661438 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.531172 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.690265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0435437 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.209197 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.235516 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.315289 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.335425 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.717235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.235819 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0379717 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.251124 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.150368 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.267604 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.293991 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.311992 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.199252 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.436135 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.575951 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.480886 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.488801 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.496843 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.54733 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.390037 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.768225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.0781677 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.449696 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.366278 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.472793 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.488515 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.434425 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.380813 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.559695 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.282454 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.154382 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.319237 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.355542 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.373955 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.451514 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.687843 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.236141 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.0385519 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.218304 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.197284 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.284339 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.20945 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.149776 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.307995 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.200596 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.285817 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.436111 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.622683 # DEPENDENCYPART_GRANDPAR
(9,16),(16,27),-0.732412 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.0404085 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.282623 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.216698 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.330684 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.100592 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.195675 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.288049 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.448148 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.632145 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.741875 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),-0.719878 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-0.544977 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.459762 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.524708 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.532198 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),-0.529331 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.397315 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.667486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.156854 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),-0.304044 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),-0.147892 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.318618 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.412762 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.267712 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.42862 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.0359459 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.281682 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.399277 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.645991 # DEPENDENCYPART_GRANDPAR
(9,20),(20,27),-0.757458 # DEPENDENCYPART_GRANDPAR
(9,20),(20,28),-0.451582 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.256148 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.117528 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.178274 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0300349 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0369183 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.0158906 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.10125 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.894891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),0.165968 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.290989 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.708506 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.315141 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.367982 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.626307 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.786714 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-0.691813 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-0.994621 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.299166 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.177533 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.289325 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.0768256 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0875207 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.157237 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0575022 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.902636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),0.111803 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.379623 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.711862 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.369305 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.422145 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.664035 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.295133 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.442997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.77625 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0173025 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.432304 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.184663 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.168136 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.13073 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.12863 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.195822 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.698432 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.627586 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.499939 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.510655 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.508487 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.354685 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.270365 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.490565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.609984 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.251869 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.15096 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.108167 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.312754 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.346844 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),-0.268153 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.441977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.777633 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.759809 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0688804 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.545433 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.172035 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.722775 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.13821 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.127896 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.287459 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.19372 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.381478 # DEPENDENCYPART_GRANDPAR
(10,16),(16,27),-0.512334 # DEPENDENCYPART_GRANDPAR
(10,18),(18,11),0.7806 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.542607 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.177038 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.276445 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.790092 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.124749 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.292059 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.207812 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.394183 # DEPENDENCYPART_GRANDPAR
(10,18),(18,27),-0.525039 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.560493 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.876606 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-1.17026 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.304124 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.287111 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.211814 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.262104 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0427464 # DEPENDENCYPART_GRANDPAR
