# _root_ Η πρόταση , κατά την άποψή μας , βελτιώνει και δεν υπονομεύει την ασφαλή και αξιόπιστη επισκευή των αυτοκινήτων .
#goldHeads=2,10,4,10,6,4,6,4,10,0,12,10,17,15,17,15,12,19,17,0,
#predictedHeads=2,10,4,9,6,4,6,4,10,0,12,10,17,15,17,15,12,19,17,0,
(14,16),(16,13),-0.699863 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.648074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.317604 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.135086 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.191888 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.156464 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.725244 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.671227 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.58599 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.725853 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.588977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.398141 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0298743 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.62555 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.144077 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.192785 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.725853 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.589174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.397944 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.0300712 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0552439 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.411931 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.192785 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.140138 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.282279 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.30013 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.274754 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.247219 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.274419 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.264036 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.101985 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.69935 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.527432 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.499036 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.25035 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.49791 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.320984 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.325476 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.242137 # DEPENDENCYPART_GRANDPAR
(15,3),(3,16),-0.53956 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.575943 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.299452 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.619128 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.337555 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.20531 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.379233 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.317105 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.02702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,20),-0.563467 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.154557 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.570756 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.283257 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.461339 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.580768 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.564293 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.242784 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.269763 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.258989 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.0973298 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.14372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-0.42009 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.70297 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.69935 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.360362 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.595571 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.519662 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.49791 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.320984 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.325476 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.242137 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.573359 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.346494 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.389291 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.606649 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.400109 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.311433 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.260802 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.0805228 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.0544769 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.08932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.513416 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.279322 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.562202 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.599792 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.669145 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.431587 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.544177 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.684579 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.489667 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.396526 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.469888 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.2632 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.157254 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.257552 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.08649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.579046 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.372609 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.655489 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.683513 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.573359 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.346494 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.389291 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.400109 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.311433 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.407259 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.33495 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0675073 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.316274 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.0544769 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.08932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.513416 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.279322 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.562202 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.599792 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.391549 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.302997 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.10271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.533565 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.331704 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.614591 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.843505 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.553986 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.619146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.088643 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.194239 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.268255 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.639885 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.815654 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.747242 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.929242 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.647331 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.587049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.0214593 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.359063 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.193384 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.291626 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.929242 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.647331 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.587049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.0214593 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.209792 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.239958 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.291626 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.632345 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.85148 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.679046 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),-0.163776 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.00840671 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.274473 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.394629 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.576552 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.177194 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.24042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.489473 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.329173 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.413575 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.457436 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.549758 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.293077 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.452783 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-1.3954 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.456578 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.426699 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-1.28321 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.602784 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.649733 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.27305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.517231 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.356924 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.650745 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.846373 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.859911 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.73808 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.03656 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.18316 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.632708 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.716599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.391286 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0831489 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.286351 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-1.03656 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.18316 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.632708 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.716796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0513124 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.177667 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.286351 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.851592 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-1.82684 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.71465 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.800322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.0687366 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.0915693 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.681358 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.165283 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.222027 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.337494 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.771409 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.0324856 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.676471 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.570111 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.484831 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.147526 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.122894 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.293876 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.140896 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.102954 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.874099 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.181707 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.50149 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.537875 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.180969 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.56339 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.26716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,19),-0.18617 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.593737 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.412955 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.0489694 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.00612057 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.0804169 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.00439687 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.865548 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.00434839 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.140583 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0504506 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.556909 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.2307 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.586116 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.16994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,19),-0.0889461 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.527299 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.276379 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.126647 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.213314 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.595456 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.21851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.13753 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.484831 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.147526 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.122894 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.140896 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.102954 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.874099 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),0.00408961 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.173578 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.779161 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0630119 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.82689 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.56339 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.26716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.18617 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.593737 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.126588 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.479542 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.199272 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.22462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-0.143638 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.552278 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.623253 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.038465 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.326356 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.00833568 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.633562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.898397 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.157341 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-0.579708 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-1.34668 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-1.25174 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),0.0983792 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.720056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),0.360944 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.641727 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.547191 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.21687 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.538146 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.365868 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.0023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,2),-0.804934 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.490356 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.396448 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.506245 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.404456 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-1.27819 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.327109 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.416115 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-1.26788 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.483556 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.144668 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.570211 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.323689 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.05094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.32579 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.547132 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.492016 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.230912 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.365868 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.0084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.28433 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.433161 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.39301 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-1.34868 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.632096 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.472079 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.257147 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.603558 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0667678 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.07358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.337513 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.922538 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-1.75077 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-1.74046 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.03522 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.897117 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.503822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,2),-0.732393 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.533515 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.708023 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.319281 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.463184 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.207281 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.36571 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),-0.475025 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),-0.361006 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.545219 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.328891 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.431486 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.58279 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.525092 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.340972 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.166644 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.243369 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.397348 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.225546 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.283329 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),-0.420334 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),-0.314383 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-1.0388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,2),-0.545219 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.328891 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.431486 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.525092 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.340972 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.472072 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.216427 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.244554 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.365021 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.397348 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.225546 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.283329 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.420334 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),-0.314383 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.0388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,13),-0.306209 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.389787 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.250215 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.411854 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.305903 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.05502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,8),-0.39277 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.221119 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.348383 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.346425 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.378732 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.280021 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.264713 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.361112 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.254023 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.06458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,13),-0.346425 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.378732 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.280021 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.264713 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.415085 # DEPENDENCYPART_GRANDPAR
