# _root_ Επίσης , μέσα στο Κάστρο υπήρχαν οι απαραίτητες δεξαμενές για νερό , ενώ το Νεκροταφείο βρισκόταν έξω από την πόλη .
#goldHeads=13,13,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,17,20,18,0,
#predictedHeads=6,6,6,3,4,13,9,9,6,9,10,13,0,15,16,13,16,16,20,18,0,
(9,16),(16,3),-0.812071 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.810322 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.650422 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.973522 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.32934 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.599321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.448054 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.047787 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0591483 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0814246 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.665856 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.131611 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.0762875 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.0129531 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.332322 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.402413 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.791827 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.766475 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-0.787081 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.641995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),0.372244 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),0.00429242 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-0.054078 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.730904 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.174286 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.111527 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.518992 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.511639 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.168066 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.289515 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.860795 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.465493 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.524439 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.214258 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.380062 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.254621 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.372111 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.367173 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.10658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.212014 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.388248 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.381432 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.456027 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.796765 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.845224 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.802865 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.99473 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.980941 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.69658 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.608562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.00339222 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0456129 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.106209 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.253379 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.726383 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.752428 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.828352 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.891846 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.755684 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.904999 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.647358 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.654074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.764829 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0560795 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.122507 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.407612 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.27372 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.453315 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.727572 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.742461 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.714272 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.835956 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.884789 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.786157 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.903974 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.922404 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.640301 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.725854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.703049 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.183282 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.459958 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.31393 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.224069 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.356438 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.20837 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.262952 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.427545 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.99473 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.608561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.903567 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.140151 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.174445 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.38233 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.253379 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.300826 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.173626 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.469396 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.733836 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.663062 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.723174 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.809927 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.837484 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.716311 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.898272 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.592996 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.70529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.71408 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.0530711 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0499649 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.453278 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.0460386 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.329971 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.148221 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.366915 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.44271 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.717436 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.74082 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.704468 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.60651 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.672175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.726228 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.11618 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.487575 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0588454 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.233941 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.474112 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.476052 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.303152 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.630584 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.761393 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0489102 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.32916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.531006 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.736939 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.69287 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.340299 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.616819 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.902733 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.6451 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.602068 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0732476 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.39435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.47261 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.568221 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.802126 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.618585 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.840418 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.787475 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.508915 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.31826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.415502 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.534485 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.726028 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.55502 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.799657 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.710491 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.934512 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.07983 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.11046 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.29988 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.02881 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.3017 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.581294 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.763029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.108939 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.185217 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.280501 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.302142 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.657685 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.744114 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.959584 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.710382 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.12024 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.13573 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.36099 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-1.0697 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-1.09075 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.32697 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.62152 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.816274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.10632 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.799342 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0710275 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0025889 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.350901 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.229809 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.544483 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.435311 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-1.13803 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.656112 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.737788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.032676 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.0142584 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.805775 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.135646 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.40493 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.389053 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.693377 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.749233 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.877671 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.718139 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-1.09256 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.0754 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.28998 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-1.06037 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.26664 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.601177 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.803955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.130926 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.0343587 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.777311 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.211407 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.244363 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.113614 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.400582 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.391684 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.101262 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.0465247 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.133573 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),0.0268203 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.282259 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.225304 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.306259 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.322724 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.177299 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.140838 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.327151 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.167303 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0990824 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.0138453 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.16904 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.275314 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.128107 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.188072 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.067058 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.075803 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.187362 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.242522 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.131424 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.171767 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.0870841 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.0569064 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.030767 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.110797 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.0764095 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.0208559 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.972742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.240304 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.510647 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.447499 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.620257 # DEPENDENCYPART_GRANDPAR
(12,6),(6,18),-0.596032 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.824877 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.479783 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.19884 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0628454 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0890413 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0143186 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.000900033 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.228475 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.528616 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.568372 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.174843 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0613464 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.120123 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.121939 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.0140357 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0191441 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.0649426 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.01757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.220047 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.548394 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.461445 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.575667 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.59123 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.019749 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0442162 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.999551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.227493 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.515711 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.452532 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.576041 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.121939 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.0140357 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0118343 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0781318 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.01757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.220047 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.548394 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.461445 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.618881 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.652959 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.57381 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.671478 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.637905 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.582364 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.429559 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.460846 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.565938 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.570326 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.476194 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.375675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.107633 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.00785704 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.00582286 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.152881 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.149865 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.308315 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.0675767 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.46318 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.561329 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.484891 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.600372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.271905 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0889221 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0336028 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.141892 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.16081 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.276899 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.648362 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.601029 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.605929 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.665707 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.608854 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.532955 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.457757 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.536887 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.569536 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.447296 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.549997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.204759 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0162095 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0826463 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.158708 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.129083 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.305588 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.0987737 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.0401039 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.136185 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.277586 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.302791 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.113266 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.086282 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.135673 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0349998 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.193757 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.102815 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.161583 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.0344903 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.200425 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.216266 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.251084 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.109764 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.0389103 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.0709075 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.0583338 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.0380844 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.224416 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.011571 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.234455 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.168758 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.223525 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),0.0798592 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.139827 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.0300007 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.10518 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.795331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,16),-0.118587 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.319733 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.0553064 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.0245279 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.187979 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.159971 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.216947 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.0485827 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.0668048 # DEPENDENCYPART_GRANDPAR
