# _root_ Από τότε , η Κέρκυρα έχει γεννήσει δύο Έλληνες πρωθυπουργούς και διάφορους άλλους πρωταγωνιστές της πολιτικής , κοινωνικής και πολιτιστικής ζωής της χώρας .
#goldHeads=7,1,7,5,7,7,0,10,10,11,7,14,14,11,16,19,19,19,21,19,14,23,21,0,
#predictedHeads=7,1,7,5,7,7,0,9,7,11,7,14,14,11,16,14,19,19,21,19,16,23,21,0,
(7,11),(11,17),-0.0686306 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.591784 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.0731934 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.0397193 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.366686 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.469139 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.106335 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.159983 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.176166 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.129273 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.0137899 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0816793 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.0347355 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),0.051459 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.911089 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.284562 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.07202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),0.418705 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.556074 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.233208 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.182037 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0527099 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.253335 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.00741115 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.00644431 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.471928 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.0051654 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.563395 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.0323764 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.112982 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.271475 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.182564 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0500926 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.0468412 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.315799 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.00608512 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.473318 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.00321937 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.564152 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.0266805 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.107286 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.61621 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.706318 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-1.44274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,9),0.210644 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.348013 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.506019 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.288794 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.161114 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.115373 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.667964 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.0335543 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.760067 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),-0.247851 # DEPENDENCYPART_GRANDPAR
(7,17),(17,23),-0.32374 # DEPENDENCYPART_GRANDPAR
(7,17),(17,24),-0.352225 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-0.846105 # DEPENDENCYPART_GRANDPAR
(7,19),(19,2),-0.992057 # DEPENDENCYPART_GRANDPAR
(7,19),(19,3),-0.73786 # DEPENDENCYPART_GRANDPAR
(7,19),(19,5),-0.847468 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-2.1488 # DEPENDENCYPART_GRANDPAR
(7,19),(19,7),-1.30404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,19),(19,9),0.218311 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),0.35568 # DEPENDENCYPART_GRANDPAR
(7,19),(19,11),0.0132876 # DEPENDENCYPART_GRANDPAR
(7,19),(19,12),-0.481622 # DEPENDENCYPART_GRANDPAR
(7,19),(19,13),-0.260291 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),-0.153447 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),-0.720747 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.107054 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.115877 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.779802 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.682081 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.0397193 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),-0.131313 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.366686 # DEPENDENCYPART_GRANDPAR
(7,21),(21,11),0.233145 # DEPENDENCYPART_GRANDPAR
(7,21),(21,15),-0.318367 # DEPENDENCYPART_GRANDPAR
(7,21),(21,16),0.0892012 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),0.0483423 # DEPENDENCYPART_GRANDPAR
(7,21),(21,18),-0.478776 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),0.2165 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),-0.572525 # DEPENDENCYPART_GRANDPAR
(7,21),(21,22),-0.359264 # DEPENDENCYPART_GRANDPAR
(7,21),(21,23),-0.112247 # DEPENDENCYPART_GRANDPAR
(7,21),(21,24),-0.2716 # DEPENDENCYPART_GRANDPAR
(7,23),(23,15),-0.324123 # DEPENDENCYPART_GRANDPAR
(7,23),(23,18),-0.483791 # DEPENDENCYPART_GRANDPAR
(7,23),(23,20),-0.57754 # DEPENDENCYPART_GRANDPAR
(7,23),(23,22),-0.429412 # DEPENDENCYPART_GRANDPAR
(7,23),(23,24),-0.27293 # DEPENDENCYPART_GRANDPAR
(7,24),(24,9),0.142959 # DEPENDENCYPART_GRANDPAR
(7,24),(24,13),-0.259918 # DEPENDENCYPART_GRANDPAR
(7,24),(24,20),-0.867357 # DEPENDENCYPART_GRANDPAR
(7,24),(24,21),-0.227251 # DEPENDENCYPART_GRANDPAR
(7,24),(24,23),-0.315613 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.157931 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.17522 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.333011 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.753117 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.176962 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.239525 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.120181 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.950846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.349428 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.416673 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.79575 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.311272 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.149418 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.156876 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.325469 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.755283 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.198343 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.770621 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.115476 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.960179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.358761 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.415047 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.795672 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.416503 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.483295 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.527886 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.310033 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.519318 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.822358 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.846791 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-0.625693 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.80601 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.743747 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.909721 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.32592 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.0775 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.33147 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.96976 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.441759 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.422994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.0474599 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.34291 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.128968 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0221575 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.797924 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.735517 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.897105 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-1.05462 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.35272 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.989048 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.419439 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.41257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.188848 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0151051 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0244141 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.210345 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.188108 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.0637887 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.182273 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.00771665 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),-0.130182 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.195491 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.146667 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.086364 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.117604 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0751804 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),0.0376866 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.0319486 # DEPENDENCYPART_GRANDPAR
(9,18),(18,10),0.146659 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.0221246 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.00343627 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.0278316 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.095861 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.327901 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.26816 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.289925 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),-0.797924 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),-0.735517 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.897105 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),-1.05462 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-1.35272 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.989048 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.41257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.188848 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.0540197 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.308789 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.117223 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.064313 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.215441 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),0.0123353 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.136001 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.111974 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.0196589 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.130182 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.156684 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.195491 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.0278217 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.0958631 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.0775923 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.266711 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.288476 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.101779 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.33778 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.409407 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.629471 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.137741 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.268207 # DEPENDENCYPART_GRANDPAR
(10,1),(1,11),-0.328252 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.130799 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.274182 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.461265 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.594571 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.161021 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.141985 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.376178 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.577128 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.138725 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.293012 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.796559 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.494565 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.002526 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.0321616 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.000675517 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.174321 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.71932 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.107673 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.00889583 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.663173 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.277931 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.31183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.323642 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.476821 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.413575 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.0406746 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.0176685 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.166779 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.721486 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.129054 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.673526 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.658468 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.283594 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.32117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.322017 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.476743 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.93895 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.698548 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.618802 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.412337 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.543889 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.795338 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.913379 # DEPENDENCYPART_GRANDPAR
(10,7),(7,24),-0.743511 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.755759 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.256315 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.547906 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.44103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.360276 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.561438 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.658441 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.582148 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.818179 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.607832 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.560973 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.738415 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.985326 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.25562 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.758419 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.123553 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.85041 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.773559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.303824 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.546862 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.00490727 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.0971924 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.0385149 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.204139 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.0168542 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.103162 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.313309 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.815739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.179394 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.640051 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.140072 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0532294 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.0565194 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.194227 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.107336 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.0956537 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.569203 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-1.29212 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.739131 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.873051 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.783983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.223574 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0590923 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.377293 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.543588 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.145958 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.0658479 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.119796 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.0813822 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.278428 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.33367 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.452692 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.373279 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.257135 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.0888954 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.202028 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.139115 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.0385786 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.0154823 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.89335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,1),-0.397147 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.143544 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.23922 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0967827 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.401026 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.384382 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.35356 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.273484 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.307893 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.0735541 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.0570765 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0417186 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),0.0670306 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.215288 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.246373 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),0.00255797 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0364425 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.251363 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.0745765 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.116943 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.0578827 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.0643998 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.956637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),0.0476859 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.327173 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.194301 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.218972 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.0148589 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.0332158 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.274868 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.193937 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.101571 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.0708426 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0773596 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.956241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),0.0465332 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.226714 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.266023 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.289958 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.325597 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.458807 # DEPENDENCYPART_GRANDPAR
(11,7),(7,21),-0.543729 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-0.449592 # DEPENDENCYPART_GRANDPAR
(11,7),(7,24),-0.481496 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.254325 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.142064 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.154937 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0908012 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.01064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.0669612 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.804279 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.513208 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.653601 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.253477 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.302252 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.0810207 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.0672006 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.249376 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.254325 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.142064 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.154937 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0379146 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.01064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0669612 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.352707 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.406791 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.451502 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.48607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
