# _root_ Η Κέρκυρα περιήλθε σε Βρετανική κυριαρχία το 1815 , μετά το Βατερλώ , και από τότε άρχισε να διαμορφώνεται ο σημερινός χαρακτήρας του νησιού .
#goldHeads=2,3,14,3,6,4,8,3,3,3,12,10,3,0,17,15,14,19,17,22,22,19,24,22,0,
#predictedHeads=2,3,0,3,6,4,8,3,12,12,12,14,14,0,17,17,14,19,17,22,22,19,24,22,0,
(9,3),(3,24),-1.18339 # DEPENDENCYPART_GRANDPAR
(9,3),(3,25),-0.694444 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.108934 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.0513991 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.0745797 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.08473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,13),-0.600532 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.540979 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.0330283 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0368731 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.171406 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.241216 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.552955 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.630021 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.0216863 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.037868 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0371176 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0220715 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.012406 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.0479789 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.244448 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.10352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.262325 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.429223 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.537166 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.652945 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.618537 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.515733 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.588465 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.00307024 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0549886 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.1033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.250316 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.659707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.093431 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0506812 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.24035 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.112252 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.146595 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.137192 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.510682 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.449729 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.436619 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.480012 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.411129 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.512268 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.291188 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.635906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.191747 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.132166 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.214332 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.144324 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.190015 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.208883 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.156372 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.229046 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.808857 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.64414 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.12748 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.27977 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.174808 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.252664 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.115353 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0928178 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.851769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.183405 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.601966 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.593399 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.602063 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.709301 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.580352 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.677506 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.502101 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.193875 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.479913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.748478 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.133584 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.207882 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.088511 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.292799 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.218039 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.369447 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.182387 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.31285 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.656129 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.631019 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.612513 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.712657 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.635633 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.482586 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.439698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.270928 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.191971 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.30611 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.657734 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.677854 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.62111 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.740857 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.636122 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.494957 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.261334 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.475518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.571804 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.366685 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.075917 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.115114 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.280432 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.196637 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.344128 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.462754 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),0.0865652 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.0464726 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.390198 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0663948 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.193928 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.231206 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.382717 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.275738 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.405868 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.601966 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.593399 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.602063 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.709302 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.580352 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.502101 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.193875 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.47993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,12),0.271592 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.146032 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.175937 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.317147 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.40474 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.326416 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.369447 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.537103 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.181241 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.311704 # DEPENDENCYPART_GRANDPAR
(10,17),(17,25),-0.415199 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.252926 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.575718 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.18244 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.869708 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.398422 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.200738 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.352708 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-1.12015 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.434448 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.375136 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.211801 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.117514 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.96197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.120371 # DEPENDENCYPART_GRANDPAR
(12,3),(3,14),-0.185489 # DEPENDENCYPART_GRANDPAR
(12,3),(3,15),-0.182898 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.490729 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-1.13014 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.945864 # DEPENDENCYPART_GRANDPAR
(12,3),(3,22),-0.929773 # DEPENDENCYPART_GRANDPAR
(12,3),(3,24),-1.26836 # DEPENDENCYPART_GRANDPAR
(12,3),(3,25),-0.72654 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.621925 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-1.10296 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.234422 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.305571 # DEPENDENCYPART_GRANDPAR
(12,4),(4,13),-0.280409 # DEPENDENCYPART_GRANDPAR
(12,4),(4,14),-0.289007 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.338689 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.205041 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.217663 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.0394925 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.291708 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.288902 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.262535 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.150713 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.478161 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.372864 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.86814 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.688671 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.154018 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.225364 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.031283 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-2.1841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,14),-0.341217 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.380902 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.638483 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-1.35227 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-1.16804 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.285631 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.35296 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.672735 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.203581 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0092969 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.33913 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.954273 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.413349 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-1.04901 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.417822 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.422737 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0549435 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-2.12328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,9),-0.169929 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.631073 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.10172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.283581 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.307672 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.583997 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-1.26989 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.772263 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-1.45432 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.730278 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-1.4634 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.821828 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.725186 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.530563 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.60844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),-0.0161982 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.791557 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-0.913413 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.66675 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.878427 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-1.62333 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.962421 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.866491 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.819089 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.678886 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-1.18235 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.46669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.231622 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.181759 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.137 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.654834 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.468089 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.662442 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.516142 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.855239 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.544766 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.48051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.141815 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.174459 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.119165 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.491174 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.30765 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.547475 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.218011 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.23865 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.5218 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.338058 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.681895 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-1.01786 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.573053 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.293 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.582905 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.34592 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.622056 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.634267 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.505978 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.385477 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.50148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.171322 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.10823 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.0406766 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.189459 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.26751 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.342982 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.585179 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.559076 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.895384 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-0.466487 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-1.293 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.582906 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-1.34592 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.622098 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.634268 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.505978 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.385478 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-1.50103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.172315 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.0402465 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.189279 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.669199 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.21139 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-1.02545 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.584896 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.559776 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.896085 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-0.4711 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.0829325 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.216289 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-1.03933 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.554999 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-1.26246 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.832914 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.450672 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-1.02839 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.555406 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.4261 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-1.25057 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.451723 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.23731 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.0160884 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.151288 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),-0.214628 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.352482 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.237263 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.276847 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.324008 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.271014 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.183211 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.149345 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.169309 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.0522721 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.06439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.255207 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.441055 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.500546 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.508167 # DEPENDENCYPART_GRANDPAR
(13,3),(3,19),-0.614695 # DEPENDENCYPART_GRANDPAR
(13,3),(3,22),-1.06616 # DEPENDENCYPART_GRANDPAR
(13,3),(3,24),-1.02874 # DEPENDENCYPART_GRANDPAR
(13,3),(3,25),-0.626556 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.275325 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.318134 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.209512 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.219947 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.09043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.235793 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.311334 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.247219 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.131423 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.114461 # DEPENDENCYPART_GRANDPAR
(13,5),(5,14),-0.247768 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.413691 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.263187 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.201791 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.203508 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.300377 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.279141 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.278103 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0583808 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.200441 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.0917506 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.14143 # DEPENDENCYPART_GRANDPAR
(13,6),(6,14),-0.23198 # DEPENDENCYPART_GRANDPAR
(13,6),(6,15),-0.436615 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.45473 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.522203 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.628751 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.287162 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.285113 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.179857 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.136552 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.237992 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.251005 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0718961 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.09039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.243412 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.453612 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.510026 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.237263 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.270765 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.188953 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.255449 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.174354 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.292018 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.188045 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.211973 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.146848 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.205072 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.06439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.255206 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.441055 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.500546 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.508167 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.614695 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.06616 # DEPENDENCYPART_GRANDPAR
