# _root_ Τα νέα στοιχεία υποδεικνύουν μάλιστα ότι οι ιζηματογενείς αποθέσεις των ωκεανών , οι οποίες καλύπτουν το 70% της επιφάνειας της Γης , περιέχουν περίπου τους μισούς μικροοργανισμούς του πλανήτη .
#goldHeads=3,3,4,0,4,4,9,9,23,11,9,15,14,15,9,17,15,19,17,21,19,15,6,26,27,27,23,29,27,0,
#predictedHeads=3,3,4,0,4,4,9,9,4,11,9,15,14,15,9,17,15,19,17,21,19,23,6,23,27,27,23,29,27,0,
(5,12),(12,8),-0.366192 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.262058 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.418326 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.756788 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.870796 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.538044 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.910238 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.476646 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.491212 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.343311 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.870965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.0261589 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.313605 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.21355 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.471518 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.36822 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.352321 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.746571 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.505695 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.772161 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.53756 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.637726 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.646411 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.458026 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.677559 # DEPENDENCYPART_GRANDPAR
(5,15),(15,24),-0.419465 # DEPENDENCYPART_GRANDPAR
(5,15),(15,27),-0.829278 # DEPENDENCYPART_GRANDPAR
(5,15),(15,29),-0.852955 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0392805 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0690876 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.129625 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.73276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.150182 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.127926 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.122658 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.387008 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.444689 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.400689 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.500859 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.333401 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.134894 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.169519 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.173182 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.213705 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.191684 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.0400784 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.554639 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.338449 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.234864 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.370709 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.27857 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.291117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),0.306457 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.445476 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.0253318 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.450737 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0774706 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.267406 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.421734 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.327024 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.0848463 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),0.0975765 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),0.108297 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),0.0561003 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.300763 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.0461165 # DEPENDENCYPART_GRANDPAR
(6,15),(15,27),-0.145625 # DEPENDENCYPART_GRANDPAR
(6,15),(15,29),-0.0707727 # DEPENDENCYPART_GRANDPAR
(6,22),(22,3),-0.400689 # DEPENDENCYPART_GRANDPAR
(6,22),(22,4),-0.500859 # DEPENDENCYPART_GRANDPAR
(6,22),(22,9),0.169519 # DEPENDENCYPART_GRANDPAR
(6,22),(22,11),0.173182 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.132831 # DEPENDENCYPART_GRANDPAR
(6,22),(22,19),-0.123968 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.112809 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.554639 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),-0.296806 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-0.335277 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),-0.435068 # DEPENDENCYPART_GRANDPAR
(6,22),(22,29),-0.360215 # DEPENDENCYPART_GRANDPAR
(6,23),(23,3),-0.23786 # DEPENDENCYPART_GRANDPAR
(6,23),(23,4),-0.370864 # DEPENDENCYPART_GRANDPAR
(6,23),(23,5),-0.278725 # DEPENDENCYPART_GRANDPAR
(6,23),(23,6),-0.294668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,23),(23,8),0.305802 # DEPENDENCYPART_GRANDPAR
(6,23),(23,9),0.444081 # DEPENDENCYPART_GRANDPAR
(6,23),(23,11),0.449343 # DEPENDENCYPART_GRANDPAR
(6,23),(23,12),-0.0785252 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),-0.422089 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),0.172675 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-0.0178411 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.224177 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),0.150241 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.217045 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),0.161753 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),0.0197277 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.0423145 # DEPENDENCYPART_GRANDPAR
(6,23),(23,25),-0.289519 # DEPENDENCYPART_GRANDPAR
(6,23),(23,26),-0.0294874 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),-0.136624 # DEPENDENCYPART_GRANDPAR
(6,23),(23,29),-0.0617712 # DEPENDENCYPART_GRANDPAR
(6,23),(23,30),-0.379623 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.680645 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-1.07087 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-1.35246 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0682635 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.156216 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.4599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.685033 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.846719 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-1.0461 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.567503 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-1.49476 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.225728 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.41299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.627135 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.788822 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.690504 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.772851 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.110571 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.337629 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.708631 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.850968 # DEPENDENCYPART_GRANDPAR
(8,6),(6,22),-0.837136 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.964175 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.11479 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.06102 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.95306 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.503763 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.750321 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.902738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0468176 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.407712 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.347247 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.383368 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.44425 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.796583 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.862964 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.495864 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),0.0546072 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.11479 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.750321 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.90275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.117376 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.26305 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.34725 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.898558 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.106198 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.383369 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.44425 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-1.05374 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.94714 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.509347 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.990313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.205424 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.368716 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.497536 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.786775 # DEPENDENCYPART_GRANDPAR
(8,12),(12,22),-0.418812 # DEPENDENCYPART_GRANDPAR
(8,12),(12,23),-0.610742 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.783505 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.374835 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.593682 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.304169 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.155387 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.128002 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.1571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,11),-0.26175 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.682068 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.198543 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.251443 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.250838 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.204261 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.0995335 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.03723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.141886 # DEPENDENCYPART_GRANDPAR
(9,4),(4,12),-0.357704 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.443867 # DEPENDENCYPART_GRANDPAR
(9,4),(4,17),-0.514126 # DEPENDENCYPART_GRANDPAR
(9,4),(4,19),-0.442432 # DEPENDENCYPART_GRANDPAR
(9,4),(4,21),-0.48886 # DEPENDENCYPART_GRANDPAR
(9,4),(4,22),-0.594081 # DEPENDENCYPART_GRANDPAR
(9,4),(4,23),-0.48373 # DEPENDENCYPART_GRANDPAR
(9,4),(4,24),-0.766682 # DEPENDENCYPART_GRANDPAR
(9,4),(4,27),-0.931535 # DEPENDENCYPART_GRANDPAR
(9,4),(4,29),-0.624721 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.339434 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.442702 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.865586 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.243183 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.0661263 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.05722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.161872 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.42511 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.457585 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.451656 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.376795 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.252462 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.310234 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.09191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),-0.196569 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.420785 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.25551 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.821078 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.494918 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.499198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.595833 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0112217 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.469518 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.482386 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0531704 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0590161 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-1.04401 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.254 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.747037 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.378655 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.525288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.366598 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.198023 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),0.0545055 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.238016 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.229669 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.839411 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-1.00611 # DEPENDENCYPART_GRANDPAR
(9,15),(15,4),-1.2441 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.788196 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.657605 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.410222 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.566346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),0.53341 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),0.328361 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.132481 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.411692 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.848655 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.619645 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.0375789 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.311104 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),0.264966 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.121702 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),0.00152457 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.17618 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-0.177709 # DEPENDENCYPART_GRANDPAR
(9,15),(15,29),0.129103 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),0.102435 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.531162 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.0131874 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.0331333 # DEPENDENCYPART_GRANDPAR
(9,19),(19,10),0.595094 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),-0.422231 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.762342 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.657774 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.00859564 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.342879 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.463857 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.0277251 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.247595 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.0765884 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.352737 # DEPENDENCYPART_GRANDPAR
(9,19),(19,27),-0.470401 # DEPENDENCYPART_GRANDPAR
(9,19),(19,29),-0.158347 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),-0.425798 # DEPENDENCYPART_GRANDPAR
(9,21),(21,14),0.758774 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.661342 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.346447 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),0.0938721 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.311725 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.247592 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.0765851 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.352734 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),-0.610104 # DEPENDENCYPART_GRANDPAR
(9,21),(21,27),-0.470397 # DEPENDENCYPART_GRANDPAR
(9,21),(21,29),-0.158343 # DEPENDENCYPART_GRANDPAR
(9,23),(23,3),-1.00896 # DEPENDENCYPART_GRANDPAR
(9,23),(23,4),-1.2441 # DEPENDENCYPART_GRANDPAR
(9,23),(23,5),-0.788196 # DEPENDENCYPART_GRANDPAR
(9,23),(23,6),-0.657605 # DEPENDENCYPART_GRANDPAR
(9,23),(23,8),-0.410222 # DEPENDENCYPART_GRANDPAR
(9,23),(23,9),-0.566021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,23),(23,11),0.328686 # DEPENDENCYPART_GRANDPAR
(9,23),(23,12),0.133066 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),0.850487 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),0.189688 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.0727275 # DEPENDENCYPART_GRANDPAR
(9,23),(23,18),-0.417108 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),0.0280581 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.382386 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.0176472 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),-0.103311 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.188023 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.793253 # DEPENDENCYPART_GRANDPAR
(9,23),(23,26),-0.425372 # DEPENDENCYPART_GRANDPAR
(9,23),(23,27),-0.185039 # DEPENDENCYPART_GRANDPAR
(9,23),(23,29),0.121773 # DEPENDENCYPART_GRANDPAR
(9,23),(23,30),-0.577057 # DEPENDENCYPART_GRANDPAR
(9,24),(24,4),-1.25782 # DEPENDENCYPART_GRANDPAR
(9,24),(24,14),0.668024 # DEPENDENCYPART_GRANDPAR
(9,24),(24,19),-0.0158235 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),-0.0617056 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.232973 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.839801 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.573375 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.376881 # DEPENDENCYPART_GRANDPAR
(9,24),(24,29),-0.0700692 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.67138 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.460721 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.404307 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.736634 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.591927 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.02734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.239951 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-1.13188 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.77051 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-1.60598 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.462225 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.754551 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.643175 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.079346 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.09252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.290233 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.609674 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.662671 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.702511 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.808387 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.61715 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-0.859525 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.26373 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-2.00731 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.830962 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.06666 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.13241 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.46417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,15),-0.272325 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.0857133 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.178882 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.271585 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.123897 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.143596 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.136827 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.136087 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-1.36082 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.22584 # DEPENDENCYPART_GRANDPAR
(11,15),(15,4),-1.99741 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.872122 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.809451 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-1.09823 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-1.09451 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.61102 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.502408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.313306 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.175959 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.907848 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.762876 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.0707336 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),0.170889 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),0.0653029 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.0625671 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.0403902 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.250472 # DEPENDENCYPART_GRANDPAR
(11,15),(15,27),-0.201271 # DEPENDENCYPART_GRANDPAR
(11,15),(15,29),-0.266552 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.028134 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.674394 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.127028 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.232797 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.203482 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.0634959 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.148782 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.0612671 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.00064815 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.083369 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.00895802 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.0918787 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.290648 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.065117 # DEPENDENCYPART_GRANDPAR
