# _root_ Οι επεμβατική αντιμετώπιση της διέγερσης των πυρήνων , που γίνεται και στην Ελλάδα , γίνεται στις περιπτώσεις που οι ασθενείς έχουν κορεστεί από τα φάρμακα .
#goldHeads=3,3,15,5,3,7,5,10,10,3,13,10,12,10,0,15,16,22,20,22,22,17,22,25,23,0,
#predictedHeads=3,3,0,5,3,7,5,10,10,7,12,10,12,15,0,15,16,22,20,22,22,17,22,25,23,0,
(22,2),(22,25),0.000912504 # DEPENDENCYPART_SIBL
(22,2),(22,26),-0.0410685 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.181366 # DEPENDENCYPART_SIBL
(22,3),(22,7),-0.181366 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.0401423 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.281557 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0228703 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.042392 # DEPENDENCYPART_SIBL
(22,3),(22,12),0.0258091 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.18084 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0401423 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0228703 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.0113009 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.182013 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.151446 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0892626 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0539337 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.00665245 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0391362 # DEPENDENCYPART_SIBL
(22,3),(22,24),0.0163407 # DEPENDENCYPART_SIBL
(22,3),(22,25),-0.0104031 # DEPENDENCYPART_SIBL
(22,3),(22,26),-0.0157035 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.181366 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0401423 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.281557 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0228703 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.042392 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.0258091 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.18084 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0401423 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0228703 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0113009 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.182013 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.151446 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0892626 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.0539337 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.00665245 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.0391362 # DEPENDENCYPART_SIBL
(22,5),(22,24),0.0163407 # DEPENDENCYPART_SIBL
(22,5),(22,25),-0.0104031 # DEPENDENCYPART_SIBL
(22,5),(22,26),-0.0157035 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0401423 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.281557 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.0228703 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.042392 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.0258091 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.18084 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.0401423 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0228703 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0113009 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.182013 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.151446 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0892626 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0539337 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.00665245 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0391362 # DEPENDENCYPART_SIBL
(22,7),(22,24),0.0163407 # DEPENDENCYPART_SIBL
(22,7),(22,25),-0.0104031 # DEPENDENCYPART_SIBL
(22,7),(22,26),-0.0157035 # DEPENDENCYPART_SIBL
(22,8),(22,9),0.0239426 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.00541853 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.0192829 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.165174 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.00457645 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0106972 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.00541853 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.0437872 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.00161281 # DEPENDENCYPART_SIBL
(22,8),(22,18),0.0578651 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0334487 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.000353466 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.0144833 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.00083905 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.0153473 # DEPENDENCYPART_SIBL
(22,8),(22,25),0.000637432 # DEPENDENCYPART_SIBL
(22,8),(22,26),-0.0661995 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.12846 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.087814 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.101173 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.0134448 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.0163077 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.12846 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0812456 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.0115963 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0674923 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0507891 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0302749 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.185137 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.117687 # DEPENDENCYPART_SIBL
(22,9),(22,24),0.00644454 # DEPENDENCYPART_SIBL
(22,9),(22,25),0.00569246 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.0482883 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0191181 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.0153633 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0735369 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.00857285 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.124935 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.00840668 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0753673 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0925924 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0650381 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0575823 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.137525 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0145376 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0111656 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.0156058 # DEPENDENCYPART_SIBL
(22,10),(22,26),-0.0353423 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0201832 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.056143 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.00657752 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.034447 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0224491 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0579856 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.12428 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0409098 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0567159 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0194839 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.0372072 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.00497681 # DEPENDENCYPART_SIBL
(22,11),(22,25),0.00230679 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.0306685 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0144822 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.0330755 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.00236483 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.045371 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0161258 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.143628 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0543933 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0100902 # DEPENDENCYPART_SIBL
(22,12),(22,21),0.0118455 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.00602225 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0122048 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.00421399 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.0450228 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0349514 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0228738 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.011301 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.179005 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.151447 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0892645 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0539339 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.00665594 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0383782 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.015694 # DEPENDENCYPART_SIBL
(22,13),(22,25),-0.00829417 # DEPENDENCYPART_SIBL
(22,13),(22,26),-0.0193338 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.00541853 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0437872 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.00161281 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0578651 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0334487 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.000353466 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0144833 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.00083905 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0153473 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.000637432 # DEPENDENCYPART_SIBL
(22,14),(22,26),-0.0661995 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.00840668 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0753673 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0925924 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0650381 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0575823 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.137525 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0145376 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0111656 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0156058 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.0353423 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0174454 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.142446 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0599379 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.00173897 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0158138 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0477673 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0178167 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0307147 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0544824 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.152627 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0904428 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0551147 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.00784383 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.037457 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0157047 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.0115082 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0164997 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0269284 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0268786 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.121423 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.11671 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.020503 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0421733 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.00821246 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0199587 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.027831 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.046757 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0238917 # DEPENDENCYPART_SIBL
(22,19),(22,25),-0.0225172 # DEPENDENCYPART_SIBL
(22,19),(22,26),-0.0807105 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0222403 # DEPENDENCYPART_SIBL
(22,20),(22,23),7.57747e-05 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.00422934 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.00146813 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0339775 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0302637 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.00800517 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.00619288 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0480497 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0526386 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0321368 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.14391 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0220245 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0348032 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0729382 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0247895 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0546904 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.00113495 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.143758 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0519886 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.169846 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.0480232 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.0488809 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.39703 # DEPENDENCYPART_SIBL
(25,20),(25,23),0.00242924 # DEPENDENCYPART_SIBL
(25,20),(25,24),-0.128846 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.165873 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.0203579 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.0153597 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0348067 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0785432 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0931566 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0344037 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.0399012 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.494506 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.062039 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0766525 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.10029 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0777414 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.156583 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.188599 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.175788 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.472567 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.932549 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),-0.23586 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.041469 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.0307565 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0129801 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0275936 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.891383 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0234295 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.138968 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.196517 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.33284 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.20959 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.463984 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.375344 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.927798 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.228963 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.328439 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.177148 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),-0.366096 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.175622 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.107326 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.0635894 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.407826 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.048976 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.0839716 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.85183 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.0887022 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.117374 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.0637628 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.00898534 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.431649 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.2037 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.669484 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.0726985 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.0441121 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.000375529 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.665366 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0142379 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.126108 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.97679 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.115615 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0964586 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.336368 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.0603185 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.794727 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.371021 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.377225 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.755115 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.182641 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),0.394019 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.25335 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-1.09425 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0575371 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.135218 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.175784 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.203516 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.0307565 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.0129801 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.0275936 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.00684949 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.339254 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.31835 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.2301 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.463984 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.375344 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.228963 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.175622 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.107326 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.0635894 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.048976 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.0839716 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.85183 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.176905 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.056829 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.112752 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.241239 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.0500905 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.2037 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.104451 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.669484 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.482112 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.124952 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.0273717 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.077916 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-0.0740741 # DEPENDENCYPART_GRANDPAR
(0,15),(15,26),0.224283 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.374232 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.575277 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.932734 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.607295 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.203738 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.411576 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.234604 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.398999 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),-0.380194 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.969772 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.221785 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.454201 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.420273 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.746126 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.0718639 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.387652 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.231805 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.50924 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-0.531159 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.393573 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.993086 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.653067 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.313822 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.289704 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),-0.39428 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.194088 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.129391 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),0.0856539 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),0.0710405 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),0.0954233 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.874632 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),0.196829 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.121837 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.0997601 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.219175 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.0615422 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),0.450359 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.307926 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.262806 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.884858 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.55389 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),0.379405 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.0311088 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.161102 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),-0.124009 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.160703 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),0.10446 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),0.0607234 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),0.0461099 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),0.0785564 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.870961 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),0.16508 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),0.0335519 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.118524 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.244105 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),0.0446753 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),0.418609 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.324015 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.287737 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.899813 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.581591 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),0.34602 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.177962 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.121925 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.644291 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),-0.135763 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),0.162051 # DEPENDENCYPART_GRANDPAR
(0,26),(26,23),-0.605278 # DEPENDENCYPART_GRANDPAR
(0,26),(26,25),-0.577621 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.364208 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.735505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.23653 # DEPENDENCYPART_GRANDPAR
