# _root_ Ανησυχώ μήπως η διακρατική συνεργασία στον τομέα της εκπαίδευσης , δηλαδή η διακυβερνητική πτυχή , παραγκωνίσει την κοινοτική προσέγγιση .
#goldHeads=0,1,5,5,11,5,6,9,7,11,16,14,14,11,16,2,19,19,16,0,
#predictedHeads=0,1,5,5,1,5,6,9,7,11,1,14,14,16,16,0,19,19,16,0,
(11,5),(5,11),-0.968171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,15),-0.367788 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.411218 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.30004 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),0.162243 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.197095 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.157365 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.146876 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),0.116135 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),0.297107 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.0777897 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.0730868 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),0.0204535 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.148415 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.116339 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.96817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,13),-0.261486 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.314872 # DEPENDENCYPART_GRANDPAR
(11,7),(7,15),-0.367787 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.411328 # DEPENDENCYPART_GRANDPAR
(11,7),(7,19),-0.651314 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),0.14794 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.121276 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),0.295249 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),0.0840687 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0676579 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0262061 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.116359 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.96817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.261482 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.314424 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.411209 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.0649922 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.0176341 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.17467 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0552105 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0243384 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0694641 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.031096 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.968208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,13),-0.223276 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.299444 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.369386 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.401376 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.680498 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.635888 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.382122 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.50134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.29247 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.206074 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0318517 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.131174 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.167314 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.31185 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.497357 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.392756 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.230511 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.584773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.251088 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.214096 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0605732 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0728547 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.216316 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.151987 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.157481 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.3991 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.374484 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.415588 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.377756 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.159165 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.175255 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.178903 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.337003 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.29188 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.108747 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.315143 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-0.155987 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.326567 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.352584 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.34803 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.310218 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.12819 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.543443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.260436 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.220905 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.235862 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),0.0381831 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.418185 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.150876 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.0449414 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0571374 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.167314 # DEPENDENCYPART_GRANDPAR
(11,19),(19,12),0.244729 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.212947 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.231761 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.465216 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.244275 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.0349108 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.140369 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.284282 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.187741 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-1.62707 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.16724 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.54749 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.996975 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.332016 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.376902 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.174284 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.29174 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.0495425 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.594374 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.0782536 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-1.59655 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.102098 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.228639 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.452877 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.431829 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.367751 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.237325 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.308414 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.223092 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.29165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.512641 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.578739 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.0361361 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-1.00797 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.687283 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-2.05692 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.546392 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.825614 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.740065 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.706964 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.486628 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.680266 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.781434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.235476 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.353433 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.393476 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.631039 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-2.051 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.722003 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.847872 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.935979 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.732774 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.868975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.0939022 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.239271 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.378917 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.621721 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-2.05692 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.680377 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.782595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.00413958 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.904048 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.259087 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.341135 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.329939 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.571608 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.417225 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.761837 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.293208 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.466945 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.377435 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.160105 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.138325 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.24583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.345202 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.651342 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.773264 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-0.641677 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.723599 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.614117 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.450613 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.81291 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.346285 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.505529 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.271875 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.211587 # DEPENDENCYPART_GRANDPAR
(14,2),(2,15),-0.412609 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.665061 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.444794 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.619929 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.468656 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.7854 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.460596 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.457988 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.259358 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.195083 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.381591 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.36569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.742847 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.863246 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.447938 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.386632 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.749222 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.434608 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.422162 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.35227 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.201329 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.375234 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.28088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.402043 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.661243 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.863536 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.808312 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.726981 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.407906 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.663471 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.408767 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.336385 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.421754 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.266555 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.321333 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.279654 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.336981 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.26284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.412614 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.665151 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.79027 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.672577 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.685588 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.257361 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.292359 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.30051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.408283 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.827932 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.11973 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.28077 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.839839 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.972865 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.886584 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.111504 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.72923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.404763 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.359411 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.278353 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-1.10982 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.859364 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.922324 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.24073 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.858242 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.937805 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.851544 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.650286 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.675466 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.703974 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.143071 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.766294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.144979 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.812089 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.253987 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0161764 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.168009 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.735757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,17),-0.757744 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.21368 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.271955 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-1.20133 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.786507 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.227766 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.711644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,17),-0.766618 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.38028 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.272965 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.227208 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.387673 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.293898 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.251107 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.196818 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.196163 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.265475 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.19546 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.211453 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),-0.103909 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.00991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,16),-0.269588 # DEPENDENCYPART_GRANDPAR
(15,1),(1,19),-0.712589 # DEPENDENCYPART_GRANDPAR
(15,1),(1,20),-0.521874 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.178057 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.216538 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.163607 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.248224 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.115683 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.111886 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.186171 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.250936 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.205461 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.05474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.28354 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.242278 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.110989 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.186937 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.2154 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.220154 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.169702 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.248668 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.151013 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.223331 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.207006 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.184493 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.246044 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.208104 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),-0.0839047 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.0257152 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.05474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.283653 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.750775 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.215396 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.16082 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.244951 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.139684 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0717467 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.253967 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.245875 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.207081 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.0840197 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.0242576 # DEPENDENCYPART_GRANDPAR
(15,9),(9,16),-0.283534 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.204694 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.272839 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0497279 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0877598 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.05217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,19),-0.730549 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.175068 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.210119 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.253783 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.143122 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.298332 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.195758 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.0244687 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.145246 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.05474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.283534 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.643651 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.750327 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.589219 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.693748 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.716639 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.682441 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.65823 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.619797 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.693469 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.618244 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.682711 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.550608 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.617054 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.535802 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.587128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.118194 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.136718 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.190654 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.140527 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.553772 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.140844 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.230205 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.133676 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.603166 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.57634 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.632689 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.573551 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0641867 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.10508 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.146216 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.506962 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.300777 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.499537 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.292035 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.708971 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.345902 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.383358 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),0.0511997 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.485942 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.142237 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),0.119466 # DEPENDENCYPART_GRANDPAR
