# _root_ Ακόμη και σε μια μικρή κοινότητα όπως η δική μου , που βρίσκεται σε μια χώρα όπου η οικοδόμηση έχει υψηλό κόστος για κλιματικούς λόγους , σήμερα η απλή κατασκευή ενός σχολικού κτιρίου βρίσκεται ήδη πάνω από την τιμή κατωφλίου .
#goldHeads=6,6,34,6,6,3,6,9,6,9,13,13,6,13,16,14,20,19,20,16,22,20,20,25,23,34,34,30,30,34,33,33,30,0,34,34,36,39,37,39,0,
#predictedHeads=2,0,2,6,6,3,6,9,7,9,13,13,6,13,16,14,20,19,20,16,22,20,22,25,23,27,20,30,30,34,33,33,30,27,36,34,36,39,37,39,0,
(22,17),(22,24),-0.0152663 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0101275 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.00895899 # DEPENDENCYPART_SIBL
(22,17),(22,27),-0.006721 # DEPENDENCYPART_SIBL
(22,17),(22,30),0.0118476 # DEPENDENCYPART_SIBL
(22,17),(22,34),0.0220426 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0743365 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0876337 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0914565 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.126261 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.0482251 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0516984 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0847884 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.0270732 # DEPENDENCYPART_SIBL
(22,18),(22,30),0.051979 # DEPENDENCYPART_SIBL
(22,18),(22,34),0.0319298 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.058151 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0221904 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.00791324 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.00741172 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.00235739 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0120209 # DEPENDENCYPART_SIBL
(22,19),(22,27),-0.0290337 # DEPENDENCYPART_SIBL
(22,19),(22,30),-0.00176721 # DEPENDENCYPART_SIBL
(22,19),(22,34),0.0267913 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.029895 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0185795 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0486616 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.00830048 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0314664 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.000892275 # DEPENDENCYPART_SIBL
(22,20),(22,30),0.0083682 # DEPENDENCYPART_SIBL
(22,20),(22,34),0.123159 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.00347415 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0224584 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.00152038 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0218087 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0455792 # DEPENDENCYPART_SIBL
(22,21),(22,30),-0.00148404 # DEPENDENCYPART_SIBL
(22,21),(22,34),0.0320541 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0196809 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0023458 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.0302377 # DEPENDENCYPART_SIBL
(22,23),(22,27),0.0276016 # DEPENDENCYPART_SIBL
(22,23),(22,30),-0.00208225 # DEPENDENCYPART_SIBL
(22,23),(22,34),0.00447647 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0320673 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.039381 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0156262 # DEPENDENCYPART_SIBL
(22,24),(22,30),-0.0320675 # DEPENDENCYPART_SIBL
(22,24),(22,34),-0.0185386 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0378812 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0545991 # DEPENDENCYPART_SIBL
(22,25),(22,30),-0.122722 # DEPENDENCYPART_SIBL
(22,25),(22,34),-0.00268272 # DEPENDENCYPART_SIBL
(22,26),(22,27),0.0571998 # DEPENDENCYPART_SIBL
(22,26),(22,30),0.0608767 # DEPENDENCYPART_SIBL
(22,26),(22,34),0.0126089 # DEPENDENCYPART_SIBL
(22,27),(22,30),0.0512136 # DEPENDENCYPART_SIBL
(22,27),(22,34),-0.0024457 # DEPENDENCYPART_SIBL
(22,30),(22,34),-0.00269363 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.049101 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0452359 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0103796 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.0453055 # DEPENDENCYPART_SIBL
(23,22),(23,30),-0.0541457 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.185151 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.0373191 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.0724365 # DEPENDENCYPART_SIBL
(23,24),(23,30),-0.185151 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0400593 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.190922 # DEPENDENCYPART_SIBL
(23,25),(23,30),-0.538332 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.00268387 # DEPENDENCYPART_SIBL
(23,26),(23,30),-0.0196103 # DEPENDENCYPART_SIBL
(23,27),(23,30),-0.16005 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.048958 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.00168662 # DEPENDENCYPART_SIBL
(24,25),(24,30),-0.109003 # DEPENDENCYPART_SIBL
(24,25),(24,33),-0.10883 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.00675801 # DEPENDENCYPART_SIBL
(24,26),(24,30),0.0576152 # DEPENDENCYPART_SIBL
(24,26),(24,33),0.0576152 # DEPENDENCYPART_SIBL
(24,27),(24,30),0.0662368 # DEPENDENCYPART_SIBL
(24,27),(24,33),0.0689212 # DEPENDENCYPART_SIBL
(24,30),(24,33),-0.108951 # DEPENDENCYPART_SIBL
(25,2),(25,18),0.0286662 # DEPENDENCYPART_SIBL
(25,2),(25,19),0.00717694 # DEPENDENCYPART_SIBL
(25,2),(25,21),-0.0340238 # DEPENDENCYPART_SIBL
(25,2),(25,22),0.00717694 # DEPENDENCYPART_SIBL
(25,2),(25,23),0.0256208 # DEPENDENCYPART_SIBL
(25,2),(25,24),-0.0338958 # DEPENDENCYPART_SIBL
(25,2),(25,26),-0.0260006 # DEPENDENCYPART_SIBL
(25,2),(25,27),0.0479755 # DEPENDENCYPART_SIBL
(25,2),(25,29),0.0212977 # DEPENDENCYPART_SIBL
(25,2),(25,30),0.0563104 # DEPENDENCYPART_SIBL
(25,2),(25,34),0.0203763 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.0758408 # DEPENDENCYPART_SIBL
(25,18),(25,21),0.0895239 # DEPENDENCYPART_SIBL
(25,18),(25,22),0.0758408 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.0356639 # DEPENDENCYPART_SIBL
(25,18),(25,24),0.0897228 # DEPENDENCYPART_SIBL
(25,18),(25,26),-0.0886673 # DEPENDENCYPART_SIBL
(25,18),(25,27),0.0289978 # DEPENDENCYPART_SIBL
(25,18),(25,29),0.0501452 # DEPENDENCYPART_SIBL
(25,18),(25,30),0.0539019 # DEPENDENCYPART_SIBL
(25,18),(25,34),0.0424494 # DEPENDENCYPART_SIBL
(25,19),(25,21),0.0187507 # DEPENDENCYPART_SIBL
(25,19),(25,22),0.0177591 # DEPENDENCYPART_SIBL
(25,19),(25,23),0.00603379 # DEPENDENCYPART_SIBL
(25,19),(25,24),0.0188788 # DEPENDENCYPART_SIBL
(25,19),(25,26),0.00622352 # DEPENDENCYPART_SIBL
(25,19),(25,27),-0.0290274 # DEPENDENCYPART_SIBL
(25,19),(25,29),-0.00740922 # DEPENDENCYPART_SIBL
(25,19),(25,30),-0.00176254 # DEPENDENCYPART_SIBL
(25,19),(25,34),0.0310886 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.0239527 # DEPENDENCYPART_SIBL
(25,21),(25,23),0.00565521 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.00420288 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0297904 # DEPENDENCYPART_SIBL
(25,21),(25,27),-0.0454575 # DEPENDENCYPART_SIBL
(25,21),(25,29),0.0225728 # DEPENDENCYPART_SIBL
(25,21),(25,30),-0.00136628 # DEPENDENCYPART_SIBL
(25,21),(25,34),0.0364633 # DEPENDENCYPART_SIBL
(25,22),(25,23),0.0060336 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0188782 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.00622352 # DEPENDENCYPART_SIBL
(25,22),(25,27),-0.0290274 # DEPENDENCYPART_SIBL
(25,22),(25,29),-0.00751817 # DEPENDENCYPART_SIBL
(25,22),(25,30),-0.00176254 # DEPENDENCYPART_SIBL
(25,22),(25,34),0.0310886 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.035519 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0802802 # DEPENDENCYPART_SIBL
(25,23),(25,27),-0.0498174 # DEPENDENCYPART_SIBL
(25,23),(25,29),-0.0794025 # DEPENDENCYPART_SIBL
(25,23),(25,30),-0.0528519 # DEPENDENCYPART_SIBL
(25,23),(25,34),-0.0103773 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0286943 # DEPENDENCYPART_SIBL
(25,24),(25,27),-0.0443614 # DEPENDENCYPART_SIBL
(25,24),(25,29),0.0236731 # DEPENDENCYPART_SIBL
(25,24),(25,30),0.00702169 # DEPENDENCYPART_SIBL
(25,24),(25,34),0.0375594 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.0572034 # DEPENDENCYPART_SIBL
(25,26),(25,29),0.00507862 # DEPENDENCYPART_SIBL
(25,26),(25,30),0.060878 # DEPENDENCYPART_SIBL
(25,26),(25,34),0.0124214 # DEPENDENCYPART_SIBL
(25,27),(25,29),-0.00669163 # DEPENDENCYPART_SIBL
(25,27),(25,30),0.0512149 # DEPENDENCYPART_SIBL
(25,27),(25,34),-0.00263315 # DEPENDENCYPART_SIBL
(25,29),(25,30),-0.0320665 # DEPENDENCYPART_SIBL
(25,29),(25,34),-0.0187264 # DEPENDENCYPART_SIBL
(25,30),(25,34),-0.00288114 # DEPENDENCYPART_SIBL
(26,16),(26,19),-0.00402192 # DEPENDENCYPART_SIBL
(26,16),(26,21),-0.0200944 # DEPENDENCYPART_SIBL
(26,16),(26,22),-0.00402192 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.0317326 # DEPENDENCYPART_SIBL
(26,16),(26,24),-0.0200944 # DEPENDENCYPART_SIBL
(26,16),(26,25),-0.00425857 # DEPENDENCYPART_SIBL
(26,16),(26,27),0.0637755 # DEPENDENCYPART_SIBL
(26,16),(26,29),0.0202962 # DEPENDENCYPART_SIBL
(26,16),(26,30),0.208555 # DEPENDENCYPART_SIBL
(26,16),(26,32),0.0202962 # DEPENDENCYPART_SIBL
(26,16),(26,33),0.213559 # DEPENDENCYPART_SIBL
(26,16),(26,34),0.0213345 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.0199174 # DEPENDENCYPART_SIBL
(26,19),(26,22),-0.00371864 # DEPENDENCYPART_SIBL
(26,19),(26,23),-0.0316389 # DEPENDENCYPART_SIBL
(26,19),(26,24),-0.0199174 # DEPENDENCYPART_SIBL
(26,19),(26,25),-0.00395528 # DEPENDENCYPART_SIBL
(26,19),(26,27),0.0612905 # DEPENDENCYPART_SIBL
(26,19),(26,29),0.025001 # DEPENDENCYPART_SIBL
(26,19),(26,30),0.211407 # DEPENDENCYPART_SIBL
(26,19),(26,32),0.025001 # DEPENDENCYPART_SIBL
(26,19),(26,33),0.216411 # DEPENDENCYPART_SIBL
(26,19),(26,34),0.0245395 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.0213019 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.0200545 # DEPENDENCYPART_SIBL
(26,21),(26,24),-0.0144756 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0213017 # DEPENDENCYPART_SIBL
(26,21),(26,27),0.0921212 # DEPENDENCYPART_SIBL
(26,21),(26,29),0.239075 # DEPENDENCYPART_SIBL
(26,21),(26,30),0.116846 # DEPENDENCYPART_SIBL
(26,21),(26,32),0.239075 # DEPENDENCYPART_SIBL
(26,21),(26,33),0.116846 # DEPENDENCYPART_SIBL
(26,21),(26,34),0.0905972 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0316389 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.0199176 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.00395528 # DEPENDENCYPART_SIBL
(26,22),(26,27),0.0612905 # DEPENDENCYPART_SIBL
(26,22),(26,29),0.024892 # DEPENDENCYPART_SIBL
(26,22),(26,30),0.211407 # DEPENDENCYPART_SIBL
(26,22),(26,32),0.024892 # DEPENDENCYPART_SIBL
(26,22),(26,33),0.216411 # DEPENDENCYPART_SIBL
(26,22),(26,34),0.0245395 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.0767208 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.0457865 # DEPENDENCYPART_SIBL
(26,23),(26,27),0.140632 # DEPENDENCYPART_SIBL
(26,23),(26,29),0.044456 # DEPENDENCYPART_SIBL
(26,23),(26,30),0.0984225 # DEPENDENCYPART_SIBL
(26,23),(26,32),0.044456 # DEPENDENCYPART_SIBL
(26,23),(26,33),0.0938113 # DEPENDENCYPART_SIBL
(26,23),(26,34),0.0692872 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0213018 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0921212 # DEPENDENCYPART_SIBL
(26,24),(26,29),0.239077 # DEPENDENCYPART_SIBL
(26,24),(26,30),0.120492 # DEPENDENCYPART_SIBL
(26,24),(26,32),0.239077 # DEPENDENCYPART_SIBL
(26,24),(26,33),0.120492 # DEPENDENCYPART_SIBL
(26,24),(26,34),0.0905972 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.061087 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.0249967 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.211378 # DEPENDENCYPART_SIBL
(26,25),(26,32),0.0249967 # DEPENDENCYPART_SIBL
(26,25),(26,33),0.216382 # DEPENDENCYPART_SIBL
(26,25),(26,34),0.0233729 # DEPENDENCYPART_SIBL
(26,27),(26,29),0.000814867 # DEPENDENCYPART_SIBL
(26,27),(26,30),0.0157688 # DEPENDENCYPART_SIBL
(26,27),(26,32),0.000814867 # DEPENDENCYPART_SIBL
(26,27),(26,33),0.0184532 # DEPENDENCYPART_SIBL
(26,27),(26,34),-0.0161184 # DEPENDENCYPART_SIBL
(26,29),(26,30),-0.00859255 # DEPENDENCYPART_SIBL
(26,29),(26,32),0.0316914 # DEPENDENCYPART_SIBL
(26,29),(26,33),-0.00859255 # DEPENDENCYPART_SIBL
(26,29),(26,34),0.00935778 # DEPENDENCYPART_SIBL
(26,30),(26,32),0.0692682 # DEPENDENCYPART_SIBL
(26,30),(26,33),-0.0442022 # DEPENDENCYPART_SIBL
(26,30),(26,34),0.0495508 # DEPENDENCYPART_SIBL
(26,32),(26,33),-0.00859254 # DEPENDENCYPART_SIBL
(26,32),(26,34),0.00935778 # DEPENDENCYPART_SIBL
(26,33),(26,34),0.0495604 # DEPENDENCYPART_SIBL
(27,17),(27,23),0.0244193 # DEPENDENCYPART_SIBL
(27,17),(27,24),0.00648071 # DEPENDENCYPART_SIBL
(27,17),(27,25),0.027256 # DEPENDENCYPART_SIBL
(27,17),(27,26),0.0405294 # DEPENDENCYPART_SIBL
(27,17),(27,28),-0.01735 # DEPENDENCYPART_SIBL
(27,17),(27,29),-0.00798049 # DEPENDENCYPART_SIBL
(27,17),(27,30),-0.0332239 # DEPENDENCYPART_SIBL
(27,17),(27,33),-0.03315 # DEPENDENCYPART_SIBL
(27,17),(27,34),-0.0235808 # DEPENDENCYPART_SIBL
(27,17),(27,35),0.0120687 # DEPENDENCYPART_SIBL
(27,17),(27,36),0.00961807 # DEPENDENCYPART_SIBL
(27,17),(27,37),0.0356851 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.0208024 # DEPENDENCYPART_SIBL
(27,23),(27,25),0.0223705 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.126248 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.00377078 # DEPENDENCYPART_SIBL
(27,23),(27,29),-0.0231054 # DEPENDENCYPART_SIBL
(27,23),(27,30),-0.0320621 # DEPENDENCYPART_SIBL
(27,23),(27,33),-0.0366733 # DEPENDENCYPART_SIBL
(27,23),(27,34),-0.0131475 # DEPENDENCYPART_SIBL
(27,23),(27,35),0.0145037 # DEPENDENCYPART_SIBL
(27,23),(27,36),0.0181219 # DEPENDENCYPART_SIBL
(27,23),(27,37),0.103088 # DEPENDENCYPART_SIBL
(27,24),(27,25),0.01541 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.128775 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.00675851 # DEPENDENCYPART_SIBL
(27,24),(27,29),0.110638 # DEPENDENCYPART_SIBL
(27,24),(27,30),0.000218181 # DEPENDENCYPART_SIBL
(27,24),(27,33),0.000218181 # DEPENDENCYPART_SIBL
(27,24),(27,34),-0.000525734 # DEPENDENCYPART_SIBL
(27,24),(27,35),0.00579425 # DEPENDENCYPART_SIBL
(27,24),(27,36),0.00559433 # DEPENDENCYPART_SIBL
(27,24),(27,37),-0.0340227 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.165506 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.0023993 # DEPENDENCYPART_SIBL
(27,25),(27,29),0.0069644 # DEPENDENCYPART_SIBL
(27,25),(27,30),0.00341028 # DEPENDENCYPART_SIBL
(27,25),(27,33),0.00841417 # DEPENDENCYPART_SIBL
(27,25),(27,34),-0.00583498 # DEPENDENCYPART_SIBL
(27,25),(27,35),0.0155811 # DEPENDENCYPART_SIBL
(27,25),(27,36),-0.000756347 # DEPENDENCYPART_SIBL
(27,25),(27,37),-0.0171746 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.0183809 # DEPENDENCYPART_SIBL
(27,26),(27,29),0.0235221 # DEPENDENCYPART_SIBL
(27,26),(27,30),0.00368267 # DEPENDENCYPART_SIBL
(27,26),(27,33),0.00368956 # DEPENDENCYPART_SIBL
(27,26),(27,34),0.11107 # DEPENDENCYPART_SIBL
(27,26),(27,35),0.0460621 # DEPENDENCYPART_SIBL
(27,26),(27,36),0.0620557 # DEPENDENCYPART_SIBL
(27,26),(27,37),0.0808851 # DEPENDENCYPART_SIBL
(27,28),(27,29),-0.0141507 # DEPENDENCYPART_SIBL
(27,28),(27,30),-0.00318162 # DEPENDENCYPART_SIBL
(27,28),(27,33),-0.00318084 # DEPENDENCYPART_SIBL
(27,28),(27,34),-0.0169986 # DEPENDENCYPART_SIBL
(27,28),(27,35),-0.00593472 # DEPENDENCYPART_SIBL
(27,28),(27,36),-0.00617508 # DEPENDENCYPART_SIBL
(27,28),(27,37),-0.0178132 # DEPENDENCYPART_SIBL
(27,29),(27,30),-0.0224354 # DEPENDENCYPART_SIBL
(27,29),(27,33),-0.0224354 # DEPENDENCYPART_SIBL
(27,29),(27,34),-0.0127257 # DEPENDENCYPART_SIBL
(27,29),(27,35),-0.0249382 # DEPENDENCYPART_SIBL
(27,29),(27,36),-0.02313 # DEPENDENCYPART_SIBL
(27,29),(27,37),-0.0167147 # DEPENDENCYPART_SIBL
(27,30),(27,33),-0.147071 # DEPENDENCYPART_SIBL
(27,30),(27,34),-0.0368538 # DEPENDENCYPART_SIBL
(27,30),(27,35),-0.0131725 # DEPENDENCYPART_SIBL
(27,30),(27,36),-0.00671606 # DEPENDENCYPART_SIBL
(27,30),(27,37),-0.00834897 # DEPENDENCYPART_SIBL
(27,33),(27,34),-0.0368443 # DEPENDENCYPART_SIBL
(27,33),(27,35),-0.0131711 # DEPENDENCYPART_SIBL
(27,33),(27,36),-0.00671473 # DEPENDENCYPART_SIBL
(27,33),(27,37),-0.00834897 # DEPENDENCYPART_SIBL
(27,34),(27,35),0.0259547 # DEPENDENCYPART_SIBL
(27,34),(27,36),0.0261676 # DEPENDENCYPART_SIBL
(27,34),(27,37),-0.0159435 # DEPENDENCYPART_SIBL
(27,35),(27,36),-0.0106597 # DEPENDENCYPART_SIBL
(27,35),(27,37),-0.017851 # DEPENDENCYPART_SIBL
(27,36),(27,37),-0.0388224 # DEPENDENCYPART_SIBL
(29,25),(29,26),0.0323163 # DEPENDENCYPART_SIBL
(29,25),(29,27),-0.0196339 # DEPENDENCYPART_SIBL
(29,25),(29,28),-0.0358065 # DEPENDENCYPART_SIBL
(29,25),(29,30),0.0705347 # DEPENDENCYPART_SIBL
(29,25),(29,32),0.031418 # DEPENDENCYPART_SIBL
(29,25),(29,33),0.0755386 # DEPENDENCYPART_SIBL
(29,25),(29,37),0.00860721 # DEPENDENCYPART_SIBL
(29,26),(29,27),0.00586968 # DEPENDENCYPART_SIBL
(29,26),(29,28),0.000345276 # DEPENDENCYPART_SIBL
(29,26),(29,30),0.104105 # DEPENDENCYPART_SIBL
(29,26),(29,32),0.0252509 # DEPENDENCYPART_SIBL
(29,26),(29,33),0.104111 # DEPENDENCYPART_SIBL
(29,26),(29,37),0.0564058 # DEPENDENCYPART_SIBL
(29,27),(29,28),-0.0221046 # DEPENDENCYPART_SIBL
(29,27),(29,30),0.025929 # DEPENDENCYPART_SIBL
(29,27),(29,32),0.0126159 # DEPENDENCYPART_SIBL
(29,27),(29,33),0.0260029 # DEPENDENCYPART_SIBL
(29,27),(29,37),-0.000989119 # DEPENDENCYPART_SIBL
(29,28),(29,30),0.076198 # DEPENDENCYPART_SIBL
(29,28),(29,32),0.0441613 # DEPENDENCYPART_SIBL
(29,28),(29,33),0.0761983 # DEPENDENCYPART_SIBL
(29,28),(29,37),-0.0164862 # DEPENDENCYPART_SIBL
(29,30),(29,32),-0.022751 # DEPENDENCYPART_SIBL
(29,30),(29,33),-0.108951 # DEPENDENCYPART_SIBL
(29,30),(29,37),0.0331012 # DEPENDENCYPART_SIBL
(29,32),(29,33),-0.00619851 # DEPENDENCYPART_SIBL
(29,32),(29,37),0.0207572 # DEPENDENCYPART_SIBL
(29,33),(29,37),0.0331012 # DEPENDENCYPART_SIBL
(30,24),(30,25),0.02423 # DEPENDENCYPART_SIBL
(30,24),(30,26),0.0348239 # DEPENDENCYPART_SIBL
(30,24),(30,27),-0.00885805 # DEPENDENCYPART_SIBL
(30,24),(30,28),-0.16514 # DEPENDENCYPART_SIBL
(30,24),(30,29),0.00543691 # DEPENDENCYPART_SIBL
(30,24),(30,32),0.0254137 # DEPENDENCYPART_SIBL
(30,24),(30,33),0.0104732 # DEPENDENCYPART_SIBL
(30,24),(30,34),0.0335625 # DEPENDENCYPART_SIBL
(30,24),(30,35),-0.0258196 # DEPENDENCYPART_SIBL
(30,24),(30,36),-0.0168393 # DEPENDENCYPART_SIBL
(30,24),(30,37),-0.12624 # DEPENDENCYPART_SIBL
(30,24),(30,39),0.0104732 # DEPENDENCYPART_SIBL
(30,24),(30,40),0.0104428 # DEPENDENCYPART_SIBL
(30,25),(30,26),0.00930521 # DEPENDENCYPART_SIBL
(30,25),(30,27),0.0154184 # DEPENDENCYPART_SIBL
(30,25),(30,28),-0.156793 # DEPENDENCYPART_SIBL
(30,25),(30,29),0.0132571 # DEPENDENCYPART_SIBL
(30,25),(30,32),-0.00796883 # DEPENDENCYPART_SIBL
(30,25),(30,33),0.00436749 # DEPENDENCYPART_SIBL
(30,25),(30,34),0.0236293 # DEPENDENCYPART_SIBL
(30,25),(30,35),-0.0133618 # DEPENDENCYPART_SIBL
(30,25),(30,36),-0.0206203 # DEPENDENCYPART_SIBL
(30,25),(30,37),-0.0633984 # DEPENDENCYPART_SIBL
(30,25),(30,39),0.00436749 # DEPENDENCYPART_SIBL
(30,25),(30,40),0.00433672 # DEPENDENCYPART_SIBL
(30,26),(30,27),0.0134335 # DEPENDENCYPART_SIBL
(30,26),(30,28),-0.120116 # DEPENDENCYPART_SIBL
(30,26),(30,29),0.0119028 # DEPENDENCYPART_SIBL
(30,26),(30,32),-0.0253413 # DEPENDENCYPART_SIBL
(30,26),(30,33),-0.0255264 # DEPENDENCYPART_SIBL
(30,26),(30,34),0.018439 # DEPENDENCYPART_SIBL
(30,26),(30,35),-0.000389256 # DEPENDENCYPART_SIBL
(30,26),(30,36),0.0367085 # DEPENDENCYPART_SIBL
(30,26),(30,37),-0.0202662 # DEPENDENCYPART_SIBL
(30,26),(30,39),-0.0255264 # DEPENDENCYPART_SIBL
(30,26),(30,40),-0.0255568 # DEPENDENCYPART_SIBL
(30,27),(30,28),-0.130195 # DEPENDENCYPART_SIBL
(30,27),(30,29),-0.0180269 # DEPENDENCYPART_SIBL
(30,27),(30,32),-0.0173254 # DEPENDENCYPART_SIBL
(30,27),(30,33),-0.00373675 # DEPENDENCYPART_SIBL
(30,27),(30,34),0.0187156 # DEPENDENCYPART_SIBL
(30,27),(30,35),-0.00225575 # DEPENDENCYPART_SIBL
(30,27),(30,36),0.00449348 # DEPENDENCYPART_SIBL
(30,27),(30,37),-0.0327397 # DEPENDENCYPART_SIBL
(30,27),(30,39),-0.00373675 # DEPENDENCYPART_SIBL
(30,27),(30,40),-0.00376716 # DEPENDENCYPART_SIBL
(30,28),(30,29),0.0877175 # DEPENDENCYPART_SIBL
(30,28),(30,32),0.0428338 # DEPENDENCYPART_SIBL
(30,28),(30,33),0.0500121 # DEPENDENCYPART_SIBL
(30,28),(30,34),0.0236531 # DEPENDENCYPART_SIBL
(30,28),(30,35),0.0502834 # DEPENDENCYPART_SIBL
(30,28),(30,36),0.0722849 # DEPENDENCYPART_SIBL
(30,28),(30,37),-0.0669562 # DEPENDENCYPART_SIBL
(30,28),(30,39),0.0500121 # DEPENDENCYPART_SIBL
(30,28),(30,40),0.0499817 # DEPENDENCYPART_SIBL
(30,29),(30,32),0.0309489 # DEPENDENCYPART_SIBL
(30,29),(30,33),0.0177345 # DEPENDENCYPART_SIBL
(30,29),(30,34),0.0390811 # DEPENDENCYPART_SIBL
(30,29),(30,35),-0.0202841 # DEPENDENCYPART_SIBL
(30,29),(30,36),-0.0113038 # DEPENDENCYPART_SIBL
(30,29),(30,37),-0.111342 # DEPENDENCYPART_SIBL
(30,29),(30,39),0.0177345 # DEPENDENCYPART_SIBL
(30,29),(30,40),0.0177041 # DEPENDENCYPART_SIBL
(30,32),(30,33),-0.0320662 # DEPENDENCYPART_SIBL
(30,32),(30,34),-0.0205337 # DEPENDENCYPART_SIBL
(30,32),(30,35),-0.0132942 # DEPENDENCYPART_SIBL
(30,32),(30,36),-0.00873748 # DEPENDENCYPART_SIBL
(30,32),(30,37),0.00259406 # DEPENDENCYPART_SIBL
(30,32),(30,39),-0.0320662 # DEPENDENCYPART_SIBL
(30,32),(30,40),-0.0321763 # DEPENDENCYPART_SIBL
(30,33),(30,34),-0.00866056 # DEPENDENCYPART_SIBL
(30,33),(30,35),0.0514934 # DEPENDENCYPART_SIBL
(30,33),(30,36),0.0650949 # DEPENDENCYPART_SIBL
(30,33),(30,37),0.033289 # DEPENDENCYPART_SIBL
