# _root_ * Πάρτε το ποτό σας και καθίστε κάπου κοντά στο Pierro's , ένα από τα διασημότερα και παλαιότερα gay μπαρ του κόσμου , για να δείτε τον κόσμο που πηγαινοέρχεται τα βράδυα .
#goldHeads=6,6,4,2,4,0,6,9,7,9,12,10,12,13,20,17,20,17,20,14,22,20,24,6,26,24,28,26,30,28,32,30,0,
#predictedHeads=0,6,4,2,4,0,6,9,7,9,10,7,12,13,16,14,20,20,20,14,22,20,24,20,26,24,28,26,30,28,32,30,0,
(26,10),(26,28),0.0218477 # DEPENDENCYPART_SIBL
(26,10),(26,30),-0.0213818 # DEPENDENCYPART_SIBL
(26,10),(26,32),0.0175947 # DEPENDENCYPART_SIBL
(26,10),(26,33),-0.0384356 # DEPENDENCYPART_SIBL
(26,14),(26,16),0.00158426 # DEPENDENCYPART_SIBL
(26,14),(26,17),0.00572382 # DEPENDENCYPART_SIBL
(26,14),(26,18),-0.00658844 # DEPENDENCYPART_SIBL
(26,14),(26,19),0.00629795 # DEPENDENCYPART_SIBL
(26,14),(26,20),-0.00702941 # DEPENDENCYPART_SIBL
(26,14),(26,21),-0.0401938 # DEPENDENCYPART_SIBL
(26,14),(26,22),-0.00698447 # DEPENDENCYPART_SIBL
(26,14),(26,23),0.0189156 # DEPENDENCYPART_SIBL
(26,14),(26,24),-0.0190274 # DEPENDENCYPART_SIBL
(26,14),(26,25),0.0640508 # DEPENDENCYPART_SIBL
(26,14),(26,27),-0.0120976 # DEPENDENCYPART_SIBL
(26,14),(26,28),-0.0282393 # DEPENDENCYPART_SIBL
(26,14),(26,30),-0.0140454 # DEPENDENCYPART_SIBL
(26,14),(26,32),-0.0324923 # DEPENDENCYPART_SIBL
(26,14),(26,33),-0.0428424 # DEPENDENCYPART_SIBL
(26,16),(26,17),-0.0342158 # DEPENDENCYPART_SIBL
(26,16),(26,18),-0.032116 # DEPENDENCYPART_SIBL
(26,16),(26,19),-0.0220489 # DEPENDENCYPART_SIBL
(26,16),(26,20),-0.0566901 # DEPENDENCYPART_SIBL
(26,16),(26,21),-0.0316244 # DEPENDENCYPART_SIBL
(26,16),(26,22),-0.0566721 # DEPENDENCYPART_SIBL
(26,16),(26,23),-0.0024419 # DEPENDENCYPART_SIBL
(26,16),(26,24),-0.0277878 # DEPENDENCYPART_SIBL
(26,16),(26,25),-0.0462796 # DEPENDENCYPART_SIBL
(26,16),(26,27),-0.00644749 # DEPENDENCYPART_SIBL
(26,16),(26,28),0.00263546 # DEPENDENCYPART_SIBL
(26,16),(26,30),-0.0203131 # DEPENDENCYPART_SIBL
(26,16),(26,32),0.00398324 # DEPENDENCYPART_SIBL
(26,16),(26,33),-0.0484867 # DEPENDENCYPART_SIBL
(26,17),(26,18),-0.0479537 # DEPENDENCYPART_SIBL
(26,17),(26,19),-0.0502228 # DEPENDENCYPART_SIBL
(26,17),(26,20),-0.0542723 # DEPENDENCYPART_SIBL
(26,17),(26,21),0.00368936 # DEPENDENCYPART_SIBL
(26,17),(26,22),-0.0587601 # DEPENDENCYPART_SIBL
(26,17),(26,23),-0.00697699 # DEPENDENCYPART_SIBL
(26,17),(26,24),-0.0421534 # DEPENDENCYPART_SIBL
(26,17),(26,25),0.0207164 # DEPENDENCYPART_SIBL
(26,17),(26,27),0.00242475 # DEPENDENCYPART_SIBL
(26,17),(26,28),0.00466969 # DEPENDENCYPART_SIBL
(26,17),(26,30),-0.0458 # DEPENDENCYPART_SIBL
(26,17),(26,32),0.00552646 # DEPENDENCYPART_SIBL
(26,17),(26,33),-0.0379971 # DEPENDENCYPART_SIBL
(26,18),(26,19),-0.0180029 # DEPENDENCYPART_SIBL
(26,18),(26,20),0.0133162 # DEPENDENCYPART_SIBL
(26,18),(26,21),-0.0264675 # DEPENDENCYPART_SIBL
(26,18),(26,22),0.01381 # DEPENDENCYPART_SIBL
(26,18),(26,23),0.0117946 # DEPENDENCYPART_SIBL
(26,18),(26,24),-0.0101898 # DEPENDENCYPART_SIBL
(26,18),(26,25),-0.0617335 # DEPENDENCYPART_SIBL
(26,18),(26,27),-0.00997266 # DEPENDENCYPART_SIBL
(26,18),(26,28),-0.00459408 # DEPENDENCYPART_SIBL
(26,18),(26,30),-0.0196645 # DEPENDENCYPART_SIBL
(26,18),(26,32),-0.00441906 # DEPENDENCYPART_SIBL
(26,18),(26,33),-0.0452651 # DEPENDENCYPART_SIBL
(26,19),(26,20),-0.0268686 # DEPENDENCYPART_SIBL
(26,19),(26,21),-0.0461642 # DEPENDENCYPART_SIBL
(26,19),(26,22),-0.0268685 # DEPENDENCYPART_SIBL
(26,19),(26,23),0.00561594 # DEPENDENCYPART_SIBL
(26,19),(26,24),-0.00864553 # DEPENDENCYPART_SIBL
(26,19),(26,25),-0.0124179 # DEPENDENCYPART_SIBL
(26,19),(26,27),-0.0130459 # DEPENDENCYPART_SIBL
(26,19),(26,28),-0.00866212 # DEPENDENCYPART_SIBL
(26,19),(26,30),-0.0378908 # DEPENDENCYPART_SIBL
(26,19),(26,32),-0.00848586 # DEPENDENCYPART_SIBL
(26,19),(26,33),-0.0465721 # DEPENDENCYPART_SIBL
(26,20),(26,21),-0.0916985 # DEPENDENCYPART_SIBL
(26,20),(26,22),-0.181543 # DEPENDENCYPART_SIBL
(26,20),(26,23),-0.0476752 # DEPENDENCYPART_SIBL
(26,20),(26,24),-0.0341883 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.00797824 # DEPENDENCYPART_SIBL
(26,20),(26,27),0.0144902 # DEPENDENCYPART_SIBL
(26,20),(26,28),-0.014452 # DEPENDENCYPART_SIBL
(26,20),(26,30),-0.00858878 # DEPENDENCYPART_SIBL
(26,20),(26,32),-0.0103058 # DEPENDENCYPART_SIBL
(26,20),(26,33),-0.0236184 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.00163685 # DEPENDENCYPART_SIBL
(26,21),(26,23),-0.00279502 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.00586624 # DEPENDENCYPART_SIBL
(26,21),(26,25),-0.00220586 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.0322371 # DEPENDENCYPART_SIBL
(26,21),(26,28),-0.000353505 # DEPENDENCYPART_SIBL
(26,21),(26,30),-0.0588435 # DEPENDENCYPART_SIBL
(26,21),(26,32),-0.000178434 # DEPENDENCYPART_SIBL
(26,21),(26,33),-0.108215 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0407432 # DEPENDENCYPART_SIBL
(26,22),(26,24),-0.0341883 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.00797824 # DEPENDENCYPART_SIBL
(26,22),(26,27),0.0144918 # DEPENDENCYPART_SIBL
(26,22),(26,28),-0.0116177 # DEPENDENCYPART_SIBL
(26,22),(26,30),-0.00850741 # DEPENDENCYPART_SIBL
(26,22),(26,32),-0.00747143 # DEPENDENCYPART_SIBL
(26,22),(26,33),-0.0236098 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0244545 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.112666 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.0272556 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.00370917 # DEPENDENCYPART_SIBL
(26,23),(26,30),-0.00921843 # DEPENDENCYPART_SIBL
(26,23),(26,32),0.00388466 # DEPENDENCYPART_SIBL
(26,23),(26,33),-0.0734998 # DEPENDENCYPART_SIBL
(26,24),(26,25),0.0450971 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.00148213 # DEPENDENCYPART_SIBL
(26,24),(26,28),0.0155684 # DEPENDENCYPART_SIBL
(26,24),(26,30),0.00768734 # DEPENDENCYPART_SIBL
(26,24),(26,32),0.0113155 # DEPENDENCYPART_SIBL
(26,24),(26,33),-0.0433374 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.0536487 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.137101 # DEPENDENCYPART_SIBL
(26,25),(26,30),0.0383722 # DEPENDENCYPART_SIBL
(26,25),(26,32),0.137276 # DEPENDENCYPART_SIBL
(26,25),(26,33),-0.111766 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.0261427 # DEPENDENCYPART_SIBL
(26,27),(26,30),-0.0159978 # DEPENDENCYPART_SIBL
(26,27),(26,32),-0.0256172 # DEPENDENCYPART_SIBL
(26,27),(26,33),-0.0382347 # DEPENDENCYPART_SIBL
(26,28),(26,30),-0.0349522 # DEPENDENCYPART_SIBL
(26,28),(26,32),-0.225919 # DEPENDENCYPART_SIBL
(26,28),(26,33),-0.070995 # DEPENDENCYPART_SIBL
(26,30),(26,32),-0.0645075 # DEPENDENCYPART_SIBL
(26,30),(26,33),0.0191106 # DEPENDENCYPART_SIBL
(26,32),(26,33),-0.0702887 # DEPENDENCYPART_SIBL
(28,21),(28,27),-0.392928 # DEPENDENCYPART_SIBL
(28,21),(28,29),-0.142169 # DEPENDENCYPART_SIBL
(28,21),(28,30),0.0193688 # DEPENDENCYPART_SIBL
(28,21),(28,32),0.097859 # DEPENDENCYPART_SIBL
(28,27),(28,29),-0.179836 # DEPENDENCYPART_SIBL
(28,27),(28,30),0.0219311 # DEPENDENCYPART_SIBL
(28,27),(28,32),0.0237909 # DEPENDENCYPART_SIBL
(28,29),(28,30),-0.0647456 # DEPENDENCYPART_SIBL
(28,29),(28,32),-0.113474 # DEPENDENCYPART_SIBL
(28,30),(28,32),0.018496 # DEPENDENCYPART_SIBL
(30,1),(30,4),-0.00697731 # DEPENDENCYPART_SIBL
(30,1),(30,8),0.0267652 # DEPENDENCYPART_SIBL
(30,1),(30,9),0.0235118 # DEPENDENCYPART_SIBL
(30,1),(30,10),-0.00114016 # DEPENDENCYPART_SIBL
(30,1),(30,16),-0.00982885 # DEPENDENCYPART_SIBL
(30,1),(30,18),0.026796 # DEPENDENCYPART_SIBL
(30,1),(30,20),-0.00955537 # DEPENDENCYPART_SIBL
(30,1),(30,22),-0.00697677 # DEPENDENCYPART_SIBL
(30,1),(30,23),-0.0635047 # DEPENDENCYPART_SIBL
(30,1),(30,24),-0.00174768 # DEPENDENCYPART_SIBL
(30,1),(30,27),-0.0152637 # DEPENDENCYPART_SIBL
(30,1),(30,28),-0.00783963 # DEPENDENCYPART_SIBL
(30,1),(30,29),-0.0794737 # DEPENDENCYPART_SIBL
(30,1),(30,31),-0.0405094 # DEPENDENCYPART_SIBL
(30,1),(30,32),-0.098835 # DEPENDENCYPART_SIBL
(30,1),(30,33),0.0369893 # DEPENDENCYPART_SIBL
(30,4),(30,8),-0.0138733 # DEPENDENCYPART_SIBL
(30,4),(30,9),-0.0150148 # DEPENDENCYPART_SIBL
(30,4),(30,10),-0.0310571 # DEPENDENCYPART_SIBL
(30,4),(30,16),-0.0590467 # DEPENDENCYPART_SIBL
(30,4),(30,18),-0.0138734 # DEPENDENCYPART_SIBL
(30,4),(30,20),-0.180765 # DEPENDENCYPART_SIBL
(30,4),(30,22),-0.181366 # DEPENDENCYPART_SIBL
(30,4),(30,23),-0.0401423 # DEPENDENCYPART_SIBL
(30,4),(30,24),-0.0335874 # DEPENDENCYPART_SIBL
(30,4),(30,27),-0.0657572 # DEPENDENCYPART_SIBL
(30,4),(30,28),-0.182229 # DEPENDENCYPART_SIBL
(30,4),(30,29),-0.281557 # DEPENDENCYPART_SIBL
(30,4),(30,31),0.0163407 # DEPENDENCYPART_SIBL
(30,4),(30,32),-0.00977138 # DEPENDENCYPART_SIBL
(30,4),(30,33),-0.0157035 # DEPENDENCYPART_SIBL
(30,8),(30,9),-0.023974 # DEPENDENCYPART_SIBL
(30,8),(30,10),-0.0115999 # DEPENDENCYPART_SIBL
(30,8),(30,16),-0.0202547 # DEPENDENCYPART_SIBL
(30,8),(30,18),-0.0228347 # DEPENDENCYPART_SIBL
(30,8),(30,20),0.0154411 # DEPENDENCYPART_SIBL
(30,8),(30,22),0.0159348 # DEPENDENCYPART_SIBL
(30,8),(30,23),0.0126743 # DEPENDENCYPART_SIBL
(30,8),(30,24),-0.00931192 # DEPENDENCYPART_SIBL
(30,8),(30,27),0.00152095 # DEPENDENCYPART_SIBL
(30,8),(30,28),0.015072 # DEPENDENCYPART_SIBL
(30,8),(30,29),-0.165228 # DEPENDENCYPART_SIBL
(30,8),(30,31),-0.00654273 # DEPENDENCYPART_SIBL
(30,8),(30,32),-0.00658399 # DEPENDENCYPART_SIBL
(30,8),(30,33),-0.0371228 # DEPENDENCYPART_SIBL
(30,9),(30,10),-0.0221656 # DEPENDENCYPART_SIBL
(30,9),(30,16),-0.0230714 # DEPENDENCYPART_SIBL
(30,9),(30,18),-0.0256508 # DEPENDENCYPART_SIBL
(30,9),(30,20),0.0115152 # DEPENDENCYPART_SIBL
(30,9),(30,22),0.012009 # DEPENDENCYPART_SIBL
(30,9),(30,23),0.00940583 # DEPENDENCYPART_SIBL
(30,9),(30,24),-0.0163012 # DEPENDENCYPART_SIBL
(30,9),(30,27),-0.00138083 # DEPENDENCYPART_SIBL
(30,9),(30,28),0.0111461 # DEPENDENCYPART_SIBL
(30,9),(30,29),-0.168206 # DEPENDENCYPART_SIBL
(30,9),(30,31),-0.00783297 # DEPENDENCYPART_SIBL
(30,9),(30,32),-0.00649612 # DEPENDENCYPART_SIBL
(30,9),(30,33),-0.041331 # DEPENDENCYPART_SIBL
(30,10),(30,16),-0.00332656 # DEPENDENCYPART_SIBL
(30,10),(30,18),-0.0383175 # DEPENDENCYPART_SIBL
(30,10),(30,20),0.00206852 # DEPENDENCYPART_SIBL
(30,10),(30,22),0.00211124 # DEPENDENCYPART_SIBL
(30,10),(30,23),0.0169295 # DEPENDENCYPART_SIBL
(30,10),(30,24),-0.0431401 # DEPENDENCYPART_SIBL
(30,10),(30,27),-0.0323365 # DEPENDENCYPART_SIBL
(30,10),(30,28),-0.000477357 # DEPENDENCYPART_SIBL
(30,10),(30,29),-0.232934 # DEPENDENCYPART_SIBL
(30,10),(30,31),-0.00227316 # DEPENDENCYPART_SIBL
(30,10),(30,32),0.0123621 # DEPENDENCYPART_SIBL
(30,10),(30,33),-0.0315754 # DEPENDENCYPART_SIBL
(30,16),(30,18),-0.0314021 # DEPENDENCYPART_SIBL
(30,16),(30,20),-0.0555338 # DEPENDENCYPART_SIBL
(30,16),(30,22),-0.0555157 # DEPENDENCYPART_SIBL
(30,16),(30,23),-0.00230779 # DEPENDENCYPART_SIBL
(30,16),(30,24),-0.0276537 # DEPENDENCYPART_SIBL
(30,16),(30,27),-0.0142797 # DEPENDENCYPART_SIBL
(30,16),(30,28),-0.0563786 # DEPENDENCYPART_SIBL
(30,16),(30,29),-0.158672 # DEPENDENCYPART_SIBL
(30,16),(30,31),-0.00351962 # DEPENDENCYPART_SIBL
(30,16),(30,32),0.00154277 # DEPENDENCYPART_SIBL
(30,16),(30,33),-0.0410685 # DEPENDENCYPART_SIBL
(30,18),(30,20),0.0154398 # DEPENDENCYPART_SIBL
(30,18),(30,22),0.0159335 # DEPENDENCYPART_SIBL
(30,18),(30,23),0.01267 # DEPENDENCYPART_SIBL
(30,18),(30,24),-0.00931431 # DEPENDENCYPART_SIBL
(30,18),(30,27),0.00151975 # DEPENDENCYPART_SIBL
(30,18),(30,28),0.0150707 # DEPENDENCYPART_SIBL
(30,18),(30,29),-0.16523 # DEPENDENCYPART_SIBL
(30,18),(30,31),-0.00654563 # DEPENDENCYPART_SIBL
(30,18),(30,32),-0.00659352 # DEPENDENCYPART_SIBL
(30,18),(30,33),-0.037107 # DEPENDENCYPART_SIBL
(30,20),(30,22),-0.17992 # DEPENDENCYPART_SIBL
(30,20),(30,23),-0.0470743 # DEPENDENCYPART_SIBL
(30,20),(30,24),-0.0335874 # DEPENDENCYPART_SIBL
(30,20),(30,27),-0.0657572 # DEPENDENCYPART_SIBL
(30,20),(30,28),-0.180783 # DEPENDENCYPART_SIBL
(30,20),(30,29),-0.281557 # DEPENDENCYPART_SIBL
(30,20),(30,31),0.0163391 # DEPENDENCYPART_SIBL
(30,20),(30,32),-0.0126057 # DEPENDENCYPART_SIBL
(30,20),(30,33),-0.0157121 # DEPENDENCYPART_SIBL
(30,22),(30,23),-0.0401423 # DEPENDENCYPART_SIBL
(30,22),(30,24),-0.0335874 # DEPENDENCYPART_SIBL
(30,22),(30,27),-0.0657572 # DEPENDENCYPART_SIBL
(30,22),(30,28),-0.182229 # DEPENDENCYPART_SIBL
(30,22),(30,29),-0.281557 # DEPENDENCYPART_SIBL
(30,22),(30,31),0.0163407 # DEPENDENCYPART_SIBL
(30,22),(30,32),-0.00977133 # DEPENDENCYPART_SIBL
(30,22),(30,33),-0.0157035 # DEPENDENCYPART_SIBL
(30,23),(30,24),0.0244545 # DEPENDENCYPART_SIBL
(30,23),(30,27),0.00793831 # DEPENDENCYPART_SIBL
(30,23),(30,28),0.00250302 # DEPENDENCYPART_SIBL
(30,23),(30,29),0.0239426 # DEPENDENCYPART_SIBL
(30,23),(30,31),-0.0153473 # DEPENDENCYPART_SIBL
(30,23),(30,32),0.00128132 # DEPENDENCYPART_SIBL
(30,23),(30,33),-0.0661995 # DEPENDENCYPART_SIBL
(30,24),(30,27),-0.0320274 # DEPENDENCYPART_SIBL
(30,24),(30,28),0.0051624 # DEPENDENCYPART_SIBL
(30,24),(30,29),-0.231916 # DEPENDENCYPART_SIBL
(30,24),(30,31),0.00297055 # DEPENDENCYPART_SIBL
(30,24),(30,32),0.00608291 # DEPENDENCYPART_SIBL
(30,24),(30,33),-0.0364773 # DEPENDENCYPART_SIBL
(30,27),(30,28),0.0194023 # DEPENDENCYPART_SIBL
(30,27),(30,29),-0.112443 # DEPENDENCYPART_SIBL
(30,27),(30,31),-0.00939145 # DEPENDENCYPART_SIBL
(30,27),(30,32),-0.00164913 # DEPENDENCYPART_SIBL
(30,27),(30,33),-0.0769237 # DEPENDENCYPART_SIBL
(30,28),(30,29),-0.282135 # DEPENDENCYPART_SIBL
(30,28),(30,31),0.0154872 # DEPENDENCYPART_SIBL
(30,28),(30,32),-0.010625 # DEPENDENCYPART_SIBL
(30,28),(30,33),-0.0178236 # DEPENDENCYPART_SIBL
(30,29),(30,31),0.00644454 # DEPENDENCYPART_SIBL
(30,29),(30,32),0.00479672 # DEPENDENCYPART_SIBL
(30,29),(30,33),-0.0482883 # DEPENDENCYPART_SIBL
(30,31),(30,32),-0.0220204 # DEPENDENCYPART_SIBL
(30,31),(30,33),-0.0348032 # DEPENDENCYPART_SIBL
(30,32),(30,33),-0.0701243 # DEPENDENCYPART_SIBL
(32,27),(32,28),0.118945 # DEPENDENCYPART_SIBL
(32,27),(32,29),0.110668 # DEPENDENCYPART_SIBL
(32,27),(32,30),0.0971092 # DEPENDENCYPART_SIBL
(32,27),(32,31),-0.369766 # DEPENDENCYPART_SIBL
(32,28),(32,29),-0.00826732 # DEPENDENCYPART_SIBL
(32,28),(32,30),0.0386305 # DEPENDENCYPART_SIBL
(32,28),(32,31),-0.139138 # DEPENDENCYPART_SIBL
(32,29),(32,30),0.0654083 # DEPENDENCYPART_SIBL
(32,29),(32,31),-0.064193 # DEPENDENCYPART_SIBL
(32,30),(32,31),-0.14859 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.337937 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.31838 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.0221966 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.00988365 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.278965 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0626563 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0642118 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.248227 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.125082 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.127644 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0861168 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.0654743 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.0373269 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.12383 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.198636 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),0.00209333 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),-0.260307 # DEPENDENCYPART_GRANDPAR
(0,2),(2,33),0.161637 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.0440816 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.507772 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.49992 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.310053 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.14844 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.02769 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0608298 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0727753 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.0681576 # DEPENDENCYPART_GRANDPAR
(0,4),(4,30),-0.468305 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.114425 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.566436 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.636353 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.11919 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.657762 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0413731 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0270532 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.177962 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.0410007 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.00988365 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.597048 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.357043 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0588464 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0417009 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.125082 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.127644 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0861168 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.115735 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.0654743 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.0373269 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.12383 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.198636 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),0.0470115 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-0.0268124 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),0.00209333 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),-0.260307 # DEPENDENCYPART_GRANDPAR
(0,7),(7,26),-0.142741 # DEPENDENCYPART_GRANDPAR
(0,7),(7,28),-0.239261 # DEPENDENCYPART_GRANDPAR
(0,7),(7,32),-0.233569 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.0233378 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0884859 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.615822 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.300082 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.416956 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0855418 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.301204 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.281498 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.30128 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.264643 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.525802 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.429996 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.0194009 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.213455 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.420613 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),-0.114425 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.566436 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.11919 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.104874 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.250696 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.23474 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.260677 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.433142 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.126371 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.0586695 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.354657 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.373644 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.731573 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.444795 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.277743 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.168924 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.168922 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.237868 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.0223804 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.277612 # DEPENDENCYPART_GRANDPAR
(0,17),(17,26),0.264185 # DEPENDENCYPART_GRANDPAR
(0,17),(17,30),0.161768 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.0233378 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.0362808 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.302246 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.373325 # DEPENDENCYPART_GRANDPAR
(0,26),(26,1),0.0249662 # DEPENDENCYPART_GRANDPAR
(0,26),(26,2),0.61205 # DEPENDENCYPART_GRANDPAR
(0,26),(26,4),-0.04578 # DEPENDENCYPART_GRANDPAR
(0,26),(26,7),0.29631 # DEPENDENCYPART_GRANDPAR
(0,26),(26,8),-0.112356 # DEPENDENCYPART_GRANDPAR
(0,26),(26,9),-0.13758 # DEPENDENCYPART_GRANDPAR
(0,26),(26,10),-0.159332 # DEPENDENCYPART_GRANDPAR
(0,26),(26,14),-0.121576 # DEPENDENCYPART_GRANDPAR
(0,26),(26,16),-0.196474 # DEPENDENCYPART_GRANDPAR
(0,26),(26,17),0.115891 # DEPENDENCYPART_GRANDPAR
(0,26),(26,18),-0.42597 # DEPENDENCYPART_GRANDPAR
(0,26),(26,19),0.059279 # DEPENDENCYPART_GRANDPAR
(0,26),(26,20),-0.0609642 # DEPENDENCYPART_GRANDPAR
(0,26),(26,21),-0.565329 # DEPENDENCYPART_GRANDPAR
(0,26),(26,22),-0.13481 # DEPENDENCYPART_GRANDPAR
(0,26),(26,23),0.0974572 # DEPENDENCYPART_GRANDPAR
(0,26),(26,24),-0.373278 # DEPENDENCYPART_GRANDPAR
(0,26),(26,25),-0.469971 # DEPENDENCYPART_GRANDPAR
(0,26),(26,27),-0.351506 # DEPENDENCYPART_GRANDPAR
(0,26),(26,28),-0.233855 # DEPENDENCYPART_GRANDPAR
(0,26),(26,30),-0.246801 # DEPENDENCYPART_GRANDPAR
(0,26),(26,32),-0.228163 # DEPENDENCYPART_GRANDPAR
(0,26),(26,33),0.157122 # DEPENDENCYPART_GRANDPAR
