# _root_ Τη Μύκονο την λατρεύεις ή τη μισείς : όχι μόνο δεν υπάρχει ενδιάμεση αντίδραση , αλλά συνήθως , το αρχικό συναίσθημα διαρκεί για πάντα .
#goldHeads=2,5,4,5,8,7,5,0,10,12,12,16,14,12,16,8,22,16,21,21,22,16,22,23,0,
#predictedHeads=2,5,4,5,8,7,5,9,12,12,12,16,14,12,16,0,22,22,21,21,22,16,22,23,0,
(8,20),(20,19),-0.405181 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.207408 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.381859 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.171298 # DEPENDENCYPART_GRANDPAR
(8,22),(22,4),-0.280412 # DEPENDENCYPART_GRANDPAR
(8,22),(22,5),-0.343967 # DEPENDENCYPART_GRANDPAR
(8,22),(22,7),-0.257353 # DEPENDENCYPART_GRANDPAR
(8,22),(22,8),-0.400346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,22),(22,10),0.161978 # DEPENDENCYPART_GRANDPAR
(8,22),(22,12),0.21876 # DEPENDENCYPART_GRANDPAR
(8,22),(22,13),-0.0977816 # DEPENDENCYPART_GRANDPAR
(8,22),(22,14),-0.0292179 # DEPENDENCYPART_GRANDPAR
(8,22),(22,15),0.131107 # DEPENDENCYPART_GRANDPAR
(8,22),(22,16),0.148666 # DEPENDENCYPART_GRANDPAR
(8,22),(22,17),-0.00428731 # DEPENDENCYPART_GRANDPAR
(8,22),(22,18),0.0511728 # DEPENDENCYPART_GRANDPAR
(8,22),(22,19),-0.384365 # DEPENDENCYPART_GRANDPAR
(8,22),(22,20),-0.10582 # DEPENDENCYPART_GRANDPAR
(8,22),(22,21),-0.152306 # DEPENDENCYPART_GRANDPAR
(8,22),(22,23),-0.260692 # DEPENDENCYPART_GRANDPAR
(8,22),(22,24),-0.0496944 # DEPENDENCYPART_GRANDPAR
(8,22),(22,25),-0.225415 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.148117 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.272555 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.136205 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0940902 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.111847 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.0821025 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.335792 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.60795 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.481724 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.478956 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.689873 # DEPENDENCYPART_GRANDPAR
(9,8),(8,22),-0.552379 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.342008 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.0599612 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.307662 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0885601 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.307674 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0441867 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.16141 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.32867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,12),-0.500023 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.705938 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.731187 # DEPENDENCYPART_GRANDPAR
(10,4),(4,24),-1.02795 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.398237 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.143167 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.337669 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.0984196 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.381578 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0869919 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.143778 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.32118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.572475 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.860014 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.7384 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.800539 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.736604 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),-0.82892 # DEPENDENCYPART_GRANDPAR
(10,5),(5,22),-0.806179 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-1.05818 # DEPENDENCYPART_GRANDPAR
(10,5),(5,25),-0.920738 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0626146 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.252501 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.132541 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.32173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.516315 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.268003 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.396414 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.206804 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.127743 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.11273 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.3218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.532406 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.844949 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.747477 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.832784 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.968186 # DEPENDENCYPART_GRANDPAR
(10,8),(8,22),-0.765865 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.182004 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.57553 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.727479 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.498653 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.518331 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.467548 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.516502 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.433228 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.91392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.113888 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.312094 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.146974 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.360417 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.257456 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.404023 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.388798 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.435331 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.457636 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.308798 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.53749 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.472985 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.489419 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.854573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0531464 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.036683 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.255959 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.413368 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.515425 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.57189 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.533255 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.780576 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.951834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),-0.0130572 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.424335 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.405203 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.298203 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.514842 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.530119 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.323345 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.578257 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.648666 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.41493 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.417885 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.110427 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0587233 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0498185 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.0510645 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.234057 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.0603211 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.538022 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.0823222 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.0488405 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.129781 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.683673 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.405584 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-1.22405 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.210344 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.800967 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.163303 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.165691 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.242721 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.64257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,15),-0.158365 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.325023 # DEPENDENCYPART_GRANDPAR
(12,4),(4,24),-0.537528 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.667692 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.346737 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-1.1658 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0923664 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.819975 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.120665 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.15517 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.117458 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.93311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),0.0126263 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.153454 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.420881 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.506021 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.448077 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-1.27512 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.711924 # DEPENDENCYPART_GRANDPAR
(12,5),(5,25),-0.823841 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.17357 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.624256 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.0862585 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0510126 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.73177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,2),-0.510512 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-1.25441 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.319201 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.200028 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0684655 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.223946 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.75934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.12855 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.42197 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.351842 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.531122 # DEPENDENCYPART_GRANDPAR
(12,8),(8,22),-1.10086 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.160198 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.213853 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.220273 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0986578 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.202803 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.231763 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.76933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.117521 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.0273893 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.0147816 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.59991 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.567326 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.06966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.384217 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.0716845 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.113355 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.0541923 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.665478 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.25453 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.664735 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.897297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.738783 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.115718 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0423876 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.0225465 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.0759381 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.120142 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.945145 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.506296 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.398271 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.423867 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.086361 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.179192 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.0096163 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.138741 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.128949 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.00973 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.12433 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.690652 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.603195 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.657824 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.753245 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.696085 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.667228 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.04541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.460635 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.394491 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.142703 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0380458 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.0836513 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.0321899 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.0484824 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.268066 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.14917 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.176623 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.328126 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.954115 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.572737 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.605364 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.400058 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.16151 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.044018 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.00997716 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.132786 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.0771145 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.358236 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.374732 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.945145 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.988903 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.398271 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.423867 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.105023 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.161294 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.138741 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.128949 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.643548 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.299864 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.317864 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.0638654 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.123893 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.282029 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.0541923 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.268502 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.261819 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.201321 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.0143779 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.0953545 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.240094 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.085374 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.115292 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.0715164 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.15643 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.829916 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-0.509107 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.390739 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.428052 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.518912 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-1.1883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.452468 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.303084 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.10542 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.034734 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.115668 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),0.0782246 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.435518 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.20708 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.133419 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.160212 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.137822 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-0.345371 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),0.0787023 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.200289 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.34536 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.0452655 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.155571 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.401641 # DEPENDENCYPART_GRANDPAR
(12,25),(25,22),-0.616129 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),-0.231547 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.257307 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-1.51088 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.170423 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.83626 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.230473 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0749049 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-1.18962 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.26543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.407866 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),-0.419792 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.0353347 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.317535 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-1.51621 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.152097 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.770127 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.186138 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.136723 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0496531 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.076499 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.26803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.384287 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.4675 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.298839 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.402252 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.548356 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.789442 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.617084 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.754797 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.408039 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.367067 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-0.671695 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.620502 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-1.01172 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.423527 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.69717 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.756895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.184582 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0800087 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.0124488 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.412155 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.373968 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.609313 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.25847 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.842759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.013613 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.0740445 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0214325 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.208498 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.397617 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.249161 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-1.9255 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.612667 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.403437 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),-0.0274503 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.0931025 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.128996 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.242249 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.378659 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.205525 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.346993 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.0771783 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.205159 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.0436355 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.206732 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-1.12302 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.276591 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.373968 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.0402616 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),0.0216867 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.436545 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.328549 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.549009 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.643223 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.429878 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.327459 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.176661 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.119561 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.408808 # DEPENDENCYPART_GRANDPAR
