# _root_ Τέλος , κύριε Πρόεδρε , θα αναφερθώ στη συζήτηση σχετικά με τη Συνέλευση και τη διακυβέρνηση .
#goldHeads=7,4,4,7,4,7,0,7,8,9,10,13,14,11,16,14,0,
#predictedHeads=7,4,4,7,7,7,0,7,8,9,10,13,14,11,16,14,0,
(14,9),(9,13),0.382937 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.943828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.0959293 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.471128 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.26938 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.0482995 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.299679 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.310572 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.254105 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.116266 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0170843 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.261206 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0468153 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.255505 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.89539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),0.0316738 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.413747 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.089884 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.128201 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0821368 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.600401 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.33474 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.762428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),0.256019 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.235833 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.287198 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.90339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,1),-0.206261 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.123078 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.138856 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.0216246 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.00625613 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.750512 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.943825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.237475 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.0960457 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.471126 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.360916 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),0.054653 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.247781 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.387327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.843205 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0368744 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.26607 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.598251 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.61171 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.451416 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.409759 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.450258 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.490812 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.163999 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.446452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.32761 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.865845 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.853367 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.621541 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.904769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0241039 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.40084 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0661545 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.381228 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.47611 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.480634 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.221373 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.246099 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.321308 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.00467925 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.019458 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.39486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.32608 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.297789 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.455681 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.47561 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.49825 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.448785 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.280309 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.29579 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.246707 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.196473 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.087605 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.223439 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.171966 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.181433 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.37208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.314356 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.2943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,2),-0.887843 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-1.18816 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-1.21732 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.752862 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.756539 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.653418 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.552617 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.887378 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.54188 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.825021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,1),-0.605019 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.621908 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.75531 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.300248 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.399078 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.623695 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.547551 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.433535 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.603993 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.319219 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.226273 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.495557 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.422836 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.435725 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.392269 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.174146 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.0627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,1),-0.535093 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.376188 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.481461 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.293238 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.22542 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.492748 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.405309 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.435063 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.490721 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.371344 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.431066 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.577412 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.322708 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.433917 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.557256 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.475631 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.436854 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.507012 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.469754 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.212065 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),-0.336362 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.03692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,9),-0.4942 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.454363 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.542201 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.424693 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.52691 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.674115 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.376057 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.417617 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.577207 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.493036 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.393724 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.485028 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.210242 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.349983 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.06032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,7),-0.452706 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.460229 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.503175 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.449881 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.496967 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.174409 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.366497 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.04367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,1),-0.539182 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.373737 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.470676 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.419653 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.508329 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.356751 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.172192 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.456957 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.278296 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.0627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,1),-0.497405 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.354068 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.405809 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.550083 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.305432 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.379736 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.570273 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.361558 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.425452 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.453632 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.358162 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.361936 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.565886 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.262719 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.06503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,12),-0.348556 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.467273 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.266624 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.433841 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.0627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
