# _root_ Στα νερά του , ο επισκέπτης μπορεί να κάνει καγιάκ ή ράφτινγκ , ενώ η γύρω περιοχή είναι ιδανική για περιηγητικούς περιπάτους στη φύση .
#goldHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
#predictedHeads=7,1,2,7,6,7,14,9,7,11,9,11,14,0,17,17,18,14,18,19,22,20,22,23,0,
(8,9),(9,10),0.0323348 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.109747 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0968108 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.152088 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.199791 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.0996319 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.178813 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.197747 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.196747 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.27592 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.192012 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.627199 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.467758 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.457846 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.2855 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.10946 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.155541 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.166987 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.199807 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.330835 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.217917 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.343448 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.43732 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.245826 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.128489 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.874387 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.86094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,11),-0.405 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.442735 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.543327 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.33717 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-1.24812 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.326986 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.502959 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.283643 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.688215 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.879 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.131959 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.86167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.110023 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.289679 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.4062 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.315936 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.502108 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.258063 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0192383 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.64307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.139398 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.253797 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.110306 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.27333 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.502786 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.492192 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-1.03219 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.460166 # DEPENDENCYPART_GRANDPAR
(9,7),(7,22),-1.03351 # DEPENDENCYPART_GRANDPAR
(9,7),(7,23),-0.796976 # DEPENDENCYPART_GRANDPAR
(9,7),(7,25),-0.6891 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.75494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.0242024 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.10741 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.878011 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.82194 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.914725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.157124 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.33274 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.0246291 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.126571 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.823469 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.02409 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.784792 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.0718368 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.890732 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-1.88977 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.841298 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.03194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.469968 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.31298 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0521602 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.182008 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0932974 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.195125 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.290346 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.47263 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.111886 # DEPENDENCYPART_GRANDPAR
(9,11),(11,25),-0.438643 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.10741 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-1.82194 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.914725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.642946 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.271657 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0246291 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.126571 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.123712 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.173941 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.184589 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.950916 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.711426 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.81756 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.436979 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.141389 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.187275 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.232024 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.274919 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.39864 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.706131 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.598354 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.823127 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.02156 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.783699 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.888199 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-1.88713 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-1.04564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.367099 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0844448 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.117395 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0623992 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.495323 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.16086 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.253893 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.245374 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.514652 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.160308 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.998146 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.668993 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.533807 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.783998 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.436243 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.108497 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.178428 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0883607 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.136022 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.543298 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.337329 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.403762 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.583841 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.326594 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.751802 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.870221 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),0.644379 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.394675 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),0.0112174 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0161327 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.435567 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.068838 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.189413 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.391 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.088722 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.874494 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.58771 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.560191 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.576087 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.715464 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.516883 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.585942 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-1.59078 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-1.18655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.338691 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.035086 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.0889872 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.0814228 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.23304 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.611863 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.227115 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.427355 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.402309 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.189965 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.885804 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.630026 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.522671 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.749521 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.433866 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.247243 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.638313 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.96759 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.581997 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.700415 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.409305 # DEPENDENCYPART_GRANDPAR
(9,22),(22,15),-0.437414 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.121914 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.416237 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.0556108 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.899731 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.550413 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.708883 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.402458 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-1.104 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-0.660572 # DEPENDENCYPART_GRANDPAR
(9,23),(23,25),-0.397414 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.438046 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.53436 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.379305 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.59031 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.560488 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.0380888 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0762158 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.52244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,1),-0.350147 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.137364 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.255246 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.503189 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.260597 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.153441 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.0875681 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.40447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.470812 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),-0.857292 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.673095 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.690811 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.848422 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.870038 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.950882 # DEPENDENCYPART_GRANDPAR
(10,7),(7,22),-1.54157 # DEPENDENCYPART_GRANDPAR
(10,7),(7,23),-0.893968 # DEPENDENCYPART_GRANDPAR
(10,7),(7,25),-1.05061 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.348839 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.135789 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.241117 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.506289 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.262376 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.732614 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0983835 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.40201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.469721 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.854825 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.676899 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.68972 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.848202 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-1.04121 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.873748 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.950801 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-1.53911 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.893894 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.973154 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.968741 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.809654 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.0194 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.09383 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.2861 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.588888 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.800878 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.885663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.157916 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.264923 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.14858 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.301554 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.347966 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.358878 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.460972 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.380414 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.571004 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.08451 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.30282 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.817119 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.865365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.056297 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.326152 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.275561 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.429016 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.583207 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.489312 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.939925 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.782632 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.06502 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.890603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.0606275 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.343423 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.272541 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.433695 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.547488 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.651619 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.664355 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.971554 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.965195 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.807705 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-1.09029 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-1.28177 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.796518 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.94385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.00752559 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.39667 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.207073 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-1.17055 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.380124 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.434185 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.359239 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.553278 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.478225 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.853324 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.928416 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.411794 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.989264 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.620634 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.365583 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.251309 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.355666 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.532263 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.282399 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.21823 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.169633 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.0580272 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.03918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,4),(4,1),-0.457161 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.571716 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),-0.46576 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.404003 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.475317 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.772505 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.263819 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.151015 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.174515 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.220723 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.062904 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.0614754 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.250422 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.37929 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.262127 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.170331 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.300379 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.170552 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.122028 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0297586 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.951364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.100395 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.379853 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.491747 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.639438 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.447157 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.837831 # DEPENDENCYPART_GRANDPAR
(11,7),(7,22),-0.652295 # DEPENDENCYPART_GRANDPAR
(11,7),(7,23),-0.865276 # DEPENDENCYPART_GRANDPAR
(11,7),(7,25),-0.621832 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.132926 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.049129 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.238453 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.36787 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.23723 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.164551 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.292196 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.31712 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.111171 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.00347237 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.953778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.101511 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.391412 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.494161 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.642778 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.692111 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.458807 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.841355 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-0.653411 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.868807 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.14548 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.400017 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.35481 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.241081 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.03918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.265398 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.551544 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.580612 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-0.728023 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.808639 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.702293 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.557249 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.504653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.148793 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.141232 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.245787 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.417112 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.143897 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.874861 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.649531 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.799054 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.519753 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.624308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.106443 # DEPENDENCYPART_GRANDPAR
