# _root_ Ασφαλώς , η συνόψιση των μέχρι τώρα οδηγιών , η εναρμόνιση και ο εκσυγχρονισμός τους αποτελούν ένα πολύ ουσιαστικό βήμα .
#goldHeads=16,16,4,12,8,8,6,4,12,11,12,16,14,12,14,0,20,19,20,16,0,
#predictedHeads=16,16,4,12,6,4,6,6,12,11,12,16,14,12,14,0,20,19,20,16,0,
(9,11),(11,9),-0.629724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0628197 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0538677 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0189145 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.0156225 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.132371 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.321363 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.47986 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.479674 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.483326 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.471644 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.498774 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.379476 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.377931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.0259829 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.0350793 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.0927316 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.078109 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.0711027 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.0367313 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.108972 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.173996 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.262194 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.16447 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.428584 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.0621489 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0631063 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.206657 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.189524 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0649532 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0156237 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.132371 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.208789 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.322051 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.22296 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.500977 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.424495 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-0.433574 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.457211 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.520394 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.329724 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.56828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),-0.00945775 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.127737 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.264129 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0891986 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.00962876 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.185902 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.190378 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.338916 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.221658 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),-0.00169716 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.0817751 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.261585 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.0697246 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.387349 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.213603 # DEPENDENCYPART_GRANDPAR
(9,21),(21,4),-0.448617 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.298213 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.535558 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.444921 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.766609 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.190208 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.300965 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.44253 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.283264 # DEPENDENCYPART_GRANDPAR
(11,1),(1,12),-0.293259 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-0.772186 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.505685 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.683006 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.156955 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.358934 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.200429 # DEPENDENCYPART_GRANDPAR
(11,2),(2,12),-0.280883 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.768375 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.286346 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.628963 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.697257 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.315274 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.375029 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.324624 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.36119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.297311 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.811593 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.765099 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.468061 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.507578 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.628544 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.618526 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.272813 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.442612 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.289171 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.34556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.29326 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.795967 # DEPENDENCYPART_GRANDPAR
(11,7),(7,16),-0.772343 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.756973 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.49975 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.473754 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.613412 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.732204 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.688404 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.381506 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.342578 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.267931 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.208434 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.44544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.329334 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.849988 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.996459 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.505685 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.465803 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.697908 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.291764 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.344783 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.3747 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.36063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.280883 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.81104 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.768375 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-1.06485 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.75359 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.14274 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.737465 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.787742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.254513 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.645012 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.45218 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.370616 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.350169 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.641546 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.421009 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.365675 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.91146 # DEPENDENCYPART_GRANDPAR
(11,16),(16,2),-0.822122 # DEPENDENCYPART_GRANDPAR
(11,16),(16,4),-1.19583 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.693304 # DEPENDENCYPART_GRANDPAR
(11,16),(16,7),-0.754475 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.870913 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-0.660465 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.842798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.223286 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.638344 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.292872 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.156898 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.22641 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.456308 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.11287 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.262654 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.891939 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.889275 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.59235 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.311443 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.364346 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.737485 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),-0.645925 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.239694 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.93472 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.310367 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.559782 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.363543 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.0770895 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.0453956 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.0791459 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.0330827 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.0775824 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.00318459 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-0.910529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,16),-0.445027 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.164369 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.0700617 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.261877 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.193046 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.0790111 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-0.935275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,16),-0.477863 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.0811424 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.150759 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),0.64081 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.194674 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.0395343 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.0181394 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),0.0381639 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.071442 # DEPENDENCYPART_GRANDPAR
(12,4),(4,11),0.354088 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-0.95909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,14),-0.0969852 # DEPENDENCYPART_GRANDPAR
(12,4),(4,16),-0.525876 # DEPENDENCYPART_GRANDPAR
(12,4),(4,18),-0.583377 # DEPENDENCYPART_GRANDPAR
(12,4),(4,21),-0.522933 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.0306394 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.319497 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.0406948 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0110203 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0179481 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.330421 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.841797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,14),0.128825 # DEPENDENCYPART_GRANDPAR
(12,6),(6,21),-0.374177 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.148223 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.282543 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.083885 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.330304 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.300815 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.078917 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0116925 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.238986 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-0.91053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,14),0.0310244 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.445184 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.539672 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.0811425 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.150759 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),0.64081 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.0367956 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.314398 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.156835 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.070546 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0714443 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.598291 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.354069 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.95909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,16),-0.525876 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.456422 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.164369 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.227868 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.0913256 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.280947 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.150054 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.213271 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.124864 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.935275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,14),-0.0348691 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.477863 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.508245 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.486882 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.0811424 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.150759 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.64081 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.314398 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.160594 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0705459 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.087376 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0768541 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.690883 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),0.176354 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.0969852 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.525876 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.583377 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.456422 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.836502 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.00539779 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.276614 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.402421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.709395 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0524959 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0848269 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.137376 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.00884479 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.055761 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.0984697 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.51168 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.365973 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.325486 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.623309 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.500422 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.447553 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.292068 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.13056 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.401392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.736892 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.559428 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.230929 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0885551 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.0578892 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.0719718 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.147974 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.484403 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.485702 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.112823 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.0631649 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.210116 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.188215 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.476341 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.21564 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.0512228 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.0562532 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.0750987 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.0055411 # DEPENDENCYPART_GRANDPAR
(12,20),(20,13),0.708605 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.533446 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.198697 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0841022 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.0116554 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.0986967 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.387743 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.13246 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.0331455 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.263755 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.416685 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.412645 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.813798 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.707232 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.417545 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.32166 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.45522 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.353691 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.615991 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.131195 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.36882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,16),-0.939172 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.843769 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.979007 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.334577 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.385265 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.477165 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.225139 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.251077 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.220512 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.326311 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.53321 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.343136 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.285201 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.34617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.0254871 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.958445 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.835401 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-1.06854 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.956367 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.731079 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.826723 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.759341 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.17162 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.720153 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.731885 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.913075 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.700387 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-1.03741 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.622014 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.607253 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.765878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.693622 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.268355 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.358892 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0956084 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.19145 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.807201 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.826493 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.49487 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.294064 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.293081 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-1.0912 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.743537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,17),-0.7967 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.280407 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.306048 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.294922 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-1.11038 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.683497 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.712714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,17),-0.774084 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.352291 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.462558 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.292326 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-1.19655 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.51212 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.409308 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),0.147793 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),0.195708 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),0.157704 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),0.0449523 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.495471 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),0.209945 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),0.20418 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.66288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
