# _root_ Επομένως όταν οι άνθρωποι βρίσκονται κοντά σε πηγές , ο οργανισμός τους αντιδρά , αυξάνοντας τον καρδιακό παλμό και την αρτηριακή πίεση ή προκαλώντας ορμονικές αλλαγές .
#goldHeads=13,13,4,5,2,5,6,7,2,11,13,11,0,23,23,18,18,19,15,22,22,19,13,23,26,24,0,
#predictedHeads=13,13,4,5,2,5,5,7,13,11,13,11,0,13,13,18,18,19,15,22,22,19,22,23,26,24,0,
(23,5),(23,15),-0.0305694 # DEPENDENCYPART_SIBL
(23,5),(23,17),-0.0872048 # DEPENDENCYPART_SIBL
(23,5),(23,18),-0.103416 # DEPENDENCYPART_SIBL
(23,5),(23,19),-0.0154568 # DEPENDENCYPART_SIBL
(23,5),(23,20),-0.0593781 # DEPENDENCYPART_SIBL
(23,5),(23,21),-0.0872048 # DEPENDENCYPART_SIBL
(23,5),(23,22),-0.103879 # DEPENDENCYPART_SIBL
(23,5),(23,24),0.205584 # DEPENDENCYPART_SIBL
(23,5),(23,25),-0.0241079 # DEPENDENCYPART_SIBL
(23,5),(23,26),-0.0508182 # DEPENDENCYPART_SIBL
(23,6),(23,7),-0.0383405 # DEPENDENCYPART_SIBL
(23,6),(23,8),0.00200391 # DEPENDENCYPART_SIBL
(23,6),(23,9),0.0388054 # DEPENDENCYPART_SIBL
(23,6),(23,11),0.00299287 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.000996232 # DEPENDENCYPART_SIBL
(23,6),(23,14),0.0388054 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.00154109 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.0276326 # DEPENDENCYPART_SIBL
(23,6),(23,18),0.00299287 # DEPENDENCYPART_SIBL
(23,6),(23,19),0.0117162 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.0045711 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.0276326 # DEPENDENCYPART_SIBL
(23,6),(23,22),0.00252899 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.0303661 # DEPENDENCYPART_SIBL
(23,6),(23,25),-0.0009837 # DEPENDENCYPART_SIBL
(23,6),(23,26),-0.00671338 # DEPENDENCYPART_SIBL
(23,7),(23,8),-0.0308627 # DEPENDENCYPART_SIBL
(23,7),(23,9),0.0813486 # DEPENDENCYPART_SIBL
(23,7),(23,11),-0.0298811 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.00729713 # DEPENDENCYPART_SIBL
(23,7),(23,14),0.0813486 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.00665314 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.0437125 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.0298811 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.00313266 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.047917 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.0437125 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0303476 # DEPENDENCYPART_SIBL
(23,7),(23,24),-0.0469978 # DEPENDENCYPART_SIBL
(23,7),(23,25),-0.0184299 # DEPENDENCYPART_SIBL
(23,7),(23,26),-0.0348269 # DEPENDENCYPART_SIBL
(23,8),(23,9),0.115169 # DEPENDENCYPART_SIBL
(23,8),(23,11),-0.0185615 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.0273453 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.115169 # DEPENDENCYPART_SIBL
(23,8),(23,15),0.0269289 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.0320168 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.0185615 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.0013845 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.0407124 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.0320192 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.0198551 # DEPENDENCYPART_SIBL
(23,8),(23,24),-0.0466918 # DEPENDENCYPART_SIBL
(23,8),(23,25),0.00604087 # DEPENDENCYPART_SIBL
(23,8),(23,26),0.0732794 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.0124836 # DEPENDENCYPART_SIBL
(23,9),(23,13),0.0915573 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.11291 # DEPENDENCYPART_SIBL
(23,9),(23,15),0.0911122 # DEPENDENCYPART_SIBL
(23,9),(23,17),0.00435987 # DEPENDENCYPART_SIBL
(23,9),(23,18),0.0124836 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.0746555 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.00717367 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.00435987 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.0118416 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.0205973 # DEPENDENCYPART_SIBL
(23,9),(23,25),0.0342993 # DEPENDENCYPART_SIBL
(23,9),(23,26),0.00079621 # DEPENDENCYPART_SIBL
(23,11),(23,13),0.02836 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.116107 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0279435 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.0318324 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.0177016 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.00120012 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.040528 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0318348 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0189952 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0450916 # DEPENDENCYPART_SIBL
(23,11),(23,25),0.00832034 # DEPENDENCYPART_SIBL
(23,11),(23,26),0.0787924 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.0881084 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.0305462 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0871841 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.103389 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0154361 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0593574 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0871841 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.103852 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.205267 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0235717 # DEPENDENCYPART_SIBL
(23,13),(23,26),-0.05189 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0911122 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.00435987 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.0124836 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0746555 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.00717367 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.00435987 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0118416 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0205973 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.0342993 # DEPENDENCYPART_SIBL
(23,14),(23,26),0.00079621 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0874069 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.104061 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.015659 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0595843 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0874069 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.104525 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.200989 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0240879 # DEPENDENCYPART_SIBL
(23,15),(23,26),-0.0524116 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0106037 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0116727 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.00937618 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.00107118 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0110687 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0534561 # DEPENDENCYPART_SIBL
(23,17),(23,25),0.282837 # DEPENDENCYPART_SIBL
(23,17),(23,26),-0.00301422 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.00120012 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.040528 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0318348 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0189952 # DEPENDENCYPART_SIBL
(23,18),(23,24),-0.0450916 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.00832034 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.0787924 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0599621 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0229109 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0120212 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0187535 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.000513804 # DEPENDENCYPART_SIBL
(23,19),(23,26),0.0145374 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.00700703 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0115807 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0224379 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0271349 # DEPENDENCYPART_SIBL
(23,20),(23,26),-0.0105506 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.011071 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0534878 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.282837 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.0030163 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0498454 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.00419109 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.0665597 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0657106 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.020036 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0327684 # DEPENDENCYPART_SIBL
(24,1),(24,2),0.0108123 # DEPENDENCYPART_SIBL
(24,1),(24,7),-0.00380263 # DEPENDENCYPART_SIBL
(24,1),(24,11),0.02348 # DEPENDENCYPART_SIBL
(24,1),(24,14),0.00715636 # DEPENDENCYPART_SIBL
(24,1),(24,15),-0.013392 # DEPENDENCYPART_SIBL
(24,1),(24,17),-0.0207235 # DEPENDENCYPART_SIBL
(24,1),(24,18),0.02348 # DEPENDENCYPART_SIBL
(24,1),(24,19),0.0124635 # DEPENDENCYPART_SIBL
(24,1),(24,20),-0.00191988 # DEPENDENCYPART_SIBL
(24,1),(24,21),-0.0207235 # DEPENDENCYPART_SIBL
(24,1),(24,22),0.0234772 # DEPENDENCYPART_SIBL
(24,1),(24,23),0.0150999 # DEPENDENCYPART_SIBL
(24,1),(24,25),-0.0108192 # DEPENDENCYPART_SIBL
(24,1),(24,26),0.0464974 # DEPENDENCYPART_SIBL
(24,1),(24,27),-0.025579 # DEPENDENCYPART_SIBL
(24,2),(24,7),0.0027606 # DEPENDENCYPART_SIBL
(24,2),(24,11),-0.0264381 # DEPENDENCYPART_SIBL
(24,2),(24,14),-0.00108306 # DEPENDENCYPART_SIBL
(24,2),(24,15),-0.0142776 # DEPENDENCYPART_SIBL
(24,2),(24,17),-0.028293 # DEPENDENCYPART_SIBL
(24,2),(24,18),-0.0264381 # DEPENDENCYPART_SIBL
(24,2),(24,19),-0.0258311 # DEPENDENCYPART_SIBL
(24,2),(24,20),0.00472585 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.028293 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.026441 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.0185451 # DEPENDENCYPART_SIBL
(24,2),(24,25),-0.0086024 # DEPENDENCYPART_SIBL
(24,2),(24,26),-0.000209003 # DEPENDENCYPART_SIBL
(24,2),(24,27),-0.0421794 # DEPENDENCYPART_SIBL
(24,7),(24,11),-0.0126136 # DEPENDENCYPART_SIBL
(24,7),(24,14),0.0391665 # DEPENDENCYPART_SIBL
(24,7),(24,15),-0.00786626 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.0224989 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.0126136 # DEPENDENCYPART_SIBL
(24,7),(24,19),-0.00967838 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.0488747 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.0224989 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.0126217 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.00956822 # DEPENDENCYPART_SIBL
(24,7),(24,25),-0.0107752 # DEPENDENCYPART_SIBL
(24,7),(24,26),0.0175459 # DEPENDENCYPART_SIBL
(24,7),(24,27),-0.0543026 # DEPENDENCYPART_SIBL
(24,11),(24,14),-0.0405316 # DEPENDENCYPART_SIBL
(24,11),(24,15),-0.0235888 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.0590486 # DEPENDENCYPART_SIBL
(24,11),(24,18),-0.181368 # DEPENDENCYPART_SIBL
(24,11),(24,19),-0.0423939 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.0742803 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.059051 # DEPENDENCYPART_SIBL
(24,11),(24,22),-0.181785 # DEPENDENCYPART_SIBL
(24,11),(24,23),-0.0351878 # DEPENDENCYPART_SIBL
(24,11),(24,25),0.0248378 # DEPENDENCYPART_SIBL
(24,11),(24,26),0.0185166 # DEPENDENCYPART_SIBL
(24,11),(24,27),-0.0160847 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.00343265 # DEPENDENCYPART_SIBL
(24,14),(24,17),0.00502159 # DEPENDENCYPART_SIBL
(24,14),(24,18),0.00336588 # DEPENDENCYPART_SIBL
(24,14),(24,19),0.0192829 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.0100765 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.00502159 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.00327224 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.00962061 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.0187783 # DEPENDENCYPART_SIBL
(24,14),(24,26),0.0586302 # DEPENDENCYPART_SIBL
(24,14),(24,27),-0.0601411 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.062703 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.0749166 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.0186147 # DEPENDENCYPART_SIBL
(24,15),(24,20),-0.0519176 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.062703 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.0749195 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0292263 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.0198627 # DEPENDENCYPART_SIBL
(24,15),(24,26),0.00806892 # DEPENDENCYPART_SIBL
(24,15),(24,27),-0.0406316 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0555157 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0333756 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.0265941 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.028663 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0555197 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0228822 # DEPENDENCYPART_SIBL
(24,17),(24,25),0.0927708 # DEPENDENCYPART_SIBL
(24,17),(24,26),0.0235097 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.0410685 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.0423939 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0742803 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.059051 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.181785 # DEPENDENCYPART_SIBL
(24,18),(24,23),-0.0351878 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0248378 # DEPENDENCYPART_SIBL
(24,18),(24,26),0.0185166 # DEPENDENCYPART_SIBL
(24,18),(24,27),-0.0160847 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.0267881 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0622085 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0577209 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0583281 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.0195528 # DEPENDENCYPART_SIBL
(24,19),(24,26),0.0241338 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0310535 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.0185181 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.00232397 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0348222 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0019181 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0136354 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0848065 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.055522 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0228822 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0927708 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0235075 # DEPENDENCYPART_SIBL
(24,21),(24,27),-0.041251 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.036034 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0243024 # DEPENDENCYPART_SIBL
(24,22),(24,26),0.013219 # DEPENDENCYPART_SIBL
(24,22),(24,27),-0.0166152 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.00133188 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0374308 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.0194821 # DEPENDENCYPART_SIBL
(24,25),(24,26),-0.0257616 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0659357 # DEPENDENCYPART_SIBL
(24,26),(24,27),-0.0625449 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0101896 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0731527 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.0334756 # DEPENDENCYPART_SIBL
(26,16),(26,20),-0.376137 # DEPENDENCYPART_SIBL
(26,16),(26,21),0.0753462 # DEPENDENCYPART_SIBL
(26,16),(26,22),0.129967 # DEPENDENCYPART_SIBL
(26,16),(26,23),0.138234 # DEPENDENCYPART_SIBL
(26,16),(26,24),0.10068 # DEPENDENCYPART_SIBL
(26,16),(26,25),0.0743185 # DEPENDENCYPART_SIBL
(26,20),(26,21),0.0448618 # DEPENDENCYPART_SIBL
(26,20),(26,22),0.0742904 # DEPENDENCYPART_SIBL
(26,20),(26,23),0.118226 # DEPENDENCYPART_SIBL
(26,20),(26,24),0.0745051 # DEPENDENCYPART_SIBL
(26,20),(26,25),0.0438342 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.0270383 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.0167109 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0130724 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0120951 # DEPENDENCYPART_SIBL
(26,22),(26,23),0.0335233 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0386153 # DEPENDENCYPART_SIBL
(26,22),(26,25),0.0265528 # DEPENDENCYPART_SIBL
(26,23),(26,24),-0.00882288 # DEPENDENCYPART_SIBL
(26,23),(26,25),-0.0488376 # DEPENDENCYPART_SIBL
(26,24),(26,25),-0.0249179 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.020726 # DEPENDENCYPART_SIBL
(27,24),(27,26),-0.0264915 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.0141077 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.136336 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.192133 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.00498345 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.400919 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.262613 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.271397 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0378762 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.00956222 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.23885 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.0678636 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.164936 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.0981538 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),-0.386122 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),0.00104382 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.266422 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.283585 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.00110225 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.102314 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.137587 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.320421 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.442295 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.212538 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.16087 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0771766 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.302151 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.156439 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0732575 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.146353 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.132015 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.183757 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.0689269 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.109887 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.242477 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.0762072 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),-0.105959 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0129119 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.292914 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.0254403 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.218653 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.266982 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0800416 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.427561 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.208897 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.0858635 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.281633 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.0257464 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.00489218 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.189371 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.227434 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.524986 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.00755982 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.442609 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0694877 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.110411 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.0876886 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.245869 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.068261 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.16925 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.302171 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.1097 # DEPENDENCYPART_GRANDPAR
(0,13),(13,26),-0.0129023 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.236135 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0510261 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.294712 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.427561 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.208897 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.0832833 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.281591 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.025746 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.00489229 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.191952 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.220127 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.524986 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.00497966 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.217317 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.142702 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.464297 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.0876886 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.240853 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.0673942 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.16925 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.297155 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.110567 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.0501358 # DEPENDENCYPART_GRANDPAR
(0,15),(15,26),-0.00788619 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.317182 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.101398 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.03218 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.244 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.0833368 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.220873 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.255969 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.0227697 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.052788 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.186749 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.0546562 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.110481 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.802486 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.438227 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.42728 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.560852 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.254397 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.516047 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.268811 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),0.35527 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.282689 # DEPENDENCYPART_GRANDPAR
(0,19),(19,26),-0.240277 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.479463 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.0801144 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.696429 # DEPENDENCYPART_GRANDPAR
