# _root_ Εδώ δεν πρέπει όμως να ξεχάσουμε το εξής : το ευρώ δεν είναι μόνο ένα νομισματικό πρόγραμμα , αλλά ήταν ανέκαθεν και πολιτικό πρόγραμμα , αποτελώντας τμήμα της Πολιτικής Ένωσης της Ευρώπης .
#goldHeads=3,3,4,0,6,3,8,9,6,11,13,13,19,13,17,17,13,19,9,19,20,24,24,20,26,19,26,30,30,27,32,30,0,
#predictedHeads=3,3,4,0,6,3,8,6,6,11,13,13,19,13,17,17,13,19,0,19,22,24,22,20,26,20,26,30,30,27,32,30,0,
(22,1),(22,16),-0.0118173 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.0305021 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.0157645 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.121418 # DEPENDENCYPART_SIBL
(22,1),(22,20),0.00685228 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0118173 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.025059 # DEPENDENCYPART_SIBL
(22,1),(22,24),-0.0326589 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.0396306 # DEPENDENCYPART_SIBL
(22,1),(22,26),-0.012544 # DEPENDENCYPART_SIBL
(22,1),(22,27),-0.03361 # DEPENDENCYPART_SIBL
(22,1),(22,29),-0.0419469 # DEPENDENCYPART_SIBL
(22,1),(22,30),-0.0270647 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.0944091 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.073575 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.104391 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.116816 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.210874 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.149276 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.0698482 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.108448 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.1205 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.146681 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.189743 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.00442688 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.0117222 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0734597 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.146681 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.0321782 # DEPENDENCYPART_SIBL
(22,3),(22,24),-0.0874444 # DEPENDENCYPART_SIBL
(22,3),(22,25),-0.0345582 # DEPENDENCYPART_SIBL
(22,3),(22,26),0.428748 # DEPENDENCYPART_SIBL
(22,3),(22,27),-0.0880188 # DEPENDENCYPART_SIBL
(22,3),(22,29),-0.0443431 # DEPENDENCYPART_SIBL
(22,3),(22,30),-0.0807198 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0173526 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0297639 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.0950246 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0746096 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.0322253 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.0295074 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0304389 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.0447078 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0502153 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0592369 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0232533 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.0443128 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0348525 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0502153 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0155625 # DEPENDENCYPART_SIBL
(22,4),(22,24),-0.0343142 # DEPENDENCYPART_SIBL
(22,4),(22,25),-0.0251883 # DEPENDENCYPART_SIBL
(22,4),(22,26),-0.0303025 # DEPENDENCYPART_SIBL
(22,4),(22,27),-0.0331289 # DEPENDENCYPART_SIBL
(22,4),(22,29),-0.0291032 # DEPENDENCYPART_SIBL
(22,4),(22,30),-0.0277066 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.0911947 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.12003 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.203257 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.133665 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.0528112 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0952502 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.11354 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.139716 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.182126 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.00488088 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.0268763 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0564227 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.139716 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.00880291 # DEPENDENCYPART_SIBL
(22,6),(22,24),-0.0559036 # DEPENDENCYPART_SIBL
(22,6),(22,25),-0.00709726 # DEPENDENCYPART_SIBL
(22,6),(22,26),0.461393 # DEPENDENCYPART_SIBL
(22,6),(22,27),-0.056478 # DEPENDENCYPART_SIBL
(22,6),(22,29),-0.0209679 # DEPENDENCYPART_SIBL
(22,6),(22,30),-0.049179 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.0654562 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0393653 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.0229459 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.0372716 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.0490908 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.000205659 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.00822252 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0234932 # DEPENDENCYPART_SIBL
(22,8),(22,18),0.00071385 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.120559 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.0141233 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.00822252 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.00766987 # DEPENDENCYPART_SIBL
(22,8),(22,24),-0.00852286 # DEPENDENCYPART_SIBL
(22,8),(22,25),-0.0119881 # DEPENDENCYPART_SIBL
(22,8),(22,26),0.00825556 # DEPENDENCYPART_SIBL
(22,8),(22,27),-0.009474 # DEPENDENCYPART_SIBL
(22,8),(22,29),-0.0245577 # DEPENDENCYPART_SIBL
(22,8),(22,30),-0.0029287 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.0590097 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.0351973 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.0213213 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0113551 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.0515834 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0279387 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.0328019 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0186147 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.143479 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0266856 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0279387 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0284608 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.0884043 # DEPENDENCYPART_SIBL
(22,9),(22,25),-0.0245533 # DEPENDENCYPART_SIBL
(22,9),(22,26),-0.0546517 # DEPENDENCYPART_SIBL
(22,9),(22,27),-0.0877019 # DEPENDENCYPART_SIBL
(22,9),(22,29),-0.0559048 # DEPENDENCYPART_SIBL
(22,9),(22,30),-0.0827371 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0076779 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.0471321 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.048537 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0720486 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0543227 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0335656 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.0816416 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.113321 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.00675921 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0543227 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0424203 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.0841923 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0119563 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.0323017 # DEPENDENCYPART_SIBL
(22,11),(22,27),0.0864516 # DEPENDENCYPART_SIBL
(22,11),(22,29),-0.025717 # DEPENDENCYPART_SIBL
(22,11),(22,30),0.101208 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0467849 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.0563118 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.031458 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0255125 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0396205 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.0150351 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.100661 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0399195 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0255125 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0157162 # DEPENDENCYPART_SIBL
(22,12),(22,24),-0.0376485 # DEPENDENCYPART_SIBL
(22,12),(22,25),-0.0705486 # DEPENDENCYPART_SIBL
(22,12),(22,26),-0.00532694 # DEPENDENCYPART_SIBL
(22,12),(22,27),-0.0342866 # DEPENDENCYPART_SIBL
(22,12),(22,29),0.00309813 # DEPENDENCYPART_SIBL
(22,12),(22,30),-0.0286669 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.13017 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.139593 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.177767 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.215525 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0642642 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.00810165 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0919011 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.177767 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0227367 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0715996 # DEPENDENCYPART_SIBL
(22,13),(22,25),0.00313373 # DEPENDENCYPART_SIBL
(22,13),(22,26),0.514297 # DEPENDENCYPART_SIBL
(22,13),(22,27),-0.072174 # DEPENDENCYPART_SIBL
(22,13),(22,29),-0.0349016 # DEPENDENCYPART_SIBL
(22,13),(22,30),-0.0648756 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.00863771 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.00197909 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0187955 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.00666252 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.138926 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0109714 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.00197909 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.000351352 # DEPENDENCYPART_SIBL
(22,14),(22,24),0.00192877 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.00438618 # DEPENDENCYPART_SIBL
(22,14),(22,26),0.0237438 # DEPENDENCYPART_SIBL
(22,14),(22,27),0.000977627 # DEPENDENCYPART_SIBL
(22,14),(22,29),-0.0165365 # DEPENDENCYPART_SIBL
(22,14),(22,30),0.00752293 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.00956848 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0225681 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0687341 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.135676 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0468899 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.00956942 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0425395 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0171994 # DEPENDENCYPART_SIBL
(22,15),(22,25),-0.0554688 # DEPENDENCYPART_SIBL
(22,15),(22,26),0.00206266 # DEPENDENCYPART_SIBL
(22,15),(22,27),0.0214573 # DEPENDENCYPART_SIBL
(22,15),(22,29),0.0377996 # DEPENDENCYPART_SIBL
(22,15),(22,30),0.0257268 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.00344606 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.173906 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.119932 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0140846 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0293337 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.393345 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.0110865 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0171799 # DEPENDENCYPART_SIBL
(22,16),(22,26),-0.0227411 # DEPENDENCYPART_SIBL
(22,16),(22,27),0.00507314 # DEPENDENCYPART_SIBL
(22,16),(22,29),0.356219 # DEPENDENCYPART_SIBL
(22,16),(22,30),0.0195811 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.117646 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.131961 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0367869 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0356472 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.020239 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.111962 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.00212762 # DEPENDENCYPART_SIBL
(22,17),(22,26),0.00109937 # DEPENDENCYPART_SIBL
(22,17),(22,27),0.114262 # DEPENDENCYPART_SIBL
(22,17),(22,29),-0.00351688 # DEPENDENCYPART_SIBL
(22,17),(22,30),0.129019 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.22146 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0375795 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.000679463 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0267851 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.0231667 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0247649 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.000276598 # DEPENDENCYPART_SIBL
(22,18),(22,27),0.0237274 # DEPENDENCYPART_SIBL
(22,18),(22,29),-0.0136878 # DEPENDENCYPART_SIBL
(22,18),(22,30),0.0287247 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0328394 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0496522 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0652795 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.038591 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0958791 # DEPENDENCYPART_SIBL
(22,19),(22,26),0.0514408 # DEPENDENCYPART_SIBL
(22,19),(22,27),0.0397763 # DEPENDENCYPART_SIBL
(22,19),(22,29),0.0517388 # DEPENDENCYPART_SIBL
(22,19),(22,30),0.0451986 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.147943 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0146475 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0511406 # DEPENDENCYPART_SIBL
(22,20),(22,25),-0.012412 # DEPENDENCYPART_SIBL
(22,20),(22,26),0.428908 # DEPENDENCYPART_SIBL
(22,20),(22,27),-0.051715 # DEPENDENCYPART_SIBL
(22,20),(22,29),-0.0268125 # DEPENDENCYPART_SIBL
(22,20),(22,30),-0.0444159 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.393345 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0110865 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0171799 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0227411 # DEPENDENCYPART_SIBL
(22,21),(22,27),0.00507314 # DEPENDENCYPART_SIBL
(22,21),(22,29),0.356219 # DEPENDENCYPART_SIBL
(22,21),(22,30),0.0195811 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.0762124 # DEPENDENCYPART_SIBL
(22,23),(22,25),-0.0722564 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.149091 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.0762377 # DEPENDENCYPART_SIBL
(22,23),(22,29),-0.118099 # DEPENDENCYPART_SIBL
(22,23),(22,30),-0.0687579 # DEPENDENCYPART_SIBL
(22,24),(22,25),-0.0041347 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.103175 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0889459 # DEPENDENCYPART_SIBL
(22,24),(22,29),-0.0707246 # DEPENDENCYPART_SIBL
(22,24),(22,30),-0.0699134 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.00805125 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.000270756 # DEPENDENCYPART_SIBL
(22,25),(22,29),-0.0456935 # DEPENDENCYPART_SIBL
(22,25),(22,30),0.00585561 # DEPENDENCYPART_SIBL
(22,26),(22,27),0.0238322 # DEPENDENCYPART_SIBL
(22,26),(22,29),-0.0353125 # DEPENDENCYPART_SIBL
(22,26),(22,30),0.0313164 # DEPENDENCYPART_SIBL
(22,27),(22,29),-0.0640178 # DEPENDENCYPART_SIBL
(22,27),(22,30),-0.0617318 # DEPENDENCYPART_SIBL
(22,29),(22,30),-0.0722865 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0485335 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.108825 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.0344077 # DEPENDENCYPART_SIBL
(23,21),(23,27),0.106491 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0529211 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.0209862 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.058253 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.011018 # DEPENDENCYPART_SIBL
(23,24),(23,27),-0.110614 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.000623698 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0570029 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0129232 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.0574323 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.00156392 # DEPENDENCYPART_SIBL
(24,19),(24,26),-0.00229368 # DEPENDENCYPART_SIBL
(24,19),(24,27),0.0354874 # DEPENDENCYPART_SIBL
(24,19),(24,29),0.0050283 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.010578 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0218139 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.00583504 # DEPENDENCYPART_SIBL
(24,21),(24,26),0.0230692 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0414958 # DEPENDENCYPART_SIBL
(24,21),(24,29),0.0328122 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0307375 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0184047 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.00471486 # DEPENDENCYPART_SIBL
(24,22),(24,27),0.0726196 # DEPENDENCYPART_SIBL
(24,22),(24,29),0.0221918 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0134086 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0137006 # DEPENDENCYPART_SIBL
(24,23),(24,27),0.0371877 # DEPENDENCYPART_SIBL
(24,23),(24,29),0.0270819 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.0223797 # DEPENDENCYPART_SIBL
(24,25),(24,27),0.0667359 # DEPENDENCYPART_SIBL
(24,25),(24,29),0.00550253 # DEPENDENCYPART_SIBL
(24,26),(24,27),0.0237765 # DEPENDENCYPART_SIBL
(24,26),(24,29),-0.00472275 # DEPENDENCYPART_SIBL
(24,27),(24,29),-0.0249728 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.0118428 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.0211145 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0894987 # DEPENDENCYPART_SIBL
(25,21),(25,27),0.120492 # DEPENDENCYPART_SIBL
(25,21),(25,30),0.141054 # DEPENDENCYPART_SIBL
(25,21),(25,32),0.123748 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0211119 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.0876696 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.121199 # DEPENDENCYPART_SIBL
(25,23),(25,30),0.141761 # DEPENDENCYPART_SIBL
(25,23),(25,32),0.124455 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.026806 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.221368 # DEPENDENCYPART_SIBL
(25,24),(25,30),0.238623 # DEPENDENCYPART_SIBL
(25,24),(25,32),0.219852 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.0064696 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.00244625 # DEPENDENCYPART_SIBL
(25,26),(25,32),-0.00647169 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.0312115 # DEPENDENCYPART_SIBL
(25,27),(25,32),-0.0437438 # DEPENDENCYPART_SIBL
(25,30),(25,32),-0.0408306 # DEPENDENCYPART_SIBL
(26,1),(26,3),-0.0301622 # DEPENDENCYPART_SIBL
(26,1),(26,6),-0.014186 # DEPENDENCYPART_SIBL
(26,1),(26,8),-0.0248757 # DEPENDENCYPART_SIBL
(26,1),(26,11),0.0280848 # DEPENDENCYPART_SIBL
(26,1),(26,14),-0.0334514 # DEPENDENCYPART_SIBL
(26,1),(26,16),-0.0215943 # DEPENDENCYPART_SIBL
(26,1),(26,17),0.0169608 # DEPENDENCYPART_SIBL
(26,1),(26,18),0.0208011 # DEPENDENCYPART_SIBL
(26,1),(26,19),0.0194378 # DEPENDENCYPART_SIBL
(26,1),(26,20),-0.0169043 # DEPENDENCYPART_SIBL
(26,1),(26,21),-0.0215943 # DEPENDENCYPART_SIBL
(26,1),(26,22),0.0204332 # DEPENDENCYPART_SIBL
(26,1),(26,23),-0.0215943 # DEPENDENCYPART_SIBL
(26,1),(26,24),0.0169608 # DEPENDENCYPART_SIBL
(26,1),(26,25),0.0208011 # DEPENDENCYPART_SIBL
(26,1),(26,27),-0.0163554 # DEPENDENCYPART_SIBL
(26,1),(26,28),-0.0138906 # DEPENDENCYPART_SIBL
(26,1),(26,29),-0.0287878 # DEPENDENCYPART_SIBL
(26,1),(26,30),-0.0205225 # DEPENDENCYPART_SIBL
(26,1),(26,32),-0.0182003 # DEPENDENCYPART_SIBL
(26,3),(26,6),-0.136153 # DEPENDENCYPART_SIBL
(26,3),(26,8),-0.0196107 # DEPENDENCYPART_SIBL
(26,3),(26,11),-0.0762092 # DEPENDENCYPART_SIBL
(26,3),(26,14),-0.0269538 # DEPENDENCYPART_SIBL
(26,3),(26,16),-0.0724646 # DEPENDENCYPART_SIBL
(26,3),(26,17),-0.0827575 # DEPENDENCYPART_SIBL
(26,3),(26,18),-0.0145762 # DEPENDENCYPART_SIBL
(26,3),(26,19),-0.0490209 # DEPENDENCYPART_SIBL
(26,3),(26,20),-0.132378 # DEPENDENCYPART_SIBL
(26,3),(26,21),-0.0724646 # DEPENDENCYPART_SIBL
(26,3),(26,22),-0.0317555 # DEPENDENCYPART_SIBL
(26,3),(26,23),-0.0724815 # DEPENDENCYPART_SIBL
(26,3),(26,24),-0.0827575 # DEPENDENCYPART_SIBL
(26,3),(26,25),-0.0145762 # DEPENDENCYPART_SIBL
(26,3),(26,27),-0.0362238 # DEPENDENCYPART_SIBL
(26,3),(26,28),-0.0229542 # DEPENDENCYPART_SIBL
(26,3),(26,29),-0.0316018 # DEPENDENCYPART_SIBL
(26,3),(26,30),-0.0388969 # DEPENDENCYPART_SIBL
(26,3),(26,32),-0.0384542 # DEPENDENCYPART_SIBL
(26,6),(26,8),-0.00691575 # DEPENDENCYPART_SIBL
(26,6),(26,11),-0.0654927 # DEPENDENCYPART_SIBL
(26,6),(26,14),-0.014257 # DEPENDENCYPART_SIBL
(26,6),(26,16),-0.0621629 # DEPENDENCYPART_SIBL
(26,6),(26,17),-0.0720409 # DEPENDENCYPART_SIBL
(26,6),(26,18),-0.00752377 # DEPENDENCYPART_SIBL
(26,6),(26,19),-0.0352203 # DEPENDENCYPART_SIBL
(26,6),(26,20),-0.116312 # DEPENDENCYPART_SIBL
(26,6),(26,21),-0.0621629 # DEPENDENCYPART_SIBL
(26,6),(26,22),-0.0180746 # DEPENDENCYPART_SIBL
(26,6),(26,23),-0.0621798 # DEPENDENCYPART_SIBL
(26,6),(26,24),-0.0720409 # DEPENDENCYPART_SIBL
(26,6),(26,25),-0.00752377 # DEPENDENCYPART_SIBL
(26,6),(26,27),-0.0111753 # DEPENDENCYPART_SIBL
(26,6),(26,28),-0.0106742 # DEPENDENCYPART_SIBL
(26,6),(26,29),-0.016802 # DEPENDENCYPART_SIBL
(26,6),(26,30),-0.0138483 # DEPENDENCYPART_SIBL
(26,6),(26,32),-0.0134058 # DEPENDENCYPART_SIBL
(26,8),(26,11),0.0304463 # DEPENDENCYPART_SIBL
(26,8),(26,14),-0.0314262 # DEPENDENCYPART_SIBL
(26,8),(26,16),-0.0208843 # DEPENDENCYPART_SIBL
(26,8),(26,17),0.0193223 # DEPENDENCYPART_SIBL
(26,8),(26,18),0.0119824 # DEPENDENCYPART_SIBL
(26,8),(26,19),0.015901 # DEPENDENCYPART_SIBL
(26,8),(26,20),-0.0163887 # DEPENDENCYPART_SIBL
(26,8),(26,21),-0.0208843 # DEPENDENCYPART_SIBL
(26,8),(26,22),0.0128964 # DEPENDENCYPART_SIBL
(26,8),(26,23),-0.0208843 # DEPENDENCYPART_SIBL
(26,8),(26,24),0.0193223 # DEPENDENCYPART_SIBL
(26,8),(26,25),0.0119824 # DEPENDENCYPART_SIBL
(26,8),(26,27),-0.00760023 # DEPENDENCYPART_SIBL
(26,8),(26,28),-0.00803301 # DEPENDENCYPART_SIBL
(26,8),(26,29),-0.0229106 # DEPENDENCYPART_SIBL
(26,8),(26,30),-0.0117673 # DEPENDENCYPART_SIBL
(26,8),(26,32),-0.00944512 # DEPENDENCYPART_SIBL
(26,11),(26,14),-0.0284253 # DEPENDENCYPART_SIBL
(26,11),(26,16),-0.0627477 # DEPENDENCYPART_SIBL
(26,11),(26,17),-0.187152 # DEPENDENCYPART_SIBL
(26,11),(26,18),-0.055285 # DEPENDENCYPART_SIBL
(26,11),(26,19),-0.0349368 # DEPENDENCYPART_SIBL
(26,11),(26,20),-0.0343051 # DEPENDENCYPART_SIBL
(26,11),(26,21),-0.0627477 # DEPENDENCYPART_SIBL
(26,11),(26,22),-0.0460564 # DEPENDENCYPART_SIBL
(26,11),(26,23),-0.0628942 # DEPENDENCYPART_SIBL
(26,11),(26,24),-0.187152 # DEPENDENCYPART_SIBL
(26,11),(26,25),-0.055285 # DEPENDENCYPART_SIBL
