# _root_ Σε αυτό εκτίθενται ευρήματα από τον προϊστορικό οικισμό στο Ντικιλί Τας , την ελληνιστική , ρωμαϊκή και παλιοχριστιανική πόλη των Φιλίππων .
#goldHeads=3,1,0,3,4,8,8,12,8,9,10,5,14,17,17,17,19,17,12,21,19,0,
#predictedHeads=3,1,0,3,4,8,8,5,8,9,14,17,19,17,17,17,19,17,10,21,19,0,
(10,15),(15,7),-1.01134 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.867908 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.813811 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.567117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,12),0.025893 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.21965 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.312492 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.00346076 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.386562 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.163322 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.180891 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.200224 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.733684 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.223512 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0236017 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.488508 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.0971057 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.224617 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.87979 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-1.66394 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-1.43521 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.749702 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-1.11234 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.930076 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.884057 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.531454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),-0.544489 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.012145 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),-0.92427 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.255577 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.0165364 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.361161 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.14116 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.0315679 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),0.0668353 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.164138 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),-0.369016 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),-0.724402 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),-0.207737 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.0431606 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.312315 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.111627 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.387383 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.317198 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.256938 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.225858 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.417824 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.0233417 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.078315 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.096857 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),-0.305276 # DEPENDENCYPART_GRANDPAR
(12,1),(1,17),-0.453041 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.0392762 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.545501 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.126751 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.098559 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.128539 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.156716 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.114792 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.144561 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.969481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,15),-0.279286 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.464829 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.518882 # DEPENDENCYPART_GRANDPAR
(12,3),(3,22),-0.313723 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.0868542 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.475395 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.118952 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),0.0389958 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.0116739 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.0185141 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.0758938 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.00473399 # DEPENDENCYPART_GRANDPAR
(12,4),(4,10),-0.0637547 # DEPENDENCYPART_GRANDPAR
(12,4),(4,12),-1.0143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,4),(4,17),-0.441603 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),-0.326634 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.147384 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.189315 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.0415861 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.142261 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.126091 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.116483 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.104344 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.995977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,15),-0.305782 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.455627 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.319213 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.0815286 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.111695 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.0840553 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.138983 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0336756 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.126844 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.457391 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.0862093 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.476133 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.116667 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.0162219 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.0929122 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.0404721 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0771348 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0070603 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0627677 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.0143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.42519 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.441603 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.115055 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0645111 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.995477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,1),-0.089731 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0964339 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0396366 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0763125 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0382946 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0727185 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0825071 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.0143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),-0.42519 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.32411 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.591127 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.441603 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.556312 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.604996 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.592857 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.420666 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.554206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.123222 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0409785 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.122624 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.550677 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.595573 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.52092 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.531893 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.618051 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.540664 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.605912 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.648453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,14),-0.0926375 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.200856 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.133144 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.177913 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.153912 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.144495 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.00856308 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.12322 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0430861 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.135989 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.0996811 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.0318754 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.0744772 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.122847 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.0318754 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.0647038 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.452553 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.210384 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.121868 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.0857726 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.0430538 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.0944595 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.0213712 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.116374 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.0478022 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),0.0632465 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.0792657 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.157821 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.0735798 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.534814 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.0271507 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),-0.193084 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.17039 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.19444 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.130982 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.489005 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.30774 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.733664 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.416009 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.491318 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.776683 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.647568 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.128736 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.124834 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.206508 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.17582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,17),-0.314937 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.492991 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.495304 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.776553 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.647442 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.473597 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0583163 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.218776 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.206484 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.17582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.383849 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.590603 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.314937 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.703028 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.448161 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.853047 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.404478 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.436798 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.632904 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.462058 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0468953 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.243114 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.14292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.390441 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.557696 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.756843 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.695761 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.913704 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.612951 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.16198 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.846659 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.792559 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.03614 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.90416 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.386628 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.685216 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.630679 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.706232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.154465 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.0712328 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.35361 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.252727 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.512204 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.20291 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.707108 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.678365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0380858 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.355954 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.210688 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.20954 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.110126 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.518115 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.143489 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),0.0235779 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.151504 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.110163 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.105575 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.100272 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.0985034 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-0.982188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,17),-0.389851 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.493528 # DEPENDENCYPART_GRANDPAR
(15,3),(3,22),-0.292107 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.0625479 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.448009 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.0621756 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.161133 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.109964 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.0414782 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.0293406 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),0.00448369 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.0194655 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.152568 # DEPENDENCYPART_GRANDPAR
(15,4),(4,17),-0.366626 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-0.305019 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.00201817 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.132539 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.0583245 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.240551 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.149055 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.0699301 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.060055 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.139504 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.00868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,17),-0.38065 # DEPENDENCYPART_GRANDPAR
(15,5),(5,22),-0.297597 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.098267 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.0104419 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.182345 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.0924299 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0244579 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.0825548 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.382414 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.0631929 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.448747 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.0598915 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.0329604 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),0.0292247 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.138762 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.100099 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.00215738 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.0184784 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.151593 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.107232 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.366626 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.13802 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0202218 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.140015 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),0.0596711 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.0257029 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.137927 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.0992766 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.00825856 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0635008 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.0433322 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.151555 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.107082 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.02701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.392322 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.366626 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.530958 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.0735264 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.299914 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.215301 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.0978808 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.196224 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.17454 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.238571 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.164665 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.108954 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.03735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.360439 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.599515 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.524239 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.642756 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.312461 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.0573041 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0474138 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0597133 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.203663 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.129993 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.02445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.363684 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.610489 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.412868 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.566913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.16265 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0065219 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.096093 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.407666 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.553224 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.631559 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.425709 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.591396 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.590852 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.553915 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.580977 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.551139 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.579104 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.614642 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.446163 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.358022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0692667 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.109142 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.111743 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.152513 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.145226 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.0759571 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0065219 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.206149 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.578393 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.633898 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.44172 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.617129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.155751 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.169437 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0843405 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.216388 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.189248 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.0848622 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0539122 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.257835 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.0951955 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.478038 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.409176 # DEPENDENCYPART_GRANDPAR
(15,22),(22,16),0.00572028 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.233359 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.169087 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.272427 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.21449 # DEPENDENCYPART_GRANDPAR
